alarm_id,timestamp,tag,prioriteit,type,status,duur_sec,is_nuisance,in_alarm_flood,operator_actie,dag_type,shift
9632,2025-03-11 07:14:00,XA-502,laag,equipment,acknowledged,39,1,0,acknowledge,werkdag,dag
9625,2025-03-11 07:55:58,XA-502,laag,equipment,acknowledged,421,1,0,acknowledge,werkdag,dag
9617,2025-03-11 07:59:53,XA-502,laag,equipment,acknowledged,62,1,0,acknowledge,werkdag,dag
9673,2025-03-11 08:00:34,CA-801,laag,communicatie,acknowledged,96,1,0,suppress,werkdag,dag
9656,2025-03-11 08:08:40,CA-801,laag,communicatie,acknowledged,150,1,0,acknowledge,werkdag,dag
9616,2025-03-11 08:12:40,XA-502,laag,equipment,acknowledged,103,1,0,acknowledge,werkdag,dag
9626,2025-03-11 08:13:54,XA-502,laag,equipment,acknowledged,912,1,0,acknowledge,werkdag,dag
9582,2025-03-11 08:16:06,FAH-301,medium,debiet,acknowledged,1025,0,0,acknowledge,werkdag,dag
9675,2025-03-11 08:20:20,CA-801,laag,communicatie,teruggekeerd,193,1,0,geen,werkdag,dag
9548,2025-03-11 08:21:42,TAH-102,medium,temperatuur,acknowledged,25,1,0,acknowledge,werkdag,dag
9591,2025-03-11 08:38:42,FAL-302,medium,debiet,acknowledged,306,1,0,actie_genomen,werkdag,dag
9654,2025-03-11 08:42:39,CA-801,laag,communicatie,acknowledged,114,1,0,actie_genomen,werkdag,dag
9546,2025-03-11 08:55:22,TAH-102,medium,temperatuur,teruggekeerd,41,1,0,actie_genomen,werkdag,dag
9679,2025-03-11 08:57:20,CA-801,laag,communicatie,acknowledged,422,1,0,actie_genomen,werkdag,dag
9583,2025-03-11 08:57:54,FAL-302,medium,debiet,actief,372,1,0,actie_genomen,werkdag,dag
9584,2025-03-11 09:20:41,FAL-302,medium,debiet,acknowledged,394,1,0,acknowledge,werkdag,dag
9661,2025-03-11 09:25:36,CA-801,laag,communicatie,actief,540,1,0,acknowledge,werkdag,dag
9618,2025-03-11 09:32:25,XA-502,laag,equipment,acknowledged,325,1,0,actie_genomen,werkdag,dag
9559,2025-03-11 09:39:31,PAH-202,laag,druk,teruggekeerd,724,1,0,actie_genomen,werkdag,dag
9577,2025-03-11 09:41:53,FAL-301,hoog,debiet,teruggekeerd,366,0,0,actie_genomen,werkdag,dag
9653,2025-03-11 10:06:02,CA-801,laag,communicatie,acknowledged,1140,1,0,actie_genomen,werkdag,dag
9619,2025-03-11 10:06:19,XA-502,laag,equipment,actief,307,1,0,actie_genomen,werkdag,dag
9665,2025-03-11 10:07:20,CA-801,laag,communicatie,actief,277,1,0,geen,werkdag,dag
9573,2025-03-11 10:10:54,PAH-202,laag,druk,acknowledged,49,1,0,suppress,werkdag,dag
9678,2025-03-11 10:14:00,CA-801,laag,communicatie,teruggekeerd,59,1,0,actie_genomen,werkdag,dag
9601,2025-03-11 10:18:27,XA-501,medium,equipment,acknowledged,1018,0,0,actie_genomen,werkdag,dag
9666,2025-03-11 10:26:21,CA-801,laag,communicatie,acknowledged,136,1,0,actie_genomen,werkdag,dag
9603,2025-03-11 10:36:17,XA-502,laag,equipment,acknowledged,1,1,0,acknowledge,werkdag,dag
9605,2025-03-11 10:45:26,XA-502,laag,equipment,acknowledged,722,1,0,acknowledge,werkdag,dag
9598,2025-03-11 10:53:10,XA-501,medium,equipment,teruggekeerd,2450,0,0,suppress,werkdag,dag
9538,2025-03-11 11:06:09,TAL-101,hoog,temperatuur,acknowledged,161,0,0,actie_genomen,werkdag,dag
9571,2025-03-11 11:31:39,PAH-202,laag,druk,acknowledged,251,1,0,geen,werkdag,dag
9652,2025-03-11 11:45:57,CA-801,laag,communicatie,actief,29,1,0,acknowledge,werkdag,dag
9648,2025-03-11 11:56:08,AAL-601,medium,analyse,actief,1446,0,0,acknowledge,werkdag,dag
9592,2025-03-11 12:10:43,FAL-302,medium,debiet,acknowledged,738,1,0,acknowledge,werkdag,dag
9536,2025-03-11 12:19:01,TAL-101,hoog,temperatuur,actief,67,0,0,actie_genomen,werkdag,dag
9668,2025-03-11 12:29:03,CA-801,laag,communicatie,acknowledged,101,1,0,actie_genomen,werkdag,dag
9685,2025-03-11 12:49:41,CA-801,laag,communicatie,teruggekeerd,283,1,0,geen,werkdag,dag
9555,2025-03-11 12:54:02,PAH-202,laag,druk,acknowledged,23,1,0,geen,werkdag,dag
9587,2025-03-11 13:00:30,FAL-302,medium,debiet,acknowledged,352,1,0,acknowledge,werkdag,dag
9554,2025-03-11 13:03:09,PAH-202,laag,druk,acknowledged,154,1,0,acknowledge,werkdag,dag
9634,2025-03-11 13:11:45,XA-502,laag,equipment,acknowledged,19,1,0,geen,werkdag,dag
9572,2025-03-11 14:37:25,PAH-202,laag,druk,teruggekeerd,144,1,0,acknowledge,werkdag,avond
9622,2025-03-11 14:37:42,XA-502,laag,equipment,teruggekeerd,52,1,0,actie_genomen,werkdag,avond
9608,2025-03-11 15:10:30,XA-502,laag,equipment,actief,194,1,0,actie_genomen,werkdag,avond
9606,2025-03-11 15:22:16,XA-502,laag,equipment,acknowledged,60,1,0,acknowledge,werkdag,avond
9671,2025-03-11 15:23:31,CA-801,laag,communicatie,acknowledged,182,1,0,acknowledge,werkdag,avond
9574,2025-03-11 15:24:08,PAH-202,laag,druk,teruggekeerd,193,1,0,actie_genomen,werkdag,avond
9681,2025-03-11 15:24:42,CA-801,laag,communicatie,acknowledged,39,1,0,geen,werkdag,avond
9578,2025-03-11 15:43:05,FAH-301,medium,debiet,teruggekeerd,330,0,0,actie_genomen,werkdag,avond
9595,2025-03-11 15:51:41,LAH-401,hoog,niveau,teruggekeerd,338,0,0,acknowledge,werkdag,avond
9644,2025-03-11 16:09:13,AAL-601,medium,analyse,acknowledged,1724,0,0,actie_genomen,werkdag,avond
9558,2025-03-11 16:11:10,PAH-202,laag,druk,acknowledged,334,1,0,acknowledge,werkdag,avond
9677,2025-03-11 16:17:30,CA-801,laag,communicatie,acknowledged,71,1,0,actie_genomen,werkdag,avond
9664,2025-03-11 16:21:57,CA-801,laag,communicatie,acknowledged,473,1,0,acknowledge,werkdag,avond
9659,2025-03-11 16:31:34,CA-801,laag,communicatie,acknowledged,247,1,0,acknowledge,werkdag,avond
9637,2025-03-11 16:40:12,XA-502,laag,equipment,acknowledged,123,1,0,geen,werkdag,avond
9682,2025-03-11 16:42:40,CA-801,laag,communicatie,acknowledged,111,1,0,actie_genomen,werkdag,avond
9649,2025-03-11 16:56:42,CA-801,laag,communicatie,acknowledged,1339,1,0,acknowledge,werkdag,avond
9569,2025-03-11 16:57:22,PAH-202,laag,druk,acknowledged,82,1,0,geen,werkdag,avond
9593,2025-03-11 16:58:26,LAH-401,hoog,niveau,acknowledged,2012,0,0,suppress,werkdag,avond
9561,2025-03-11 17:02:02,PAH-202,laag,druk,actief,211,1,0,acknowledge,werkdag,avond
9596,2025-03-11 17:06:38,XA-501,medium,equipment,acknowledged,660,0,0,acknowledge,werkdag,avond
9564,2025-03-11 17:14:57,PAH-202,laag,druk,acknowledged,742,1,0,acknowledge,werkdag,avond
9623,2025-03-11 17:31:00,XA-502,laag,equipment,acknowledged,476,1,0,geen,werkdag,avond
9604,2025-03-11 17:33:09,XA-502,laag,equipment,teruggekeerd,170,1,0,acknowledge,werkdag,avond
9539,2025-03-11 17:49:38,TAH-102,medium,temperatuur,teruggekeerd,307,1,0,acknowledge,werkdag,avond
9549,2025-03-11 17:50:37,TAH-102,medium,temperatuur,teruggekeerd,18,1,0,acknowledge,werkdag,avond
9658,2025-03-11 17:55:42,CA-801,laag,communicatie,teruggekeerd,113,1,0,geen,werkdag,avond
9610,2025-03-11 18:07:06,XA-502,laag,equipment,acknowledged,9,1,0,actie_genomen,werkdag,avond
9615,2025-03-11 18:30:37,XA-502,laag,equipment,actief,324,1,0,actie_genomen,werkdag,avond
9620,2025-03-11 18:39:30,XA-502,laag,equipment,actief,362,1,0,geen,werkdag,avond
9602,2025-03-11 18:42:36,XA-501,medium,equipment,actief,275,0,0,acknowledge,werkdag,avond
9566,2025-03-11 18:47:28,PAH-202,laag,druk,acknowledged,6,1,0,acknowledge,werkdag,avond
9544,2025-03-11 18:47:43,TAH-102,medium,temperatuur,acknowledged,27,1,0,actie_genomen,werkdag,avond
9628,2025-03-11 18:58:08,XA-502,laag,equipment,teruggekeerd,156,1,0,acknowledge,werkdag,avond
9550,2025-03-11 18:59:57,TAH-102,medium,temperatuur,teruggekeerd,463,1,0,actie_genomen,werkdag,avond
9631,2025-03-11 19:20:07,XA-502,laag,equipment,acknowledged,32,1,0,actie_genomen,werkdag,avond
9687,2025-03-11 19:21:37,CA-801,laag,communicatie,acknowledged,691,1,0,acknowledge,werkdag,avond
9643,2025-03-11 19:29:30,AAH-601,medium,analyse,teruggekeerd,1233,0,0,acknowledge,werkdag,avond
9611,2025-03-11 19:38:23,XA-502,laag,equipment,actief,272,1,0,acknowledge,werkdag,avond
9567,2025-03-11 19:42:19,PAH-202,laag,druk,acknowledged,1144,1,0,actie_genomen,werkdag,avond
9609,2025-03-11 19:44:34,XA-502,laag,equipment,actief,253,1,0,actie_genomen,werkdag,avond
9576,2025-03-11 20:02:49,PAH-202,laag,druk,teruggekeerd,178,1,0,acknowledge,werkdag,avond
9575,2025-03-11 20:18:11,PAH-202,laag,druk,teruggekeerd,259,1,0,geen,werkdag,avond
9535,2025-03-11 20:43:43,TAH-101,hoog,temperatuur,teruggekeerd,106,0,0,actie_genomen,werkdag,avond
9650,2025-03-11 20:52:17,CA-801,laag,communicatie,teruggekeerd,224,1,0,actie_genomen,werkdag,avond
9585,2025-03-11 20:53:06,FAL-302,medium,debiet,acknowledged,30,1,0,acknowledge,werkdag,avond
9646,2025-03-11 20:53:30,AAL-601,medium,analyse,acknowledged,349,0,0,actie_genomen,werkdag,avond
9607,2025-03-11 21:00:32,XA-502,laag,equipment,actief,64,1,0,actie_genomen,werkdag,avond
9588,2025-03-11 21:02:51,FAL-302,medium,debiet,teruggekeerd,266,1,0,actie_genomen,werkdag,avond
9651,2025-03-11 21:11:30,CA-801,laag,communicatie,actief,51,1,0,actie_genomen,werkdag,avond
9552,2025-03-11 21:18:59,PAH-201,hoog,druk,actief,78,0,0,suppress,werkdag,avond
9633,2025-03-11 21:19:42,XA-502,laag,equipment,teruggekeerd,561,1,0,acknowledge,werkdag,avond
9672,2025-03-11 21:53:27,CA-801,laag,communicatie,actief,28,1,0,geen,werkdag,avond
9570,2025-03-11 21:56:02,PAH-202,laag,druk,acknowledged,143,1,0,acknowledge,werkdag,avond
9565,2025-03-11 22:14:11,PAH-202,laag,druk,acknowledged,201,1,0,geen,werkdag,nacht
9551,2025-03-11 22:14:39,PAH-201,hoog,druk,actief,2151,0,0,actie_genomen,werkdag,nacht
9612,2025-03-11 22:21:58,XA-502,laag,equipment,actief,23,1,0,acknowledge,werkdag,nacht
9629,2025-03-11 22:23:20,XA-502,laag,equipment,teruggekeerd,563,1,0,acknowledge,werkdag,nacht
9580,2025-03-11 22:25:06,FAH-301,medium,debiet,acknowledged,1270,0,0,actie_genomen,werkdag,nacht
9600,2025-03-11 22:56:46,XA-501,medium,equipment,actief,473,0,0,acknowledge,werkdag,nacht
9647,2025-03-11 23:01:40,AAL-601,medium,analyse,actief,255,0,0,actie_genomen,werkdag,nacht
9663,2025-03-11 23:03:55,CA-801,laag,communicatie,actief,117,1,0,geen,werkdag,nacht
9547,2025-03-11 23:26:24,TAH-102,medium,temperatuur,teruggekeerd,402,1,0,suppress,werkdag,nacht
9662,2025-03-11 23:32:18,CA-801,laag,communicatie,acknowledged,443,1,0,actie_genomen,werkdag,nacht
9599,2025-03-11 23:39:00,XA-501,medium,equipment,acknowledged,1373,0,0,acknowledge,werkdag,nacht
9624,2025-03-11 23:48:25,XA-502,laag,equipment,actief,33,1,0,geen,werkdag,nacht
9674,2025-03-11 23:51:27,CA-801,laag,communicatie,acknowledged,51,1,0,actie_genomen,werkdag,nacht
9568,2025-03-11 23:55:42,PAH-202,laag,druk,acknowledged,154,1,0,acknowledge,werkdag,nacht
9541,2025-03-11 23:56:06,TAH-102,medium,temperatuur,actief,115,1,0,actie_genomen,werkdag,nacht
9783,2025-03-12 00:05:49,XA-501,medium,equipment,actief,1921,0,0,suppress,werkdag,nacht
9816,2025-03-12 00:08:49,CA-801,laag,communicatie,acknowledged,976,1,0,acknowledge,werkdag,nacht
9725,2025-03-12 00:09:38,PAH-202,laag,druk,actief,73,1,0,acknowledge,werkdag,nacht
9689,2025-03-12 00:15:48,TAH-101,hoog,temperatuur,actief,178,0,0,geen,werkdag,nacht
9849,2025-03-12 00:24:04,CA-801,laag,communicatie,actief,247,1,0,actie_genomen,werkdag,nacht
9732,2025-03-12 00:40:33,PAH-202,laag,druk,acknowledged,54,1,0,actie_genomen,werkdag,nacht
9840,2025-03-12 00:49:45,CA-801,laag,communicatie,actief,5,1,0,geen,werkdag,nacht
9718,2025-03-12 00:51:00,PAH-202,laag,druk,acknowledged,183,1,0,actie_genomen,werkdag,nacht
9719,2025-03-12 00:53:06,PAH-202,laag,druk,teruggekeerd,744,1,0,acknowledge,werkdag,nacht
9733,2025-03-12 01:14:19,PAH-202,laag,druk,teruggekeerd,179,1,0,geen,werkdag,nacht
9688,2025-03-12 01:27:15,TAH-101,hoog,temperatuur,actief,727,0,0,actie_genomen,werkdag,nacht
9721,2025-03-12 01:52:54,PAH-202,laag,druk,teruggekeerd,475,1,0,geen,werkdag,nacht
9731,2025-03-12 02:24:32,PAH-202,laag,druk,acknowledged,454,1,0,acknowledge,werkdag,nacht
9823,2025-03-12 02:31:49,CA-801,laag,communicatie,actief,83,1,0,acknowledge,werkdag,nacht
9705,2025-03-12 02:36:51,TAH-102,medium,temperatuur,acknowledged,279,1,0,actie_genomen,werkdag,nacht
9807,2025-03-12 02:39:33,XA-502,laag,equipment,actief,162,1,0,acknowledge,werkdag,nacht
9808,2025-03-12 02:42:24,XA-502,laag,equipment,acknowledged,17,1,0,actie_genomen,werkdag,nacht
9786,2025-03-12 02:59:35,XA-501,medium,equipment,actief,605,0,0,actie_genomen,werkdag,nacht
9825,2025-03-12 03:00:57,CA-801,laag,communicatie,teruggekeerd,136,1,0,geen,werkdag,nacht
9710,2025-03-12 03:07:04,PAH-202,laag,druk,actief,298,1,0,suppress,werkdag,nacht
9720,2025-03-12 03:13:22,PAH-202,laag,druk,teruggekeerd,189,1,0,acknowledge,werkdag,nacht
9754,2025-03-12 03:22:35,FAL-302,medium,debiet,acknowledged,151,1,0,acknowledge,werkdag,nacht
9785,2025-03-12 03:26:57,XA-501,medium,equipment,actief,688,0,0,acknowledge,werkdag,nacht
9763,2025-03-12 03:30:13,FAL-302,medium,debiet,acknowledged,3,1,0,geen,werkdag,nacht
9736,2025-03-12 03:33:57,PAH-202,laag,druk,acknowledged,281,1,0,geen,werkdag,nacht
9826,2025-03-12 03:37:19,CA-801,laag,communicatie,teruggekeerd,58,1,0,acknowledge,werkdag,nacht
9722,2025-03-12 03:37:22,PAH-202,laag,druk,acknowledged,107,1,0,acknowledge,werkdag,nacht
9728,2025-03-12 03:41:45,PAH-202,laag,druk,acknowledged,998,1,0,actie_genomen,werkdag,nacht
9755,2025-03-12 03:45:16,FAL-302,medium,debiet,actief,140,1,0,acknowledge,werkdag,nacht
9842,2025-03-12 04:10:17,CA-801,laag,communicatie,acknowledged,123,1,0,actie_genomen,werkdag,nacht
9752,2025-03-12 04:17:04,FAL-302,medium,debiet,acknowledged,72,1,0,acknowledge,werkdag,nacht
9853,2025-03-12 04:22:02,CA-801,laag,communicatie,acknowledged,269,1,0,actie_genomen,werkdag,nacht
9836,2025-03-12 04:31:22,CA-801,laag,communicatie,teruggekeerd,178,1,0,actie_genomen,werkdag,nacht
9769,2025-03-12 05:12:06,FAL-302,medium,debiet,acknowledged,181,1,0,actie_genomen,werkdag,nacht
9838,2025-03-12 05:18:36,CA-801,laag,communicatie,acknowledged,1,1,0,actie_genomen,werkdag,nacht
9854,2025-03-12 05:22:09,CA-801,laag,communicatie,acknowledged,304,1,0,actie_genomen,werkdag,nacht
9703,2025-03-12 05:27:54,TAH-102,medium,temperatuur,teruggekeerd,119,1,0,geen,werkdag,nacht
9787,2025-03-12 05:35:43,XA-501,medium,equipment,actief,181,0,0,acknowledge,werkdag,nacht
9700,2025-03-12 05:39:56,TAH-102,medium,temperatuur,acknowledged,1,1,0,acknowledge,werkdag,nacht
9790,2025-03-12 05:54:44,XA-501,medium,equipment,teruggekeerd,9,0,0,geen,werkdag,nacht
9737,2025-03-12 05:57:48,PAH-202,laag,druk,actief,400,1,0,actie_genomen,werkdag,nacht
9839,2025-03-12 06:03:28,CA-801,laag,communicatie,acknowledged,338,1,0,geen,werkdag,dag
9706,2025-03-12 06:05:49,PAH-201,hoog,druk,acknowledged,1495,0,0,actie_genomen,werkdag,dag
9795,2025-03-12 06:06:31,XA-502,laag,equipment,acknowledged,95,1,0,geen,werkdag,dag
9856,2025-03-12 06:07:56,CA-801,laag,communicatie,actief,225,1,0,suppress,werkdag,dag
9698,2025-03-12 06:17:37,TAH-102,medium,temperatuur,acknowledged,54,1,0,acknowledge,werkdag,dag
9810,2025-03-12 06:29:47,XA-502,laag,equipment,acknowledged,989,1,0,geen,werkdag,dag
9701,2025-03-12 06:30:37,TAH-102,medium,temperatuur,acknowledged,112,1,0,geen,werkdag,dag
9753,2025-03-12 07:07:00,FAL-302,medium,debiet,actief,87,1,0,acknowledge,werkdag,dag
9739,2025-03-12 07:08:09,PAH-202,laag,druk,acknowledged,85,1,0,geen,werkdag,dag
9713,2025-03-12 07:19:17,PAH-202,laag,druk,actief,15,1,0,suppress,werkdag,dag
9723,2025-03-12 07:45:12,PAH-202,laag,druk,acknowledged,47,1,0,acknowledge,werkdag,dag
9832,2025-03-12 07:46:05,CA-801,laag,communicatie,acknowledged,14,1,0,geen,werkdag,dag
9702,2025-03-12 08:14:18,TAH-102,medium,temperatuur,actief,149,1,0,acknowledge,werkdag,dag
9760,2025-03-12 08:27:44,FAL-302,medium,debiet,actief,418,1,0,acknowledge,werkdag,dag
9757,2025-03-12 08:31:23,FAL-302,medium,debiet,teruggekeerd,91,1,0,acknowledge,werkdag,dag
9855,2025-03-12 08:39:01,CA-801,laag,communicatie,actief,75,1,0,acknowledge,werkdag,dag
9791,2025-03-12 08:52:31,XA-501,medium,equipment,actief,352,0,0,actie_genomen,werkdag,dag
9812,2025-03-12 08:52:52,AAH-601,medium,analyse,acknowledged,322,0,0,acknowledge,werkdag,dag
9780,2025-03-12 08:55:12,LAL-401,hoog,niveau,teruggekeerd,377,0,0,acknowledge,werkdag,dag
9847,2025-03-12 09:00:58,CA-801,laag,communicatie,acknowledged,70,1,0,geen,werkdag,dag
9775,2025-03-12 09:11:04,FAL-302,medium,debiet,acknowledged,345,1,0,acknowledge,werkdag,dag
9843,2025-03-12 09:13:30,CA-801,laag,communicatie,acknowledged,834,1,0,actie_genomen,werkdag,dag
9738,2025-03-12 09:14:59,PAH-202,laag,druk,actief,6,1,0,suppress,werkdag,dag
9762,2025-03-12 09:15:06,FAL-302,medium,debiet,acknowledged,921,1,0,actie_genomen,werkdag,dag
9756,2025-03-12 09:29:02,FAL-302,medium,debiet,acknowledged,194,1,0,suppress,werkdag,dag
9717,2025-03-12 09:33:58,PAH-202,laag,druk,actief,136,1,0,suppress,werkdag,dag
9814,2025-03-12 09:45:55,AAL-601,medium,analyse,teruggekeerd,655,0,0,acknowledge,werkdag,dag
9776,2025-03-12 09:51:17,LAH-401,hoog,niveau,acknowledged,406,0,0,acknowledge,werkdag,dag
9822,2025-03-12 10:01:14,CA-801,laag,communicatie,actief,328,1,0,actie_genomen,werkdag,dag
9747,2025-03-12 10:09:35,FAH-301,medium,debiet,actief,1045,0,0,geen,werkdag,dag
9798,2025-03-12 10:16:21,XA-502,laag,equipment,acknowledged,298,1,0,actie_genomen,werkdag,dag
9727,2025-03-12 10:29:26,PAH-202,laag,druk,acknowledged,122,1,0,geen,werkdag,dag
9834,2025-03-12 10:47:04,CA-801,laag,communicatie,teruggekeerd,65,1,0,acknowledge,werkdag,dag
9852,2025-03-12 11:06:10,CA-801,laag,communicatie,actief,176,1,0,geen,werkdag,dag
9829,2025-03-12 11:08:03,CA-801,laag,communicatie,teruggekeerd,148,1,0,acknowledge,werkdag,dag
9764,2025-03-12 11:19:37,FAL-302,medium,debiet,actief,12,1,0,acknowledge,werkdag,dag
9715,2025-03-12 11:19:38,PAH-202,laag,druk,actief,195,1,0,acknowledge,werkdag,dag
9744,2025-03-12 11:40:51,FAL-301,hoog,debiet,acknowledged,278,0,0,geen,werkdag,dag
9729,2025-03-12 11:50:10,PAH-202,laag,druk,acknowledged,113,1,0,acknowledge,werkdag,dag
9735,2025-03-12 11:53:01,PAH-202,laag,druk,actief,108,1,0,geen,werkdag,dag
9850,2025-03-12 12:20:49,CA-801,laag,communicatie,actief,20,1,0,geen,werkdag,dag
9697,2025-03-12 12:22:11,TAL-101,hoog,temperatuur,actief,86,0,0,actie_genomen,werkdag,dag
9758,2025-03-12 12:23:44,FAL-302,medium,debiet,actief,290,1,0,acknowledge,werkdag,dag
9724,2025-03-12 12:33:51,PAH-202,laag,druk,actief,680,1,0,actie_genomen,werkdag,dag
9773,2025-03-12 12:38:17,FAL-302,medium,debiet,acknowledged,242,1,0,actie_genomen,werkdag,dag
9774,2025-03-12 12:58:13,FAL-302,medium,debiet,actief,150,1,0,acknowledge,werkdag,dag
9750,2025-03-12 13:01:52,FAH-301,medium,debiet,actief,56,0,0,actie_genomen,werkdag,dag
9827,2025-03-12 13:02:17,CA-801,laag,communicatie,acknowledged,441,1,0,actie_genomen,werkdag,dag
9797,2025-03-12 13:02:52,XA-502,laag,equipment,actief,197,1,0,geen,werkdag,dag
9784,2025-03-12 13:03:38,XA-501,medium,equipment,teruggekeerd,729,0,0,acknowledge,werkdag,dag
9801,2025-03-12 13:12:35,XA-502,laag,equipment,acknowledged,105,1,0,acknowledge,werkdag,dag
9694,2025-03-12 13:14:16,TAH-101,hoog,temperatuur,actief,96,0,0,geen,werkdag,dag
9828,2025-03-12 13:16:44,CA-801,laag,communicatie,acknowledged,145,1,0,acknowledge,werkdag,dag
9800,2025-03-12 13:17:23,XA-502,laag,equipment,teruggekeerd,32,1,0,geen,werkdag,dag
9860,2025-03-12 13:28:15,CA-801,laag,communicatie,teruggekeerd,23,1,0,geen,werkdag,dag
9692,2025-03-12 13:30:16,TAH-101,hoog,temperatuur,acknowledged,1524,0,0,acknowledge,werkdag,dag
9768,2025-03-12 13:34:11,FAL-302,medium,debiet,acknowledged,35,1,0,geen,werkdag,dag
9817,2025-03-12 13:35:54,CA-801,laag,communicatie,acknowledged,825,1,0,actie_genomen,werkdag,dag
9813,2025-03-12 13:42:24,AAH-601,medium,analyse,acknowledged,1539,0,0,actie_genomen,werkdag,dag
9771,2025-03-12 13:50:18,FAL-302,medium,debiet,acknowledged,252,1,0,acknowledge,werkdag,dag
9779,2025-03-12 13:52:48,LAH-401,hoog,niveau,acknowledged,237,0,0,actie_genomen,werkdag,dag
9806,2025-03-12 14:07:35,XA-502,laag,equipment,teruggekeerd,316,1,0,geen,werkdag,avond
9830,2025-03-12 14:34:54,CA-801,laag,communicatie,actief,42,1,0,suppress,werkdag,avond
9859,2025-03-12 15:01:25,CA-801,laag,communicatie,actief,168,1,0,actie_genomen,werkdag,avond
9820,2025-03-12 15:06:51,CA-801,laag,communicatie,teruggekeerd,50,1,0,actie_genomen,werkdag,avond
9765,2025-03-12 15:09:37,FAL-302,medium,debiet,acknowledged,235,1,0,geen,werkdag,avond
9803,2025-03-12 15:38:54,XA-502,laag,equipment,acknowledged,624,1,0,acknowledge,werkdag,avond
9805,2025-03-12 15:51:52,XA-502,laag,equipment,acknowledged,236,1,0,actie_genomen,werkdag,avond
9818,2025-03-12 16:25:37,CA-801,laag,communicatie,acknowledged,799,1,0,geen,werkdag,avond
9696,2025-03-12 16:29:38,TAL-101,hoog,temperatuur,actief,6,0,0,acknowledge,werkdag,avond
9821,2025-03-12 16:33:48,CA-801,laag,communicatie,acknowledged,1,1,0,acknowledge,werkdag,avond
9741,2025-03-12 16:35:20,PAH-202,laag,druk,actief,309,1,0,actie_genomen,werkdag,avond
9835,2025-03-12 16:36:39,CA-801,laag,communicatie,actief,69,1,0,geen,werkdag,avond
9772,2025-03-12 16:42:15,FAL-302,medium,debiet,acknowledged,566,1,0,geen,werkdag,avond
9709,2025-03-12 16:43:58,PAH-202,laag,druk,acknowledged,115,1,0,acknowledge,werkdag,avond
9714,2025-03-12 16:44:40,PAH-202,laag,druk,acknowledged,203,1,0,acknowledge,werkdag,avond
9788,2025-03-12 16:45:42,XA-501,medium,equipment,acknowledged,1712,0,0,actie_genomen,werkdag,avond
9759,2025-03-12 16:50:45,FAL-302,medium,debiet,acknowledged,1040,1,0,geen,werkdag,avond
9794,2025-03-12 17:00:05,XA-502,laag,equipment,actief,481,1,0,acknowledge,werkdag,avond
9740,2025-03-12 17:00:29,PAH-202,laag,druk,acknowledged,312,1,0,actie_genomen,werkdag,avond
9792,2025-03-12 17:01:08,XA-502,laag,equipment,actief,238,1,0,acknowledge,werkdag,avond
9726,2025-03-12 17:01:16,PAH-202,laag,druk,teruggekeerd,28,1,0,acknowledge,werkdag,avond
9690,2025-03-12 17:06:21,TAH-101,hoog,temperatuur,acknowledged,133,0,0,actie_genomen,werkdag,avond
9824,2025-03-12 17:35:55,CA-801,laag,communicatie,teruggekeerd,120,1,0,geen,werkdag,avond
9704,2025-03-12 17:37:40,TAH-102,medium,temperatuur,actief,548,1,0,acknowledge,werkdag,avond
9746,2025-03-12 17:40:27,FAH-301,medium,debiet,teruggekeerd,68,0,0,actie_genomen,werkdag,avond
9748,2025-03-12 17:48:55,FAH-301,medium,debiet,acknowledged,106,0,0,actie_genomen,werkdag,avond
9858,2025-03-12 17:59:09,CA-801,laag,communicatie,acknowledged,22,1,0,actie_genomen,werkdag,avond
9809,2025-03-12 18:35:22,XA-502,laag,equipment,actief,116,1,0,geen,werkdag,avond
9845,2025-03-12 18:42:21,CA-801,laag,communicatie,acknowledged,14,1,0,acknowledge,werkdag,avond
9745,2025-03-12 18:48:40,FAH-301,medium,debiet,acknowledged,888,0,0,geen,werkdag,avond
9707,2025-03-12 18:49:22,PAH-201,hoog,druk,acknowledged,241,0,0,geen,werkdag,avond
9796,2025-03-12 18:59:20,XA-502,laag,equipment,actief,770,1,0,geen,werkdag,avond
9778,2025-03-12 19:08:31,LAH-401,hoog,niveau,teruggekeerd,373,0,0,acknowledge,werkdag,avond
9848,2025-03-12 19:16:11,CA-801,laag,communicatie,actief,382,1,0,acknowledge,werkdag,avond
9770,2025-03-12 19:23:17,FAL-302,medium,debiet,acknowledged,747,1,0,actie_genomen,werkdag,avond
9802,2025-03-12 19:23:40,XA-502,laag,equipment,actief,219,1,0,geen,werkdag,avond
9712,2025-03-12 19:24:56,PAH-202,laag,druk,acknowledged,478,1,0,acknowledge,werkdag,avond
9742,2025-03-12 19:37:47,FAL-301,hoog,debiet,acknowledged,969,0,0,actie_genomen,werkdag,avond
9767,2025-03-12 19:42:27,FAL-302,medium,debiet,acknowledged,51,1,0,acknowledge,werkdag,avond
9749,2025-03-12 19:43:59,FAH-301,medium,debiet,acknowledged,356,0,0,acknowledge,werkdag,avond
9815,2025-03-12 20:06:22,CA-801,laag,communicatie,acknowledged,46,1,0,actie_genomen,werkdag,avond
9833,2025-03-12 20:19:02,CA-801,laag,communicatie,actief,341,1,0,actie_genomen,werkdag,avond
9781,2025-03-12 20:22:34,LAL-401,hoog,niveau,actief,46,0,0,acknowledge,werkdag,avond
9751,2025-03-12 20:41:28,FAH-301,medium,debiet,teruggekeerd,1295,0,0,acknowledge,werkdag,avond
