sample_id,kamer,positie,onderhoudscyclus,temp_zone1_C,temp_zone2_C,temp_zone3_C,druk_mbar,gasflow_1_sccm,gasflow_2_sccm,vermogen_W,procestijd_min,kamer_vochtigheid_pct,substraat_temp_C,inline_dikte_nm,inline_reflectantie,lab_dikte_nm,lab_uniformiteit_pct,lab_stress_MPa,lab_gemeten
VM-01373,Chamber_A,center,33,194.2,209.7,217.7,5.1,99.9,45.8,519,79.0,1.57,181.3,100.0,0.5072,,,,0
VM-01374,Chamber_B,corner,47,198.2,218.8,215.4,4.74,98.0,53.2,517,62.2,1.52,182.6,102.3,0.488,,,,0
VM-01375,Chamber_C,edge,15,200.6,207.2,215.7,4.95,96.4,48.7,474,73.5,2.1,181.9,98.4,0.485,,,,0
VM-01376,Chamber_B,center,36,189.9,201.2,216.8,4.61,98.4,53.8,489,99.9,2.24,181.3,103.8,0.5089,,,,0
VM-01377,Chamber_B,center,13,199.3,209.3,210.6,4.68,97.7,55.1,469,113.0,1.95,180.2,97.9,0.4911,,,,0
VM-01378,Chamber_A,edge,16,201.2,213.3,215.7,5.62,97.6,48.4,473,85.9,1.91,180.7,106.7,0.4923,,,,0
VM-01379,Chamber_A,center,19,203.4,213.4,222.2,4.58,106.9,54.8,504,100.9,2.41,179.8,93.7,0.5066,,,,0
VM-01380,Chamber_C,center,5,192.6,214.9,209.4,4.71,100.1,52.9,500,93.8,2.24,182.9,103.0,0.5041,,,,0
VM-01381,Chamber_B,center,12,198.8,212.5,228.3,4.11,93.9,51.0,500,88.3,1.83,179.4,98.5,0.5081,,,,0
VM-01382,Chamber_C,edge,37,196.7,217.8,216.9,5.3,99.5,53.3,505,44.7,2.86,183.9,98.3,0.5138,,,,0
VM-01383,Chamber_B,edge,6,199.2,214.0,211.6,4.81,102.7,52.1,471,66.5,2.26,182.1,94.4,0.514,,,,0
VM-01384,Chamber_A,center,1,203.7,206.6,221.3,5.35,97.5,54.8,496,78.4,1.48,175.2,100.1,0.4884,,,,0
VM-01385,Chamber_C,center,7,195.5,214.9,219.2,4.48,98.6,44.8,480,82.9,2.13,179.0,108.6,0.5079,101.42,94.3,61.1,1
VM-01386,Chamber_A,center,3,201.3,204.9,224.7,5.15,98.8,52.6,504,103.7,1.36,178.6,95.9,0.5036,,,,0
VM-01387,Chamber_C,center,26,205.2,215.1,215.1,4.97,95.9,56.4,501,37.0,2.32,177.2,102.7,0.4921,100.53,95.1,73.0,1
VM-01388,Chamber_A,edge,8,194.4,209.2,222.9,4.65,97.5,50.3,504,69.9,1.69,182.8,96.7,0.5004,,,,0
VM-01389,Chamber_B,center,48,200.3,217.0,217.4,5.05,95.2,50.5,504,40.6,1.88,176.6,102.4,0.5036,,,,0
VM-01390,Chamber_B,edge,9,196.8,213.1,227.0,4.89,99.4,52.8,517,64.1,2.46,177.1,99.3,0.5028,,,,0
VM-01391,Chamber_C,center,23,211.8,215.7,222.9,4.81,89.3,47.8,501,93.4,2.45,175.9,101.7,0.5058,,,,0
VM-01392,Chamber_B,edge,2,196.2,205.0,222.9,4.56,96.6,54.0,520,35.1,1.75,179.8,99.0,0.4827,95.57,92.4,41.8,1
VM-01393,Chamber_A,center,6,199.6,210.8,221.4,5.19,97.6,53.1,505,115.7,1.47,176.6,107.6,0.5142,,,,0
VM-01394,Chamber_A,edge,26,199.6,206.7,221.1,5.23,93.0,52.5,474,102.9,1.3,180.0,93.6,0.4819,,,,0
VM-01395,Chamber_A,center,10,197.0,211.4,218.6,5.42,100.7,45.9,463,32.6,1.21,182.5,98.7,0.4813,,,,0
VM-01396,Chamber_B,center,4,204.1,216.5,223.5,4.53,90.9,51.8,497,84.9,2.1,181.3,101.4,0.4913,106.02,92.2,60.6,1
VM-01397,Chamber_B,edge,3,200.0,204.0,224.9,5.42,104.3,50.7,443,90.3,2.26,176.6,98.9,0.4808,,,,0
VM-01398,Chamber_C,corner,27,201.3,216.9,220.7,4.8,100.8,54.0,491,87.1,2.35,181.6,108.4,0.5182,,,,0
VM-01399,Chamber_A,center,5,201.9,212.1,210.5,5.24,98.2,49.0,547,56.9,1.64,184.1,100.1,0.5004,,,,0
VM-01400,Chamber_C,center,28,200.8,211.2,226.8,4.82,103.9,46.4,513,110.6,1.2,176.6,103.3,0.4959,,,,0
VM-01401,Chamber_C,center,9,194.4,215.3,223.2,4.93,102.9,44.6,479,98.2,2.39,180.6,102.6,0.5105,,,,0
VM-01402,Chamber_C,center,6,200.8,213.2,219.3,5.24,104.2,52.2,472,118.4,2.83,182.8,105.7,0.5046,,,,0
VM-01403,Chamber_A,center,26,192.4,210.3,221.8,4.77,99.8,46.5,480,115.8,0.79,177.6,104.1,0.5083,,,,0
VM-01404,Chamber_B,corner,17,198.6,212.5,219.4,4.74,107.2,47.7,476,45.2,1.17,182.4,99.0,0.4921,,,,0
VM-01405,Chamber_A,center,37,195.4,210.1,213.9,5.07,101.0,45.8,488,56.4,1.63,183.6,98.2,0.4919,,,,0
VM-01406,Chamber_C,edge,3,196.7,207.2,211.2,5.12,96.5,51.1,516,80.7,2.04,176.6,94.9,0.5012,,,,0
VM-01407,Chamber_B,center,38,195.8,205.8,224.3,5.1,98.7,51.8,514,81.1,2.06,177.0,101.8,0.5079,,,,0
VM-01408,Chamber_C,edge,18,202.5,212.0,216.5,5.09,104.3,50.6,513,47.5,1.88,183.6,99.8,0.5172,,,,0
VM-01409,Chamber_B,edge,46,202.7,219.2,214.1,5.9,107.6,52.3,495,111.3,2.42,178.5,109.1,0.5145,109.98,92.3,73.7,1
VM-01410,Chamber_C,corner,15,196.1,223.1,222.8,4.71,110.9,47.8,514,116.5,1.66,175.7,109.4,0.5278,,,,0
VM-01411,Chamber_C,edge,27,207.4,205.7,221.1,5.22,98.4,54.7,512,117.0,1.56,180.9,98.1,0.4816,,,,0
VM-01412,Chamber_C,center,22,197.4,208.9,214.6,5.07,97.5,55.4,511,45.5,1.74,178.3,97.4,0.4961,,,,0
VM-01413,Chamber_B,center,27,202.5,210.0,217.8,5.42,97.7,50.7,495,106.5,1.65,176.3,97.5,0.5068,,,,0
VM-01414,Chamber_A,edge,48,197.6,208.8,223.5,5.01,101.5,49.8,469,83.8,1.53,177.7,98.5,0.5043,,,,0
VM-01415,Chamber_A,center,32,206.1,210.4,219.9,4.58,101.5,49.6,488,66.3,2.83,178.0,102.1,0.4936,,,,0
VM-01416,Chamber_B,center,47,201.3,211.0,219.9,5.41,97.2,55.2,481,63.5,1.52,181.0,102.9,0.4911,,,,0
VM-01417,Chamber_B,center,14,190.6,212.7,211.5,4.84,107.0,54.1,537,31.1,2.39,175.1,107.2,0.502,102.25,94.1,59.4,1
VM-01418,Chamber_C,center,7,199.6,201.7,216.4,5.27,95.6,49.2,525,55.9,1.44,179.8,102.1,0.5023,,,,0
VM-01419,Chamber_B,edge,37,197.2,214.1,226.4,5.81,102.3,50.2,542,69.0,1.78,179.7,103.6,0.4984,,,,0
VM-01420,Chamber_B,center,31,205.7,214.9,214.9,5.13,99.9,49.6,494,112.2,2.11,176.4,106.5,0.507,,,,0
VM-01421,Chamber_C,center,44,198.2,213.8,216.8,5.06,95.1,49.9,471,87.6,1.31,176.2,97.9,0.4842,,,,0
VM-01422,Chamber_B,corner,11,194.0,204.9,222.4,5.11,103.0,46.4,498,118.8,1.47,179.3,104.9,0.5043,,,,0
VM-01423,Chamber_A,edge,47,194.6,203.6,225.4,4.74,90.9,54.7,491,109.3,2.31,186.3,103.0,0.4677,,,,0
VM-01424,Chamber_A,edge,26,201.5,202.8,218.9,4.51,111.9,54.0,482,117.8,1.82,181.6,99.6,0.5057,,,,0
VM-01425,Chamber_C,edge,43,205.2,210.6,219.7,5.23,102.0,50.7,511,83.6,2.4,182.1,100.7,0.5005,,,,0
VM-01426,Chamber_B,center,35,202.3,209.0,217.7,5.23,101.8,52.7,464,105.1,0.8,175.4,90.7,0.5041,,,,0
VM-01427,Chamber_B,corner,34,201.9,208.5,221.5,4.55,92.9,48.3,487,119.1,2.34,175.7,101.3,0.4965,,,,0
VM-01428,Chamber_A,edge,34,200.2,208.3,222.1,5.35,98.2,52.7,499,98.1,1.99,178.0,99.2,0.5071,100.85,95.7,47.3,1
VM-01429,Chamber_B,corner,32,212.8,211.1,224.6,5.2,110.5,49.0,507,103.7,2.19,182.0,91.0,0.4853,,,,0
VM-01430,Chamber_A,edge,26,203.9,209.3,227.0,5.18,98.7,49.7,457,40.9,2.04,176.0,104.3,0.5078,,,,0
VM-01431,Chamber_C,edge,33,187.7,212.6,231.0,5.17,93.1,52.7,517,115.6,2.65,181.9,108.9,0.5028,100.27,91.4,54.4,1
VM-01432,Chamber_C,center,19,196.1,201.8,221.2,5.04,91.8,48.9,500,111.2,2.15,181.4,99.9,0.5025,,,,0
VM-01433,Chamber_A,center,44,204.8,206.4,226.1,4.76,98.0,53.0,488,32.4,1.15,179.4,93.9,0.4969,,,,0
VM-01434,Chamber_C,edge,42,199.8,220.3,214.4,4.67,99.7,52.4,462,52.7,1.32,181.3,115.3,0.51,,,,0
VM-01435,Chamber_B,corner,3,195.5,208.6,218.9,5.72,85.2,48.0,491,97.9,2.44,183.5,102.3,0.485,,,,0
VM-01436,Chamber_A,corner,2,201.6,210.1,212.2,4.8,95.3,52.3,498,91.4,2.88,176.9,101.1,0.5045,,,,0
VM-01437,Chamber_B,corner,10,202.6,213.8,221.4,5.63,106.6,52.0,500,105.8,2.57,189.1,107.2,0.5169,,,,0
VM-01438,Chamber_B,center,21,197.3,203.7,220.1,5.2,101.7,50.0,566,62.0,1.81,180.4,92.7,0.5021,,,,0
VM-01439,Chamber_C,edge,16,191.3,211.2,215.3,4.7,108.2,51.6,483,47.6,1.62,182.3,109.9,0.489,,,,0
VM-01440,Chamber_A,center,29,207.2,210.6,228.0,4.95,107.4,47.1,496,89.0,1.25,177.4,94.8,0.5046,,,,0
VM-01441,Chamber_C,center,44,195.1,215.1,226.0,4.69,90.6,49.5,480,38.0,1.55,180.9,100.8,0.5044,,,,0
VM-01442,Chamber_C,edge,2,202.8,211.2,218.5,5.06,105.0,48.4,525,86.5,2.55,179.0,107.7,0.4974,101.74,91.9,62.5,1
VM-01443,Chamber_A,center,17,196.0,204.4,222.2,5.44,101.4,54.2,493,109.8,1.56,181.3,88.6,0.4893,97.73,93.2,40.7,1
VM-01444,Chamber_C,center,31,198.6,203.5,223.1,4.93,104.1,54.9,501,41.4,1.64,176.7,100.5,0.5027,,,,0
VM-01445,Chamber_B,corner,47,196.7,203.1,218.2,5.79,111.8,46.8,484,48.9,1.72,177.5,101.4,0.4833,,,,0
VM-01446,Chamber_A,edge,43,201.7,201.1,225.5,5.17,91.7,49.9,470,59.8,1.05,174.8,99.0,0.4916,,,,0
VM-01447,Chamber_A,center,3,199.5,207.7,214.3,4.9,107.0,52.4,510,113.0,0.85,180.5,100.7,0.5129,,,,0
VM-01448,Chamber_B,corner,47,195.6,206.2,213.6,4.77,99.8,56.8,533,114.3,1.95,179.7,99.0,0.4933,,,,0
VM-01449,Chamber_C,center,45,195.9,210.1,214.5,4.47,97.6,53.6,510,96.0,2.12,178.2,107.1,0.5069,,,,0
VM-01450,Chamber_A,center,18,193.0,205.1,218.2,5.06,96.5,46.3,495,34.0,2.24,179.1,92.9,0.5091,,,,0
VM-01451,Chamber_C,center,42,201.7,214.6,219.5,4.94,110.6,52.2,517,100.7,1.8,183.2,104.4,0.4944,,,,0
VM-01452,Chamber_A,edge,37,196.3,212.6,219.9,4.55,96.5,55.5,488,43.7,1.63,176.3,101.1,0.4831,,,,0
VM-01453,Chamber_B,center,12,191.7,208.5,220.0,5.26,102.0,55.7,484,117.4,2.12,178.6,109.7,0.494,,,,0
VM-01454,Chamber_C,edge,17,202.8,215.8,221.8,5.25,100.5,49.4,535,105.0,2.41,180.2,97.4,0.507,,,,0
VM-01455,Chamber_A,center,8,203.9,220.4,213.5,4.82,109.2,51.7,512,48.0,1.67,182.9,105.6,0.5173,,,,0
VM-01456,Chamber_C,corner,40,203.8,202.4,213.9,4.75,100.1,50.5,489,43.3,2.38,182.5,97.7,0.4912,,,,0
VM-01457,Chamber_A,edge,30,205.1,200.3,225.8,4.76,101.1,47.6,491,83.3,1.8,176.3,97.5,0.4887,96.89,93.2,40.4,1
VM-01458,Chamber_A,edge,18,200.6,214.3,211.1,4.98,110.1,50.3,535,40.7,1.89,185.4,104.6,0.4871,,,,0
VM-01459,Chamber_C,edge,7,207.9,211.9,215.6,4.95,95.3,45.7,489,40.7,1.51,180.3,94.0,0.4889,,,,0
VM-01460,Chamber_C,corner,26,206.6,211.0,218.8,5.01,102.7,45.5,527,39.5,1.79,183.3,105.1,0.5035,,,,0
VM-01461,Chamber_C,edge,17,197.4,202.9,217.1,4.85,111.5,49.1,503,91.5,1.63,179.5,95.5,0.4963,,,,0
VM-01462,Chamber_C,center,33,206.3,213.6,226.4,4.94,92.8,47.4,483,83.5,2.09,173.6,104.7,0.4924,,,,0
VM-01463,Chamber_B,edge,31,197.6,212.3,223.8,4.04,103.2,49.2,484,107.2,1.36,181.6,89.1,0.5125,,,,0
VM-01464,Chamber_A,edge,14,203.9,209.0,223.6,5.45,92.4,54.0,519,76.6,1.93,183.7,98.6,0.5065,,,,0
VM-01465,Chamber_C,center,43,195.4,206.7,226.5,5.25,111.4,52.5,523,57.0,2.2,186.8,89.6,0.4853,,,,0
VM-01466,Chamber_C,center,41,203.9,225.8,226.8,5.23,99.4,50.1,484,61.7,2.94,184.6,97.5,0.538,,,,0
VM-01467,Chamber_C,edge,7,198.7,211.3,221.2,5.65,96.7,48.2,493,39.4,2.23,184.4,102.9,0.5021,,,,0
VM-01468,Chamber_C,center,35,194.5,214.8,222.5,5.22,97.4,53.6,467,68.8,2.44,190.6,101.3,0.4838,,,,0
VM-01469,Chamber_A,center,29,198.0,205.9,213.0,4.52,102.3,46.3,518,93.6,1.07,180.9,104.7,0.4933,,,,0
VM-01470,Chamber_C,edge,1,195.3,215.8,218.4,5.35,98.7,47.6,483,60.1,2.08,176.0,97.6,0.5108,,,,0
VM-01471,Chamber_B,corner,49,198.1,206.9,219.8,5.19,100.9,47.8,494,66.5,1.85,177.7,105.3,0.4998,101.42,92.2,51.7,1
VM-01472,Chamber_A,edge,29,198.6,208.0,218.7,4.9,100.9,52.3,475,33.9,1.39,181.3,104.8,0.4901,,,,0
VM-01473,Chamber_B,corner,21,193.8,222.4,219.2,5.44,95.3,46.2,500,101.3,1.5,176.3,102.3,0.5201,,,,0
VM-01474,Chamber_C,center,34,197.6,213.0,228.0,5.16,93.4,47.6,510,44.6,1.98,181.3,105.6,0.4949,,,,0
VM-01475,Chamber_A,edge,36,201.1,214.5,225.5,5.28,97.7,50.1,525,117.9,1.89,184.8,97.6,0.4892,,,,0
VM-01476,Chamber_C,edge,33,202.4,219.0,228.8,4.9,96.7,49.7,477,101.9,2.41,179.9,113.6,0.5244,,,,0
VM-01477,Chamber_C,center,16,197.7,209.0,223.3,4.87,96.9,47.7,496,108.3,1.92,180.7,99.2,0.5004,,,,0
VM-01478,Chamber_A,corner,35,204.4,204.6,221.1,4.58,101.5,50.3,546,102.5,1.6,179.0,93.7,0.5026,,,,0
VM-01479,Chamber_B,center,1,205.8,215.7,221.2,4.24,108.3,51.2,511,77.1,1.25,181.7,94.5,0.4976,,,,0
VM-01480,Chamber_B,corner,44,203.5,208.0,219.8,4.94,100.8,51.9,476,95.9,2.3,180.7,93.4,0.4733,,,,0
VM-01481,Chamber_A,center,11,196.5,213.9,228.5,5.11,105.2,49.0,498,43.5,2.49,180.3,100.9,0.4987,,,,0
VM-01482,Chamber_C,edge,40,209.9,208.7,225.3,5.46,104.5,47.6,488,67.4,1.78,182.2,97.2,0.511,,,,0
VM-01483,Chamber_A,center,40,209.8,203.3,217.9,4.76,97.4,52.8,465,88.3,2.2,179.9,92.9,0.5129,96.75,94.3,32.4,1
VM-01484,Chamber_C,center,33,191.6,210.5,226.8,4.21,88.9,48.3,503,43.3,2.31,178.2,93.9,0.5062,,,,0
VM-01485,Chamber_C,edge,6,195.7,209.7,220.7,5.38,96.8,49.0,501,41.1,1.8,183.7,97.6,0.4976,,,,0
VM-01486,Chamber_A,corner,17,196.5,209.2,209.0,4.97,101.8,55.7,501,32.0,1.53,176.2,97.0,0.4972,,,,0
VM-01487,Chamber_A,edge,42,200.3,219.3,214.4,4.43,97.1,48.4,497,98.4,2.56,181.7,106.1,0.5086,,,,0
VM-01488,Chamber_B,center,22,188.4,207.1,215.2,4.7,94.2,48.8,512,40.8,1.17,180.7,94.1,0.5042,,,,0
VM-01489,Chamber_B,corner,9,192.0,209.7,221.9,4.71,96.3,54.3,512,99.3,1.89,183.1,106.1,0.4968,,,,0
VM-01490,Chamber_B,edge,45,205.8,215.3,215.8,5.65,100.4,51.3,490,90.5,1.78,180.4,108.5,0.5037,,,,0
VM-01491,Chamber_B,edge,20,199.0,212.4,229.4,5.34,100.5,48.6,484,46.3,2.44,178.2,105.3,0.5266,,,,0
VM-01492,Chamber_A,corner,24,191.9,210.4,223.0,4.8,104.0,47.9,513,81.0,1.5,180.4,105.8,0.4841,,,,0
VM-01493,Chamber_A,center,48,203.9,213.1,215.3,4.97,98.8,48.3,524,59.3,2.39,186.0,99.9,0.5041,,,,0
VM-01494,Chamber_A,corner,48,189.4,211.7,224.5,4.54,97.8,53.7,508,115.9,1.85,179.5,104.2,0.5304,,,,0
VM-01495,Chamber_B,center,4,192.9,211.7,228.2,5.29,91.4,48.0,481,77.0,1.14,176.4,101.8,0.5034,102.84,93.4,60.1,1
VM-01496,Chamber_A,center,6,197.1,200.8,219.0,5.0,100.0,44.7,524,33.0,1.33,182.4,98.3,0.4926,97.19,94.0,23.7,1
VM-01497,Chamber_C,edge,18,202.0,215.6,214.9,5.47,91.0,43.6,481,53.1,2.62,183.3,95.7,0.4885,,,,0
VM-01498,Chamber_B,center,17,198.1,209.8,222.8,5.46,100.2,45.9,486,85.9,2.31,182.8,100.4,0.4937,,,,0
VM-01499,Chamber_A,edge,5,202.3,212.2,225.9,4.9,103.9,50.7,484,87.7,0.88,180.8,106.1,0.5042,,,,0
VM-01500,Chamber_B,center,39,199.2,204.9,226.3,4.56,105.9,52.3,514,47.3,2.47,183.5,102.4,0.5011,,,,0
VM-01501,Chamber_C,edge,17,203.0,207.2,223.7,5.83,101.6,46.4,504,51.9,2.17,182.0,107.1,0.495,,,,0
VM-01502,Chamber_C,corner,37,192.6,204.6,208.2,4.77,98.7,42.1,497,60.8,1.51,183.4,92.7,0.5006,,,,0
VM-01503,Chamber_A,center,20,193.7,212.4,215.2,5.43,102.8,53.6,477,53.0,2.81,177.1,100.6,0.5015,,,,0
VM-01504,Chamber_C,center,16,203.0,213.1,211.0,5.26,92.1,51.4,503,35.7,2.1,182.0,88.0,0.5,,,,0
VM-01505,Chamber_B,center,49,198.7,206.7,214.4,4.9,92.2,56.6,460,52.2,1.87,176.8,87.0,0.4782,,,,0
VM-01506,Chamber_A,corner,20,203.2,203.3,217.4,4.93,94.9,52.0,499,118.2,1.89,176.8,103.9,0.4856,,,,0
VM-01507,Chamber_B,corner,28,212.4,210.4,217.4,5.14,100.3,46.5,484,80.9,2.21,180.6,107.0,0.5113,,,,0
VM-01508,Chamber_C,edge,27,199.0,209.6,218.9,5.29,93.5,53.6,492,97.6,2.38,176.2,103.0,0.4908,,,,0
VM-01509,Chamber_B,center,17,200.3,211.1,220.3,5.33,102.6,53.1,473,58.6,2.56,182.1,94.2,0.4935,,,,0
VM-01510,Chamber_B,edge,14,195.6,206.8,218.0,5.48,100.6,48.3,515,75.3,2.51,177.4,104.5,0.5161,,,,0
VM-01511,Chamber_A,center,16,194.2,204.2,214.9,4.95,97.1,50.2,502,59.1,1.89,181.8,92.9,0.4743,,,,0
VM-01512,Chamber_A,corner,24,201.5,211.5,218.7,4.91,93.1,51.4,527,96.9,2.59,179.1,104.9,0.5051,,,,0
VM-01513,Chamber_C,center,27,198.6,205.6,222.3,4.78,99.2,48.4,527,37.3,2.71,179.8,92.9,0.4829,,,,0
VM-01514,Chamber_C,edge,40,190.3,210.8,212.9,5.78,99.4,49.4,521,63.6,2.04,176.9,98.2,0.5,,,,0
VM-01515,Chamber_B,edge,4,203.8,215.1,221.8,5.7,102.8,49.9,498,87.5,2.36,187.0,102.0,0.5179,,,,0
VM-01516,Chamber_C,corner,30,204.7,208.8,223.0,5.03,91.2,48.7,515,89.1,1.42,184.2,100.7,0.5029,,,,0
VM-01517,Chamber_B,center,18,193.8,217.0,218.9,4.63,100.1,53.3,528,117.5,2.96,177.1,105.7,0.514,,,,0
VM-01518,Chamber_B,edge,49,201.8,209.7,231.1,4.98,103.1,45.7,495,69.5,3.2,176.2,98.7,0.5101,,,,0
VM-01519,Chamber_A,center,39,203.5,211.0,215.7,4.98,102.8,51.0,498,117.5,2.37,177.7,102.4,0.5031,,,,0
VM-01520,Chamber_C,edge,13,197.7,207.2,224.3,4.6,99.0,49.4,515,45.0,2.36,183.4,95.1,0.4834,,,,0
VM-01521,Chamber_C,edge,25,214.9,211.2,210.6,5.35,98.5,52.5,532,70.4,1.28,181.9,105.4,0.5051,,,,0
VM-01522,Chamber_C,edge,46,197.4,208.2,211.8,4.57,103.0,51.8,515,55.2,2.45,182.6,86.7,0.4905,,,,0
VM-01523,Chamber_A,center,32,203.8,204.2,211.0,5.56,100.2,46.8,500,109.1,1.88,180.4,91.9,0.4998,,,,0
VM-01524,Chamber_C,center,43,194.1,213.1,224.7,5.43,93.1,49.8,528,66.1,2.16,183.2,97.9,0.5084,,,,0
VM-01525,Chamber_C,center,44,193.0,206.1,216.3,5.25,100.0,51.1,527,58.6,1.77,186.2,104.2,0.4701,,,,0
VM-01526,Chamber_C,edge,47,196.7,216.4,221.0,4.74,99.0,53.0,526,67.8,2.23,175.1,102.4,0.5042,,,,0
VM-01527,Chamber_A,corner,33,201.4,212.4,217.8,4.97,105.0,53.6,513,65.7,2.47,182.2,101.6,0.5095,,,,0
VM-01528,Chamber_C,corner,22,199.4,217.0,214.1,5.09,96.3,52.1,554,89.5,2.55,176.8,112.7,0.5147,,,,0
VM-01529,Chamber_C,edge,38,211.0,204.8,215.7,4.43,97.4,52.4,483,80.2,1.71,177.2,99.4,0.4856,,,,0
VM-01530,Chamber_B,center,43,202.8,216.4,219.6,5.17,109.2,52.0,489,62.5,1.45,177.8,106.7,0.517,,,,0
VM-01531,Chamber_B,edge,45,206.0,214.0,225.2,4.85,102.5,49.9,441,35.1,1.24,185.1,93.9,0.5064,103.26,93.4,44.6,1
VM-01532,Chamber_B,edge,40,197.5,212.5,224.1,4.89,97.1,52.6,488,73.3,1.97,181.6,107.2,0.4929,,,,0
VM-01533,Chamber_C,edge,9,204.6,206.6,208.5,4.91,97.4,49.9,483,33.1,2.01,176.2,98.6,0.4734,,,,0
VM-01534,Chamber_A,edge,4,196.3,211.7,215.9,5.21,94.1,53.5,504,54.1,2.06,183.1,107.0,0.4924,,,,0
VM-01535,Chamber_C,center,2,202.5,215.6,222.7,4.95,96.3,52.8,482,89.1,2.18,177.1,101.5,0.5196,,,,0
VM-01536,Chamber_B,edge,12,201.3,212.8,226.0,4.91,90.8,51.7,524,116.0,1.92,180.2,113.9,0.5167,,,,0
VM-01537,Chamber_B,center,28,197.6,215.8,221.8,4.89,101.3,45.0,494,100.4,2.49,180.9,109.6,0.5046,,,,0
VM-01538,Chamber_C,center,6,205.6,207.5,228.4,5.08,102.3,52.3,519,44.5,1.88,183.0,100.9,0.4898,,,,0
VM-01539,Chamber_A,center,27,195.3,213.5,213.0,4.79,98.3,49.5,487,33.4,1.97,176.6,99.6,0.5064,,,,0
VM-01540,Chamber_A,center,44,192.3,211.8,224.1,5.4,95.1,50.5,489,51.5,1.52,182.5,92.5,0.5012,100.43,92.5,60.5,1
VM-01541,Chamber_B,corner,15,200.4,224.0,216.1,5.14,100.8,52.8,544,64.2,2.53,175.9,108.7,0.5045,,,,0
VM-01542,Chamber_A,edge,32,203.2,207.4,227.0,5.39,105.1,53.2,485,61.8,2.28,179.2,104.0,0.5004,98.2,92.8,46.7,1
VM-01543,Chamber_C,edge,8,203.3,218.3,219.1,4.83,103.7,48.3,520,66.8,2.49,181.3,108.6,0.5142,,,,0
VM-01544,Chamber_B,center,26,205.3,221.3,216.3,4.76,97.1,50.7,507,86.3,2.54,179.6,105.1,0.5174,,,,0
VM-01545,Chamber_C,center,35,206.1,210.7,215.4,4.96,98.0,47.0,523,70.9,1.82,180.5,104.3,0.5143,,,,0
VM-01546,Chamber_B,edge,7,208.9,207.1,215.4,4.55,95.3,54.8,524,73.2,1.74,180.8,100.1,0.5054,,,,0
VM-01547,Chamber_B,corner,1,196.2,200.4,226.1,4.79,107.4,50.1,490,64.0,1.71,182.9,96.8,0.4713,,,,0
VM-01548,Chamber_C,corner,13,202.6,206.7,216.1,5.57,97.2,56.6,506,41.0,2.08,175.0,102.4,0.4912,,,,0
VM-01549,Chamber_B,center,22,203.4,205.5,224.2,5.15,97.9,44.4,511,93.1,2.97,181.6,100.5,0.5075,,,,0
VM-01550,Chamber_B,center,49,192.8,212.8,223.3,4.77,101.0,52.4,482,69.1,2.17,181.7,103.2,0.4867,,,,0
VM-01551,Chamber_C,center,26,197.0,208.9,217.5,5.21,95.7,48.9,467,116.0,2.12,179.9,95.3,0.4857,,,,0
VM-01552,Chamber_B,center,41,202.3,210.7,220.0,5.4,92.3,50.2,500,117.9,2.45,179.8,104.7,0.4988,105.96,95.6,43.9,1
VM-01553,Chamber_B,center,1,199.4,215.2,218.5,4.99,98.8,44.9,509,32.4,3.12,179.8,103.5,0.5079,,,,0
VM-01554,Chamber_B,edge,44,197.8,217.1,223.9,4.85,94.5,51.9,525,74.0,2.17,180.6,104.5,0.5175,,,,0
VM-01555,Chamber_B,center,23,193.1,212.1,218.8,5.12,93.3,54.4,465,104.6,2.55,178.7,97.8,0.4954,,,,0
VM-01556,Chamber_B,edge,16,194.7,208.6,210.0,4.95,99.0,51.4,512,73.3,2.4,185.2,103.7,0.4898,,,,0
VM-01557,Chamber_A,corner,33,205.9,209.3,226.2,5.38,92.2,50.8,504,119.4,1.6,181.4,90.4,0.4976,,,,0
VM-01558,Chamber_A,center,27,193.2,209.8,222.9,5.33,107.2,52.0,498,90.7,1.49,177.1,106.2,0.5017,,,,0
VM-01559,Chamber_B,center,8,196.3,203.8,225.2,4.71,107.0,53.0,503,86.5,2.15,175.7,93.9,0.4963,,,,0
VM-01560,Chamber_A,edge,16,191.3,202.6,223.5,4.89,112.5,49.9,506,98.2,2.13,184.7,101.5,0.5141,,,,0
VM-01561,Chamber_C,center,6,202.9,210.1,217.1,5.17,102.4,53.2,495,109.5,1.39,180.0,108.4,0.4985,,,,0
VM-01562,Chamber_C,edge,3,194.7,211.9,216.8,5.05,99.8,51.5,515,113.3,1.32,179.6,99.4,0.5106,,,,0
VM-01563,Chamber_B,center,28,198.3,215.4,214.6,5.73,95.6,50.9,538,42.2,2.11,176.4,96.0,0.5022,,,,0
VM-01564,Chamber_B,corner,40,196.6,209.8,219.3,5.03,100.3,45.9,504,100.1,1.92,181.9,101.5,0.4951,,,,0
VM-01565,Chamber_A,center,2,194.1,209.1,219.3,5.17,104.5,51.9,514,95.9,2.09,173.9,112.3,0.5058,,,,0
VM-01566,Chamber_B,center,11,196.9,207.8,208.9,4.86,93.6,51.7,517,101.0,2.24,177.5,90.6,0.5034,,,,0
VM-01567,Chamber_C,edge,29,198.5,209.4,222.7,5.01,102.7,52.0,484,103.7,2.15,171.9,93.3,0.4991,,,,0
VM-01568,Chamber_B,corner,9,197.5,207.5,216.9,5.01,98.2,50.2,503,66.7,0.96,175.9,100.4,0.4938,,,,0
