timestamp,dag,temp_sp_C,temp_actueel_C,pH_sp,pH_actueel,DO_sp_pct,DO_actueel_pct,viable_celdichtheid_celmL,totale_celdichtheid_celmL,viabiliteit_pct,glucose_mmolL,glutamine_mmolL,lactaat_mmolL,ammonium_mmolL,osmolaliteit_mOsmkg,titer_gL,perfusiesnelheid_VVD,bleed_rate_VVD,lucht_sparge_Lmin,O2_sparge_Lmin,CO2_sparge_Lmin,turbiditeit_AU,filter_druk_bar,cultuur_fase,event
2025-02-16 20:00:00,32.83,33.0,33.08,7.0,7.033,40.0,32.8,77459317,357381142,30.0,25.06,3.96,0.1,-0.022,286,0.281,1.802,0.3791,0.207,0.344,0.0066,8.42,0.379,afsterving,normaal
2025-02-16 21:00:00,32.88,33.0,32.97,7.0,7.116,40.0,33.2,77547335,357695447,30.0,24.98,4.11,0.13,-0.039,287,0.266,1.773,0.3684,0.208,0.345,0.0142,8.2,0.357,afsterving,normaal
2025-02-16 22:00:00,32.92,33.0,32.96,7.0,7.008,40.0,32.9,77512579,358052530,30.0,25.25,4.11,0.18,-0.026,289,0.276,1.815,0.3749,0.2,0.363,-0.0025,8.28,0.36,afsterving,normaal
2025-02-16 23:00:00,32.96,33.0,33.0,7.0,7.038,40.0,33.0,77531731,358357529,30.0,24.58,3.99,0.1,0.009,288,0.279,1.783,0.3636,0.204,0.338,0.011,8.25,0.362,afsterving,normaal
2025-02-17 00:00:00,33.0,33.0,32.94,7.0,6.977,40.0,31.9,77530924,358611910,30.0,25.06,3.77,0.16,-0.095,291,0.277,1.802,0.3759,0.207,0.41,-0.0003,8.35,0.353,afsterving,normaal
2025-02-17 01:00:00,33.04,33.0,32.98,7.0,7.001,40.0,31.6,77456124,358939095,30.0,24.86,3.92,0.29,-0.005,292,0.28,1.758,0.3798,0.203,0.405,-0.0001,8.14,0.36,afsterving,normaal
2025-02-17 02:00:00,33.08,33.0,33.02,7.0,6.988,40.0,34.2,77383306,359305118,30.0,24.78,3.95,0.01,0.031,291,0.298,1.789,0.3752,0.205,0.307,-0.0028,8.04,0.36,afsterving,normaal
2025-02-17 03:00:00,33.12,33.0,32.98,7.0,6.956,40.0,32.9,77391790,359636489,30.0,24.08,3.89,0.02,0.03,293,0.294,1.777,0.3686,0.203,0.342,-0.0031,8.24,0.35,afsterving,normaal
2025-02-17 04:00:00,33.17,33.0,33.01,7.0,6.939,40.0,31.9,77434619,359943841,30.0,24.45,3.98,0.31,-0.004,284,0.285,1.769,0.3786,0.204,0.406,0.0112,8.08,0.376,afsterving,normaal
2025-02-17 05:00:00,33.21,33.0,32.94,7.0,6.958,40.0,31.2,77466198,360278824,30.0,24.89,3.9,0.37,-0.007,289,0.282,1.787,0.3649,0.203,0.452,0.0029,8.25,0.375,afsterving,normaal
2025-02-17 06:00:00,33.25,33.0,32.92,7.0,6.88,40.0,33.8,77485325,360616082,30.0,24.85,4.09,-0.12,0.042,299,0.293,1.765,0.378,0.205,0.316,0.0015,8.25,0.361,afsterving,normaal
2025-02-17 07:00:00,33.29,33.0,32.98,7.0,6.935,40.0,32.9,77524624,360941562,30.0,24.79,3.87,0.24,0.008,293,0.295,1.769,0.3836,0.207,0.349,0.0027,8.21,0.359,afsterving,normaal
2025-02-17 08:00:00,33.33,33.0,33.02,7.0,6.891,40.0,31.4,77473703,361276269,30.0,24.4,3.88,-0.09,0.072,292,0.284,1.785,0.3825,0.205,0.422,0.0032,8.43,0.376,afsterving,normaal
2025-02-17 09:00:00,33.38,33.0,32.96,7.0,6.896,40.0,33.5,77458850,361576153,30.0,24.4,3.9,0.1,0.003,297,0.278,1.768,0.3721,0.205,0.347,-0.0001,8.36,0.353,afsterving,normaal
2025-02-17 10:00:00,33.42,33.0,32.98,7.0,6.91,40.0,33.0,77516825,361915970,30.0,25.07,3.93,0.11,-0.019,284,0.275,1.794,0.3733,0.202,0.337,-0.0051,8.35,0.36,afsterving,normaal
2025-02-17 11:00:00,33.46,33.0,33.03,7.0,6.911,40.0,31.9,77409708,362296894,30.0,25.03,4.13,0.24,0.059,292,0.274,1.821,0.3705,0.202,0.406,0.005,8.31,0.347,afsterving,normaal
2025-02-17 12:00:00,33.5,33.0,32.96,7.0,6.924,40.0,31.8,77499628,362646898,30.0,25.13,3.93,0.44,0.036,288,0.273,1.796,0.3702,0.208,0.415,-0.0055,8.38,0.352,afsterving,normaal
2025-02-17 13:00:00,33.54,33.0,32.95,7.0,6.921,40.0,30.6,77510560,363017095,30.0,24.94,3.84,0.25,0.043,284,0.267,1.768,0.3737,0.198,0.474,-0.0079,8.24,0.378,afsterving,normaal
2025-02-17 14:00:00,33.58,33.0,33.04,7.0,6.902,40.0,33.0,77538363,363322236,30.0,24.58,4.2,0.17,-0.017,291,0.268,1.778,0.3769,0.199,0.345,-0.0054,8.1,0.365,afsterving,normaal
2025-02-17 15:00:00,33.62,33.0,32.98,7.0,6.909,40.0,31.2,77556082,363646236,30.0,24.77,3.95,-0.12,-0.024,291,0.291,1.82,0.375,0.21,0.439,0.0106,8.29,0.365,afsterving,normaal
2025-02-17 16:00:00,33.67,33.0,32.96,7.0,6.926,40.0,33.9,77529527,363976976,30.0,24.75,3.99,0.23,0.066,290,0.303,1.768,0.3727,0.202,0.325,0.0036,8.11,0.364,afsterving,normaal
2025-02-17 17:00:00,33.71,33.0,32.89,7.0,6.911,40.0,33.0,77544506,364313001,30.0,24.6,3.92,0.31,-0.011,291,0.303,1.787,0.372,0.204,0.361,-0.0043,8.39,0.391,afsterving,normaal
2025-02-17 18:00:00,33.75,33.0,32.94,7.0,6.903,40.0,32.8,77514015,364626245,30.0,25.0,3.96,0.16,0.109,286,0.329,1.762,0.367,0.21,0.371,-0.0016,8.25,0.372,afsterving,normaal
2025-02-17 19:00:00,33.79,33.0,33.02,7.0,6.958,40.0,33.6,77455750,364991667,30.0,24.73,3.99,0.12,0.012,290,0.332,1.792,0.3765,0.206,0.328,0.01,8.08,0.352,afsterving,normaal
2025-02-17 20:00:00,33.83,33.0,33.06,7.0,6.967,40.0,33.7,77475137,365316953,30.0,25.2,4.0,-0.07,0.03,287,0.334,1.829,0.3676,0.203,0.31,0.0006,8.17,0.369,afsterving,normaal
2025-02-17 21:00:00,33.88,33.0,33.06,7.0,6.957,40.0,33.1,77437140,365676300,30.0,24.49,4.19,0.22,0.068,290,0.342,1.77,0.3799,0.208,0.336,0.0018,8.16,0.352,afsterving,normaal
2025-02-17 22:00:00,33.92,33.0,32.96,7.0,6.982,40.0,31.4,77396805,365983331,30.0,25.19,3.99,0.39,0.077,288,0.35,1.772,0.3766,0.209,0.433,0.0035,8.05,0.359,afsterving,normaal
2025-02-17 23:00:00,33.96,33.0,32.99,7.0,6.989,40.0,33.4,77315564,366404054,30.0,24.85,4.03,-0.02,0.015,292,0.35,1.834,0.3715,0.2,0.336,0.0036,8.33,0.372,afsterving,normaal
2025-02-18 00:00:00,34.0,33.0,33.03,7.0,7.019,40.0,33.1,77309101,366882864,30.0,24.54,4.05,0.15,0.045,294,0.367,1.778,0.3667,0.204,0.337,0.0043,8.26,0.378,afsterving,normaal
2025-02-18 01:00:00,34.04,33.0,33.03,7.0,6.988,40.0,32.7,77280251,367274014,30.0,24.46,3.89,0.45,0.028,292,0.37,1.816,0.3699,0.2,0.363,-0.0042,8.18,0.385,afsterving,normaal
2025-02-18 02:00:00,34.08,33.0,32.98,7.0,7.033,40.0,32.2,77251439,367619160,30.0,24.55,4.08,0.32,0.007,288,0.373,1.797,0.3695,0.204,0.404,0.0067,8.18,0.373,afsterving,normaal
2025-02-18 03:00:00,34.12,33.0,33.07,7.0,7.073,40.0,33.5,77302401,368001142,30.0,24.28,3.96,0.35,0.003,291,0.362,1.802,0.3756,0.208,0.316,0.0071,8.28,0.373,afsterving,normaal
2025-02-18 04:00:00,34.17,33.0,33.02,7.0,7.039,40.0,31.6,77340864,368376906,30.0,24.47,3.97,0.56,-0.071,292,0.364,1.79,0.3739,0.202,0.405,0.0054,8.22,0.361,afsterving,normaal
2025-02-18 05:00:00,34.21,33.0,32.96,7.0,7.076,40.0,31.8,77288050,368774076,30.0,25.36,3.87,0.34,-0.054,296,0.363,1.821,0.3781,0.194,0.395,0.0105,8.26,0.37,afsterving,normaal
2025-02-18 06:00:00,34.25,33.0,33.03,7.0,7.069,40.0,35.3,77270075,369131517,30.0,24.62,3.8,0.2,-0.052,290,0.345,1.777,0.3702,0.202,0.228,0.0118,8.12,0.382,afsterving,normaal
2025-02-18 07:00:00,34.29,33.0,33.01,7.0,7.116,40.0,29.8,77249214,369554772,30.0,25.01,3.98,0.51,-0.006,287,0.337,1.754,0.3642,0.21,0.51,0.0155,8.33,0.363,afsterving,normaal
2025-02-18 08:00:00,34.33,33.0,33.0,7.0,7.062,40.0,31.4,77230059,369946219,30.0,25.38,4.12,0.12,-0.027,289,0.354,1.754,0.3786,0.208,0.426,0.0,8.15,0.359,afsterving,normaal
2025-02-18 09:00:00,34.38,33.0,32.94,7.0,7.105,40.0,32.1,77211344,370332124,30.0,24.29,4.1,0.2,0.007,295,0.367,1.807,0.373,0.197,0.408,0.0152,8.35,0.36,afsterving,normaal
2025-02-18 10:00:00,34.42,33.0,32.94,7.0,7.092,40.0,33.8,77225423,370647706,30.0,24.24,3.75,0.41,0.06,293,0.366,1.776,0.3696,0.196,0.297,0.0136,8.35,0.374,afsterving,normaal
2025-02-18 11:00:00,34.46,33.0,32.97,7.0,7.062,40.0,33.0,77217767,371022584,30.0,24.95,3.97,-0.02,0.01,289,0.365,1.797,0.3773,0.202,0.341,0.0097,8.2,0.368,afsterving,normaal
2025-02-18 12:00:00,34.5,33.0,33.13,7.0,7.102,40.0,33.5,77154876,371412554,30.0,24.83,4.06,0.15,0.003,293,0.364,1.774,0.3664,0.207,0.328,0.017,8.43,0.367,afsterving,normaal
2025-02-18 13:00:00,34.54,33.0,32.97,7.0,7.098,40.0,32.6,77157814,371838560,30.0,24.69,3.69,0.4,0.062,289,0.369,1.803,0.37,0.199,0.368,0.0076,8.33,0.384,afsterving,normaal
2025-02-18 14:00:00,34.58,33.0,33.02,7.0,7.095,40.0,33.0,77161561,372170441,30.0,24.79,3.93,0.45,0.099,290,0.385,1.776,0.3716,0.202,0.333,0.0076,8.25,0.371,afsterving,normaal
2025-02-18 15:00:00,34.62,33.0,33.01,7.0,7.097,40.0,31.4,77061789,372574547,30.0,25.1,3.95,0.32,-0.047,292,0.377,1.797,0.3685,0.206,0.422,0.0049,8.21,0.367,afsterving,normaal
2025-02-18 16:00:00,34.67,33.0,33.0,7.0,7.053,40.0,31.3,77040926,372983374,30.0,24.4,3.96,-0.08,0.046,291,0.365,1.792,0.3668,0.204,0.428,0.0038,8.2,0.398,afsterving,normaal
2025-02-18 17:00:00,34.71,33.0,32.96,7.0,7.084,40.0,30.8,77083575,373398870,30.0,24.73,4.04,0.03,-0.008,289,0.38,1.811,0.3753,0.199,0.462,0.0104,8.23,0.38,afsterving,normaal
2025-02-18 18:00:00,34.75,33.0,33.0,7.0,7.078,40.0,30.3,77047287,373769417,30.0,25.04,4.08,0.09,0.061,287,0.39,1.819,0.3673,0.205,0.479,0.0048,8.36,0.35,afsterving,normaal
2025-02-18 19:00:00,34.79,33.0,32.93,7.0,7.069,40.0,33.7,77033573,374185056,30.0,25.17,3.97,0.16,0.058,290,0.415,1.794,0.3653,0.211,0.315,0.0049,8.14,0.379,afsterving,normaal
2025-02-18 20:00:00,34.83,33.0,32.94,7.0,7.069,40.0,32.1,77024934,374556673,30.0,24.27,4.05,0.09,-0.076,290,0.411,1.79,0.3748,0.205,0.386,0.0103,8.22,0.383,afsterving,normaal
2025-02-18 21:00:00,34.88,33.0,33.01,7.0,7.05,40.0,31.3,77066990,374976408,30.0,24.42,4.13,0.49,0.055,292,0.405,1.788,0.3692,0.199,0.436,0.0023,8.15,0.379,afsterving,normaal
2025-02-18 22:00:00,34.92,33.0,32.95,7.0,7.021,40.0,32.7,77142720,375371883,30.0,24.97,4.21,-0.08,0.045,286,0.403,1.806,0.3709,0.212,0.368,0.0035,8.4,0.388,afsterving,normaal
2025-02-18 23:00:00,34.96,33.0,33.04,7.0,7.035,40.0,30.7,77193010,375746253,30.0,24.9,3.93,0.42,0.056,291,0.392,1.782,0.3677,0.211,0.447,0.0095,8.36,0.375,afsterving,normaal
2025-02-19 00:00:00,35.0,33.0,33.01,7.0,6.996,40.0,33.8,77241676,376160155,30.0,24.74,3.97,0.43,0.075,287,0.393,1.812,0.3755,0.206,0.33,0.0087,8.29,0.383,afsterving,normaal
2025-02-19 01:00:00,35.04,33.0,33.04,7.0,6.983,40.0,33.4,77209980,376595187,30.0,24.91,3.93,0.12,0.025,292,0.38,1.754,0.3726,0.207,0.338,-0.0054,8.17,0.373,afsterving,normaal
2025-02-19 02:00:00,35.08,33.0,33.01,7.0,7.015,40.0,32.9,77271844,376998779,30.0,24.88,4.01,-0.26,0.108,289,0.378,1.802,0.3708,0.211,0.366,0.0054,8.27,0.36,afsterving,normaal
2025-02-19 03:00:00,35.12,33.0,32.93,7.0,6.978,40.0,30.7,77270123,377379802,30.0,25.28,3.99,0.1,0.05,289,0.379,1.782,0.3676,0.206,0.452,0.0076,8.16,0.372,afsterving,normaal
2025-02-19 04:00:00,35.17,33.0,33.0,7.0,6.912,40.0,33.6,77285300,377804146,30.0,24.73,3.9,0.14,-0.057,288,0.38,1.762,0.3683,0.201,0.315,0.0012,8.37,0.378,afsterving,normaal
2025-02-19 05:00:00,35.21,33.0,32.92,7.0,6.938,40.0,32.8,77314418,378136782,30.0,25.41,4.0,0.14,0.046,289,0.399,1.765,0.3656,0.204,0.355,-0.0085,8.15,0.393,afsterving,normaal
2025-02-19 06:00:00,35.25,33.0,33.03,7.0,6.908,40.0,31.5,77314416,378504720,30.0,24.71,3.99,-0.26,0.047,292,0.405,1.807,0.373,0.207,0.419,-0.0078,8.29,0.375,afsterving,normaal
2025-02-19 07:00:00,35.29,33.0,33.03,7.0,6.913,40.0,31.9,77324703,378841071,30.0,24.52,4.05,0.14,0.095,288,0.386,1.795,0.3804,0.217,0.404,-0.0024,8.12,0.381,afsterving,normaal
2025-02-19 08:00:00,35.33,33.0,32.94,7.0,6.913,40.0,31.9,77303161,379266668,30.0,24.55,4.03,0.29,-0.029,289,0.376,1.788,0.3746,0.207,0.406,0.0017,8.23,0.36,afsterving,normaal
2025-02-19 09:00:00,35.38,33.0,32.92,7.0,6.892,40.0,32.7,77332415,379645010,30.0,24.42,4.09,0.25,0.058,291,0.375,1.78,0.3693,0.202,0.371,0.0036,8.22,0.374,afsterving,normaal
2025-02-19 10:00:00,35.42,33.0,33.01,7.0,6.935,40.0,31.2,77315117,379976143,30.0,24.77,3.9,0.27,0.066,290,0.365,1.789,0.3827,0.209,0.441,-0.0005,8.14,0.381,afsterving,normaal
2025-02-19 11:00:00,35.46,33.0,32.96,7.0,6.912,40.0,31.8,77341853,380316575,30.0,24.36,3.94,0.37,0.033,288,0.362,1.801,0.3671,0.212,0.415,0.0021,8.05,0.377,afsterving,normaal
2025-02-19 12:00:00,35.5,33.0,32.92,7.0,6.942,40.0,32.5,77381294,380698350,30.0,25.23,3.97,0.28,-0.032,294,0.368,1.831,0.374,0.211,0.369,0.001,8.23,0.393,afsterving,normaal
2025-02-19 13:00:00,35.54,33.0,32.98,7.0,6.9,40.0,33.2,77392289,381073292,30.0,24.61,3.87,0.21,0.113,286,0.364,1.776,0.3787,0.207,0.33,-0.0075,8.26,0.383,afsterving,normaal
2025-02-19 14:00:00,35.58,33.0,33.03,7.0,6.908,40.0,29.1,77453363,381394162,30.0,24.97,4.0,0.33,-0.02,291,0.365,1.804,0.3709,0.209,0.546,0.0009,8.28,0.383,afsterving,normaal
2025-02-19 15:00:00,35.62,33.0,32.95,7.0,6.924,40.0,31.9,77420425,381788442,30.0,24.65,3.85,0.4,0.033,292,0.37,1.787,0.3732,0.208,0.39,0.0021,8.33,0.368,afsterving,normaal
2025-02-19 16:00:00,35.67,33.0,32.98,7.0,6.952,40.0,32.2,77460818,382199446,30.0,25.18,4.0,0.27,0.08,290,0.366,1.787,0.3766,0.206,0.396,0.0013,8.28,0.382,afsterving,normaal
2025-02-19 17:00:00,35.71,33.0,32.96,7.0,6.899,40.0,32.1,77435217,382598838,30.0,24.9,3.98,0.25,0.04,294,0.353,1.787,0.3731,0.21,0.389,-0.005,8.19,0.375,afsterving,normaal
2025-02-19 18:00:00,35.75,33.0,33.01,7.0,6.932,40.0,32.8,77433829,382975831,30.0,24.74,3.82,-0.13,0.004,289,0.362,1.785,0.3767,0.192,0.338,-0.0051,8.25,0.389,afsterving,normaal
2025-02-19 19:00:00,35.79,33.0,32.94,7.0,6.905,40.0,31.4,77406767,383343129,30.0,24.86,3.84,0.25,0.122,291,0.371,1.782,0.3714,0.206,0.427,0.0007,8.31,0.391,afsterving,normaal
2025-02-19 20:00:00,35.83,33.0,33.0,7.0,6.935,40.0,31.3,77436192,383684135,30.0,24.54,3.89,0.26,-0.021,294,0.377,1.815,0.3703,0.199,0.438,0.0001,8.53,0.373,afsterving,normaal
2025-02-19 21:00:00,35.88,33.0,33.03,7.0,6.962,40.0,32.7,77390313,384006192,30.0,24.5,3.77,0.06,-0.038,293,0.374,1.746,0.3698,0.216,0.349,0.0048,8.09,0.398,afsterving,normaal
2025-02-19 22:00:00,35.92,33.0,33.05,7.0,6.988,40.0,31.6,77412223,384331407,30.0,24.79,3.89,0.32,-0.013,287,0.365,1.806,0.3768,0.203,0.415,-0.0,8.25,0.363,afsterving,normaal
2025-02-19 23:00:00,35.96,33.0,32.99,7.0,6.993,40.0,33.7,77441961,384731297,30.0,24.64,3.9,0.03,0.037,292,0.376,1.767,0.3713,0.213,0.325,-0.0029,8.29,0.384,afsterving,normaal
2025-02-20 00:00:00,36.0,33.0,33.02,7.0,7.017,40.0,31.2,77421067,385122767,30.0,24.79,3.95,0.49,0.07,292,0.362,1.836,0.3769,0.2,0.438,0.0072,8.26,0.366,afsterving,normaal
2025-02-20 01:00:00,36.04,33.0,32.91,7.0,7.009,40.0,34.5,77440968,385491613,30.0,24.62,3.92,0.44,0.034,292,0.37,1.789,0.3639,0.204,0.268,0.0033,8.27,0.368,afsterving,normaal
2025-02-20 02:00:00,36.08,33.0,32.93,7.0,7.019,40.0,32.0,77379174,385862444,30.0,25.35,4.19,0.27,0.018,291,0.371,1.814,0.3722,0.205,0.407,0.0085,8.38,0.37,afsterving,normaal
2025-02-20 03:00:00,36.12,33.0,32.99,7.0,7.007,40.0,32.4,77389242,386258878,30.0,24.81,3.94,-0.11,0.112,289,0.384,1.77,0.3736,0.204,0.393,0.0041,8.36,0.378,afsterving,normaal
2025-02-20 04:00:00,36.17,33.0,33.01,7.0,7.065,40.0,32.7,77381340,386621312,30.0,24.82,4.26,0.14,0.001,290,0.386,1.806,0.3801,0.203,0.381,0.012,8.16,0.38,afsterving,normaal
2025-02-20 05:00:00,36.21,33.0,32.98,7.0,7.064,40.0,32.0,77405214,387006294,30.0,24.38,4.0,0.43,-0.031,285,0.381,1.811,0.3803,0.211,0.393,0.0048,8.44,0.375,afsterving,normaal
2025-02-20 06:00:00,36.25,33.0,33.03,7.0,7.084,40.0,32.6,77285955,387375787,30.0,24.96,4.03,0.19,-0.062,293,0.365,1.774,0.3721,0.205,0.366,0.0021,8.17,0.379,afsterving,normaal
2025-02-20 07:00:00,36.29,33.0,33.02,7.0,7.067,40.0,34.0,77345589,387782503,30.0,24.92,3.85,0.38,0.02,289,0.387,1.772,0.3787,0.2,0.312,0.0111,8.36,0.389,afsterving,normaal
2025-02-20 08:00:00,36.33,33.0,33.08,7.0,7.096,40.0,32.5,77369036,388116268,30.0,24.88,3.88,0.28,-0.021,293,0.37,1.774,0.3754,0.201,0.372,0.006,8.25,0.391,afsterving,normaal
2025-02-20 09:00:00,36.38,33.0,33.01,7.0,7.07,40.0,31.9,77425597,388524226,30.0,25.12,3.93,0.43,-0.062,293,0.372,1.805,0.3849,0.195,0.409,0.0093,8.24,0.372,afsterving,normaal
2025-02-20 10:00:00,36.42,33.0,33.06,7.0,7.13,40.0,32.3,77401631,388862857,30.0,24.75,3.92,0.19,-0.067,294,0.373,1.787,0.3727,0.21,0.378,0.0117,8.27,0.384,afsterving,normaal
2025-02-20 11:00:00,36.46,33.0,33.01,7.0,7.111,40.0,32.5,77354839,389264342,30.0,24.66,3.95,0.16,0.037,289,0.361,1.787,0.387,0.2,0.362,0.0061,8.13,0.393,afsterving,normaal
2025-02-20 12:00:00,36.5,33.0,33.02,7.0,7.103,40.0,31.8,77283846,389660994,30.0,24.59,3.95,0.66,-0.069,290,0.366,1.768,0.3694,0.202,0.423,0.0141,8.3,0.382,afsterving,normaal
2025-02-20 13:00:00,36.54,33.0,33.01,7.0,7.095,40.0,33.0,77401066,389993745,30.0,24.67,3.92,0.27,0.126,290,0.359,1.779,0.3784,0.213,0.348,0.0197,8.14,0.375,afsterving,normaal
2025-02-20 14:00:00,36.58,33.0,33.0,7.0,7.115,40.0,31.6,77432961,390386951,30.0,24.9,4.13,0.68,0.055,291,0.343,1.797,0.3752,0.197,0.421,0.0139,8.38,0.391,afsterving,normaal
2025-02-20 15:00:00,36.62,33.0,33.0,7.0,7.062,40.0,32.6,77415969,390769277,30.0,25.1,4.12,0.14,-0.014,291,0.351,1.794,0.3797,0.201,0.357,-0.0021,8.24,0.39,afsterving,normaal
2025-02-20 16:00:00,36.67,33.0,33.07,7.0,7.069,40.0,31.8,77429998,391143991,30.0,25.07,3.74,0.45,0.01,293,0.348,1.778,0.3713,0.2,0.409,0.014,8.35,0.383,afsterving,normaal
2025-02-20 17:00:00,36.71,33.0,33.01,7.0,7.09,40.0,33.0,77380218,391521140,30.0,24.21,3.96,0.29,0.038,299,0.352,1.81,0.3772,0.207,0.338,0.0109,8.17,0.397,afsterving,normaal
2025-02-20 18:00:00,36.75,33.0,32.95,7.0,7.073,40.0,31.6,77385488,391875749,30.0,24.57,3.91,0.3,-0.06,290,0.363,1.764,0.3738,0.207,0.417,0.013,8.23,0.39,afsterving,normaal
2025-02-20 19:00:00,36.79,33.0,32.95,7.0,7.049,40.0,33.4,77349336,392273103,30.0,24.86,3.95,0.31,-0.072,290,0.375,1.802,0.359,0.212,0.33,0.0021,8.44,0.39,afsterving,normaal
2025-02-20 20:00:00,36.83,33.0,33.03,7.0,7.052,40.0,32.6,77289662,392676679,30.0,25.04,3.84,0.2,-0.002,287,0.375,1.778,0.3747,0.205,0.367,0.0111,8.16,0.374,afsterving,normaal
2025-02-20 21:00:00,36.88,33.0,33.0,7.0,7.022,40.0,32.8,77268230,393095308,30.0,24.39,3.86,0.11,0.056,292,0.359,1.811,0.3759,0.204,0.349,0.0063,8.36,0.382,afsterving,normaal
2025-02-20 22:00:00,36.92,33.0,33.0,7.0,7.008,40.0,31.2,77281001,393466973,30.0,24.82,3.93,0.25,-0.073,291,0.375,1.775,0.3673,0.201,0.445,-0.0001,8.21,0.382,afsterving,normaal
2025-02-20 23:00:00,36.96,33.0,32.99,7.0,7.028,40.0,32.2,77272092,393914960,30.0,24.65,4.11,0.41,-0.004,293,0.396,1.781,0.3749,0.205,0.393,0.0046,8.07,0.402,afsterving,normaal
2025-02-21 00:00:00,37.0,33.0,32.94,7.0,7.013,40.0,31.7,77375243,394329602,30.0,24.71,3.81,0.03,0.17,289,0.394,1.777,0.3806,0.203,0.42,0.0013,8.19,0.392,afsterving,normaal
2025-02-21 01:00:00,37.04,33.0,33.02,7.0,6.985,40.0,31.6,77377464,394738951,30.0,24.92,3.81,0.36,0.07,293,0.4,1.775,0.3754,0.205,0.442,0.0016,8.1,0.389,afsterving,normaal
2025-02-21 02:00:00,37.08,33.0,32.92,7.0,6.961,40.0,31.1,77370505,395085044,30.0,24.84,3.86,0.19,0.037,291,0.387,1.806,0.3766,0.199,0.45,-0.0018,8.17,0.371,afsterving,normaal
2025-02-21 03:00:00,37.12,33.0,33.0,7.0,6.969,40.0,31.3,77351178,395513400,30.0,24.43,4.01,0.05,0.024,294,0.387,1.797,0.3808,0.203,0.443,0.0039,8.31,0.396,afsterving,normaal
2025-02-21 04:00:00,37.17,33.0,33.0,7.0,6.975,40.0,31.9,77306993,395914494,30.0,25.07,4.08,0.56,-0.013,293,0.367,1.774,0.3679,0.201,0.392,0.002,8.22,0.384,afsterving,normaal
2025-02-21 05:00:00,37.21,33.0,32.99,7.0,6.965,40.0,32.9,77189679,396285986,30.0,25.34,3.97,-0.02,0.037,288,0.367,1.786,0.3754,0.202,0.359,0.0,8.26,0.377,afsterving,normaal
2025-02-21 06:00:00,37.25,33.0,33.04,7.0,6.939,40.0,32.2,77262522,396701475,30.0,24.66,3.93,0.23,0.039,289,0.371,1.761,0.3712,0.206,0.391,-0.0029,8.19,0.383,afsterving,normaal
2025-02-21 07:00:00,37.29,33.0,32.93,7.0,6.923,40.0,31.0,77221957,397106796,30.0,24.35,3.96,0.05,-0.057,291,0.389,1.785,0.3599,0.204,0.445,-0.0013,8.12,0.376,afsterving,normaal
2025-02-21 08:00:00,37.33,33.0,33.06,7.0,6.943,40.0,34.6,77290452,397545741,30.0,24.51,3.94,0.21,0.061,292,0.392,1.806,0.3746,0.207,0.259,0.0036,8.32,0.386,afsterving,normaal
2025-02-21 09:00:00,37.38,33.0,33.11,7.0,6.884,40.0,33.7,77365733,398007321,30.0,24.36,4.15,0.14,0.036,295,0.395,1.789,0.3709,0.202,0.327,-0.0052,8.23,0.39,afsterving,normaal
2025-02-21 10:00:00,37.42,33.0,32.97,7.0,6.9,40.0,33.0,77373187,398396316,30.0,24.92,3.96,0.6,0.106,289,0.392,1.801,0.3686,0.2,0.356,-0.0033,8.23,0.392,afsterving,normaal
2025-02-21 11:00:00,37.46,33.0,32.99,7.0,6.924,40.0,33.5,77361654,398812671,30.0,24.86,4.06,0.28,0.051,290,0.397,1.799,0.3793,0.204,0.32,-0.0024,8.41,0.414,afsterving,normaal
2025-02-21 12:00:00,37.5,33.0,32.99,7.0,6.907,40.0,33.2,77330785,399194172,30.0,25.03,3.98,0.18,0.139,284,0.381,1.822,0.3704,0.214,0.34,-0.0066,8.26,0.379,afsterving,normaal
2025-02-21 13:00:00,37.54,33.0,32.9,7.0,6.879,40.0,33.4,77294735,399606471,30.0,25.02,3.82,0.24,-0.005,290,0.389,1.805,0.3751,0.204,0.332,-0.0014,8.2,0.391,afsterving,normaal
2025-02-21 14:00:00,37.58,33.0,32.91,7.0,6.913,40.0,33.7,77156509,399977383,30.0,24.68,3.99,0.3,0.047,289,0.396,1.741,0.367,0.198,0.297,0.0049,8.18,0.381,afsterving,normaal
2025-02-21 15:00:00,37.62,33.0,32.87,7.0,6.9,40.0,31.1,77174711,400430641,30.0,24.66,3.95,0.15,-0.048,291,0.379,1.772,0.3747,0.196,0.44,0.003,8.14,0.387,afsterving,normaal
2025-02-21 16:00:00,37.67,33.0,32.94,7.0,6.924,40.0,34.3,77235823,400847484,30.0,24.32,3.95,0.24,-0.066,289,0.375,1.783,0.3745,0.205,0.281,-0.0031,8.16,0.378,afsterving,normaal
2025-02-21 17:00:00,37.71,33.0,32.97,7.0,6.979,40.0,31.6,77242348,401227368,30.0,24.67,4.05,0.31,0.058,297,0.379,1.777,0.3641,0.201,0.422,-0.0061,8.19,0.406,afsterving,normaal
2025-02-21 18:00:00,37.75,33.0,33.0,7.0,6.903,40.0,33.0,77324851,401620046,30.0,24.5,3.88,0.47,0.026,293,0.366,1.733,0.3702,0.202,0.353,0.0043,8.15,0.397,afsterving,normaal
2025-02-21 19:00:00,37.79,33.0,32.92,7.0,6.925,40.0,31.5,77349972,401959311,30.0,24.47,3.76,0.05,0.011,291,0.374,1.778,0.3762,0.193,0.44,0.0013,8.36,0.393,afsterving,normaal
