loop_tag,loop_type,tuning_kwaliteit,tijd_sec,setpoint,proceswaarde,regeluitgang_pct,afwijking,abs_afwijking
FIC-203,debiet,oscillerend,10345,76.5,123.572,100.0,-47.0722,47.0722
FIC-203,debiet,oscillerend,10350,76.5,93.663,0.0,-17.1629,17.1629
FIC-203,debiet,oscillerend,10355,76.5,130.886,100.0,-54.3859,54.3859
FIC-203,debiet,oscillerend,10360,76.5,98.193,0.0,-21.6929,21.6929
FIC-203,debiet,oscillerend,10365,76.5,138.958,100.0,-62.4577,62.4577
FIC-203,debiet,oscillerend,10370,76.5,105.204,0.0,-28.7037,28.7037
FIC-203,debiet,oscillerend,10375,76.5,144.736,100.0,-68.2362,68.2362
FIC-203,debiet,oscillerend,10380,76.5,109.427,0.0,-32.9271,32.9271
FIC-203,debiet,oscillerend,10385,76.5,148.073,100.0,-71.5727,71.5727
FIC-203,debiet,oscillerend,10390,76.5,108.505,0.0,-32.0051,32.0051
FIC-203,debiet,oscillerend,10395,76.5,142.988,100.0,-66.4882,66.4882
FIC-203,debiet,oscillerend,10400,76.5,105.887,0.0,-29.3875,29.3875
FIC-203,debiet,oscillerend,10405,76.5,140.91,100.0,-64.4097,64.4097
FIC-203,debiet,oscillerend,10410,76.5,100.174,0.0,-23.674,23.674
FIC-203,debiet,oscillerend,10415,76.5,133.623,100.0,-57.1234,57.1234
FIC-203,debiet,oscillerend,10420,76.5,94.796,0.0,-18.2963,18.2963
FIC-203,debiet,oscillerend,10425,76.5,128.481,100.0,-51.9814,51.9814
FIC-203,debiet,oscillerend,10430,76.5,87.739,0.0,-11.2392,11.2392
FIC-203,debiet,oscillerend,10435,76.5,123.137,100.0,-46.6371,46.6371
FIC-203,debiet,oscillerend,10440,76.5,85.707,0.0,-9.2066,9.2066
FIC-203,debiet,oscillerend,10445,76.5,125.317,100.0,-48.8174,48.8174
FIC-203,debiet,oscillerend,10450,76.5,87.17,0.0,-10.6701,10.6701
FIC-203,debiet,oscillerend,10455,76.5,126.887,100.0,-50.3867,50.3867
FIC-203,debiet,oscillerend,10460,76.5,90.685,0.0,-14.1852,14.1852
FIC-203,debiet,oscillerend,10465,76.5,131.881,100.0,-55.381,55.381
FIC-203,debiet,oscillerend,10470,76.5,97.849,0.0,-21.3488,21.3488
FIC-203,debiet,oscillerend,10475,76.5,137.902,100.0,-61.4021,61.4021
FIC-203,debiet,oscillerend,10480,76.5,105.685,0.0,-29.1852,29.1852
FIC-203,debiet,oscillerend,10485,76.5,145.304,100.0,-68.8041,68.8041
FIC-203,debiet,oscillerend,10490,76.5,106.855,0.0,-30.3548,30.3548
FIC-203,debiet,oscillerend,10495,76.5,149.49,100.0,-72.9896,72.9896
FIC-203,debiet,oscillerend,10500,76.5,114.558,0.0,-38.058,38.058
FIC-203,debiet,oscillerend,10505,76.5,152.696,100.0,-76.1956,76.1956
FIC-203,debiet,oscillerend,10510,76.5,111.304,0.0,-34.8036,34.8036
FIC-203,debiet,oscillerend,10515,76.5,146.998,100.0,-70.4978,70.4978
FIC-203,debiet,oscillerend,10520,76.5,104.204,0.0,-27.7039,27.7039
FIC-203,debiet,oscillerend,10525,76.5,137.397,100.0,-60.8973,60.8973
FIC-203,debiet,oscillerend,10530,76.5,95.053,0.0,-18.5528,18.5528
FIC-203,debiet,oscillerend,10535,76.5,126.296,100.0,-49.7961,49.7961
FIC-203,debiet,oscillerend,10540,76.5,84.048,0.0,-7.5479,7.5479
FIC-203,debiet,oscillerend,10545,76.5,118.448,100.0,-41.9477,41.9477
FIC-203,debiet,oscillerend,10550,76.5,78.101,0.0,-1.6007,1.6007
FIC-203,debiet,oscillerend,10555,76.5,114.667,100.0,-38.1666,38.1666
FIC-203,debiet,oscillerend,10560,76.5,72.081,0.0,4.4186,4.4186
FIC-203,debiet,oscillerend,10565,76.5,113.013,100.0,-36.5127,36.5127
FIC-203,debiet,oscillerend,10570,76.5,75.93,0.0,0.5699,0.5699
FIC-203,debiet,oscillerend,10575,76.5,117.051,100.0,-40.5513,40.5513
FIC-203,debiet,oscillerend,10580,76.5,81.825,0.0,-5.3248,5.3248
FIC-203,debiet,oscillerend,10585,76.5,121.498,100.0,-44.9978,44.9978
FIC-203,debiet,oscillerend,10590,76.5,87.513,0.0,-11.0126,11.0126
FIC-203,debiet,oscillerend,10595,76.5,129.863,100.0,-53.363,53.363
FIC-203,debiet,oscillerend,10600,76.5,94.776,0.0,-18.2765,18.2765
FIC-203,debiet,oscillerend,10605,76.5,134.25,100.0,-57.7496,57.7496
FIC-203,debiet,oscillerend,10610,76.5,96.815,0.0,-20.3145,20.3145
FIC-203,debiet,oscillerend,10615,76.5,133.44,100.0,-56.9397,56.9397
FIC-203,debiet,oscillerend,10620,76.5,98.189,0.0,-21.6889,21.6889
FIC-203,debiet,oscillerend,10625,76.5,133.923,100.0,-57.4233,57.4233
FIC-203,debiet,oscillerend,10630,76.5,94.552,0.0,-18.0517,18.0517
FIC-203,debiet,oscillerend,10635,76.5,132.645,100.0,-56.1446,56.1446
FIC-203,debiet,oscillerend,10640,76.5,89.863,0.0,-13.3628,13.3628
FIC-203,debiet,oscillerend,10645,76.5,130.283,100.0,-53.7832,53.7832
FIC-203,debiet,oscillerend,10650,76.5,87.571,0.0,-11.0711,11.0711
FIC-203,debiet,oscillerend,10655,76.5,120.078,100.0,-43.5783,43.5783
FIC-203,debiet,oscillerend,10660,76.5,76.867,0.0,-0.367,0.367
FIC-203,debiet,oscillerend,10665,76.5,113.379,100.0,-36.8786,36.8786
FIC-203,debiet,oscillerend,10670,76.5,72.921,0.0,3.5785,3.5785
FIC-203,debiet,oscillerend,10675,76.5,111.612,100.0,-35.1119,35.1119
FIC-203,debiet,oscillerend,10680,76.5,72.038,0.0,4.4624,4.4624
FIC-203,debiet,oscillerend,10685,76.5,111.974,100.0,-35.4741,35.4741
FIC-203,debiet,oscillerend,10690,76.5,77.106,0.0,-0.6062,0.6062
FIC-203,debiet,oscillerend,10695,76.5,116.959,100.0,-40.4594,40.4594
FIC-203,debiet,oscillerend,10700,76.5,84.354,0.0,-7.8541,7.8541
FIC-203,debiet,oscillerend,10705,76.5,126.602,100.0,-50.1023,50.1023
FIC-203,debiet,oscillerend,10710,76.5,90.582,0.0,-14.0824,14.0824
FIC-203,debiet,oscillerend,10715,76.5,131.097,100.0,-54.5972,54.5972
FIC-203,debiet,oscillerend,10720,76.5,98.352,0.0,-21.852,21.852
FIC-203,debiet,oscillerend,10725,76.5,143.349,100.0,-66.8491,66.8491
FIC-203,debiet,oscillerend,10730,76.5,106.319,0.0,-29.8191,29.8191
FIC-203,debiet,oscillerend,10735,76.5,144.301,100.0,-67.8014,67.8014
FIC-203,debiet,oscillerend,10740,76.5,103.755,0.0,-27.2554,27.2554
FIC-203,debiet,oscillerend,10745,76.5,142.629,100.0,-66.1287,66.1287
FIC-203,debiet,oscillerend,10750,76.5,102.71,0.0,-26.2096,26.2096
FIC-203,debiet,oscillerend,10755,76.5,140.809,100.0,-64.3093,64.3093
FIC-203,debiet,oscillerend,10760,76.5,100.056,0.0,-23.5562,23.5562
FIC-203,debiet,oscillerend,10765,76.5,135.895,100.0,-59.3948,59.3948
FIC-203,debiet,oscillerend,10770,76.5,96.452,0.0,-19.9517,19.9517
FIC-203,debiet,oscillerend,10775,76.5,127.109,100.0,-50.609,50.609
FIC-203,debiet,oscillerend,10780,76.5,88.555,0.0,-12.0547,12.0547
FIC-203,debiet,oscillerend,10785,76.5,122.654,100.0,-46.154,46.154
FIC-203,debiet,oscillerend,10790,76.5,81.015,0.0,-4.5155,4.5155
FIC-203,debiet,oscillerend,10795,76.5,118.05,100.0,-41.5498,41.5498
FIC-203,debiet,oscillerend,10800,82.5,84.059,0.0,-1.5585,1.5585
FIC-203,debiet,oscillerend,10805,82.5,121.826,100.0,-39.3261,39.3261
FIC-203,debiet,oscillerend,10810,82.5,87.619,0.0,-5.1193,5.1193
FIC-203,debiet,oscillerend,10815,82.5,125.269,100.0,-42.7689,42.7689
FIC-203,debiet,oscillerend,10820,82.5,95.011,0.0,-12.5114,12.5114
FIC-203,debiet,oscillerend,10825,82.5,136.663,100.0,-54.1627,54.1627
FIC-203,debiet,oscillerend,10830,82.5,102.217,0.0,-19.7174,19.7174
FIC-203,debiet,oscillerend,10835,82.5,143.154,100.0,-60.6543,60.6543
FIC-203,debiet,oscillerend,10840,82.5,110.37,0.0,-27.8697,27.8697
FIC-203,debiet,oscillerend,10845,82.5,151.064,100.0,-68.564,68.564
FIC-203,debiet,oscillerend,10850,82.5,115.304,0.0,-32.8045,32.8045
FIC-203,debiet,oscillerend,10855,82.5,155.787,100.0,-73.2869,73.2869
FIC-203,debiet,oscillerend,10860,82.5,118.721,0.0,-36.2208,36.2208
FIC-203,debiet,oscillerend,10865,82.5,155.235,100.0,-72.7349,72.7349
FIC-203,debiet,oscillerend,10870,82.5,118.154,0.0,-35.6541,35.6541
FIC-203,debiet,oscillerend,10875,82.5,153.734,100.0,-71.2339,71.2339
FIC-203,debiet,oscillerend,10880,82.5,117.077,0.0,-34.5772,34.5772
FIC-203,debiet,oscillerend,10885,82.5,150.026,100.0,-67.5262,67.5262
FIC-203,debiet,oscillerend,10890,82.5,111.801,0.0,-29.3011,29.3011
FIC-203,debiet,oscillerend,10895,82.5,144.394,100.0,-61.8943,61.8943
FIC-203,debiet,oscillerend,10900,82.5,102.991,0.0,-20.4915,20.4915
FIC-203,debiet,oscillerend,10905,82.5,136.291,100.0,-53.7909,53.7909
FIC-203,debiet,oscillerend,10910,82.5,99.484,0.0,-16.9839,16.9839
FIC-203,debiet,oscillerend,10915,82.5,136.83,100.0,-54.3302,54.3302
FIC-203,debiet,oscillerend,10920,82.5,100.632,0.0,-18.1325,18.1325
FIC-203,debiet,oscillerend,10925,82.5,137.727,100.0,-55.2267,55.2267
FIC-203,debiet,oscillerend,10930,82.5,99.631,0.0,-17.1312,17.1312
FIC-203,debiet,oscillerend,10935,82.5,140.005,100.0,-57.5053,57.5053
FIC-203,debiet,oscillerend,10940,82.5,106.735,0.0,-24.2345,24.2345
FIC-203,debiet,oscillerend,10945,82.5,151.531,100.0,-69.0314,69.0314
FIC-203,debiet,oscillerend,10950,82.5,119.344,0.0,-36.8442,36.8442
FIC-203,debiet,oscillerend,10955,82.5,160.666,100.0,-78.1658,78.1658
FIC-203,debiet,oscillerend,10960,82.5,126.869,0.0,-44.3691,44.3691
FIC-203,debiet,oscillerend,10965,82.5,168.79,100.0,-86.2896,86.2896
FIC-203,debiet,oscillerend,10970,82.5,130.788,0.0,-48.2881,48.2881
FIC-203,debiet,oscillerend,10975,82.5,170.658,100.0,-88.1578,88.1578
FIC-203,debiet,oscillerend,10980,82.5,133.271,0.0,-50.771,50.771
FIC-203,debiet,oscillerend,10985,82.5,167.529,100.0,-85.0294,85.0294
FIC-203,debiet,oscillerend,10990,82.5,132.717,0.0,-50.2168,50.2168
FIC-203,debiet,oscillerend,10995,82.5,164.1,100.0,-81.5996,81.5996
FIC-203,debiet,oscillerend,11000,82.5,122.733,0.0,-40.233,40.233
FIC-203,debiet,oscillerend,11005,82.5,157.17,100.0,-74.6695,74.6695
FIC-203,debiet,oscillerend,11010,82.5,116.728,0.0,-34.2283,34.2283
FIC-203,debiet,oscillerend,11015,82.5,153.726,100.0,-71.2256,71.2256
FIC-203,debiet,oscillerend,11020,82.5,113.445,0.0,-30.9447,30.9447
FIC-203,debiet,oscillerend,11025,82.5,149.14,100.0,-66.6401,66.6401
FIC-203,debiet,oscillerend,11030,82.5,108.693,0.0,-26.1927,26.1927
FIC-203,debiet,oscillerend,11035,82.5,141.989,100.0,-59.4893,59.4893
FIC-203,debiet,oscillerend,11040,82.5,105.518,0.0,-23.0184,23.0184
FIC-203,debiet,oscillerend,11045,82.5,145.415,100.0,-62.9146,62.9146
FIC-203,debiet,oscillerend,11050,82.5,106.021,0.0,-23.5213,23.5213
FIC-203,debiet,oscillerend,11055,82.5,146.92,100.0,-64.4195,64.4195
FIC-203,debiet,oscillerend,11060,82.5,114.851,0.0,-32.3507,32.3507
FIC-203,debiet,oscillerend,11065,82.5,156.907,100.0,-74.4069,74.4069
FIC-203,debiet,oscillerend,11070,82.5,125.155,0.0,-42.6546,42.6546
FIC-203,debiet,oscillerend,11075,82.5,166.981,100.0,-84.4814,84.4814
FIC-203,debiet,oscillerend,11080,82.5,132.545,0.0,-50.0446,50.0446
FIC-203,debiet,oscillerend,11085,82.5,171.014,100.0,-88.5143,88.5143
FIC-203,debiet,oscillerend,11090,82.5,137.621,0.0,-55.121,55.121
FIC-203,debiet,oscillerend,11095,82.5,178.587,100.0,-96.0869,96.0869
FIC-203,debiet,oscillerend,11100,82.5,141.227,0.0,-58.727,58.727
FIC-203,debiet,oscillerend,11105,82.5,181.179,100.0,-98.6788,98.6788
FIC-203,debiet,oscillerend,11110,82.5,143.153,0.0,-60.653,60.653
FIC-203,debiet,oscillerend,11115,82.5,180.013,100.0,-97.5134,97.5134
FIC-203,debiet,oscillerend,11120,82.5,137.768,0.0,-55.2679,55.2679
FIC-203,debiet,oscillerend,11125,82.5,172.263,100.0,-89.7629,89.7629
FIC-203,debiet,oscillerend,11130,82.5,130.791,0.0,-48.2911,48.2911
FIC-203,debiet,oscillerend,11135,82.5,166.116,100.0,-83.6162,83.6162
FIC-203,debiet,oscillerend,11140,82.5,126.377,0.0,-43.8766,43.8766
FIC-203,debiet,oscillerend,11145,82.5,163.006,100.0,-80.5056,80.5056
FIC-203,debiet,oscillerend,11150,82.5,122.005,0.0,-39.5049,39.5049
FIC-203,debiet,oscillerend,11155,82.5,160.093,100.0,-77.5933,77.5933
FIC-203,debiet,oscillerend,11160,82.5,119.707,0.0,-37.2069,37.2069
FIC-203,debiet,oscillerend,11165,82.5,158.567,100.0,-76.0668,76.0668
FIC-203,debiet,oscillerend,11170,82.5,124.623,0.0,-42.1234,42.1234
FIC-203,debiet,oscillerend,11175,82.5,166.33,100.0,-83.8299,83.8299
FIC-203,debiet,oscillerend,11180,82.5,128.034,0.0,-45.5339,45.5339
FIC-203,debiet,oscillerend,11185,82.5,170.203,100.0,-87.7034,87.7034
FIC-203,debiet,oscillerend,11190,82.5,134.606,0.0,-52.1057,52.1057
FIC-203,debiet,oscillerend,11195,82.5,175.533,100.0,-93.0328,93.0328
FIC-203,debiet,oscillerend,11200,82.5,139.063,0.0,-56.5629,56.5629
FIC-203,debiet,oscillerend,11205,82.5,177.383,100.0,-94.8833,94.8833
FIC-203,debiet,oscillerend,11210,82.5,139.175,0.0,-56.6755,56.6755
FIC-203,debiet,oscillerend,11215,82.5,179.377,100.0,-96.8775,96.8775
FIC-203,debiet,oscillerend,11220,82.5,140.496,0.0,-57.9956,57.9956
FIC-203,debiet,oscillerend,11225,82.5,175.631,100.0,-93.1314,93.1314
FIC-203,debiet,oscillerend,11230,82.5,136.721,0.0,-54.2205,54.2205
FIC-203,debiet,oscillerend,11235,82.5,172.881,100.0,-90.3813,90.3813
FIC-203,debiet,oscillerend,11240,82.5,134.21,0.0,-51.7101,51.7101
FIC-203,debiet,oscillerend,11245,82.5,167.285,100.0,-84.7852,84.7852
FIC-203,debiet,oscillerend,11250,82.5,123.881,0.0,-41.3814,41.3814
FIC-203,debiet,oscillerend,11255,82.5,158.836,100.0,-76.3359,76.3359
FIC-203,debiet,oscillerend,11260,82.5,115.797,0.0,-33.2973,33.2973
FIC-203,debiet,oscillerend,11265,82.5,149.215,100.0,-66.7152,66.7152
FIC-203,debiet,oscillerend,11270,82.5,107.54,0.0,-25.0397,25.0397
FIC-203,debiet,oscillerend,11275,82.5,144.706,100.0,-62.2057,62.2057
FIC-203,debiet,oscillerend,11280,82.5,104.776,0.0,-22.276,22.276
FIC-203,debiet,oscillerend,11285,82.5,143.551,100.0,-61.051,61.051
FIC-203,debiet,oscillerend,11290,82.5,106.717,0.0,-24.2174,24.2174
FIC-203,debiet,oscillerend,11295,82.5,145.28,100.0,-62.7804,62.7804
FIC-203,debiet,oscillerend,11300,82.5,110.716,0.0,-28.2158,28.2158
FIC-203,debiet,oscillerend,11305,82.5,148.693,100.0,-66.1925,66.1925
FIC-203,debiet,oscillerend,11310,82.5,117.137,0.0,-34.637,34.637
FIC-203,debiet,oscillerend,11315,82.5,155.64,100.0,-73.1402,73.1402
FIC-203,debiet,oscillerend,11320,82.5,124.076,0.0,-41.5755,41.5755
FIC-203,debiet,oscillerend,11325,82.5,163.027,100.0,-80.5272,80.5272
FIC-203,debiet,oscillerend,11330,82.5,127.751,0.0,-45.2506,45.2506
FIC-203,debiet,oscillerend,11335,82.5,168.879,100.0,-86.3789,86.3789
FIC-203,debiet,oscillerend,11340,82.5,130.537,0.0,-48.0367,48.0367
FIC-203,debiet,oscillerend,11345,82.5,166.716,100.0,-84.2163,84.2163
FIC-203,debiet,oscillerend,11350,82.5,125.227,0.0,-42.7267,42.7267
FIC-203,debiet,oscillerend,11355,82.5,162.406,100.0,-79.906,79.906
FIC-203,debiet,oscillerend,11360,82.5,120.157,0.0,-37.6567,37.6567
FIC-203,debiet,oscillerend,11365,82.5,156.495,100.0,-73.9951,73.9951
FIC-203,debiet,oscillerend,11370,82.5,116.863,0.0,-34.3633,34.3633
FIC-203,debiet,oscillerend,11375,82.5,152.065,100.0,-69.5653,69.5653
FIC-203,debiet,oscillerend,11380,82.5,109.043,0.0,-26.5425,26.5425
FIC-203,debiet,oscillerend,11385,82.5,141.949,100.0,-59.4494,59.4494
FIC-203,debiet,oscillerend,11390,82.5,107.113,0.0,-24.6126,24.6126
FIC-203,debiet,oscillerend,11395,82.5,145.309,100.0,-62.8087,62.8087
FIC-203,debiet,oscillerend,11400,82.5,105.81,0.0,-23.3102,23.3102
FIC-203,debiet,oscillerend,11405,82.5,146.638,100.0,-64.1381,64.1381
FIC-203,debiet,oscillerend,11410,82.5,109.723,0.0,-27.2232,27.2232
FIC-203,debiet,oscillerend,11415,82.5,148.682,100.0,-66.1819,66.1819
FIC-203,debiet,oscillerend,11420,82.5,116.699,0.0,-34.1994,34.1994
FIC-203,debiet,oscillerend,11425,82.5,154.528,100.0,-72.0276,72.0276
FIC-203,debiet,oscillerend,11430,82.5,123.311,0.0,-40.8111,40.8111
FIC-203,debiet,oscillerend,11435,82.5,167.127,100.0,-84.6275,84.6275
FIC-203,debiet,oscillerend,11440,82.5,130.232,0.0,-47.732,47.732
FIC-203,debiet,oscillerend,11445,82.5,168.036,100.0,-85.5361,85.5361
FIC-203,debiet,oscillerend,11450,82.5,135.746,0.0,-53.2462,53.2462
FIC-203,debiet,oscillerend,11455,82.5,173.117,100.0,-90.617,90.617
FIC-203,debiet,oscillerend,11460,82.5,132.482,0.0,-49.9819,49.9819
FIC-203,debiet,oscillerend,11465,82.5,167.828,100.0,-85.3279,85.3279
FIC-203,debiet,oscillerend,11470,82.5,125.812,0.0,-43.3121,43.3121
FIC-203,debiet,oscillerend,11475,82.5,156.843,100.0,-74.3427,74.3427
FIC-203,debiet,oscillerend,11480,82.5,120.1,0.0,-37.6003,37.6003
FIC-203,debiet,oscillerend,11485,82.5,150.916,100.0,-68.4156,68.4156
FIC-203,debiet,oscillerend,11490,82.5,111.639,0.0,-29.1389,29.1389
FIC-203,debiet,oscillerend,11495,82.5,145.499,100.0,-62.9988,62.9988
FIC-203,debiet,oscillerend,11500,82.5,108.246,0.0,-25.7457,25.7457
FIC-203,debiet,oscillerend,11505,82.5,142.602,100.0,-60.1021,60.1021
FIC-203,debiet,oscillerend,11510,82.5,105.193,0.0,-22.6934,22.6934
FIC-203,debiet,oscillerend,11515,82.5,142.974,100.0,-60.4742,60.4742
FIC-203,debiet,oscillerend,11520,82.5,105.156,0.0,-22.6557,22.6557
FIC-203,debiet,oscillerend,11525,82.5,144.166,100.0,-61.6658,61.6658
FIC-203,debiet,oscillerend,11530,82.5,108.566,0.0,-26.0658,26.0658
FIC-203,debiet,oscillerend,11535,82.5,145.037,100.0,-62.5375,62.5375
FIC-203,debiet,oscillerend,11540,82.5,109.303,0.0,-26.8026,26.8026
FIC-203,debiet,oscillerend,11545,82.5,151.55,100.0,-69.0504,69.0504
FIC-203,debiet,oscillerend,11550,82.5,114.263,0.0,-31.7634,31.7634
FIC-203,debiet,oscillerend,11555,82.5,157.762,100.0,-75.2617,75.2617
FIC-203,debiet,oscillerend,11560,82.5,124.138,0.0,-41.6378,41.6378
FIC-203,debiet,oscillerend,11565,82.5,166.542,100.0,-84.0416,84.0416
FIC-203,debiet,oscillerend,11570,82.5,132.138,0.0,-49.6381,49.6381
FIC-203,debiet,oscillerend,11575,82.5,172.836,100.0,-90.3359,90.3359
FIC-203,debiet,oscillerend,11580,82.5,137.045,0.0,-54.5453,54.5453
FIC-203,debiet,oscillerend,11585,82.5,172.881,100.0,-90.381,90.381
FIC-203,debiet,oscillerend,11590,82.5,132.796,0.0,-50.2961,50.2961
FIC-203,debiet,oscillerend,11595,82.5,170.507,100.0,-88.0069,88.0069
FIC-203,debiet,oscillerend,11600,82.5,128.992,0.0,-46.492,46.492
FIC-203,debiet,oscillerend,11605,82.5,162.694,100.0,-80.1938,80.1938
FIC-203,debiet,oscillerend,11610,82.5,120.706,0.0,-38.2057,38.2057
FIC-203,debiet,oscillerend,11615,82.5,155.001,100.0,-72.5006,72.5006
FIC-203,debiet,oscillerend,11620,82.5,111.699,0.0,-29.1987,29.1987
FIC-203,debiet,oscillerend,11625,82.5,144.955,100.0,-62.4549,62.4549
FIC-203,debiet,oscillerend,11630,82.5,104.797,0.0,-22.2974,22.2974
FIC-203,debiet,oscillerend,11635,82.5,142.953,100.0,-60.4534,60.4534
FIC-203,debiet,oscillerend,11640,82.5,105.401,0.0,-22.9014,22.9014
FIC-203,debiet,oscillerend,11645,82.5,145.452,100.0,-62.9523,62.9523
FIC-203,debiet,oscillerend,11650,82.5,107.697,0.0,-25.1975,25.1975
FIC-203,debiet,oscillerend,11655,82.5,149.751,100.0,-67.2515,67.2515
FIC-203,debiet,oscillerend,11660,82.5,118.316,0.0,-35.8162,35.8162
FIC-203,debiet,oscillerend,11665,82.5,157.652,100.0,-75.1523,75.1523
FIC-203,debiet,oscillerend,11670,82.5,125.211,0.0,-42.7105,42.7105
FIC-203,debiet,oscillerend,11675,82.5,163.935,100.0,-81.4355,81.4355
FIC-203,debiet,oscillerend,11680,82.5,131.588,0.0,-49.0883,49.0883
FIC-203,debiet,oscillerend,11685,82.5,172.057,100.0,-89.5569,89.5569
FIC-203,debiet,oscillerend,11690,82.5,136.364,0.0,-53.8642,53.8642
FIC-203,debiet,oscillerend,11695,82.5,176.559,100.0,-94.0591,94.0591
FIC-203,debiet,oscillerend,11700,82.5,141.806,0.0,-59.3057,59.3057
FIC-203,debiet,oscillerend,11705,82.5,180.308,100.0,-97.8076,97.8076
FIC-203,debiet,oscillerend,11710,82.5,142.649,0.0,-60.1486,60.1486
FIC-203,debiet,oscillerend,11715,82.5,177.365,100.0,-94.8645,94.8645
FIC-203,debiet,oscillerend,11720,82.5,136.944,0.0,-54.444,54.444
FIC-203,debiet,oscillerend,11725,82.5,170.625,100.0,-88.1255,88.1255
FIC-203,debiet,oscillerend,11730,82.5,128.891,0.0,-46.3908,46.3908
FIC-203,debiet,oscillerend,11735,82.5,161.715,100.0,-79.2154,79.2154
FIC-203,debiet,oscillerend,11740,82.5,123.225,0.0,-40.7249,40.7249
FIC-203,debiet,oscillerend,11745,82.5,158.86,100.0,-76.36,76.36
FIC-203,debiet,oscillerend,11750,82.5,119.824,0.0,-37.3238,37.3238
FIC-203,debiet,oscillerend,11755,82.5,156.454,100.0,-73.954,73.954
FIC-203,debiet,oscillerend,11760,82.5,117.363,0.0,-34.8628,34.8628
FIC-203,debiet,oscillerend,11765,82.5,154.864,100.0,-72.3637,72.3637
FIC-203,debiet,oscillerend,11770,82.5,119.413,0.0,-36.9127,36.9127
FIC-203,debiet,oscillerend,11775,82.5,159.429,100.0,-76.9288,76.9288
FIC-203,debiet,oscillerend,11780,82.5,124.766,0.0,-42.2664,42.2664
FIC-203,debiet,oscillerend,11785,82.5,165.771,100.0,-83.2711,83.2711
FIC-203,debiet,oscillerend,11790,82.5,133.578,0.0,-51.0779,51.0779
FIC-203,debiet,oscillerend,11795,82.5,175.198,100.0,-92.6978,92.6978
FIC-203,debiet,oscillerend,11800,82.5,140.224,0.0,-57.7242,57.7242
FIC-203,debiet,oscillerend,11805,82.5,179.916,100.0,-97.416,97.416
FIC-203,debiet,oscillerend,11810,82.5,145.508,0.0,-63.0084,63.0084
FIC-203,debiet,oscillerend,11815,82.5,182.3,100.0,-99.8004,99.8004
FIC-203,debiet,oscillerend,11820,82.5,144.0,0.0,-61.4995,61.4995
FIC-203,debiet,oscillerend,11825,82.5,180.781,100.0,-98.2812,98.2812
FIC-203,debiet,oscillerend,11830,82.5,142.659,0.0,-60.1592,60.1592
FIC-203,debiet,oscillerend,11835,82.5,176.95,100.0,-94.4496,94.4496
FIC-203,debiet,oscillerend,11840,82.5,140.426,0.0,-57.9261,57.9261
FIC-203,debiet,oscillerend,11845,82.5,173.472,100.0,-90.9723,90.9723
FIC-203,debiet,oscillerend,11850,82.5,132.626,0.0,-50.1256,50.1256
FIC-203,debiet,oscillerend,11855,82.5,165.64,100.0,-83.1404,83.1404
FIC-203,debiet,oscillerend,11860,82.5,124.81,0.0,-42.3098,42.3098
FIC-203,debiet,oscillerend,11865,82.5,159.828,100.0,-77.3277,77.3277
FIC-203,debiet,oscillerend,11870,82.5,122.017,0.0,-39.5173,39.5173
FIC-203,debiet,oscillerend,11875,82.5,159.947,100.0,-77.447,77.447
FIC-203,debiet,oscillerend,11880,82.5,119.88,0.0,-37.3805,37.3805
FIC-203,debiet,oscillerend,11885,82.5,158.85,100.0,-76.3501,76.3501
FIC-203,debiet,oscillerend,11890,82.5,121.384,0.0,-38.8844,38.8844
FIC-203,debiet,oscillerend,11895,82.5,160.806,100.0,-78.3058,78.3058
FIC-203,debiet,oscillerend,11900,82.5,128.44,0.0,-45.94,45.94
FIC-203,debiet,oscillerend,11905,82.5,170.167,100.0,-87.6669,87.6669
FIC-203,debiet,oscillerend,11910,82.5,136.672,0.0,-54.1722,54.1722
FIC-203,debiet,oscillerend,11915,82.5,176.305,100.0,-93.8046,93.8046
FIC-203,debiet,oscillerend,11920,82.5,145.741,0.0,-63.2407,63.2407
FIC-203,debiet,oscillerend,11925,82.5,185.691,100.0,-103.1908,103.1908
FIC-203,debiet,oscillerend,11930,82.5,150.363,0.0,-67.8628,67.8628
FIC-203,debiet,oscillerend,11935,82.5,189.175,100.0,-106.6751,106.6751
FIC-203,debiet,oscillerend,11940,82.5,153.403,0.0,-70.9033,70.9033
FIC-203,debiet,oscillerend,11945,82.5,189.711,100.0,-107.2112,107.2112
FIC-203,debiet,oscillerend,11950,82.5,148.97,0.0,-66.4696,66.4696
FIC-203,debiet,oscillerend,11955,82.5,185.782,100.0,-103.282,103.282
FIC-203,debiet,oscillerend,11960,82.5,144.977,0.0,-62.4767,62.4767
FIC-203,debiet,oscillerend,11965,82.5,181.705,100.0,-99.2052,99.2052
FIC-203,debiet,oscillerend,11970,82.5,140.484,0.0,-57.9843,57.9843
FIC-203,debiet,oscillerend,11975,82.5,174.83,100.0,-92.3297,92.3297
FIC-203,debiet,oscillerend,11980,82.5,133.581,0.0,-51.0813,51.0813
FIC-203,debiet,oscillerend,11985,82.5,167.295,100.0,-84.7954,84.7954
FIC-203,debiet,oscillerend,11990,82.5,127.436,0.0,-44.9362,44.9362
FIC-203,debiet,oscillerend,11995,82.5,165.29,100.0,-82.79,82.79
FIC-203,debiet,oscillerend,12000,82.5,123.764,0.0,-41.2639,41.2639
FIC-203,debiet,oscillerend,12005,82.5,160.276,100.0,-77.7758,77.7758
