inspectie_id,product_type,productielijn,lijnsnelheid_per_min,oppervlakte_px,omtrek_px,circulariteit,aspectverhouding,compactheid,gem_intensiteit,std_intensiteit,kleuruniformiteit,contrast,correlatie,energie,homogeniteit,randdichtheid,ruwheid,aantal_contouren,confidence_score,defect_type,goedgekeurd
VIS-002423,capsule,Lijn_3,147,5275,273.6,0.887,1.06,0.863,180.1,18.3,0.886,11.2,0.891,0.32,0.802,0.15,0.0533,2,0.901,geen,1
VIS-002424,vial,Lijn_1,208,15522,426.3,1.043,0.92,0.905,178.1,20.7,0.725,13.99,0.86,0.295,0.813,0.181,0.0444,3,0.567,verkleuring,0
VIS-002425,tablet,Lijn_1,191,8067,317.5,1.017,0.969,0.875,177.4,18.0,0.915,2.62,0.922,0.324,0.736,0.169,0.0636,1,0.656,geen,1
VIS-002426,capsule,Lijn_1,193,5880,278.4,0.969,1.032,0.757,205.8,13.1,0.929,3.93,0.814,0.394,0.791,0.178,0.0663,1,0.69,geen,1
VIS-002427,vial,Lijn_1,190,14749,430.1,1.004,1.01,0.886,194.5,10.5,0.885,4.69,0.91,0.31,0.799,0.157,0.0543,1,0.376,geen,1
VIS-002428,capsule,Lijn_1,204,5840,278.2,0.958,1.048,0.862,170.4,11.8,0.911,6.15,0.869,0.249,0.731,0.192,0.0589,3,0.911,geen,1
VIS-002429,tablet,Lijn_1,193,7260,319.1,0.917,1.035,0.858,209.7,7.2,0.933,3.35,0.86,0.289,0.831,0.139,0.0508,2,0.799,geen,1
VIS-002430,vial,Lijn_2,298,15141,451.8,0.948,1.048,0.798,176.7,9.0,0.9,7.06,0.83,0.377,0.755,0.175,0.0416,0,0.531,geen,1
VIS-002431,capsule,Lijn_2,295,6000,283.5,0.96,0.947,0.859,170.4,6.6,0.923,7.23,0.839,0.249,0.801,0.092,0.0611,2,0.9,geen,1
VIS-002432,vial,Lijn_1,190,15189,424.1,1.087,0.995,0.863,184.8,9.3,0.877,2.55,0.868,0.213,0.773,0.146,0.0529,3,0.916,geen,1
VIS-002433,tablet,Lijn_3,140,7871,309.6,0.962,0.995,0.849,177.6,16.2,0.9,5.82,0.877,0.296,0.902,0.33,0.0928,11,0.344,barst,0
VIS-002434,tablet,Lijn_3,146,7895,326.2,0.897,1.042,0.902,220.6,11.4,0.945,11.59,0.86,0.253,0.77,0.131,0.0433,2,0.842,geen,1
VIS-002435,tablet,Lijn_2,308,7885,319.1,0.95,0.95,0.799,185.7,11.9,0.923,8.03,0.819,0.438,0.814,0.12,0.064,1,0.828,geen,1
VIS-002436,vial,Lijn_2,306,15627,469.7,0.913,1.04,0.883,175.7,11.8,0.922,3.09,0.913,0.287,0.789,0.199,0.0461,4,0.894,geen,1
VIS-002437,tablet,Lijn_2,290,7592,326.5,0.91,1.06,0.862,163.1,11.8,0.906,9.0,0.832,0.336,0.807,0.203,0.0568,1,0.845,geen,1
VIS-002438,tablet,Lijn_2,307,8437,347.8,0.919,1.052,0.808,184.2,15.9,0.882,4.23,0.869,0.397,0.824,0.138,0.0528,5,0.875,geen,1
VIS-002439,vial,Lijn_3,147,15482,426.7,1.065,0.999,0.899,186.3,12.2,0.943,7.48,0.924,0.37,0.789,0.168,0.0518,1,0.954,geen,1
VIS-002440,vial,Lijn_1,197,14419,438.0,0.948,0.993,0.902,207.7,8.1,0.906,17.63,0.78,0.324,0.72,0.151,0.0701,4,0.78,geen,1
VIS-002441,vial,Lijn_3,158,14854,425.1,1.044,0.983,0.856,171.0,9.6,0.921,4.86,0.853,0.293,0.883,0.172,0.0408,3,0.831,geen,1
VIS-002442,vial,Lijn_3,147,14526,431.0,1.003,1.034,0.801,163.8,17.5,0.915,2.71,0.886,0.237,0.793,0.117,0.052,0,0.872,geen,1
VIS-002443,vial,Lijn_3,143,14514,445.5,0.942,1.017,0.838,163.1,14.8,0.927,5.44,0.869,0.331,0.785,0.147,0.0509,3,0.762,geen,1
VIS-002444,vial,Lijn_1,203,15086,466.0,0.871,0.991,0.862,181.3,13.6,0.896,2.22,0.801,0.36,0.81,0.142,0.0432,3,0.96,geen,1
VIS-002445,vial,Lijn_3,157,14522,434.1,0.997,1.029,0.882,186.9,13.0,0.954,3.69,0.776,0.341,0.791,0.118,0.0511,1,0.649,geen,1
VIS-002446,capsule,Lijn_3,150,5920,290.8,0.859,1.004,0.877,184.1,9.4,0.967,10.96,0.884,0.278,0.74,0.14,0.0418,2,0.647,geen,1
VIS-002447,vial,Lijn_1,192,15045,457.4,0.889,0.978,0.818,176.5,13.0,0.925,5.61,0.815,0.307,0.728,0.109,0.0563,1,0.344,geen,1
VIS-002448,vial,Lijn_2,295,14859,441.1,0.94,1.035,0.893,207.9,14.6,0.919,2.06,0.911,0.301,0.773,0.153,0.0797,3,0.627,geen,1
VIS-002449,vial,Lijn_2,297,14709,422.2,1.031,0.984,0.871,181.6,14.2,0.908,7.57,0.952,0.291,0.75,0.17,0.0453,0,0.925,geen,1
VIS-002450,vial,Lijn_1,191,15272,420.7,1.064,1.0,0.824,165.1,17.1,0.765,9.19,0.788,0.357,0.796,0.17,0.0386,3,0.42,verkleuring,0
VIS-002451,tablet,Lijn_1,191,7655,306.8,1.009,1.015,0.836,185.2,7.8,0.881,3.95,0.867,0.356,0.81,0.15,0.0532,1,0.758,geen,1
VIS-002452,vial,Lijn_3,159,14862,457.8,0.903,1.018,0.842,190.2,11.1,0.935,9.72,0.846,0.3,0.903,0.221,0.0551,1,0.96,geen,1
VIS-002453,tablet,Lijn_2,301,7751,305.0,1.05,1.017,0.832,163.5,13.8,0.906,18.93,0.877,0.304,0.734,0.229,0.0432,2,0.631,geen,1
VIS-002454,vial,Lijn_2,300,14203,421.0,1.0,1.009,0.843,166.5,15.3,0.928,2.59,0.862,0.303,0.809,0.112,0.0551,2,0.959,geen,1
VIS-002455,capsule,Lijn_3,144,6427,292.0,0.972,0.948,0.835,156.2,12.0,0.972,14.43,0.83,0.273,0.839,0.159,0.0505,2,0.487,geen,1
VIS-002456,vial,Lijn_2,304,15115,448.6,0.962,0.999,0.863,166.0,16.8,0.958,12.42,0.832,0.311,0.801,0.211,0.0418,3,0.36,deeltje,0
VIS-002457,capsule,Lijn_3,149,6201,282.6,0.965,0.993,0.832,154.2,14.2,0.929,12.19,0.849,0.331,0.824,0.169,0.0547,4,0.919,geen,1
VIS-002458,tablet,Lijn_3,149,7885,324.8,0.865,1.178,0.763,188.5,9.9,0.921,5.02,0.932,0.38,0.872,0.164,0.0364,2,0.394,vormafwijking,0
VIS-002459,vial,Lijn_2,309,14568,425.8,1.015,0.972,0.847,184.9,14.5,0.93,22.18,0.888,0.307,0.721,0.298,0.0566,1,0.265,kras,0
VIS-002460,tablet,Lijn_3,145,8228,328.4,0.991,1.02,0.835,185.1,10.1,0.912,12.7,0.958,0.272,0.757,0.186,0.0612,0,0.873,geen,1
VIS-002461,vial,Lijn_1,200,15331,470.2,0.878,0.96,0.79,198.2,19.2,0.927,14.94,0.891,0.295,0.795,0.187,0.0514,3,0.136,deeltje,0
VIS-002462,vial,Lijn_3,156,14634,446.4,0.903,1.063,0.898,196.0,18.5,0.918,11.39,0.778,0.282,0.834,0.168,0.054,6,0.24,deeltje,0
VIS-002463,tablet,Lijn_2,308,8541,322.8,1.011,0.992,0.829,196.6,13.0,0.861,10.33,0.914,0.375,0.836,0.142,0.046,4,0.792,geen,1
VIS-002464,capsule,Lijn_1,207,6796,310.9,0.859,0.943,0.834,183.5,13.7,0.895,4.95,0.87,0.271,0.776,0.193,0.0597,1,0.873,geen,1
VIS-002465,vial,Lijn_2,307,14565,414.1,1.105,1.001,0.86,182.5,10.7,0.943,2.33,0.839,0.255,0.762,0.162,0.0312,1,0.903,geen,1
VIS-002466,capsule,Lijn_1,201,6262,298.0,0.882,0.999,0.868,194.7,10.4,0.876,5.73,0.841,0.251,0.768,0.132,0.0559,2,0.878,geen,1
VIS-002467,vial,Lijn_1,204,14488,442.1,0.909,1.046,0.873,191.2,11.3,0.993,2.67,0.814,0.339,0.827,0.162,0.0461,1,0.837,geen,1
VIS-002468,capsule,Lijn_2,293,6030,287.4,0.887,0.993,0.829,205.8,10.7,0.943,10.87,0.804,0.219,0.752,0.113,0.0492,3,0.647,geen,1
VIS-002469,vial,Lijn_2,308,14980,449.1,0.908,0.957,0.834,200.6,10.8,0.888,2.07,0.88,0.191,0.802,0.103,0.0484,4,0.644,geen,1
VIS-002470,capsule,Lijn_3,147,6014,292.8,0.857,0.974,0.822,170.1,14.7,0.927,9.97,0.878,0.297,0.781,0.176,0.0629,1,0.897,geen,1
VIS-002471,tablet,Lijn_3,149,7470,325.7,0.893,1.018,0.896,198.1,15.9,0.862,3.73,0.861,0.133,0.791,0.151,0.056,0,0.567,geen,1
VIS-002472,vial,Lijn_3,152,14684,453.1,0.944,0.971,0.828,187.8,14.2,0.98,7.43,0.778,0.265,0.797,0.136,0.0501,4,0.811,geen,1
VIS-002473,tablet,Lijn_2,303,8188,320.2,1.017,1.033,0.863,181.9,13.1,0.924,7.83,0.813,0.307,0.782,0.162,0.0367,1,0.567,geen,1
VIS-002474,tablet,Lijn_2,297,8046,306.4,1.081,0.974,0.813,177.9,14.7,0.936,6.81,0.799,0.363,0.818,0.168,0.0391,5,0.632,geen,1
VIS-002475,tablet,Lijn_3,141,8035,309.8,1.056,1.016,0.865,177.5,12.8,0.958,19.12,0.789,0.309,0.788,0.11,0.0481,0,0.925,geen,1
VIS-002476,tablet,Lijn_1,207,7969,317.7,0.988,1.006,0.818,169.4,13.1,0.946,5.97,0.916,0.331,0.857,0.108,0.0556,4,0.83,geen,1
VIS-002477,vial,Lijn_1,196,15473,424.8,1.069,0.958,0.868,162.3,13.2,0.919,9.38,0.824,0.266,0.828,0.133,0.0557,2,0.788,geen,1
VIS-002478,vial,Lijn_3,156,16027,439.6,1.023,1.036,0.797,206.0,15.4,0.868,45.01,0.812,0.328,0.837,0.295,0.052,3,0.422,kras,0
VIS-002479,vial,Lijn_3,151,14004,430.3,0.904,0.994,0.849,173.0,9.5,0.93,5.02,0.962,0.301,0.758,0.113,0.0535,2,0.817,geen,1
VIS-002480,capsule,Lijn_3,157,6132,266.7,1.077,1.01,0.815,178.1,10.5,0.923,4.35,0.896,0.311,0.808,0.083,0.0348,3,0.809,geen,1
VIS-002481,vial,Lijn_2,300,15124,453.2,0.928,0.973,0.871,188.7,15.6,0.895,4.41,0.835,0.275,0.81,0.167,0.0367,3,0.873,geen,1
VIS-002482,tablet,Lijn_3,146,7996,310.6,1.061,1.043,0.865,185.4,9.8,0.898,3.14,0.735,0.347,0.766,0.154,0.0419,2,0.817,geen,1
VIS-002483,capsule,Lijn_3,155,6057,273.0,1.042,1.024,0.859,166.7,10.4,0.947,4.01,0.856,0.217,0.836,0.109,0.0324,1,0.752,geen,1
VIS-002484,capsule,Lijn_3,146,6325,280.5,1.0,1.013,0.859,189.4,15.3,0.955,5.73,0.771,0.289,0.834,0.103,0.0301,6,0.665,geen,1
VIS-002485,tablet,Lijn_2,308,7340,313.5,0.921,1.0,0.915,198.8,16.7,0.88,2.17,0.796,0.438,0.772,0.106,0.0578,1,0.856,geen,1
VIS-002486,vial,Lijn_3,159,15096,445.0,0.943,0.975,0.897,200.9,8.3,0.91,4.84,0.833,0.225,0.822,0.166,0.0613,2,0.652,geen,1
VIS-002487,capsule,Lijn_2,290,6217,297.5,0.896,1.003,0.869,199.5,9.6,0.985,5.3,0.9,0.318,0.836,0.103,0.0419,2,0.762,geen,1
VIS-002488,vial,Lijn_2,301,14088,423.6,0.99,0.994,0.855,170.1,12.7,0.909,9.46,0.838,0.256,0.738,0.175,0.0572,1,0.796,geen,1
VIS-002489,vial,Lijn_2,294,14125,431.7,0.956,0.996,0.859,206.9,13.2,0.928,2.14,0.803,0.253,0.798,0.079,0.0372,6,0.673,geen,1
VIS-002490,tablet,Lijn_3,144,8149,312.2,1.061,1.04,0.85,192.7,24.3,0.92,18.51,0.8,0.299,0.764,0.174,0.0446,3,0.581,deeltje,0
VIS-002491,capsule,Lijn_2,303,5476,263.2,0.999,1.094,0.822,123.7,29.8,0.692,8.32,0.789,0.265,0.77,0.158,0.0524,0,0.327,verkleuring,0
VIS-002492,capsule,Lijn_2,291,6693,292.3,0.957,1.052,0.877,179.6,13.5,0.906,14.81,0.911,0.212,0.847,0.123,0.0363,1,0.932,geen,1
VIS-002493,vial,Lijn_3,145,14556,434.3,0.995,1.016,0.853,176.0,13.1,0.953,10.13,0.887,0.281,0.808,0.163,0.0564,2,0.998,geen,1
VIS-002494,tablet,Lijn_3,146,8098,308.0,1.065,0.982,0.86,139.2,19.0,0.746,7.1,0.885,0.307,0.834,0.159,0.0385,4,0.239,verkleuring,0
VIS-002495,tablet,Lijn_1,192,7840,304.7,1.053,1.058,0.858,189.7,14.8,0.941,2.44,0.765,0.361,0.74,0.124,0.0633,1,0.847,geen,1
VIS-002496,vial,Lijn_2,290,15589,434.3,1.016,0.965,0.846,178.6,9.7,0.915,13.81,0.869,0.306,0.807,0.192,0.0571,2,0.795,geen,1
VIS-002497,capsule,Lijn_1,190,5977,274.4,0.988,0.97,0.857,181.7,14.8,0.922,8.2,0.867,0.28,0.745,0.124,0.0502,5,0.774,geen,1
VIS-002498,tablet,Lijn_1,207,8133,330.0,0.942,1.009,0.879,145.0,8.8,0.922,4.45,0.789,0.322,0.764,0.135,0.0308,1,0.897,geen,1
VIS-002499,capsule,Lijn_1,197,5630,262.2,1.029,0.993,0.874,188.9,11.7,0.882,26.18,0.812,0.29,0.792,0.171,0.0381,4,0.73,geen,1
VIS-002500,capsule,Lijn_1,201,6134,283.7,0.958,1.012,0.815,195.8,9.6,0.917,13.15,0.902,0.313,0.826,0.199,0.0426,2,0.699,geen,1
VIS-002501,vial,Lijn_3,155,15796,462.5,0.939,1.017,0.828,174.3,23.4,0.935,7.14,0.828,0.395,0.787,0.106,0.0494,2,0.237,deeltje,0
VIS-002502,vial,Lijn_3,144,15240,437.9,0.983,0.994,0.827,165.2,11.4,0.921,3.97,0.779,0.373,0.805,0.149,0.041,2,0.613,geen,1
VIS-002503,capsule,Lijn_3,141,6050,283.5,0.962,0.999,0.79,186.6,7.9,0.935,8.21,0.799,0.285,0.783,0.15,0.0535,5,0.776,geen,1
VIS-002504,tablet,Lijn_3,140,8617,336.3,0.935,0.983,0.861,180.4,10.2,0.931,2.88,0.835,0.306,0.858,0.171,0.0396,1,0.709,geen,1
VIS-002505,capsule,Lijn_3,153,6131,277.8,0.83,1.057,0.704,176.8,8.6,0.935,11.4,0.848,0.5,0.775,0.131,0.0696,1,0.279,vormafwijking,0
VIS-002506,tablet,Lijn_3,141,8247,331.1,0.966,0.989,0.84,165.6,13.6,0.928,2.5,0.878,0.33,0.851,0.159,0.0513,0,0.792,geen,1
VIS-002507,tablet,Lijn_2,305,8370,325.2,0.987,0.991,0.859,188.3,19.6,0.974,11.79,0.905,0.247,0.743,0.151,0.0359,3,0.891,geen,1
VIS-002508,vial,Lijn_1,198,14841,416.6,1.112,0.988,0.868,181.5,10.8,0.92,4.49,0.805,0.292,0.832,0.151,0.0685,1,0.895,geen,1
VIS-002509,vial,Lijn_3,140,14543,440.0,0.791,1.021,0.896,188.1,9.9,0.97,6.74,0.789,0.221,0.758,0.279,0.1041,7,0.194,barst,0
VIS-002510,tablet,Lijn_2,302,7799,318.4,0.977,1.005,0.871,190.9,13.0,0.967,7.9,0.836,0.232,0.734,0.164,0.0594,2,0.891,geen,1
VIS-002511,vial,Lijn_3,143,15082,418.9,1.092,0.944,0.936,181.4,16.2,0.958,3.03,0.901,0.369,0.738,0.191,0.0418,2,0.857,geen,1
VIS-002512,vial,Lijn_3,148,14570,434.8,0.979,1.014,0.856,174.9,11.1,0.904,5.09,0.834,0.216,0.777,0.155,0.0396,3,0.915,geen,1
VIS-002513,vial,Lijn_2,308,14916,443.1,0.98,0.994,0.864,194.0,15.8,0.932,12.85,0.871,0.28,0.791,0.13,0.0188,2,0.952,geen,1
VIS-002514,capsule,Lijn_2,291,6191,288.4,0.918,1.037,0.872,162.1,10.9,0.954,6.89,0.769,0.222,0.778,0.18,0.0481,2,0.897,geen,1
VIS-002515,vial,Lijn_2,294,14643,443.8,0.938,1.024,0.82,179.9,14.7,0.926,6.08,0.779,0.207,0.782,0.149,0.0359,2,0.901,geen,1
VIS-002516,vial,Lijn_2,291,14990,440.9,0.965,1.004,0.916,168.6,15.0,0.958,14.3,0.822,0.39,0.901,0.129,0.0459,0,0.844,geen,1
VIS-002517,vial,Lijn_1,193,15279,435.7,1.001,0.976,0.84,193.0,14.6,0.906,6.11,0.828,0.379,0.808,0.191,0.0408,0,0.8,geen,1
VIS-002518,tablet,Lijn_2,308,7832,322.8,0.945,1.004,0.824,152.7,12.6,0.895,7.62,0.834,0.312,0.79,0.167,0.0582,3,0.894,geen,1
VIS-002519,capsule,Lijn_2,298,6065,281.4,0.969,0.993,0.859,169.9,12.5,0.946,2.6,0.924,0.269,0.81,0.176,0.0561,7,0.767,geen,1
VIS-002520,vial,Lijn_2,291,15251,419.9,1.064,0.936,0.832,181.9,10.5,0.94,5.3,0.892,0.298,0.749,0.111,0.0472,2,0.745,geen,1
VIS-002521,tablet,Lijn_3,146,8179,333.0,0.897,1.002,0.813,172.9,10.9,0.898,5.84,0.839,0.225,0.813,0.122,0.0381,2,0.702,geen,1
VIS-002522,tablet,Lijn_1,205,7493,321.4,0.905,1.062,0.9,158.0,12.9,0.942,3.25,0.799,0.352,0.719,0.164,0.0294,1,0.861,geen,1
VIS-002523,capsule,Lijn_2,290,6271,285.2,0.923,0.988,0.812,170.8,13.0,0.948,5.02,0.852,0.29,0.753,0.159,0.0428,2,0.885,geen,1
VIS-002524,vial,Lijn_3,156,14936,427.4,1.015,0.983,0.921,180.6,12.6,0.922,5.16,0.832,0.378,0.729,0.146,0.0432,1,0.73,geen,1
VIS-002525,vial,Lijn_3,149,15697,436.8,1.024,0.952,0.873,171.8,11.8,0.971,2.33,0.877,0.252,0.764,0.174,0.0542,3,0.943,geen,1
VIS-002526,tablet,Lijn_3,140,7889,335.8,0.886,0.964,0.833,182.5,10.4,0.899,21.16,0.836,0.296,0.829,0.127,0.047,4,0.84,geen,1
VIS-002527,tablet,Lijn_3,150,7616,301.6,1.026,0.976,0.864,175.4,8.4,0.929,9.26,0.915,0.315,0.878,0.147,0.0556,5,0.919,geen,1
VIS-002528,tablet,Lijn_1,203,8410,333.4,0.972,0.992,0.865,199.9,19.5,0.915,15.01,0.879,0.251,0.802,0.171,0.0617,0,0.958,geen,1
VIS-002529,vial,Lijn_2,304,14871,438.6,0.992,0.968,0.876,197.8,9.3,0.876,2.24,0.927,0.247,0.801,0.15,0.0526,1,0.944,geen,1
VIS-002530,tablet,Lijn_3,145,8069,327.7,0.927,1.016,0.815,152.5,10.5,0.911,14.34,0.834,0.295,0.81,0.115,0.0638,2,0.823,geen,1
VIS-002531,tablet,Lijn_3,142,7546,309.0,0.98,0.996,0.803,163.7,8.8,0.928,3.92,0.874,0.293,0.89,0.18,0.0434,3,0.806,geen,1
VIS-002532,capsule,Lijn_1,202,6141,290.0,0.915,1.059,0.836,181.1,6.9,0.946,8.15,0.762,0.239,0.826,0.179,0.0449,2,0.891,geen,1
VIS-002533,vial,Lijn_1,207,15133,452.6,0.854,1.081,0.706,154.4,10.0,0.904,5.02,0.843,0.295,0.801,0.133,0.0456,2,0.174,vormafwijking,0
VIS-002534,capsule,Lijn_3,153,5973,283.6,0.913,1.052,0.785,180.5,13.4,0.914,11.88,0.909,0.33,0.71,0.14,0.0414,3,0.88,geen,1
VIS-002535,tablet,Lijn_3,140,7786,330.3,0.886,0.988,0.858,192.9,12.4,0.943,5.19,0.831,0.341,0.786,0.135,0.0397,0,0.875,geen,1
VIS-002536,vial,Lijn_3,154,15240,420.4,1.08,1.023,0.873,194.9,9.6,0.952,11.88,0.835,0.306,0.83,0.178,0.0414,5,0.875,geen,1
VIS-002537,tablet,Lijn_2,294,8188,336.8,0.905,0.958,0.881,149.5,10.7,0.89,6.82,0.813,0.359,0.754,0.154,0.0522,0,0.835,geen,1
VIS-002538,capsule,Lijn_3,146,5711,261.8,1.073,0.989,0.77,176.2,14.9,0.879,4.63,0.877,0.356,0.778,0.142,0.0458,0,0.501,geen,1
VIS-002539,tablet,Lijn_3,140,8117,319.6,0.984,0.948,0.894,184.9,11.2,0.914,3.79,0.879,0.258,0.804,0.099,0.0427,0,0.714,geen,1
VIS-002540,tablet,Lijn_3,158,7829,310.9,1.032,1.03,0.874,179.7,6.4,0.923,5.24,0.858,0.411,0.799,0.088,0.0466,1,0.986,geen,1
VIS-002541,capsule,Lijn_1,208,5663,260.1,1.05,1.043,0.888,144.9,9.8,0.894,5.24,0.871,0.404,0.797,0.195,0.0438,2,0.935,geen,1
VIS-002542,vial,Lijn_2,306,15886,454.2,0.972,0.985,0.87,185.0,13.6,0.894,2.45,0.857,0.337,0.803,0.156,0.0437,0,0.946,geen,1
VIS-002543,tablet,Lijn_1,195,7635,307.9,1.01,0.999,0.835,157.6,11.8,0.921,14.86,0.897,0.242,0.829,0.197,0.0552,1,0.876,geen,1
VIS-002544,tablet,Lijn_1,201,7843,326.1,0.903,0.964,0.837,122.2,22.6,0.78,2.54,0.93,0.404,0.868,0.177,0.0396,2,0.667,verkleuring,0
VIS-002545,tablet,Lijn_1,203,7794,303.1,1.042,0.975,0.861,144.5,11.4,0.93,9.33,0.797,0.196,0.875,0.17,0.0466,3,0.832,geen,1
VIS-002546,capsule,Lijn_2,300,5978,283.2,0.94,0.949,0.808,185.0,15.3,0.86,5.56,0.767,0.271,0.789,0.132,0.0543,3,0.949,geen,1
VIS-002547,vial,Lijn_3,149,14437,428.7,1.005,1.04,0.852,177.8,11.3,0.936,5.36,0.892,0.275,0.742,0.127,0.0364,0,0.719,geen,1
VIS-002548,vial,Lijn_1,204,15658,430.3,1.093,1.042,0.815,166.2,17.5,0.956,6.92,0.87,0.35,0.848,0.211,0.0481,1,0.755,geen,1
VIS-002549,tablet,Lijn_1,208,8407,347.0,0.852,0.991,0.803,165.6,14.1,0.918,13.63,0.891,0.396,0.769,0.267,0.0663,2,0.537,kras,0
VIS-002550,tablet,Lijn_2,298,8425,334.9,0.93,0.998,0.832,192.1,15.6,0.939,9.9,0.827,0.315,0.736,0.125,0.0429,1,0.943,geen,1
VIS-002551,vial,Lijn_2,299,15403,452.8,0.945,0.982,0.832,184.0,13.6,0.902,5.75,0.801,0.27,0.787,0.181,0.0523,2,0.772,geen,1
VIS-002552,vial,Lijn_2,303,14922,463.5,0.864,1.006,0.826,189.1,15.8,0.954,12.12,0.847,0.347,0.783,0.266,0.1248,6,0.215,barst,0
VIS-002553,capsule,Lijn_1,199,5969,272.7,1.023,0.972,0.85,186.2,11.3,0.934,11.16,0.882,0.327,0.733,0.207,0.0425,3,0.093,kras,0
VIS-002554,capsule,Lijn_3,157,5878,289.5,0.919,0.992,0.808,146.7,10.8,0.879,13.08,0.867,0.313,0.796,0.128,0.0314,3,0.791,geen,1
VIS-002555,capsule,Lijn_3,158,6229,271.7,1.096,1.013,0.85,177.3,13.3,0.953,2.31,0.922,0.282,0.827,0.165,0.0506,3,0.939,geen,1
VIS-002556,vial,Lijn_2,298,14805,440.3,0.902,0.991,0.826,169.5,17.7,0.931,2.43,0.888,0.331,0.79,0.366,0.1086,11,0.144,barst,0
VIS-002557,vial,Lijn_3,156,14599,432.8,0.955,1.063,0.868,199.0,11.5,0.925,9.84,0.818,0.322,0.816,0.135,0.0611,2,0.739,geen,1
VIS-002558,capsule,Lijn_3,158,5900,270.3,0.968,0.952,0.783,167.3,14.5,0.887,3.49,0.85,0.228,0.805,0.134,0.0485,2,0.71,geen,1
VIS-002559,capsule,Lijn_2,304,6021,272.7,1.01,1.029,0.872,219.4,12.9,0.927,4.74,0.764,0.272,0.778,0.136,0.0472,4,0.928,geen,1
VIS-002560,tablet,Lijn_2,306,7855,320.6,0.964,1.041,0.872,180.9,8.1,0.895,3.59,0.825,0.452,0.814,0.145,0.0587,1,0.852,geen,1
VIS-002561,vial,Lijn_2,293,14775,431.2,0.981,0.991,0.846,162.4,14.5,0.958,3.6,0.74,0.349,0.79,0.189,0.0363,4,0.949,geen,1
VIS-002562,capsule,Lijn_2,306,5557,258.8,1.036,0.914,0.88,159.2,18.8,0.745,5.81,0.793,0.245,0.878,0.144,0.0565,1,0.28,verkleuring,0
VIS-002563,capsule,Lijn_3,157,5489,276.0,0.882,1.012,0.824,181.9,12.3,0.926,8.79,0.889,0.253,0.84,0.179,0.0372,0,0.769,geen,1
VIS-002564,capsule,Lijn_1,206,6071,284.8,0.943,1.014,0.85,190.2,12.3,0.913,4.96,0.827,0.278,0.749,0.155,0.0379,1,0.964,geen,1
VIS-002565,vial,Lijn_1,202,14338,437.4,0.958,0.976,0.857,151.4,14.2,0.964,7.61,0.937,0.355,0.734,0.148,0.0401,1,0.727,geen,1
VIS-002566,capsule,Lijn_1,198,5980,286.7,0.914,0.995,0.814,169.4,17.7,0.917,5.42,0.844,0.268,0.742,0.101,0.0442,4,0.788,geen,1
VIS-002567,capsule,Lijn_1,191,6045,287.8,0.87,1.014,0.812,161.1,16.9,0.925,4.68,0.784,0.335,0.766,0.172,0.0516,3,0.966,geen,1
VIS-002568,capsule,Lijn_1,207,5603,264.1,0.994,0.998,0.788,186.7,4.9,1.006,5.23,0.841,0.292,0.864,0.186,0.051,1,0.921,geen,1
VIS-002569,tablet,Lijn_3,148,8147,327.3,0.966,1.007,0.825,194.1,8.1,0.896,3.82,0.826,0.183,0.735,0.175,0.0283,7,0.986,geen,1
VIS-002570,vial,Lijn_1,192,14989,423.8,1.028,0.979,0.877,178.8,9.7,0.89,11.66,0.906,0.414,0.793,0.201,0.0508,2,0.627,geen,1
VIS-002571,vial,Lijn_1,207,14440,421.5,1.032,0.949,0.845,173.9,12.7,0.908,7.39,0.805,0.285,0.818,0.192,0.0457,2,0.456,geen,1
VIS-002572,tablet,Lijn_2,305,8162,310.1,1.069,1.03,0.885,167.4,14.5,0.936,2.37,0.807,0.248,0.734,0.18,0.044,0,0.732,geen,1
VIS-002573,vial,Lijn_2,294,14546,432.1,0.993,0.975,0.784,154.4,8.6,0.956,5.6,0.874,0.261,0.856,0.152,0.0522,1,0.486,geen,1
VIS-002574,tablet,Lijn_1,202,7652,329.7,0.867,0.983,0.816,194.5,8.4,0.926,4.7,0.839,0.143,0.872,0.172,0.0585,7,0.781,geen,1
VIS-002575,vial,Lijn_3,146,14798,415.8,1.1,1.003,0.797,183.6,14.7,0.932,14.33,0.835,0.209,0.775,0.122,0.071,1,0.743,geen,1
VIS-002576,capsule,Lijn_2,292,6017,264.3,1.089,1.007,0.82,191.7,15.7,0.88,16.06,0.766,0.233,0.824,0.093,0.0462,3,0.747,geen,1
VIS-002577,vial,Lijn_2,309,15509,429.4,1.088,0.977,0.825,190.7,14.5,0.928,4.08,0.925,0.275,0.857,0.154,0.0359,2,0.805,geen,1
VIS-002578,capsule,Lijn_2,294,6560,307.6,0.892,1.007,0.792,180.5,16.4,0.891,18.52,0.897,0.313,0.808,0.17,0.0738,0,0.705,geen,1
VIS-002579,tablet,Lijn_2,294,7781,320.7,0.919,1.01,0.846,208.1,11.4,0.939,2.79,0.802,0.36,0.823,0.153,0.0506,3,0.578,geen,1
VIS-002580,capsule,Lijn_1,209,5646,266.4,0.995,1.004,0.854,165.7,12.5,0.912,7.43,0.819,0.142,0.785,0.193,0.0512,2,0.899,geen,1
VIS-002581,vial,Lijn_1,205,14469,443.6,0.743,1.033,0.721,169.8,12.3,0.894,2.2,0.85,0.245,0.785,0.196,0.0493,4,0.37,vormafwijking,0
