episode,stap,policy,setpoint_C,state_temp_C,state_conc_molL,state_coolant_C,state_error_C,state_verstoring,action_coolant_adj,reward_tracking,reward_energie,reward_constraint,reward_totaal,cumulatief_reward,next_temp_C,next_conc_molL,next_coolant_C,done
44,8,expert,155,110.89,1.2094,27.9,44.11,-0.073,5.0,-9.575,-0.055,-10,-19.63,-96.08,107.12,1.2111,27.9,1
45,0,PID_agressief,160,151.24,1.0705,17.1,8.76,-0.252,10.0,-3.266,-0.11,0,-3.376,-3.38,143.67,1.0722,17.3,0
45,1,PID_agressief,160,143.67,1.0722,17.3,16.33,0.368,10.0,-4.572,-0.11,0,-4.682,-8.06,137.14,1.0738,17.4,0
45,2,PID_agressief,160,137.14,1.0738,17.4,22.86,-0.347,10.0,-5.973,-0.11,0,-6.083,-14.14,130.13,1.0755,17.5,0
45,3,PID_agressief,160,130.13,1.0755,17.5,29.87,0.237,10.0,-7.18,-0.11,0,-7.29,-21.43,124.1,1.0772,17.6,0
45,4,PID_agressief,160,124.1,1.0772,17.6,35.9,0.002,10.0,-8.346,-0.11,-10,-18.456,-39.89,118.27,1.0789,17.6,0
45,5,PID_agressief,160,118.27,1.0789,17.6,41.73,0.323,10.0,-9.357,-0.11,-10,-19.467,-59.35,113.22,1.0806,17.7,0
45,6,PID_agressief,160,113.22,1.0806,17.7,46.78,0.485,10.0,-10.318,-0.11,-10,-20.428,-79.78,108.41,1.0823,17.8,1
46,0,random,145,149.22,0.962,18.9,-4.22,0.053,-7.72,-0.119,-0.077,0,-0.096,-0.1,144.4,0.9638,18.9,0
46,1,random,145,144.4,0.9638,18.9,0.6,0.228,8.87,-1.456,-0.098,0,-1.553,-1.65,137.72,0.9655,19.2,0
46,2,random,145,137.72,0.9655,19.2,7.28,0.25,6.76,-2.684,-0.074,0,-2.758,-4.41,131.58,0.9672,19.3,0
46,3,random,145,131.58,0.9672,19.3,13.42,0.216,-8.47,-3.491,-0.085,0,-3.575,-7.98,127.55,0.9689,19.3,0
46,4,random,145,127.55,0.9689,19.3,17.45,0.648,-9.51,-4.118,-0.095,0,-4.214,-12.2,124.41,0.9706,19.3,0
46,5,random,145,124.41,0.9706,19.3,20.59,0.815,-6.25,-4.823,-0.062,0,-4.885,-17.08,120.89,0.9723,19.3,0
46,6,random,145,120.89,0.9723,19.3,24.11,0.281,-2.65,-5.621,-0.027,-10,-15.647,-32.73,116.9,0.9741,19.4,0
46,7,random,145,116.9,0.9741,19.4,28.1,-0.299,0.14,-6.607,-0.002,-10,-16.608,-49.34,111.97,0.9758,19.4,0
46,8,random,145,111.97,0.9758,19.4,33.03,0.559,7.24,-7.536,-0.08,-10,-17.615,-66.95,107.32,0.9775,19.6,1
47,0,PID_agressief,155,158.14,1.1167,23.0,-3.14,0.215,-6.28,-0.41,-0.063,0,-0.472,-0.47,152.95,1.1184,23.1,0
47,1,PID_agressief,155,152.95,1.1184,23.1,2.05,-0.229,4.1,-1.715,-0.045,0,-1.76,-2.23,146.43,1.12,23.1,0
47,2,PID_agressief,155,146.43,1.12,23.1,8.57,-0.048,10.0,-3.036,-0.11,0,-3.146,-5.38,139.82,1.1217,23.1,0
47,3,PID_agressief,155,139.82,1.1217,23.1,15.18,0.135,10.0,-4.306,-0.11,0,-4.416,-9.79,133.47,1.1234,23.2,0
47,4,PID_agressief,155,133.47,1.1234,23.2,21.53,0.184,10.0,-5.498,-0.11,0,-5.608,-15.4,127.51,1.125,23.1,0
47,5,PID_agressief,155,127.51,1.125,23.1,27.49,-0.093,10.0,-6.654,-0.11,0,-6.764,-22.17,121.73,1.1267,23.0,0
47,6,PID_agressief,155,121.73,1.1267,23.0,33.27,0.203,10.0,-7.681,-0.11,-10,-17.791,-39.96,116.59,1.1284,23.2,0
47,7,PID_agressief,155,116.59,1.1284,23.2,38.41,0.696,10.0,-8.526,-0.11,-10,-18.636,-58.59,112.37,1.1301,23.1,0
47,8,PID_agressief,155,112.37,1.1301,23.1,42.63,0.212,10.0,-9.422,-0.11,-10,-19.532,-78.13,107.89,1.1318,23.2,1
48,0,expert,160,146.64,0.8345,24.9,13.36,-0.502,5.0,-3.991,-0.055,0,-4.046,-4.05,140.05,0.8363,25.0,0
48,1,expert,160,140.05,0.8363,25.0,19.95,0.203,5.0,-5.17,-0.055,0,-5.225,-9.27,134.15,0.838,25.0,0
48,2,expert,160,134.15,0.838,25.0,25.85,0.211,5.0,-6.25,-0.055,0,-6.305,-15.58,128.75,0.8398,25.2,0
48,3,expert,160,128.75,0.8398,25.2,31.25,-0.077,5.0,-7.281,-0.055,0,-7.336,-22.91,123.59,0.8415,25.1,0
48,4,expert,160,123.59,0.8415,25.1,36.41,-0.196,5.0,-8.297,-0.055,-10,-18.352,-41.26,118.51,0.8433,25.2,0
48,5,expert,160,118.51,0.8433,25.2,41.49,0.606,5.0,-9.116,-0.055,-10,-19.171,-60.44,114.42,0.8451,25.2,0
48,6,expert,160,114.42,0.8451,25.2,45.58,0.249,5.0,-9.975,-0.055,-10,-20.03,-80.47,110.13,0.8468,25.0,0
48,7,expert,160,110.13,0.8468,25.0,49.87,0.451,5.0,-10.707,-0.055,-10,-20.762,-101.23,106.47,0.8486,25.0,1
49,0,PID_conservatief,145,147.5,1.1445,17.1,-2.5,0.033,-1.25,-0.625,-0.012,0,-0.637,-0.64,141.88,1.1462,17.2,0
49,1,PID_conservatief,145,141.88,1.1462,17.2,3.12,-0.095,1.56,-1.814,-0.017,0,-1.832,-2.47,135.93,1.1478,17.1,0
49,2,PID_conservatief,145,135.93,1.1478,17.1,9.07,-0.349,3.0,-3.003,-0.033,0,-3.036,-5.51,129.98,1.1495,17.1,0
49,3,PID_conservatief,145,129.98,1.1495,17.1,15.02,0.088,3.0,-4.038,-0.033,0,-4.071,-9.58,124.81,1.1512,17.1,0
49,4,PID_conservatief,145,124.81,1.1512,17.1,20.19,0.483,3.0,-4.991,-0.033,0,-5.024,-14.6,120.04,1.1528,17.1,0
49,5,PID_conservatief,145,120.04,1.1528,17.1,24.96,0.153,3.0,-5.929,-0.033,-10,-15.962,-30.56,115.36,1.1545,17.3,0
49,6,PID_conservatief,145,115.36,1.1545,17.3,29.64,0.182,3.0,-6.811,-0.033,-10,-16.844,-47.41,110.95,1.1562,17.3,0
49,7,PID_conservatief,145,110.95,1.1562,17.3,34.05,0.152,3.0,-7.64,-0.033,-10,-17.673,-65.08,106.8,1.1579,17.4,1
50,0,PID_agressief,150,153.36,1.1886,23.9,-3.36,-0.501,-6.72,-0.382,-0.067,0,-0.449,-0.45,148.09,1.1902,23.9,0
50,1,PID_agressief,150,148.09,1.1902,23.9,1.91,0.077,3.82,-1.565,-0.042,0,-1.607,-2.06,142.17,1.1919,23.9,0
50,2,PID_agressief,150,142.17,1.1919,23.9,7.83,-0.227,10.0,-2.874,-0.11,0,-2.984,-5.04,135.63,1.1935,23.9,0
50,3,PID_agressief,150,135.63,1.1935,23.9,14.37,0.825,10.0,-3.92,-0.11,0,-4.03,-9.07,130.4,1.1951,24.0,0
50,4,PID_agressief,150,130.4,1.1951,24.0,19.6,-0.275,10.0,-5.145,-0.11,0,-5.255,-14.33,124.27,1.1968,24.0,0
50,5,PID_agressief,150,124.27,1.1968,24.0,25.73,0.085,10.0,-6.174,-0.11,-10,-16.284,-30.61,119.13,1.1985,24.2,0
50,6,PID_agressief,150,119.13,1.1985,24.2,30.87,0.746,10.0,-6.992,-0.11,-10,-17.102,-47.71,115.04,1.2001,24.2,0
50,7,PID_agressief,150,115.04,1.2001,24.2,34.96,0.233,10.0,-7.853,-0.11,-10,-17.963,-65.67,110.73,1.2018,24.2,0
50,8,PID_agressief,150,110.73,1.2018,24.2,39.27,0.448,10.0,-8.677,-0.11,-10,-18.787,-84.46,106.62,1.2035,24.6,1
51,0,expert,145,158.83,0.9029,21.2,-13.83,-0.403,-5.0,-1.616,-0.05,0,-1.666,-1.67,153.08,0.9046,21.1,0
51,1,expert,145,153.08,0.9046,21.1,-8.08,0.109,-5.0,-0.505,-0.05,0,-0.555,-2.22,147.52,0.9063,21.1,0
51,2,expert,145,147.52,0.9063,21.1,-2.52,-0.04,-2.54,-0.58,-0.025,0,-0.606,-2.83,142.1,0.908,21.1,0
51,3,expert,145,142.1,0.908,21.1,2.9,-0.246,2.83,-1.822,-0.031,0,-1.854,-4.68,135.89,0.9098,21.1,0
51,4,expert,145,135.89,0.9098,21.1,9.11,0.998,5.0,-2.742,-0.055,0,-2.797,-7.48,131.29,0.9115,21.0,0
51,5,expert,145,131.29,0.9115,21.0,13.71,0.24,5.0,-3.749,-0.055,0,-3.804,-11.28,126.25,0.9132,21.0,0
51,6,expert,145,126.25,0.9132,21.0,18.75,0.44,5.0,-4.668,-0.055,0,-4.723,-16.0,121.66,0.915,21.0,0
51,7,expert,145,121.66,0.915,21.0,23.34,0.626,5.0,-5.635,-0.055,-10,-15.69,-31.69,116.83,0.9167,21.1,0
51,8,expert,145,116.83,0.9167,21.1,28.17,0.724,5.0,-6.415,-0.055,-10,-16.47,-48.16,112.93,0.9185,21.2,0
51,9,expert,145,112.93,0.9185,21.2,32.07,0.357,5.0,-7.243,-0.055,-10,-17.298,-65.46,108.79,0.9202,21.2,1
52,0,random,160,145.24,1.1906,23.8,14.76,0.162,4.83,-4.081,-0.053,0,-4.135,-4.13,139.59,1.1923,23.8,0
52,1,random,160,139.59,1.1923,23.8,20.41,-0.238,4.22,-5.285,-0.046,0,-5.331,-9.47,133.58,1.1939,23.6,0
52,2,random,160,133.58,1.1939,23.6,26.42,0.278,7.96,-6.386,-0.088,0,-6.473,-15.94,128.07,1.1956,23.5,0
52,3,random,160,128.07,1.1956,23.5,31.93,0.352,3.69,-7.251,-0.041,0,-7.291,-23.23,123.75,1.1972,23.4,0
52,4,random,160,123.75,1.1972,23.4,36.25,-0.112,2.37,-8.195,-0.026,-10,-18.221,-41.45,119.03,1.1989,23.3,0
52,5,random,160,119.03,1.1989,23.3,40.97,0.473,9.38,-9.061,-0.103,-10,-19.164,-60.61,114.7,1.2005,23.3,0
52,6,random,160,114.7,1.2005,23.3,45.3,0.604,-1.83,-9.689,-0.018,-10,-19.708,-80.32,111.55,1.2022,23.2,0
52,7,random,160,111.55,1.2022,23.2,48.45,0.683,-5.47,-10.226,-0.055,-10,-20.281,-100.6,108.87,1.2039,23.2,1
53,0,expert,150,156.31,0.8442,15.3,-6.31,0.398,-5.0,-0.177,-0.05,0,-0.127,-0.13,150.89,0.8459,15.4,0
53,1,expert,150,150.89,0.8459,15.4,-0.89,0.245,-0.81,-0.991,-0.008,0,-0.999,-1.13,145.04,0.8476,15.6,0
53,2,expert,150,145.04,0.8476,15.6,4.96,0.532,5.0,-2.202,-0.055,0,-2.257,-3.38,138.99,0.8494,15.7,0
53,3,expert,150,138.99,0.8494,15.7,11.01,-0.303,5.0,-3.516,-0.055,0,-3.571,-6.96,132.42,0.8511,15.8,0
53,4,expert,150,132.42,0.8511,15.8,17.58,0.315,5.0,-4.61,-0.055,0,-4.665,-11.62,126.95,0.8529,15.9,0
53,5,expert,150,126.95,0.8529,15.9,23.05,-0.277,5.0,-5.836,-0.055,0,-5.891,-17.51,120.82,0.8546,16.1,0
53,6,expert,150,120.82,0.8546,16.1,29.18,0.886,5.0,-6.664,-0.055,-10,-16.719,-34.23,116.68,0.8564,16.4,0
53,7,expert,150,116.68,0.8564,16.4,33.32,0.551,5.0,-7.488,-0.055,-10,-17.543,-51.77,112.56,0.8582,16.6,0
53,8,expert,150,112.56,0.8582,16.6,37.44,0.417,5.0,-8.396,-0.055,-10,-18.451,-70.22,108.02,0.8599,16.5,1
54,0,PID_conservatief,150,152.64,1.1964,26.0,-2.64,0.365,-1.32,-0.431,-0.013,0,-0.444,-0.44,147.85,1.1981,25.9,0
54,1,PID_conservatief,150,147.85,1.1981,25.9,2.15,0.032,1.08,-1.503,-0.012,0,-1.515,-1.96,142.48,1.1997,26.0,0
54,2,PID_conservatief,150,142.48,1.1997,26.0,7.52,0.443,3.0,-2.545,-0.033,0,-2.578,-4.54,137.28,1.2013,25.9,0
54,3,PID_conservatief,150,137.28,1.2013,25.9,12.72,0.736,3.0,-3.425,-0.033,0,-3.458,-7.99,132.88,1.203,25.9,0
54,4,PID_conservatief,150,132.88,1.203,25.9,17.12,0.742,3.0,-4.31,-0.033,0,-4.343,-12.34,128.45,1.2046,26.1,0
54,5,PID_conservatief,150,128.45,1.2046,26.1,21.55,0.213,3.0,-5.245,-0.033,0,-5.278,-17.62,123.77,1.2063,26.2,0
54,6,PID_conservatief,150,123.77,1.2063,26.2,26.23,-0.12,3.0,-6.206,-0.033,-10,-16.239,-33.86,118.97,1.208,26.1,0
54,7,PID_conservatief,150,118.97,1.208,26.1,31.03,0.656,3.0,-6.864,-0.033,-10,-16.897,-50.75,115.68,1.2096,25.9,0
54,8,PID_conservatief,150,115.68,1.2096,25.9,34.32,0.411,3.0,-7.592,-0.033,-10,-17.625,-68.38,112.04,1.2113,26.0,0
54,9,PID_conservatief,150,112.04,1.2113,26.0,37.96,0.297,3.0,-8.321,-0.033,-10,-18.354,-86.73,108.39,1.213,26.0,1
55,0,expert,145,156.56,0.985,18.5,-11.56,-0.05,-5.0,-1.222,-0.05,0,-1.272,-1.27,151.11,0.9867,18.5,0
55,1,expert,145,151.11,0.9867,18.5,-6.11,0.502,-5.0,-0.208,-0.05,0,-0.258,-1.53,146.04,0.9884,18.5,0
55,2,expert,145,146.04,0.9884,18.5,-1.04,0.349,-0.94,-0.872,-0.009,0,-0.882,-2.41,140.64,0.9901,18.8,0
55,3,expert,145,140.64,0.9901,18.8,4.36,0.261,4.44,-1.995,-0.049,0,-2.043,-4.46,135.03,0.9918,18.8,0
55,4,expert,145,135.03,0.9918,18.8,9.97,0.274,5.0,-3.127,-0.055,0,-3.182,-7.64,129.36,0.9935,18.8,0
55,5,expert,145,129.36,0.9935,18.8,15.64,0.183,5.0,-4.134,-0.055,0,-4.189,-11.83,124.33,0.9952,18.9,0
55,6,expert,145,124.33,0.9952,18.9,20.67,0.169,5.0,-5.131,-0.055,-10,-15.186,-27.01,119.35,0.9969,18.9,0
55,7,expert,145,119.35,0.9969,18.9,25.65,-0.03,5.0,-6.19,-0.055,-10,-16.245,-43.26,114.05,0.9987,19.1,0
55,8,expert,145,114.05,0.9987,19.1,30.95,0.74,5.0,-6.988,-0.055,-10,-17.043,-60.3,110.06,1.0004,19.1,0
55,9,expert,145,110.06,1.0004,19.1,34.94,0.639,5.0,-7.76,-0.055,-10,-17.815,-78.12,106.2,1.0021,19.2,1
56,0,PID_agressief,155,140.12,0.9735,26.3,14.88,0.606,10.0,-4.149,-0.11,0,-4.259,-4.26,134.26,0.9752,26.4,0
56,1,PID_agressief,155,134.26,0.9752,26.4,20.74,-0.001,10.0,-5.348,-0.11,0,-5.458,-9.72,128.26,0.9769,26.4,0
56,2,PID_agressief,155,128.26,0.9769,26.4,26.74,-0.1,10.0,-6.49,-0.11,0,-6.6,-16.32,122.55,0.9786,26.2,0
56,3,PID_agressief,155,122.55,0.9786,26.2,32.45,0.018,10.0,-7.552,-0.11,-10,-17.662,-33.98,117.24,0.9804,26.3,0
56,4,PID_agressief,155,117.24,0.9804,26.3,37.76,-0.362,10.0,-8.522,-0.11,-10,-18.632,-52.61,112.39,0.9821,26.3,0
56,5,PID_agressief,155,112.39,0.9821,26.3,42.61,0.466,10.0,-9.301,-0.11,-10,-19.411,-72.02,108.5,0.9838,26.3,1
57,0,PID_conservatief,160,149.78,1.1952,27.4,10.22,-0.055,3.0,-3.217,-0.033,0,-3.25,-3.25,143.92,1.1968,27.6,0
57,1,PID_conservatief,160,143.92,1.1968,27.6,16.08,0.515,3.0,-4.22,-0.033,0,-4.253,-7.5,138.9,1.1984,27.6,0
57,2,PID_conservatief,160,138.9,1.1984,27.6,21.1,-0.296,3.0,-5.35,-0.033,0,-5.383,-12.89,133.25,1.2001,27.5,0
57,3,PID_conservatief,160,133.25,1.2001,27.5,26.75,-0.058,3.0,-6.301,-0.033,0,-6.334,-19.22,128.49,1.2017,27.5,0
57,4,PID_conservatief,160,128.49,1.2017,27.5,31.51,0.26,3.0,-7.174,-0.033,0,-7.207,-26.43,124.13,1.2034,27.6,0
57,5,PID_conservatief,160,124.13,1.2034,27.6,35.87,0.234,3.0,-8.032,-0.033,-10,-18.065,-44.49,119.84,1.205,27.4,0
57,6,PID_conservatief,160,119.84,1.205,27.4,40.16,0.391,3.0,-8.79,-0.033,-10,-18.823,-63.31,116.05,1.2067,27.3,0
57,7,PID_conservatief,160,116.05,1.2067,27.3,43.95,0.108,3.0,-9.539,-0.033,-10,-19.572,-82.89,112.3,1.2084,27.0,0
57,8,PID_conservatief,160,112.3,1.2084,27.0,47.7,0.587,3.0,-10.178,-0.033,-10,-20.211,-103.1,109.11,1.21,27.0,1
58,0,PID_conservatief,150,148.08,0.8553,21.6,1.92,0.079,0.96,-1.549,-0.011,0,-1.56,-1.56,142.25,0.857,21.5,0
58,1,PID_conservatief,150,142.25,0.857,21.5,7.75,-0.255,3.0,-2.742,-0.033,0,-2.775,-4.34,136.29,0.8588,21.5,0
58,2,PID_conservatief,150,136.29,0.8588,21.5,13.71,0.624,3.0,-3.791,-0.033,0,-3.824,-8.16,131.04,0.8605,21.6,0
58,3,PID_conservatief,150,131.04,0.8605,21.6,18.96,0.016,3.0,-4.859,-0.033,0,-4.892,-13.05,125.7,0.8622,21.7,0
58,4,PID_conservatief,150,125.7,0.8622,21.7,24.3,0.312,3.0,-5.823,-0.033,0,-5.856,-18.91,120.88,0.864,21.7,0
58,5,PID_conservatief,150,120.88,0.864,21.7,29.12,-0.219,3.0,-6.814,-0.033,-10,-16.847,-35.76,115.93,0.8658,21.6,0
58,6,PID_conservatief,150,115.93,0.8658,21.6,34.07,-0.081,3.0,-7.667,-0.033,-10,-17.7,-53.46,111.66,0.8675,21.6,0
58,7,PID_conservatief,150,111.66,0.8675,21.6,38.34,0.522,3.0,-8.485,-0.033,-10,-18.518,-71.97,107.57,0.8693,21.6,1
59,0,expert,160,148.33,0.9087,22.6,11.67,0.378,5.0,-3.582,-0.055,0,-3.637,-3.64,142.09,0.9104,22.5,0
59,1,expert,160,142.09,0.9104,22.5,17.91,0.343,5.0,-4.776,-0.055,0,-4.831,-8.47,136.12,0.9122,22.7,0
59,2,expert,160,136.12,0.9122,22.7,23.88,0.134,5.0,-5.971,-0.055,0,-6.026,-14.49,130.14,0.9139,22.7,0
59,3,expert,160,130.14,0.9139,22.7,29.86,0.18,5.0,-7.036,-0.055,0,-7.091,-21.59,124.82,0.9156,22.9,0
59,4,expert,160,124.82,0.9156,22.9,35.18,0.362,5.0,-7.977,-0.055,0,-8.032,-29.62,120.12,0.9174,22.9,0
59,5,expert,160,120.12,0.9174,22.9,39.88,0.419,5.0,-8.876,-0.055,-10,-18.931,-48.55,115.62,0.9191,23.0,0
59,6,expert,160,115.62,0.9191,23.0,44.38,-0.229,5.0,-9.813,-0.055,-10,-19.868,-68.42,110.94,0.9209,23.0,0
59,7,expert,160,110.94,0.9209,23.0,49.06,0.233,5.0,-10.722,-0.055,-10,-20.777,-89.19,106.39,0.9226,23.1,1
60,0,PID_agressief,160,158.95,0.9386,16.0,1.05,0.244,2.11,-1.546,-0.023,0,-1.569,-1.57,152.27,0.9403,15.9,0
60,1,PID_agressief,160,152.27,0.9403,15.9,7.73,0.589,10.0,-2.962,-0.11,0,-3.072,-4.64,145.19,0.942,16.1,0
60,2,PID_agressief,160,145.19,0.942,16.1,14.81,0.649,10.0,-4.39,-0.11,0,-4.5,-9.14,138.05,0.9437,16.0,0
60,3,PID_agressief,160,138.05,0.9437,16.0,21.95,0.7,10.0,-5.619,-0.11,0,-5.729,-14.87,131.91,0.9454,16.1,0
60,4,PID_agressief,160,131.91,0.9454,16.1,28.09,0.316,10.0,-6.777,-0.11,0,-6.887,-21.76,126.12,0.9472,16.3,0
60,5,PID_agressief,160,126.12,0.9472,16.3,33.88,0.471,10.0,-7.916,-0.11,0,-8.026,-29.78,120.42,0.9489,16.4,0
60,6,PID_agressief,160,120.42,0.9489,16.4,39.58,0.361,10.0,-8.956,-0.11,-10,-19.066,-48.85,115.22,0.9506,16.3,0
60,7,PID_agressief,160,115.22,0.9506,16.3,44.78,0.442,10.0,-9.841,-0.11,-10,-19.951,-68.8,110.79,0.9524,16.4,0
60,8,PID_agressief,160,110.79,0.9524,16.4,49.21,0.581,10.0,-10.654,-0.11,-10,-20.764,-89.56,106.73,0.9541,16.5,1
61,0,random,155,147.11,1.1142,21.2,7.89,-0.135,7.82,-2.901,-0.086,0,-2.987,-2.99,140.5,1.1159,21.3,0
61,1,random,155,140.5,1.1159,21.3,14.5,-0.225,-3.28,-3.93,-0.033,0,-3.963,-6.95,135.35,1.1175,21.3,0
61,2,random,155,135.35,1.1175,21.3,19.65,-0.282,6.02,-5.099,-0.066,0,-5.165,-12.11,129.51,1.1192,21.3,0
61,3,random,155,129.51,1.1192,21.3,25.49,-0.014,7.89,-6.277,-0.087,0,-6.364,-18.48,123.61,1.1209,21.3,0
61,4,random,155,123.61,1.1209,21.3,31.39,0.609,8.04,-7.181,-0.088,-10,-17.269,-35.75,119.1,1.1226,21.3,0
61,5,random,155,119.1,1.1226,21.3,35.9,0.303,5.7,-8.044,-0.063,-10,-18.107,-53.85,114.78,1.1242,21.4,0
61,6,random,155,114.78,1.1242,21.4,40.22,-0.163,-5.25,-8.805,-0.053,-10,-18.858,-72.71,110.97,1.1259,21.4,0
61,7,random,155,110.97,1.1259,21.4,44.03,0.195,4.52,-9.618,-0.05,-10,-19.668,-92.38,106.91,1.1276,21.5,1
62,0,expert,150,140.67,0.8237,20.8,9.33,0.403,5.0,-3.023,-0.055,0,-3.078,-3.08,134.89,0.8255,20.9,0
62,1,expert,150,134.89,0.8255,20.9,15.11,0.294,5.0,-4.126,-0.055,0,-4.181,-7.26,129.37,0.8272,21.0,0
62,2,expert,150,129.37,0.8272,21.0,20.63,-0.558,5.0,-5.29,-0.055,0,-5.345,-12.6,123.55,0.829,21.2,0
62,3,expert,150,123.55,0.829,21.2,26.45,0.147,5.0,-6.272,-0.055,-10,-16.327,-28.93,118.64,0.8308,21.3,0
62,4,expert,150,118.64,0.8308,21.3,31.36,0.31,5.0,-7.197,-0.055,-10,-17.252,-46.18,114.02,0.8325,21.4,0
62,5,expert,150,114.02,0.8325,21.4,35.98,0.277,5.0,-8.065,-0.055,-10,-18.12,-64.3,109.68,0.8343,21.4,1
63,0,expert,145,158.75,1.0118,26.4,-13.75,-0.136,-5.0,-1.582,-0.05,0,-1.632,-1.63,152.91,1.0135,26.5,0
63,1,expert,145,152.91,1.0135,26.5,-7.91,0.028,-5.0,-0.54,-0.05,0,-0.59,-2.22,147.7,1.0152,26.6,0
63,2,expert,145,147.7,1.0152,26.6,-2.7,-0.481,-2.85,-0.474,-0.029,0,-0.502,-2.72,142.63,1.0169,26.5,0
63,3,expert,145,142.63,1.0169,26.5,2.37,-0.106,2.34,-1.613,-0.026,0,-1.638,-4.36,136.94,1.0186,26.7,0
63,4,expert,145,136.94,1.0186,26.7,8.06,0.565,5.0,-2.689,-0.055,0,-2.744,-7.11,131.56,1.0203,26.7,0
63,5,expert,145,131.56,1.0203,26.7,13.44,0.758,5.0,-3.561,-0.055,0,-3.616,-10.72,127.2,1.022,26.6,0
63,6,expert,145,127.2,1.022,26.6,17.8,0.634,5.0,-4.387,-0.055,0,-4.442,-15.16,123.07,1.0237,26.6,0
63,7,expert,145,123.07,1.0237,26.6,21.93,0.743,5.0,-5.205,-0.055,-10,-15.26,-30.42,118.97,1.0254,26.5,0
63,8,expert,145,118.97,1.0254,26.5,26.03,0.595,5.0,-6.032,-0.055,-10,-16.087,-46.51,114.84,1.0271,26.4,0
63,9,expert,145,114.84,1.0271,26.4,30.16,-0.276,5.0,-7.02,-0.055,-10,-17.075,-63.59,109.9,1.0288,26.5,1
64,0,expert,145,142.36,0.9864,27.9,2.64,0.157,2.69,-1.612,-0.03,0,-1.641,-1.64,136.94,0.9881,27.9,0
64,1,expert,145,136.94,0.9881,27.9,8.06,0.123,5.0,-2.697,-0.055,0,-2.752,-4.39,131.52,0.9898,27.8,0
64,2,expert,145,131.52,0.9898,27.8,13.48,0.011,5.0,-3.707,-0.055,0,-3.762,-8.16,126.47,0.9915,27.7,0
64,3,expert,145,126.47,0.9915,27.7,18.53,0.519,5.0,-4.618,-0.055,0,-4.673,-12.83,121.91,0.9933,27.5,0
64,4,expert,145,121.91,0.9933,27.5,23.09,0.063,5.0,-5.555,-0.055,-10,-15.61,-28.44,117.23,0.995,27.6,0
64,5,expert,145,117.23,0.995,27.6,27.77,-0.077,5.0,-6.435,-0.055,-10,-16.49,-44.93,112.83,0.9967,27.7,0
64,6,expert,145,112.83,0.9967,27.7,32.17,0.324,5.0,-7.21,-0.055,-10,-17.265,-62.19,108.95,0.9984,27.6,1
65,0,PID_agressief,145,155.61,1.006,17.7,-10.61,0.013,-10.0,-1.149,-0.1,0,-1.249,-1.25,150.74,1.0077,17.7,0
65,1,PID_agressief,145,150.74,1.0077,17.7,-5.74,-0.231,-10.0,-0.139,-0.1,0,-0.139,-1.39,145.7,1.0094,17.7,0
65,2,PID_agressief,145,145.7,1.0094,17.7,-0.7,0.458,-1.39,-0.923,-0.014,0,-0.936,-2.32,140.39,1.0111,17.9,0
65,3,PID_agressief,145,140.39,1.0111,17.9,4.61,-0.448,9.23,-2.34,-0.102,0,-2.442,-4.77,133.3,1.0128,18.0,0
65,4,PID_agressief,145,133.3,1.0128,18.0,11.7,-0.063,10.0,-3.683,-0.11,0,-3.793,-8.56,126.59,1.0145,18.3,0
65,5,PID_agressief,145,126.59,1.0145,18.3,18.41,-0.095,10.0,-4.887,-0.11,0,-4.997,-13.56,120.57,1.0162,18.4,0
65,6,PID_agressief,145,120.57,1.0162,18.4,24.43,0.152,10.0,-6.078,-0.11,-10,-16.188,-29.74,114.61,1.0179,18.4,0
65,7,PID_agressief,145,114.61,1.0179,18.4,30.39,0.256,10.0,-7.021,-0.11,-10,-17.131,-46.87,109.9,1.0196,18.5,1
66,0,PID_conservatief,155,144.25,1.1645,23.3,10.75,-0.136,3.0,-3.326,-0.033,0,-3.359,-3.36,138.37,1.1661,23.2,0
66,1,PID_conservatief,155,138.37,1.1661,23.2,16.63,-0.346,3.0,-4.496,-0.033,0,-4.529,-7.89,132.52,1.1678,23.1,0
66,2,PID_conservatief,155,132.52,1.1678,23.1,22.48,1.246,3.0,-5.25,-0.033,0,-5.283,-13.17,128.75,1.1694,23.1,0
66,3,PID_conservatief,155,128.75,1.1694,23.1,26.25,0.01,3.0,-6.232,-0.033,0,-6.265,-19.44,123.84,1.1711,23.1,0
66,4,PID_conservatief,155,123.84,1.1711,23.1,31.16,0.573,3.0,-7.085,-0.033,-10,-17.118,-36.55,119.57,1.1728,23.1,0
66,5,PID_conservatief,155,119.57,1.1728,23.1,35.43,0.676,3.0,-7.775,-0.033,-10,-17.808,-54.36,116.12,1.1744,23.1,0
66,6,PID_conservatief,155,116.12,1.1744,23.1,38.88,0.114,3.0,-8.591,-0.033,-10,-18.624,-72.99,112.05,1.1761,23.2,0
66,7,PID_conservatief,155,112.05,1.1761,23.2,42.95,0.548,3.0,-9.301,-0.033,-10,-19.334,-92.32,108.5,1.1778,23.1,1
67,0,random,150,150.65,1.1723,19.4,-0.65,0.331,3.59,-0.998,-0.039,0,-1.038,-1.04,145.01,1.1739,19.6,0
67,1,random,150,145.01,1.1739,19.6,4.99,0.561,-4.0,-1.902,-0.04,0,-1.942,-2.98,140.49,1.1755,19.7,0
67,2,random,150,140.49,1.1755,19.7,9.51,-0.001,9.74,-3.165,-0.107,0,-3.272,-6.25,134.17,1.1772,19.6,0
