tablet_id,deeltjesgrootte_um,vochtgehalte_pct,menguniformiteit_pct,perskracht_kN,voorcompressie_kN,draaisnelheid_RPM,vuldiepte_mm,gewicht_mg,dikte_mm,hardheid_N,brosheid_pct,dissolutie_30min_pct,goedgekeurd
TAB-00501,55.8,2.91,96.2,14.7,3.6,26,12.05,351.3,4.04,89.5,0.408,81.9,1
TAB-00502,40.6,3.61,99.5,13.0,2.8,25,11.61,348.8,4.05,72.6,0.418,94.0,1
TAB-00503,36.1,2.81,99.4,13.9,3.8,32,12.11,350.6,4.11,75.9,0.495,83.6,1
TAB-00504,36.8,3.18,98.2,17.9,2.2,26,11.6,346.2,3.82,95.4,0.376,81.5,1
TAB-00505,56.0,2.6,95.6,12.7,2.4,24,12.77,347.7,4.09,64.9,0.455,86.0,1
TAB-00506,51.4,2.67,97.1,15.9,2.7,47,11.44,349.5,3.94,90.5,0.421,84.3,1
TAB-00507,57.8,2.88,99.7,15.4,3.2,29,10.82,340.5,3.85,71.0,0.407,79.3,1
TAB-00508,56.7,2.6,100.7,14.3,2.9,47,11.35,345.5,3.88,75.3,0.552,89.8,1
TAB-00509,45.8,3.4,97.3,16.3,2.8,54,12.19,349.5,3.94,70.8,0.66,86.8,1
TAB-00510,49.3,2.33,97.5,18.3,3.7,46,11.94,353.1,3.77,96.6,0.421,74.8,0
TAB-00511,44.9,3.05,97.7,14.4,3.8,25,12.38,351.7,4.1,81.5,0.51,83.6,1
TAB-00512,47.9,3.07,98.5,14.5,2.8,43,12.25,350.5,4.05,69.5,0.567,87.4,1
TAB-00513,40.3,2.09,96.8,16.2,2.1,36,11.68,348.8,3.86,74.5,0.42,74.7,0
TAB-00514,53.9,2.78,92.2,16.8,1.9,34,11.76,354.8,3.92,91.8,0.37,81.0,1
TAB-00515,60.8,3.13,100.4,14.7,3.1,33,11.81,350.5,4.02,93.1,0.427,84.0,1
TAB-00516,41.8,3.21,101.6,14.4,3.3,57,12.94,354.0,4.11,68.0,0.64,85.7,1
TAB-00517,62.8,2.9,96.8,10.6,3.0,50,12.35,353.6,4.19,62.8,0.606,92.3,1
TAB-00518,51.1,3.34,95.9,13.4,3.0,25,12.95,350.7,4.13,82.6,0.444,86.8,1
TAB-00519,52.4,2.95,97.7,12.7,2.6,39,12.42,352.1,4.11,59.3,0.529,94.6,1
TAB-00520,33.0,3.01,97.6,16.4,3.3,33,11.97,355.8,3.97,84.0,0.428,83.8,1
TAB-00521,31.9,3.13,100.0,14.5,3.8,59,11.49,348.2,3.89,62.9,0.657,81.0,1
TAB-00522,51.4,3.46,98.1,14.4,1.9,59,12.1,351.8,4.04,63.2,0.605,85.0,1
TAB-00523,57.9,2.66,96.4,15.0,3.0,33,11.97,349.2,3.99,93.8,0.487,87.0,1
TAB-00524,43.3,2.76,95.4,13.3,2.5,34,11.95,348.1,4.13,73.1,0.515,90.3,1
TAB-00525,66.7,2.67,99.7,18.1,2.3,44,11.9,349.8,3.85,101.8,0.357,74.5,0
TAB-00526,57.3,2.83,99.2,17.6,2.4,39,10.97,346.9,3.79,94.2,0.45,81.8,1
TAB-00527,40.9,3.71,100.1,18.2,3.2,29,12.63,353.6,3.87,88.6,0.28,81.0,1
TAB-00528,50.3,3.29,96.1,16.4,3.2,46,11.97,343.0,3.87,87.3,0.474,77.3,1
TAB-00529,74.8,2.43,101.7,14.9,3.7,33,11.29,346.7,3.92,97.2,0.463,83.5,1
TAB-00530,37.6,2.7,94.5,18.2,3.0,46,12.24,357.0,3.9,94.9,0.451,76.6,1
TAB-00531,55.3,3.19,99.4,13.6,2.1,35,11.57,347.1,4.06,75.4,0.425,88.7,1
TAB-00532,46.8,2.55,94.2,13.3,2.9,48,12.28,346.1,4.09,64.1,0.496,83.0,1
TAB-00533,57.1,2.64,96.4,13.8,2.3,47,12.44,353.5,4.06,77.3,0.409,84.4,1
TAB-00534,62.7,3.67,101.1,16.0,2.4,40,12.51,359.1,3.95,89.8,0.447,83.7,1
TAB-00535,46.1,2.69,99.7,13.5,3.3,48,11.92,350.6,4.06,73.3,0.585,85.3,1
TAB-00536,61.2,3.48,96.9,14.7,3.1,38,11.79,355.1,4.0,70.0,0.494,86.1,1
TAB-00537,72.2,3.63,97.0,11.8,3.3,25,11.69,352.1,4.2,78.7,0.527,94.0,1
TAB-00538,50.7,2.63,98.2,16.0,2.8,27,11.64,349.6,3.92,85.5,0.4,82.9,1
TAB-00539,57.8,2.56,99.0,12.0,3.4,30,11.99,347.5,4.18,74.4,0.489,95.4,1
TAB-00540,44.1,2.86,100.5,13.1,2.8,23,11.9,350.1,4.04,79.8,0.494,90.6,1
TAB-00541,50.2,2.46,97.1,17.4,3.6,48,11.59,346.8,3.84,98.9,0.456,82.5,1
TAB-00542,48.2,3.06,94.8,17.4,3.2,35,11.43,347.1,3.83,84.1,0.475,78.9,1
TAB-00543,58.0,2.9,98.3,15.7,2.9,24,11.95,348.8,3.95,91.1,0.275,80.6,1
TAB-00544,62.0,3.18,97.1,15.6,3.1,53,11.78,350.0,3.95,80.9,0.618,87.4,1
TAB-00545,48.9,3.7,95.4,13.9,3.0,47,11.43,344.7,4.0,76.0,0.528,89.1,1
TAB-00546,65.3,3.41,98.6,13.5,3.8,38,12.42,355.3,4.14,77.8,0.488,92.3,1
TAB-00547,65.3,3.24,97.6,14.3,3.1,30,12.89,352.3,4.18,88.7,0.441,85.3,1
TAB-00548,58.5,2.02,98.6,12.0,3.0,26,12.48,349.7,4.09,78.3,0.496,90.5,1
TAB-00549,44.8,3.22,96.2,15.5,2.9,38,11.64,349.6,3.99,80.3,0.448,83.9,1
TAB-00550,43.9,3.86,99.0,15.1,3.4,55,11.97,348.8,3.91,72.1,0.585,85.7,1
TAB-00551,41.9,1.49,95.4,13.1,3.4,28,12.77,344.9,4.19,88.6,0.352,82.7,1
TAB-00552,59.5,3.34,96.3,18.1,2.9,43,11.41,346.6,3.9,88.3,0.481,81.7,1
TAB-00553,37.9,2.92,97.5,16.2,2.4,58,12.39,347.5,3.98,81.9,0.601,84.0,1
TAB-00554,56.8,2.58,101.5,16.4,2.5,45,11.28,347.7,3.87,84.7,0.564,80.2,1
TAB-00555,39.2,3.4,99.6,14.0,2.9,38,12.84,351.6,4.12,67.3,0.648,88.6,1
TAB-00556,58.2,3.85,100.2,15.0,3.7,49,11.78,355.1,4.01,81.2,0.619,89.0,1
TAB-00557,50.2,3.39,100.8,16.3,2.9,53,13.11,356.3,4.07,75.8,0.577,85.9,1
TAB-00558,63.3,2.81,105.2,15.3,2.7,44,12.86,354.1,4.04,85.3,0.442,87.5,1
TAB-00559,61.4,2.53,98.1,18.2,2.1,55,11.95,342.8,3.83,92.0,0.582,83.2,1
TAB-00560,64.4,3.07,100.8,14.6,3.8,41,11.64,348.8,3.93,70.0,0.525,85.4,1
TAB-00561,64.6,3.44,100.0,14.0,3.3,53,12.1,351.1,4.05,74.7,0.594,93.4,1
TAB-00562,51.4,2.81,100.0,16.3,3.4,58,11.91,345.3,3.91,83.6,0.575,82.3,1
TAB-00563,38.4,2.85,101.5,12.5,3.5,40,11.8,349.0,4.11,57.2,0.512,85.8,1
TAB-00564,39.5,4.41,97.2,16.8,2.9,44,11.17,347.5,3.79,75.2,0.438,83.1,1
TAB-00565,29.1,3.54,97.0,12.4,3.0,44,11.74,349.1,4.09,49.9,0.629,92.2,0
TAB-00566,39.2,3.58,98.6,16.3,3.7,51,11.44,348.5,3.88,83.1,0.627,85.8,1
TAB-00567,50.7,2.27,97.6,13.7,3.1,53,12.28,348.5,4.1,80.5,0.582,82.4,1
TAB-00568,44.4,2.65,98.6,16.0,3.3,21,12.5,352.5,4.02,95.9,0.368,79.5,1
TAB-00569,48.2,3.04,101.1,16.8,3.4,49,12.37,351.7,3.94,91.5,0.513,79.8,1
TAB-00570,54.9,2.5,97.0,15.3,3.3,51,12.17,351.3,3.96,79.7,0.534,80.5,1
TAB-00571,47.0,3.8,97.4,12.6,2.9,48,11.57,347.9,4.08,63.6,0.635,86.4,1
TAB-00572,38.8,3.71,98.3,13.2,3.0,49,12.1,348.7,4.09,62.6,0.611,83.5,1
TAB-00573,49.5,2.73,97.5,13.5,3.4,22,12.4,349.3,4.16,81.1,0.425,85.9,1
TAB-00574,41.0,3.89,94.2,11.2,3.4,38,11.71,354.6,4.22,61.1,0.687,95.6,1
TAB-00575,47.3,3.0,96.8,17.3,3.6,53,12.06,353.2,3.82,94.0,0.542,82.3,1
TAB-00576,63.4,4.29,99.4,15.2,3.3,57,11.93,355.9,4.01,70.7,0.652,85.0,1
TAB-00577,47.3,3.07,100.9,12.7,3.3,29,12.83,358.1,4.24,64.5,0.528,85.6,1
TAB-00578,67.7,3.29,95.7,17.9,2.8,43,12.43,351.3,3.83,94.3,0.505,79.3,1
TAB-00579,64.3,3.7,95.7,13.6,2.7,52,12.3,353.8,4.13,67.0,0.671,90.6,1
TAB-00580,44.2,3.64,98.1,15.5,3.4,50,11.14,347.2,3.93,77.3,0.535,88.7,1
TAB-00581,38.9,3.26,93.8,13.3,2.7,45,12.09,352.9,4.04,70.4,0.546,90.7,1
TAB-00582,49.5,2.93,97.1,11.0,3.0,21,11.92,348.6,4.18,56.2,0.44,91.7,1
TAB-00583,61.5,3.26,94.5,12.3,3.7,49,11.92,350.4,4.14,62.7,0.651,92.9,1
TAB-00584,45.1,2.59,100.7,14.1,3.6,51,11.22,345.5,4.0,69.7,0.588,82.8,1
TAB-00585,59.1,3.08,96.5,16.8,3.2,49,11.46,349.0,3.81,94.3,0.449,82.3,1
TAB-00586,62.1,2.45,101.3,15.7,2.9,51,11.97,350.7,4.02,84.1,0.531,82.4,1
TAB-00587,42.3,2.11,100.2,15.3,2.9,37,12.56,351.3,3.94,82.4,0.505,85.6,1
TAB-00588,43.2,3.03,96.7,11.0,3.4,60,11.7,348.9,4.24,56.1,0.669,94.3,1
TAB-00589,57.1,3.63,95.9,17.5,3.0,51,11.8,350.9,3.88,84.7,0.551,79.9,1
TAB-00590,51.5,3.46,97.6,15.4,2.7,43,12.89,360.3,4.04,78.6,0.566,83.3,1
TAB-00591,43.1,2.96,97.8,14.8,3.6,57,11.85,344.0,4.04,82.7,0.524,84.0,1
TAB-00592,46.5,3.87,98.7,17.3,3.1,56,11.94,348.5,3.83,90.5,0.588,78.2,1
TAB-00593,49.3,2.72,96.4,17.5,2.7,53,11.94,351.2,3.88,87.4,0.562,78.4,1
TAB-00594,34.4,2.04,99.5,17.3,3.2,43,11.33,345.5,3.83,92.0,0.389,76.3,1
TAB-00595,57.7,1.91,98.5,14.5,3.5,41,12.29,350.0,4.07,82.1,0.502,84.5,1
TAB-00596,45.2,2.41,97.3,13.0,2.5,33,11.67,349.2,4.03,63.4,0.478,88.8,1
TAB-00597,22.2,3.41,96.6,17.0,2.9,30,11.98,351.4,3.87,90.3,0.397,81.2,1
TAB-00598,49.8,2.68,97.6,12.3,2.9,40,12.22,348.8,4.17,79.6,0.536,84.6,1
TAB-00599,42.6,3.23,96.4,18.9,3.2,43,12.97,357.2,3.87,94.1,0.423,73.9,0
TAB-00600,66.9,3.82,98.1,15.1,3.3,30,11.34,348.4,3.94,79.2,0.445,86.4,1
TAB-00601,44.1,2.45,98.2,12.9,2.7,57,12.43,349.7,4.12,64.0,0.587,89.3,1
TAB-00602,39.0,3.24,98.5,12.5,2.3,42,12.43,354.7,4.22,62.5,0.576,92.0,1
TAB-00603,55.1,3.27,101.5,12.4,3.5,41,11.68,350.9,4.17,61.9,0.562,90.4,1
TAB-00604,43.4,2.57,97.7,15.3,2.4,37,12.3,351.3,4.0,79.6,0.447,89.9,1
TAB-00605,42.2,3.68,100.0,15.0,3.1,22,12.82,360.6,4.13,85.6,0.457,91.4,1
TAB-00606,55.1,2.86,98.5,12.5,2.9,55,11.62,351.8,4.07,65.3,0.645,93.5,1
TAB-00607,39.6,2.81,97.5,14.3,3.1,33,12.12,353.2,4.0,84.0,0.411,87.4,1
TAB-00608,35.4,4.06,97.8,12.3,3.8,46,12.2,360.8,4.14,59.9,0.623,94.3,1
TAB-00609,67.3,3.26,97.9,16.2,4.5,44,12.27,351.4,3.97,84.3,0.412,85.4,1
TAB-00610,55.8,3.46,98.6,14.9,2.2,43,12.38,351.5,3.95,72.8,0.534,81.5,1
TAB-00611,47.4,3.68,96.1,14.2,3.5,41,12.08,354.4,4.08,74.2,0.562,85.3,1
TAB-00612,50.0,2.67,95.1,12.4,2.9,27,12.26,349.9,4.16,66.8,0.5,88.5,1
TAB-00613,55.1,3.62,99.3,14.4,3.5,31,11.54,349.0,4.03,72.3,0.507,88.7,1
TAB-00614,59.7,2.75,99.8,14.2,3.5,41,12.08,347.0,4.08,73.8,0.536,86.0,1
TAB-00615,42.4,2.73,99.5,15.6,3.7,52,11.76,350.1,3.95,83.5,0.535,83.4,1
TAB-00616,53.7,2.86,98.3,15.3,3.1,37,11.39,342.2,3.9,82.4,0.439,77.8,1
TAB-00617,44.9,2.69,99.5,16.6,2.6,28,11.75,347.8,3.97,97.0,0.338,82.2,1
TAB-00618,48.1,3.41,99.4,14.0,3.5,24,12.13,351.4,4.17,74.1,0.444,88.3,1
TAB-00619,51.6,3.13,99.6,11.3,3.1,47,12.22,350.0,4.19,46.9,0.575,92.4,0
TAB-00620,49.9,2.75,96.3,17.0,2.9,37,11.37,341.1,3.89,91.2,0.427,83.1,1
TAB-00621,57.4,3.34,95.8,13.1,2.8,25,11.53,343.0,4.01,82.7,0.455,87.0,1
TAB-00622,54.9,2.86,97.2,12.8,3.5,47,12.36,349.3,4.12,69.7,0.593,88.5,1
TAB-00623,34.9,2.84,98.0,14.9,3.8,28,12.25,352.6,4.01,75.6,0.437,84.8,1
TAB-00624,36.4,3.02,97.5,15.6,2.4,40,12.44,353.1,4.05,70.8,0.513,80.6,1
TAB-00625,46.3,3.23,94.2,13.9,3.3,32,12.68,353.8,4.07,81.7,0.516,81.6,1
TAB-00626,68.3,3.19,101.4,13.9,2.8,57,12.27,349.1,4.16,67.7,0.609,85.2,1
TAB-00627,41.5,2.82,97.5,14.2,2.3,29,11.79,349.6,4.07,84.8,0.446,85.4,1
TAB-00628,47.9,3.42,98.3,17.8,3.1,37,12.06,345.7,3.9,96.0,0.474,79.8,1
TAB-00629,44.6,2.89,100.5,15.0,2.6,58,12.83,346.7,4.07,69.3,0.709,84.4,1
TAB-00630,44.5,2.67,93.3,13.1,2.2,33,13.38,355.5,4.28,77.3,0.437,85.6,1
TAB-00631,51.8,2.27,97.0,13.1,2.6,46,12.23,348.1,3.97,67.3,0.533,82.8,1
TAB-00632,64.0,3.49,97.2,14.5,2.5,33,12.27,355.4,4.07,71.8,0.438,88.6,1
TAB-00633,54.6,3.01,97.3,15.5,2.7,24,12.36,352.3,4.02,83.0,0.412,83.8,1
TAB-00634,42.0,3.11,97.7,16.0,2.3,45,12.01,355.2,3.86,83.7,0.478,84.9,1
TAB-00635,77.5,3.52,100.9,15.2,2.8,57,12.58,352.3,4.07,84.4,0.598,85.2,1
TAB-00636,50.8,2.76,99.3,13.3,2.6,38,12.5,353.5,4.16,70.8,0.52,81.6,1
TAB-00637,44.2,2.31,99.9,14.2,3.2,45,12.18,348.8,3.97,67.6,0.483,76.5,1
TAB-00638,64.1,3.03,98.1,16.5,3.3,44,11.84,353.4,3.85,81.5,0.405,81.7,1
TAB-00639,45.3,3.15,95.2,12.7,3.1,37,11.24,345.9,4.14,62.8,0.608,90.2,1
TAB-00640,66.6,2.87,93.8,14.1,2.9,45,12.37,354.1,4.07,71.2,0.577,86.6,1
TAB-00641,41.3,3.74,94.9,16.2,2.9,30,12.11,348.8,4.0,84.5,0.458,82.7,1
TAB-00642,64.3,1.76,98.7,16.8,2.6,35,11.63,344.4,3.93,108.1,0.334,73.7,0
TAB-00643,52.0,3.56,98.1,14.6,2.6,38,11.44,348.0,3.98,79.5,0.528,81.9,1
TAB-00644,62.9,3.4,97.6,14.2,3.4,55,12.33,356.2,4.13,67.2,0.627,89.6,1
TAB-00645,69.0,3.23,97.3,12.4,2.1,34,11.2,339.9,3.95,66.0,0.572,91.2,1
TAB-00646,38.7,1.33,102.0,16.1,3.0,45,12.15,346.4,3.95,87.1,0.466,76.2,1
TAB-00647,62.8,3.64,96.4,17.6,2.8,29,12.42,352.3,3.76,97.6,0.475,77.7,1
TAB-00648,35.9,2.49,99.9,20.1,3.3,30,12.27,344.1,3.68,116.8,0.235,69.6,0
TAB-00649,39.5,2.75,98.0,15.8,2.3,46,11.8,347.1,3.91,77.5,0.486,82.3,1
TAB-00650,42.0,2.91,97.9,14.9,3.0,50,11.38,342.1,3.91,82.9,0.6,85.4,1
TAB-00651,55.0,3.2,100.4,13.2,3.2,38,12.29,344.9,4.12,82.1,0.493,89.0,1
TAB-00652,50.3,3.32,100.9,11.2,2.0,33,12.6,352.9,4.25,58.0,0.619,97.6,1
TAB-00653,48.3,3.45,97.5,15.4,2.5,56,11.71,348.6,3.96,71.3,0.688,83.8,1
TAB-00654,51.5,3.41,99.6,19.7,3.0,25,12.25,351.3,3.8,104.2,0.413,80.8,1
TAB-00655,55.9,3.13,98.7,17.5,3.3,49,12.79,355.0,3.97,91.4,0.533,81.2,1
TAB-00656,56.7,3.21,98.0,17.2,3.1,48,12.17,348.6,3.86,87.6,0.481,81.8,1
TAB-00657,60.9,2.45,98.4,15.5,3.3,48,11.8,353.3,3.92,90.1,0.515,85.7,1
TAB-00658,68.2,2.62,96.6,15.7,2.5,57,12.52,351.8,4.01,75.1,0.487,81.5,1
TAB-00659,49.8,3.45,97.4,10.2,2.2,49,11.63,352.9,4.2,46.5,0.626,95.0,0
TAB-00660,44.8,3.42,96.8,16.5,3.0,32,11.35,342.6,3.8,88.6,0.415,79.3,1
TAB-00661,56.1,3.36,99.8,13.8,2.4,34,12.41,350.3,4.15,78.5,0.515,91.5,1
TAB-00662,38.6,2.74,97.8,13.6,2.6,36,11.8,350.5,4.09,83.4,0.474,87.5,1
TAB-00663,43.2,3.46,95.4,14.4,3.5,21,11.84,349.4,3.97,73.3,0.455,90.6,1
TAB-00664,60.0,2.42,96.6,14.3,3.1,57,11.69,344.1,3.99,73.3,0.612,85.8,1
TAB-00665,48.8,3.54,91.6,13.6,2.7,23,11.76,344.4,4.15,63.1,0.435,92.7,1
TAB-00666,37.9,2.87,97.0,15.0,2.7,48,12.7,355.4,4.08,69.7,0.54,81.7,1
TAB-00667,35.1,3.84,98.1,13.9,3.3,49,12.83,357.8,4.16,56.2,0.59,92.0,1
TAB-00668,50.5,2.24,97.7,15.2,3.1,54,12.9,353.7,4.05,78.4,0.536,81.1,1
TAB-00669,61.4,3.88,102.0,12.0,2.4,42,12.55,353.0,4.19,60.0,0.649,94.2,1
TAB-00670,61.3,2.82,99.1,14.6,2.0,49,12.23,347.5,4.12,78.7,0.591,88.1,1
TAB-00671,51.1,2.81,99.1,12.8,3.9,32,11.28,345.9,4.04,73.0,0.528,95.9,1
TAB-00672,70.1,3.1,94.7,13.7,2.4,50,11.91,345.8,4.05,75.3,0.6,91.3,1
TAB-00673,49.0,2.65,97.3,15.3,3.3,34,13.08,352.4,4.09,85.9,0.375,86.1,1
TAB-00674,48.6,2.96,97.0,11.8,3.8,56,11.78,352.6,4.27,55.4,0.589,89.6,1
TAB-00675,24.3,2.63,96.4,13.4,3.1,27,12.76,347.5,4.16,64.2,0.406,86.4,1
TAB-00676,45.5,2.65,96.4,16.1,2.7,33,12.03,351.5,3.9,91.1,0.441,81.2,1
TAB-00677,58.5,3.24,94.4,12.2,2.3,40,10.66,348.3,3.97,73.2,0.504,96.0,1
TAB-00678,65.6,2.55,95.4,18.6,2.3,51,12.32,353.1,3.89,111.1,0.478,76.9,1
TAB-00679,41.7,2.62,99.7,17.4,3.2,50,12.63,353.6,3.87,94.4,0.496,82.6,1
TAB-00680,54.6,2.31,97.7,14.0,3.7,28,11.98,347.1,4.07,91.6,0.331,81.2,1
TAB-00681,60.5,2.75,97.0,13.4,2.8,26,12.62,350.6,4.1,81.7,0.393,92.1,1
TAB-00682,50.1,3.66,98.0,15.4,2.7,32,11.17,340.4,3.8,82.1,0.538,83.6,1
TAB-00683,27.2,2.58,100.3,12.1,3.3,39,11.31,345.8,4.03,64.5,0.568,90.9,1
TAB-00684,52.5,2.63,98.0,11.0,2.7,42,12.1,348.6,4.21,60.6,0.527,89.4,1
TAB-00685,57.6,3.1,99.1,14.1,3.1,37,12.24,349.3,4.14,80.6,0.457,89.4,1
TAB-00686,40.5,2.81,96.3,14.7,3.0,47,12.68,353.0,4.13,73.2,0.406,81.6,1
TAB-00687,47.5,4.11,96.8,15.2,2.8,37,12.32,354.0,4.01,74.6,0.611,90.9,1
TAB-00688,38.4,2.92,98.7,13.8,3.0,58,11.4,344.9,4.05,60.7,0.612,89.2,1
TAB-00689,24.3,3.17,101.8,17.5,3.9,30,12.11,355.7,3.87,93.8,0.504,77.3,1
TAB-00690,60.3,3.47,100.9,12.0,3.3,45,12.3,354.6,4.11,59.0,0.599,94.6,1
TAB-00691,50.0,3.46,99.2,12.7,3.5,44,11.06,348.9,4.02,66.2,0.605,93.8,1
TAB-00692,66.0,3.12,98.3,16.0,2.5,31,11.98,349.8,3.87,91.7,0.487,81.4,1
TAB-00693,58.6,2.92,100.8,12.7,3.5,36,11.83,350.5,4.14,75.6,0.607,86.7,1
TAB-00694,46.5,4.01,99.6,12.6,3.3,35,11.67,347.7,4.13,68.3,0.597,89.4,1
TAB-00695,49.2,2.95,93.4,15.2,2.3,27,12.25,353.1,3.97,82.7,0.427,80.7,1
TAB-00696,55.7,2.78,95.9,12.9,3.3,39,11.43,346.1,4.06,74.9,0.528,85.6,1
TAB-00697,59.7,2.68,98.7,14.7,2.7,35,12.21,347.3,4.04,80.6,0.414,87.8,1
TAB-00698,53.2,2.14,94.4,13.6,2.2,27,12.28,349.6,4.14,70.4,0.401,87.0,1
TAB-00699,61.1,3.41,96.2,13.3,3.1,38,12.54,352.7,4.08,74.9,0.548,85.1,1
TAB-00700,47.0,1.83,96.6,10.8,3.3,37,11.44,351.8,4.18,67.2,0.579,88.2,1
TAB-00701,40.0,3.0,97.5,15.3,3.1,25,11.25,347.5,3.84,89.1,0.399,80.5,1
TAB-00702,49.4,2.9,97.4,12.5,2.9,25,12.14,355.2,4.18,72.1,0.524,92.2,1
TAB-00703,52.1,4.12,97.4,14.7,2.8,46,11.86,354.9,4.06,63.0,0.588,87.8,1
TAB-00704,38.0,2.08,99.7,14.0,4.2,48,13.45,355.5,4.16,76.6,0.578,79.1,1
TAB-00705,36.6,2.55,97.5,14.6,2.4,58,12.23,348.9,4.1,75.5,0.608,84.3,1
TAB-00706,54.5,2.93,97.2,14.7,3.4,23,12.03,344.8,3.94,87.9,0.45,87.4,1
TAB-00707,45.9,2.9,95.3,15.4,3.0,25,11.91,346.8,4.03,85.5,0.46,80.9,1
TAB-00708,48.3,2.73,100.0,13.5,2.6,22,11.39,348.4,4.08,70.0,0.467,86.2,1
TAB-00709,46.4,2.96,96.7,17.5,3.0,41,12.28,350.4,3.92,86.3,0.508,77.0,1
TAB-00710,65.2,2.37,95.8,11.3,2.3,45,11.96,349.7,4.17,67.2,0.674,95.0,1
TAB-00711,62.6,3.18,98.4,14.5,2.7,36,11.96,344.1,4.03,71.6,0.58,85.8,1
TAB-00712,37.6,1.84,96.5,16.7,3.0,52,12.05,349.3,3.89,86.5,0.491,75.4,1
TAB-00713,44.7,2.99,96.9,16.0,2.2,47,12.11,353.8,4.09,80.2,0.496,82.6,1
TAB-00714,58.5,2.7,98.5,13.1,3.3,59,11.13,339.7,3.98,73.9,0.639,87.8,1
TAB-00715,56.0,3.51,97.3,13.4,2.5,26,12.42,354.2,4.19,77.0,0.389,92.1,1
TAB-00716,49.6,3.88,102.6,13.0,2.3,22,11.58,353.7,4.02,74.1,0.537,95.3,1
TAB-00717,38.6,2.83,97.9,16.2,2.5,31,11.93,354.4,4.01,87.7,0.37,85.2,1
TAB-00718,43.2,3.7,99.2,13.5,4.1,21,12.64,353.1,4.24,71.5,0.524,88.6,1
TAB-00719,44.8,2.84,94.1,15.5,2.0,57,12.89,356.5,4.08,72.1,0.667,84.2,1
TAB-00720,52.8,2.52,96.3,15.5,3.2,32,11.15,349.1,3.9,83.7,0.354,87.1,1
TAB-00721,67.0,3.87,95.8,19.7,2.6,42,12.02,353.0,3.72,104.3,0.457,83.6,1
TAB-00722,43.1,3.26,96.1,15.6,2.8,33,12.14,355.1,3.93,78.8,0.411,81.6,1
TAB-00723,39.7,3.0,98.8,13.4,3.3,30,11.25,346.1,4.02,71.5,0.395,89.5,1
TAB-00724,48.9,3.34,100.1,12.1,3.3,26,12.4,353.9,4.26,68.3,0.501,93.1,1
TAB-00725,60.3,3.14,98.7,14.4,2.7,33,12.06,348.7,4.01,88.3,0.514,89.8,1
TAB-00726,35.5,2.97,97.5,14.8,2.3,45,12.1,349.9,4.13,76.6,0.564,88.4,1
TAB-00727,64.5,2.34,96.7,10.6,3.3,59,11.54,347.7,4.14,55.2,0.657,89.5,1
TAB-00728,48.3,2.86,100.2,13.6,3.3,42,12.21,348.7,4.1,73.8,0.45,85.3,1
TAB-00729,42.7,3.31,102.1,15.6,2.9,41,12.42,352.0,4.02,87.5,0.516,87.1,1
TAB-00730,34.0,2.94,98.3,13.9,3.2,21,12.06,352.5,4.05,80.9,0.351,86.6,1
TAB-00731,57.1,3.45,99.9,16.9,2.8,54,11.74,355.8,3.78,76.3,0.48,76.2,1
TAB-00732,48.3,3.19,98.7,11.9,2.6,22,11.78,343.1,4.1,63.2,0.431,86.7,1
TAB-00733,51.7,2.56,99.5,16.4,3.0,56,12.11,355.6,3.95,79.5,0.585,83.0,1
TAB-00734,41.0,2.34,95.7,16.8,3.3,42,12.02,348.0,3.91,97.9,0.465,81.4,1
TAB-00735,46.8,2.92,97.0,16.9,3.2,27,12.45,355.0,3.98,99.9,0.408,76.7,1
TAB-00736,45.1,2.74,98.8,11.9,3.3,38,11.76,351.8,4.17,62.6,0.497,93.5,1
TAB-00737,49.0,3.17,100.4,15.6,2.6,60,11.39,352.0,3.9,72.2,0.575,83.6,1
TAB-00738,43.3,2.64,96.4,13.7,3.8,32,12.18,348.0,4.04,77.9,0.401,83.2,1
TAB-00739,34.7,2.69,93.9,12.2,2.8,31,11.76,347.5,4.19,67.2,0.563,87.3,1
TAB-00740,77.3,3.53,97.0,14.2,2.9,25,12.39,352.9,4.01,78.3,0.576,85.9,1
TAB-00741,36.4,3.07,100.0,13.2,2.3,44,12.0,349.1,4.06,64.1,0.587,86.3,1
TAB-00742,51.8,2.65,94.8,16.8,2.9,24,12.33,354.9,3.9,88.8,0.4,74.7,0
TAB-00743,32.3,3.01,95.6,16.0,3.3,51,11.49,347.3,3.94,85.2,0.525,81.9,1
TAB-00744,30.0,3.69,98.3,12.7,3.4,57,12.07,346.9,4.19,48.0,0.583,92.4,0
TAB-00745,51.0,3.15,97.8,13.6,3.8,57,11.65,346.6,4.03,59.7,0.58,84.3,1
TAB-00746,51.7,3.3,99.2,14.2,3.3,24,11.39,342.8,3.99,82.5,0.428,87.6,1
TAB-00747,62.6,2.62,95.5,14.9,3.1,42,11.57,346.4,3.99,77.1,0.476,82.4,1
TAB-00748,54.0,3.51,97.4,17.0,2.8,24,11.73,351.7,3.96,90.2,0.374,84.7,1
TAB-00749,48.5,4.16,100.4,16.4,2.7,43,12.62,353.5,3.9,79.6,0.547,78.7,1
TAB-00750,40.5,2.6,95.6,15.1,3.5,53,11.71,346.6,4.0,81.2,0.499,85.3,1
TAB-00751,65.0,2.41,101.0,14.5,3.5,42,11.36,344.8,3.98,82.7,0.597,79.6,1
TAB-00752,59.3,3.09,95.9,11.5,2.5,55,12.07,350.9,4.17,67.0,0.581,92.2,1
