sample_id,plant,temperatuur_C,druk_bar,debiet_kgh,katalysator_kgh,voeding_conc_molL,conversie,selectiviteit,opbrengst_pct,energie_kWh,heeft_label
Plant_A-00506,Plant_A,184.7,9.85,118.1,3.7,1.247,0.8398,0.888,74.57,65.3,1
Plant_A-00507,Plant_A,175.3,3.02,61.3,0.98,1.371,0.7174,0.8406,60.31,55.8,1
Plant_A-00508,Plant_A,141.2,1.82,94.3,3.98,0.67,0.6041,0.887,53.58,58.4,1
Plant_A-00509,Plant_A,152.6,3.65,51.0,0.98,0.762,0.6716,0.82,55.07,49.9,1
Plant_A-00510,Plant_A,170.5,4.56,127.8,1.29,1.408,0.7043,0.8441,59.45,65.7,1
Plant_A-00511,Plant_A,168.1,5.95,142.3,2.24,0.949,0.6768,0.8691,58.82,70.4,1
Plant_A-00512,Plant_A,184.4,6.13,112.9,4.82,0.595,0.7392,0.9266,68.5,63.4,1
Plant_A-00513,Plant_A,150.6,4.34,89.6,3.8,0.74,0.6752,0.8594,58.02,57.5,1
Plant_A-00514,Plant_A,148.7,5.24,77.3,2.55,0.695,0.6745,0.829,55.92,56.0,1
Plant_A-00515,Plant_A,176.4,7.16,72.1,3.29,1.521,0.8525,0.8785,74.89,56.2,1
Plant_A-00516,Plant_A,166.5,1.55,144.4,1.72,1.052,0.656,0.8953,58.73,69.6,1
Plant_A-00517,Plant_A,165.4,4.88,143.1,2.42,1.875,0.7222,0.8752,63.2,68.6,1
Plant_A-00518,Plant_A,161.2,3.17,101.6,2.06,1.241,0.7101,0.8619,61.2,61.2,1
Plant_A-00519,Plant_A,145.8,9.25,85.6,4.52,1.453,0.788,0.8912,70.23,56.0,1
Plant_A-00520,Plant_A,153.1,9.46,90.0,4.66,1.758,0.8532,0.8606,73.43,59.4,1
Plant_A-00521,Plant_A,145.9,5.52,135.3,1.48,0.853,0.6128,0.8148,49.93,67.7,1
Plant_A-00522,Plant_A,194.5,8.27,134.4,1.14,1.266,0.7665,0.8414,64.49,68.5,1
Plant_A-00523,Plant_A,181.1,9.47,91.4,1.42,1.999,0.8519,0.8328,70.94,61.4,1
Plant_A-00524,Plant_A,184.4,3.89,122.8,4.82,1.27,0.7606,0.9462,71.96,68.9,1
Plant_A-00525,Plant_A,163.4,1.41,78.9,1.48,1.528,0.691,0.8671,59.92,55.9,1
Plant_A-00526,Plant_A,143.4,4.34,96.1,3.18,1.063,0.6595,0.8734,57.6,58.5,1
Plant_A-00527,Plant_A,185.2,9.32,63.7,1.79,1.493,0.814,0.8533,69.46,52.9,1
Plant_A-00528,Plant_A,165.5,7.55,90.0,3.53,1.993,0.8416,0.8884,74.77,59.8,1
Plant_A-00529,Plant_A,157.3,6.48,66.1,4.46,0.652,0.7185,0.9196,66.07,54.4,1
Plant_A-00530,Plant_A,173.9,1.54,134.7,3.88,0.686,0.6247,0.9436,58.94,67.2,1
Plant_A-00531,Plant_A,156.1,8.91,104.7,1.91,1.648,0.7612,0.8533,64.95,61.4,1
Plant_A-00532,Plant_A,142.2,1.88,54.1,2.83,0.653,0.6156,0.8669,53.36,52.6,1
Plant_A-00533,Plant_A,141.0,3.32,125.9,1.82,0.534,0.527,0.8502,44.8,67.2,1
Plant_A-00534,Plant_A,154.8,6.99,100.2,4.45,1.808,0.803,0.883,70.91,60.2,1
Plant_A-00535,Plant_A,181.4,5.21,100.5,3.74,0.883,0.6997,0.9035,63.22,61.3,1
Plant_A-00536,Plant_A,145.2,1.26,52.4,2.11,1.576,0.7183,0.8678,62.33,50.8,1
Plant_A-00537,Plant_A,164.4,6.8,88.9,1.94,1.522,0.7728,0.8414,65.02,59.3,1
Plant_A-00538,Plant_A,158.5,9.8,51.2,4.4,1.54,0.849,0.8701,73.87,51.1,1
Plant_A-00539,Plant_A,155.3,7.87,140.8,0.95,1.89,0.6868,0.8272,56.81,68.6,1
Plant_A-00540,Plant_A,188.4,6.16,113.4,3.66,1.071,0.736,0.9259,68.15,66.1,1
Plant_A-00541,Plant_A,156.6,6.74,92.6,4.77,1.247,0.7328,0.9069,66.46,60.4,1
Plant_A-00542,Plant_A,149.7,5.87,93.6,4.5,1.139,0.7172,0.8991,64.48,58.1,1
Plant_A-00543,Plant_A,192.9,9.59,52.1,3.08,1.898,0.9407,0.8974,84.41,52.9,1
Plant_A-00544,Plant_A,141.4,6.42,125.1,1.12,0.756,0.5482,0.8011,43.92,66.9,1
Plant_A-00545,Plant_A,146.3,2.5,92.5,1.76,1.985,0.7164,0.8656,62.02,59.1,1
Plant_A-00546,Plant_A,166.1,8.15,63.9,4.33,1.832,0.8785,0.8522,74.86,53.4,1
Plant_A-00547,Plant_A,169.4,6.87,106.6,2.07,1.125,0.7599,0.8653,65.75,63.1,1
Plant_A-00548,Plant_A,196.0,7.6,146.7,0.56,1.878,0.7887,0.8287,65.36,73.0,1
Plant_A-00549,Plant_A,161.3,8.18,133.7,3.43,1.146,0.7256,0.8506,61.72,68.5,1
Plant_A-00550,Plant_A,157.4,8.11,105.5,3.1,1.055,0.7485,0.8638,64.66,60.3,1
Plant_A-00551,Plant_A,157.7,2.78,70.5,4.41,1.343,0.7397,0.8803,65.12,54.4,1
Plant_A-00552,Plant_A,142.8,7.23,52.9,2.69,1.175,0.7306,0.826,60.35,50.8,1
Plant_A-00553,Plant_A,165.0,2.11,126.5,1.95,1.475,0.7117,0.8681,61.79,66.3,1
Plant_A-00554,Plant_A,166.7,4.47,115.3,1.86,1.433,0.7397,0.8653,64.01,64.7,1
Plant_A-00555,Plant_A,157.8,3.93,143.0,4.35,1.277,0.7026,0.923,64.85,70.3,1
Plant_A-00556,Plant_A,188.8,3.44,92.3,0.98,1.991,0.8242,0.8589,70.79,60.3,1
Plant_A-00557,Plant_A,185.6,1.27,87.8,4.57,1.213,0.7901,0.9522,75.23,59.7,1
Plant_A-00558,Plant_A,188.1,5.8,56.1,2.45,1.645,0.8698,0.8944,77.79,53.6,1
Plant_A-00559,Plant_A,148.0,2.89,137.9,2.11,1.272,0.6216,0.8517,52.94,69.0,1
Plant_A-00560,Plant_A,186.7,7.04,105.0,0.54,0.563,0.6636,0.84,55.74,63.2,1
Plant_A-00561,Plant_A,155.1,5.95,51.5,2.71,0.954,0.7278,0.8575,62.42,51.7,1
Plant_A-00562,Plant_A,187.4,1.15,56.8,0.63,1.107,0.7597,0.8829,67.07,53.3,1
Plant_A-00563,Plant_A,186.7,4.3,68.2,4.46,0.717,0.7657,0.9671,74.05,55.8,1
Plant_A-00564,Plant_A,162.7,2.59,80.3,2.58,1.411,0.7239,0.8568,62.03,57.6,1
Plant_A-00565,Plant_A,187.2,2.61,94.6,3.04,1.76,0.8218,0.9349,76.83,59.2,1
Plant_A-00566,Plant_A,182.3,4.79,116.8,2.67,1.041,0.7459,0.88,65.64,64.5,1
Plant_A-00567,Plant_A,186.1,3.79,132.5,2.58,0.653,0.6948,0.8955,62.22,67.8,1
Plant_A-00568,Plant_A,193.9,4.57,113.7,0.71,0.658,0.6787,0.8383,56.9,64.5,1
Plant_A-00569,Plant_A,173.3,3.34,65.1,2.41,0.868,0.71,0.9006,63.94,54.9,1
Plant_A-00570,Plant_A,189.0,7.39,98.7,4.21,0.807,0.7764,0.9262,71.9,62.1,1
Plant_A-00571,Plant_A,177.0,9.15,131.5,1.11,0.554,0.6838,0.8327,56.94,68.0,1
Plant_A-00572,Plant_A,177.2,8.43,50.9,1.13,1.603,0.8481,0.8572,72.71,52.2,1
Plant_A-00573,Plant_A,140.6,9.21,81.7,3.77,1.236,0.7363,0.8434,62.09,57.6,1
Plant_A-00574,Plant_A,164.4,4.33,126.5,1.85,0.753,0.6402,0.8577,54.91,67.4,1
Plant_A-00575,Plant_A,155.9,7.9,125.2,1.34,1.557,0.7581,0.8396,63.65,67.1,1
Plant_A-00576,Plant_A,157.7,5.86,108.3,4.18,1.077,0.6819,0.8705,59.36,62.3,1
Plant_A-00577,Plant_A,152.8,8.21,52.2,0.88,1.771,0.803,0.8188,65.75,51.2,1
Plant_A-00578,Plant_A,189.0,3.01,78.3,4.74,1.392,0.8049,0.9655,77.71,58.7,1
Plant_A-00579,Plant_A,185.7,2.79,86.6,3.11,1.061,0.7943,0.9092,72.21,58.1,1
Plant_A-00580,Plant_A,140.4,5.89,97.7,1.49,1.895,0.7548,0.8281,62.5,59.3,1
Plant_A-00581,Plant_A,178.8,4.57,56.3,2.57,1.324,0.773,0.8896,68.76,52.2,1
Plant_A-00582,Plant_A,162.4,3.99,127.7,2.05,1.3,0.7129,0.8446,60.21,67.8,1
Plant_A-00583,Plant_A,189.3,9.23,63.6,3.78,0.767,0.8413,0.9144,76.93,53.8,1
Plant_A-00584,Plant_A,161.2,9.6,59.2,1.76,1.757,0.7888,0.8105,63.93,52.3,1
Plant_A-00585,Plant_A,154.4,1.0,118.7,4.45,0.71,0.6105,0.9146,55.83,63.0,1
Plant_A-00586,Plant_A,163.2,2.46,60.9,2.41,1.136,0.724,0.898,65.02,54.4,1
Plant_A-00587,Plant_A,171.4,7.58,72.2,2.74,1.494,0.8236,0.8794,72.43,54.9,1
Plant_A-00588,Plant_A,154.5,9.07,149.8,1.83,0.767,0.6757,0.8359,56.48,69.3,1
Plant_A-00589,Plant_A,172.0,7.08,97.4,1.5,1.8,0.784,0.8368,65.6,60.8,1
Plant_A-00590,Plant_A,161.0,9.57,111.2,0.57,1.657,0.7435,0.8321,61.87,62.7,1
Plant_A-00591,Plant_A,178.9,3.69,51.3,0.65,1.162,0.7953,0.8624,68.58,51.5,1
Plant_A-00592,Plant_A,140.4,3.53,81.9,4.51,0.959,0.665,0.8738,58.11,56.7,1
Plant_A-00593,Plant_A,170.0,3.49,77.8,4.94,1.346,0.812,0.9394,76.28,57.2,1
Plant_A-00594,Plant_A,194.0,6.14,135.0,1.45,1.256,0.7323,0.8731,63.94,70.3,1
Plant_A-00595,Plant_A,162.2,9.56,140.5,1.91,1.403,0.7491,0.8252,61.81,71.4,1
Plant_A-00596,Plant_A,141.1,4.84,142.6,2.88,1.797,0.705,0.8783,61.92,69.3,1
Plant_A-00597,Plant_A,185.5,6.14,143.9,4.32,0.759,0.7047,0.9238,65.1,69.8,1
Plant_A-00598,Plant_A,173.2,5.63,90.4,1.3,0.652,0.6927,0.8371,57.98,60.3,1
Plant_A-00599,Plant_A,167.2,3.07,63.2,1.8,1.231,0.7548,0.8633,65.16,53.0,1
Plant_A-00600,Plant_A,198.9,7.98,56.4,3.5,1.195,0.8698,0.8962,77.96,53.6,1
Plant_A-00601,Plant_A,186.4,1.94,78.1,1.63,0.659,0.6766,0.8817,59.66,58.2,1
Plant_A-00602,Plant_A,147.6,1.98,59.6,1.86,1.847,0.7651,0.8589,65.71,51.6,1
Plant_A-00603,Plant_A,163.0,2.37,120.3,1.39,0.726,0.5624,0.8363,47.04,64.6,1
Plant_A-00604,Plant_A,184.4,7.46,117.2,3.98,1.645,0.8606,0.8995,77.41,65.3,1
Plant_A-00605,Plant_A,193.0,1.68,142.8,1.53,0.863,0.6577,0.9013,59.28,70.7,1
Plant_A-00606,Plant_A,171.0,7.89,54.4,0.75,0.718,0.7206,0.8056,58.05,53.2,1
Plant_A-00607,Plant_A,169.5,1.16,142.9,2.12,1.077,0.5872,0.8684,50.99,71.1,1
Plant_A-00608,Plant_A,158.6,1.48,126.7,4.32,1.157,0.6761,0.9142,61.81,67.0,1
Plant_A-00609,Plant_A,173.3,7.43,121.6,4.24,1.083,0.7579,0.9091,68.9,66.4,1
Plant_A-00610,Plant_A,176.7,2.55,76.5,2.59,1.366,0.7474,0.8905,66.55,57.9,1
Plant_A-00611,Plant_A,191.0,7.52,143.4,2.84,0.776,0.7126,0.8566,61.04,72.3,1
Plant_A-00612,Plant_A,179.0,3.92,143.1,3.41,1.433,0.7209,0.9157,66.01,69.9,1
Plant_A-00613,Plant_A,140.2,5.89,57.3,2.27,1.664,0.7389,0.8349,61.69,50.4,1
Plant_A-00614,Plant_A,176.5,6.43,99.5,0.59,1.048,0.6865,0.8176,56.13,62.2,1
Plant_A-00615,Plant_A,169.7,5.64,65.7,1.09,1.687,0.8005,0.8364,66.95,54.6,1
Plant_A-00616,Plant_A,150.8,1.3,110.3,1.45,1.907,0.6829,0.8446,57.68,63.0,1
Plant_A-00617,Plant_A,184.3,2.11,71.7,4.6,0.673,0.7325,0.9395,68.82,56.0,1
Plant_A-00618,Plant_A,182.3,5.17,77.2,4.45,1.414,0.7993,0.9229,73.77,58.8,1
Plant_A-00619,Plant_A,184.9,3.42,122.0,4.05,1.099,0.7226,0.9378,67.76,67.0,1
Plant_A-00620,Plant_A,161.4,5.31,63.1,1.58,1.329,0.7688,0.8529,65.57,53.4,1
Plant_A-00621,Plant_A,176.5,9.44,101.8,4.84,0.592,0.7634,0.9037,68.99,60.4,1
Plant_A-00622,Plant_A,142.4,1.62,58.3,1.02,1.857,0.7322,0.8321,60.93,52.5,1
Plant_A-00623,Plant_A,195.9,6.55,79.8,2.86,0.644,0.7518,0.9133,68.66,59.0,1
Plant_A-00624,Plant_A,193.9,7.49,126.9,2.82,1.615,0.8475,0.8849,75.0,67.9,1
Plant_A-00625,Plant_A,155.2,9.25,105.7,1.09,0.748,0.681,0.8055,54.85,61.2,1
Plant_A-00626,Plant_A,152.5,7.84,87.8,3.64,1.882,0.7917,0.8702,68.89,56.2,1
Plant_A-00627,Plant_A,199.0,4.54,67.9,0.75,1.226,0.7816,0.8763,68.49,58.4,1
Plant_A-00628,Plant_A,175.8,4.99,83.7,3.83,1.054,0.8001,0.9005,72.05,58.4,1
Plant_A-00629,Plant_A,163.0,7.67,145.8,2.92,1.437,0.7502,0.9036,67.79,71.5,1
Plant_A-00630,Plant_A,161.2,5.93,139.0,1.76,1.394,0.6925,0.8693,60.2,69.3,1
Plant_A-00631,Plant_A,181.5,3.67,112.8,0.88,1.253,0.7212,0.8905,64.22,62.4,1
Plant_A-00632,Plant_A,179.8,4.66,124.8,1.78,1.361,0.7439,0.8554,63.63,66.2,1
Plant_A-00633,Plant_A,170.9,5.46,113.2,2.01,0.902,0.7018,0.8731,61.27,65.2,1
Plant_A-00634,Plant_A,176.9,6.51,56.4,2.32,1.532,0.8641,0.8699,75.17,51.6,1
Plant_A-00635,Plant_A,190.6,7.73,125.7,4.94,1.177,0.8086,0.9405,76.05,67.3,1
Plant_A-00636,Plant_A,141.0,3.4,142.9,3.37,1.969,0.7032,0.8714,61.28,69.0,1
Plant_A-00637,Plant_A,145.1,1.37,67.8,3.7,0.915,0.64,0.9036,57.83,52.5,1
Plant_A-00638,Plant_A,146.1,8.48,142.0,1.68,0.745,0.6351,0.7976,50.66,69.2,1
Plant_A-00639,Plant_A,188.8,9.58,51.6,3.43,0.572,0.8035,0.9038,72.61,53.5,1
Plant_A-00640,Plant_A,189.7,5.28,108.5,2.6,0.86,0.75,0.9003,67.52,63.4,1
Plant_A-00641,Plant_A,186.8,1.82,65.7,1.32,1.07,0.7483,0.9015,67.46,54.7,1
Plant_A-00642,Plant_A,189.5,8.09,131.8,4.45,1.357,0.8092,0.91,73.64,68.8,1
Plant_A-00643,Plant_A,182.2,7.7,63.4,3.66,1.262,0.8275,0.8929,73.89,55.9,1
Plant_A-00644,Plant_A,149.8,5.95,148.1,0.58,0.534,0.521,0.8154,42.48,71.3,1
Plant_A-00645,Plant_A,146.2,4.8,103.8,0.93,1.154,0.6556,0.8185,53.66,62.7,1
Plant_A-00646,Plant_A,155.5,5.0,80.5,2.13,1.206,0.7342,0.8556,62.82,56.6,1
Plant_A-00647,Plant_A,178.3,7.11,135.9,1.38,1.538,0.7816,0.8537,66.72,68.4,1
Plant_A-00648,Plant_A,157.4,7.36,67.5,3.61,1.923,0.868,0.8751,75.96,55.4,1
Plant_A-00649,Plant_A,147.1,5.87,139.1,1.03,1.059,0.5971,0.7983,47.67,69.2,1
Plant_A-00650,Plant_A,144.9,4.87,62.6,3.03,0.995,0.698,0.8327,58.12,53.0,1
Plant_A-00651,Plant_A,164.3,5.65,60.1,0.91,1.039,0.6983,0.8285,57.86,52.7,1
Plant_A-00652,Plant_A,168.9,9.47,125.8,4.51,0.771,0.7319,0.8725,63.86,66.0,1
Plant_A-00653,Plant_A,165.1,9.2,121.6,1.43,0.621,0.6467,0.8228,53.21,65.9,1
Plant_A-00654,Plant_A,145.6,1.36,53.3,2.99,1.095,0.6678,0.88,58.77,50.9,1
Plant_A-00655,Plant_A,178.0,6.5,84.3,1.38,0.594,0.7044,0.8493,59.82,59.2,1
Plant_A-00656,Plant_A,173.8,3.54,133.4,2.63,1.558,0.7243,0.8923,64.62,67.9,1
Plant_A-00657,Plant_A,185.7,5.58,124.2,2.49,1.282,0.8018,0.9149,73.36,68.1,1
Plant_A-00658,Plant_A,155.4,5.42,119.5,3.31,0.529,0.647,0.895,57.9,65.0,1
Plant_A-00659,Plant_A,196.7,4.41,107.0,2.47,1.331,0.7304,0.8962,65.46,64.1,1
Plant_A-00660,Plant_A,143.0,2.91,94.5,4.76,1.372,0.7037,0.9013,63.42,57.4,1
Plant_A-00661,Plant_A,164.7,5.42,113.7,3.66,1.817,0.8049,0.8815,70.95,63.2,1
Plant_A-00662,Plant_A,151.5,2.11,95.6,3.86,1.207,0.6602,0.9091,60.02,59.4,1
Plant_A-00663,Plant_A,154.4,6.37,67.8,4.71,1.487,0.8346,0.9019,75.27,54.5,1
Plant_A-00664,Plant_A,148.6,4.79,75.8,4.03,0.536,0.6818,0.8772,59.81,56.1,1
Plant_A-00665,Plant_A,157.7,4.83,140.5,4.88,0.671,0.6241,0.9325,58.2,69.4,1
Plant_A-00666,Plant_A,152.4,2.74,122.7,2.39,1.731,0.7024,0.8725,61.29,65.3,1
Plant_A-00667,Plant_A,179.9,3.82,145.9,2.77,1.271,0.7129,0.8957,63.86,71.8,1
Plant_A-00668,Plant_A,146.9,1.01,59.1,3.4,1.555,0.7576,0.8896,67.39,52.1,1
Plant_A-00669,Plant_A,175.7,1.3,144.2,3.65,1.544,0.7241,0.9014,65.27,71.0,1
Plant_A-00670,Plant_A,158.0,7.52,132.0,3.0,1.75,0.7525,0.8521,64.12,69.5,1
Plant_A-00671,Plant_A,175.9,5.6,64.4,4.18,1.644,0.8497,0.8836,75.08,53.3,1
Plant_A-00672,Plant_A,175.8,6.61,73.3,2.13,1.002,0.8069,0.8593,69.34,58.2,1
Plant_A-00673,Plant_A,160.7,8.99,67.0,4.55,1.026,0.8048,0.8757,70.48,52.8,1
Plant_A-00674,Plant_A,168.9,4.47,147.4,1.67,0.781,0.6127,0.8607,52.74,71.1,1
Plant_A-00675,Plant_A,186.8,9.19,123.0,1.86,1.99,0.8482,0.861,73.03,65.3,1
Plant_A-00676,Plant_A,189.0,3.56,108.7,2.75,1.727,0.8058,0.8823,71.1,63.4,1
Plant_A-00677,Plant_A,169.0,3.64,81.1,3.81,1.443,0.7772,0.9408,73.12,57.8,1
Plant_A-00678,Plant_A,152.7,3.44,76.6,1.26,0.701,0.6384,0.8726,55.71,54.0,1
Plant_A-00679,Plant_A,183.3,1.28,133.5,4.41,1.974,0.7698,0.9382,72.22,69.6,1
Plant_A-00680,Plant_A,168.5,1.45,89.4,3.68,0.861,0.7029,0.9395,66.03,60.5,1
Plant_A-00681,Plant_A,153.8,3.8,68.5,1.51,0.596,0.6538,0.8351,54.6,54.6,1
Plant_A-00682,Plant_A,155.9,6.88,97.7,1.79,1.458,0.7307,0.813,59.41,61.5,1
Plant_A-00683,Plant_A,144.2,6.08,107.1,1.94,0.624,0.6472,0.8241,53.33,62.1,1
Plant_A-00684,Plant_A,194.6,5.07,119.4,3.03,1.178,0.7621,0.9077,69.17,66.6,1
Plant_A-00685,Plant_A,149.3,4.61,133.5,4.63,1.805,0.7363,0.9095,66.97,67.3,1
Plant_A-00686,Plant_A,184.5,5.98,105.6,0.83,1.049,0.7364,0.8325,61.31,64.4,1
Plant_A-00687,Plant_A,150.6,6.68,96.7,0.89,1.28,0.688,0.8065,55.49,60.4,1
Plant_A-00688,Plant_A,194.3,3.22,135.4,4.68,0.777,0.7225,0.9533,68.88,68.3,1
Plant_A-00689,Plant_A,192.9,1.67,142.7,3.13,1.669,0.7616,0.9109,69.38,72.6,1
Plant_A-00690,Plant_A,149.0,6.95,70.9,2.15,1.581,0.7852,0.8411,66.04,56.8,1
Plant_A-00691,Plant_A,182.4,9.1,66.7,3.88,1.988,0.9361,0.8898,83.29,54.8,1
Plant_A-00692,Plant_A,184.7,9.6,117.6,1.31,1.483,0.7807,0.8381,65.43,63.8,1
Plant_A-00693,Plant_A,148.1,8.03,61.8,1.21,1.583,0.7762,0.8213,63.75,51.8,1
Plant_A-00694,Plant_A,193.4,6.55,126.0,2.61,1.687,0.7737,0.8703,67.33,68.1,1
Plant_A-00695,Plant_A,167.5,7.91,69.8,3.55,1.348,0.8474,0.8844,74.94,54.8,1
Plant_A-00696,Plant_A,197.0,4.92,73.0,0.82,1.026,0.7691,0.876,67.37,57.5,1
Plant_A-00697,Plant_A,164.9,7.82,61.3,2.75,1.325,0.823,0.8723,71.79,53.4,1
Plant_A-00698,Plant_A,192.0,3.2,128.4,0.71,1.794,0.7273,0.9061,65.9,69.5,1
Plant_A-00699,Plant_A,171.7,2.19,101.6,2.35,0.53,0.5991,0.8904,53.34,61.2,1
Plant_A-00700,Plant_A,193.7,1.89,96.9,3.97,1.437,0.7997,0.9407,75.23,63.3,1
Plant_A-00701,Plant_A,160.4,7.78,75.2,3.43,0.965,0.703,0.8824,62.03,56.0,1
Plant_A-00702,Plant_A,143.3,2.7,101.0,1.92,1.433,0.6828,0.8321,56.82,62.6,1
Plant_A-00703,Plant_A,192.7,4.45,123.3,0.57,1.527,0.7809,0.8516,66.51,68.3,1
Plant_A-00704,Plant_A,191.8,7.41,140.5,4.28,1.266,0.7811,0.9257,72.3,70.0,1
Plant_A-00705,Plant_A,144.3,2.88,110.7,3.34,1.324,0.6804,0.871,59.26,61.8,1
Plant_A-00706,Plant_A,164.7,1.45,116.9,4.59,1.23,0.6816,0.9173,62.52,65.0,1
Plant_A-00707,Plant_A,165.1,7.4,96.1,1.72,1.828,0.7882,0.848,66.84,60.1,1
Plant_A-00708,Plant_A,145.2,9.62,148.1,4.0,1.292,0.691,0.8629,59.63,69.6,1
Plant_A-00709,Plant_A,154.0,2.33,121.2,4.82,1.631,0.7294,0.9199,67.09,65.6,1
Plant_A-00710,Plant_A,140.6,4.02,70.4,3.06,0.542,0.6431,0.8793,56.54,51.9,1
Plant_A-00711,Plant_A,169.4,1.13,60.3,1.81,1.079,0.7099,0.9124,64.77,53.8,1
Plant_A-00712,Plant_A,182.6,6.76,128.4,4.43,0.606,0.7213,0.9157,66.05,68.6,1
Plant_A-00713,Plant_A,145.0,2.07,69.8,4.52,0.525,0.6138,0.9364,57.48,53.8,1
Plant_A-00714,Plant_A,193.7,9.36,146.6,1.31,0.92,0.6738,0.8679,58.48,74.4,1
Plant_A-00715,Plant_A,191.5,5.24,118.5,3.49,1.009,0.7752,0.8926,69.19,65.0,1
Plant_A-00716,Plant_A,176.1,1.64,71.9,3.43,1.465,0.7767,0.9244,71.8,55.1,1
Plant_A-00717,Plant_A,174.5,3.55,97.0,3.23,1.313,0.7482,0.8841,66.15,61.1,1
Plant_A-00718,Plant_A,177.4,3.07,68.0,1.87,1.444,0.7717,0.8864,68.4,56.3,1
Plant_A-00719,Plant_A,181.3,1.71,102.6,4.56,1.867,0.8113,0.9345,75.81,62.6,1
Plant_A-00720,Plant_A,173.3,4.54,130.0,3.43,1.661,0.7695,0.8879,68.33,68.8,1
Plant_A-00721,Plant_A,151.0,2.02,85.4,4.57,0.601,0.6819,0.9191,62.67,57.7,1
Plant_A-00722,Plant_A,169.0,1.54,91.9,2.86,0.84,0.6967,0.882,61.45,59.4,1
Plant_A-00723,Plant_A,180.7,9.59,147.5,3.49,0.776,0.6939,0.8697,60.34,70.2,1
Plant_A-00724,Plant_A,180.5,5.13,97.1,0.78,1.662,0.7927,0.854,67.7,62.0,1
Plant_A-00725,Plant_A,147.2,1.11,135.0,3.23,1.833,0.7027,0.9025,63.42,65.3,1
Plant_A-00726,Plant_A,178.0,2.41,97.0,1.33,0.946,0.6951,0.8837,61.42,60.0,1
Plant_A-00727,Plant_A,196.4,2.42,108.9,2.43,1.835,0.7809,0.9099,71.05,65.8,1
Plant_A-00728,Plant_A,196.3,7.78,62.0,2.37,1.538,0.8975,0.8462,75.94,54.7,1
Plant_A-00729,Plant_A,192.8,7.39,145.1,4.25,1.521,0.7864,0.9293,73.08,71.9,1
Plant_A-00730,Plant_A,189.9,6.82,109.9,4.07,1.053,0.7686,0.9177,70.53,65.1,1
Plant_A-00731,Plant_A,156.0,4.06,132.0,1.72,1.627,0.6833,0.8422,57.55,67.4,1
Plant_A-00732,Plant_A,178.0,1.79,140.0,2.73,0.662,0.6115,0.9025,55.18,70.1,1
Plant_A-00733,Plant_A,180.3,6.19,128.1,2.26,1.076,0.7059,0.8575,60.52,68.3,1
Plant_A-00734,Plant_A,151.9,2.29,68.3,2.32,1.068,0.6581,0.8523,56.09,57.0,1
Plant_A-00735,Plant_A,159.1,2.71,117.2,1.57,0.538,0.5945,0.872,51.84,62.8,1
Plant_A-00736,Plant_A,181.2,7.93,128.9,4.2,1.215,0.7809,0.9134,71.33,68.1,1
Plant_A-00737,Plant_A,164.3,1.68,63.9,3.24,1.207,0.7241,0.9452,68.44,54.7,1
Plant_A-00738,Plant_A,143.6,3.01,80.6,2.31,1.274,0.6899,0.8535,58.88,56.7,1
Plant_A-00739,Plant_A,174.0,2.79,111.0,4.66,1.826,0.8185,0.9025,73.87,63.7,1
Plant_A-00740,Plant_A,188.1,4.04,91.1,3.66,1.656,0.8163,0.913,74.53,61.4,1
Plant_A-00741,Plant_A,195.3,3.93,128.0,3.68,1.181,0.77,0.9271,71.39,67.1,1
Plant_A-00742,Plant_A,165.2,6.29,110.7,2.1,1.037,0.7258,0.8668,62.91,64.1,1
Plant_A-00743,Plant_A,163.5,6.35,91.7,1.47,1.188,0.7427,0.845,62.76,59.1,1
Plant_A-00744,Plant_A,174.4,5.83,64.2,1.43,0.72,0.719,0.8403,60.42,55.8,1
Plant_A-00745,Plant_A,157.1,2.57,131.0,2.78,1.127,0.6847,0.8949,61.28,65.5,1
Plant_A-00746,Plant_A,166.9,1.97,108.3,4.45,0.683,0.6473,0.9589,62.07,62.8,1
Plant_A-00747,Plant_A,183.8,8.47,117.9,0.83,1.725,0.8137,0.8379,68.17,64.6,1
Plant_A-00748,Plant_A,162.1,9.42,119.7,2.68,1.167,0.7504,0.8382,62.9,65.1,1
Plant_A-00749,Plant_A,155.9,7.1,142.3,0.92,1.747,0.7044,0.7942,55.94,68.4,1
Plant_A-00750,Plant_A,192.4,2.65,122.3,3.96,1.354,0.7514,0.9634,72.4,66.0,1
Plant_A-00751,Plant_A,177.4,5.2,103.2,2.97,0.602,0.7411,0.8942,66.27,60.8,1
Plant_A-00752,Plant_A,173.0,4.05,83.0,2.75,1.474,0.7819,0.8648,67.62,59.4,1
Plant_A-00753,Plant_A,140.9,8.95,141.2,2.46,1.33,0.69,0.8334,57.51,69.2,1
Plant_A-00754,Plant_A,177.4,1.34,94.4,0.92,0.635,0.6345,0.8537,54.17,61.5,1
Plant_A-00755,Plant_A,184.4,9.32,105.6,1.8,0.617,0.7467,0.8518,63.61,61.0,1
Plant_A-00756,Plant_A,157.6,5.12,87.3,0.52,1.204,0.6544,0.8025,52.51,58.1,1
Plant_A-00757,Plant_A,150.3,3.33,113.0,4.23,1.732,0.7511,0.8853,66.5,64.7,1
Plant_A-00758,Plant_A,160.9,3.22,115.8,2.69,1.394,0.7069,0.8768,61.98,63.5,1
Plant_A-00759,Plant_A,199.0,3.74,88.0,2.71,1.557,0.7872,0.9116,71.75,60.9,1
