lot_id,datum,leverancier,grondstof,zuiverheid_pct,vochtgehalte_pct,deeltjesgrootte_d50_um,deeltjesgrootte_d90_um,bulkdichtheid_gmL,tapdichtheid_gmL,carr_index_pct,zware_metalen_ppm,microbieel_CFUg,besluit
LOT-00382,2024-12-21,Leverancier_D,Lactose,98.96,1.67,92.2,164.0,0.499,0.657,24.0,8.5,10,hertest
LOT-00383,2024-08-02,Leverancier_A,Lactose,99.09,1.71,76.5,138.9,0.42,0.531,20.8,5.9,0,goedgekeurd
LOT-00384,2025-05-16,Leverancier_B,Lactose,99.49,1.94,84.3,153.6,0.469,0.604,22.5,6.9,0,goedgekeurd
LOT-00385,2024-09-19,Leverancier_A,Lactose,99.6,1.71,72.8,137.6,0.519,0.68,23.7,7.3,50,goedgekeurd
LOT-00386,2024-06-24,Leverancier_A,Cellulose_MCC,99.8,1.76,90.5,166.2,0.439,0.531,17.3,7.1,10,goedgekeurd
LOT-00387,2025-05-24,Leverancier_A,Magnesiumstearaat,99.65,2.33,78.2,132.0,0.401,0.496,19.3,7.3,10,goedgekeurd
LOT-00388,2025-01-22,Leverancier_B,Lactose,99.6,1.52,77.4,141.0,0.48,0.599,19.9,8.2,0,goedgekeurd
LOT-00389,2024-11-29,Leverancier_B,Lactose,98.92,2.22,93.5,171.6,0.426,0.509,16.3,7.5,0,hertest
LOT-00390,2024-07-01,Leverancier_D,Lactose,99.57,1.99,95.6,166.3,0.46,0.587,21.6,9.5,50,goedgekeurd
LOT-00391,2024-07-30,Leverancier_A,Paracetamol_API,98.95,1.81,90.7,167.5,0.463,0.641,27.8,5.1,50,hertest
LOT-00392,2025-03-08,Leverancier_A,Cellulose_MCC,100.0,2.16,81.6,157.4,0.423,0.504,16.1,9.5,0,goedgekeurd
LOT-00393,2024-07-30,Leverancier_D,Paracetamol_API,99.68,2.29,92.6,170.0,0.47,0.603,22.0,7.4,0,goedgekeurd
LOT-00394,2024-06-04,Leverancier_D,Paracetamol_API,99.46,2.11,92.9,163.4,0.433,0.529,18.2,7.4,0,goedgekeurd
LOT-00395,2025-03-31,Leverancier_C,Magnesiumstearaat,99.54,1.85,60.5,110.9,0.45,0.572,21.3,8.4,500,goedgekeurd
LOT-00396,2024-12-12,Leverancier_B,Paracetamol_API,98.92,2.11,83.5,152.7,0.469,0.602,22.0,6.9,100,hertest
LOT-00397,2025-03-25,Leverancier_B,Cellulose_MCC,99.72,2.45,71.8,126.3,0.43,0.501,14.0,7.2,0,goedgekeurd
LOT-00398,2025-01-20,Leverancier_A,Magnesiumstearaat,99.25,1.84,84.8,148.6,0.401,0.474,15.3,5.8,0,goedgekeurd
LOT-00399,2024-11-22,Leverancier_B,Paracetamol_API,99.02,2.17,79.0,131.1,0.482,0.607,20.6,6.2,100,goedgekeurd
LOT-00400,2024-09-13,Leverancier_B,Lactose,99.75,1.95,75.8,137.5,0.47,0.592,20.6,8.4,0,goedgekeurd
LOT-00401,2024-08-24,Leverancier_D,Lactose,100.0,2.37,76.4,142.5,0.493,0.596,17.3,7.5,500,goedgekeurd
LOT-00402,2024-09-18,Leverancier_A,Cellulose_MCC,99.55,1.96,81.5,139.6,0.48,0.59,18.8,7.0,500,goedgekeurd
LOT-00403,2024-07-13,Leverancier_C,Magnesiumstearaat,99.39,1.94,74.0,137.1,0.452,0.565,19.9,11.4,0,goedgekeurd
LOT-00404,2025-03-28,Leverancier_A,Cellulose_MCC,100.0,1.97,79.9,145.2,0.459,0.555,17.4,6.0,0,goedgekeurd
LOT-00405,2025-04-16,Leverancier_C,Lactose,99.57,2.17,87.3,161.0,0.442,0.558,20.8,6.3,500,goedgekeurd
LOT-00406,2024-06-24,Leverancier_B,Cellulose_MCC,99.13,2.01,84.6,143.5,0.478,0.596,19.8,7.5,10,goedgekeurd
LOT-00407,2024-11-16,Leverancier_D,Lactose,99.75,1.87,109.0,201.6,0.484,0.615,21.4,9.1,10,goedgekeurd
LOT-00408,2024-10-10,Leverancier_B,Cellulose_MCC,99.68,2.23,66.7,116.1,0.425,0.529,19.6,11.6,50,goedgekeurd
LOT-00409,2025-05-17,Leverancier_D,Lactose,99.15,1.97,71.6,134.9,0.495,0.647,23.5,9.3,10,goedgekeurd
LOT-00410,2024-12-08,Leverancier_C,Cellulose_MCC,99.28,1.76,70.5,119.1,0.457,0.57,19.9,7.2,10,goedgekeurd
LOT-00411,2025-02-24,Leverancier_B,Lactose,99.73,2.13,103.8,191.2,0.452,0.54,16.3,6.2,0,goedgekeurd
LOT-00412,2024-09-06,Leverancier_A,Magnesiumstearaat,99.72,1.7,88.9,165.5,0.453,0.571,20.6,9.3,50,goedgekeurd
LOT-00413,2025-01-18,Leverancier_C,Paracetamol_API,99.3,2.28,80.5,149.2,0.446,0.579,22.9,8.6,10,goedgekeurd
LOT-00414,2025-04-02,Leverancier_B,Magnesiumstearaat,99.76,1.48,102.2,185.8,0.428,0.545,21.3,6.9,0,goedgekeurd
LOT-00415,2024-10-04,Leverancier_D,Lactose,98.96,1.69,103.1,193.9,0.438,0.556,21.1,7.6,0,hertest
LOT-00416,2024-09-25,Leverancier_D,Lactose,99.03,1.57,90.0,174.6,0.451,0.572,21.2,7.8,0,goedgekeurd
LOT-00417,2025-01-30,Leverancier_C,Magnesiumstearaat,99.77,2.08,75.0,140.9,0.427,0.519,17.7,9.0,10,goedgekeurd
LOT-00418,2025-03-19,Leverancier_A,Lactose,99.73,1.79,71.6,123.3,0.472,0.589,19.9,8.5,10,goedgekeurd
LOT-00419,2024-12-05,Leverancier_B,Lactose,99.19,1.9,81.0,141.9,0.432,0.517,16.4,6.3,10,goedgekeurd
LOT-00420,2024-09-02,Leverancier_D,Paracetamol_API,99.83,1.9,101.7,186.4,0.503,0.609,17.4,8.5,10,goedgekeurd
LOT-00421,2024-12-28,Leverancier_A,Cellulose_MCC,99.61,1.86,74.9,133.5,0.51,0.7,27.1,6.9,50,goedgekeurd
LOT-00422,2025-03-18,Leverancier_A,Lactose,99.53,1.77,75.4,143.1,0.481,0.61,21.1,5.9,10,goedgekeurd
LOT-00423,2025-05-04,Leverancier_A,Paracetamol_API,99.41,1.99,75.3,138.7,0.48,0.596,19.5,6.4,10,goedgekeurd
LOT-00424,2024-11-20,Leverancier_C,Magnesiumstearaat,98.94,1.56,65.5,117.0,0.503,0.661,24.0,6.1,500,hertest
LOT-00425,2024-09-17,Leverancier_C,Paracetamol_API,99.76,2.45,72.5,138.5,0.492,0.605,18.7,8.5,0,goedgekeurd
LOT-00426,2024-10-08,Leverancier_A,Lactose,100.0,2.35,87.1,158.4,0.451,0.543,17.0,8.7,0,goedgekeurd
LOT-00427,2025-03-29,Leverancier_B,Lactose,99.42,1.57,76.9,137.3,0.503,0.579,13.0,7.9,10,goedgekeurd
LOT-00428,2025-05-13,Leverancier_A,Lactose,99.28,1.68,92.2,164.8,0.457,0.55,16.9,6.2,10,goedgekeurd
LOT-00429,2025-02-20,Leverancier_A,Magnesiumstearaat,99.49,1.92,76.7,139.9,0.445,0.538,17.2,7.5,10,goedgekeurd
LOT-00430,2024-09-05,Leverancier_D,Cellulose_MCC,99.88,1.48,89.1,163.2,0.521,0.633,17.8,12.9,10,goedgekeurd
LOT-00431,2024-07-14,Leverancier_B,Magnesiumstearaat,99.71,2.42,77.9,136.1,0.453,0.583,22.4,7.5,500,goedgekeurd
LOT-00432,2025-05-01,Leverancier_A,Paracetamol_API,99.38,1.77,75.8,128.7,0.449,0.579,22.5,5.7,100,goedgekeurd
LOT-00433,2025-01-08,Leverancier_C,Lactose,99.71,1.85,83.3,157.5,0.438,0.56,21.8,6.7,0,goedgekeurd
LOT-00434,2025-02-27,Leverancier_B,Cellulose_MCC,99.17,1.88,84.8,157.5,0.429,0.53,19.1,7.3,0,goedgekeurd
LOT-00435,2024-08-30,Leverancier_C,Paracetamol_API,99.66,2.13,66.6,112.1,0.431,0.561,23.3,6.1,50,goedgekeurd
LOT-00436,2025-04-22,Leverancier_A,Magnesiumstearaat,99.55,1.72,51.2,91.3,0.463,0.558,17.0,5.3,50,goedgekeurd
LOT-00437,2024-09-12,Leverancier_A,Magnesiumstearaat,99.2,2.17,64.2,118.6,0.446,0.557,20.0,6.6,10,goedgekeurd
LOT-00438,2025-05-25,Leverancier_A,Paracetamol_API,99.78,1.82,98.4,174.6,0.451,0.549,17.9,5.3,0,goedgekeurd
LOT-00439,2024-12-22,Leverancier_B,Lactose,99.5,1.55,82.6,148.1,0.392,0.468,16.2,8.7,100,goedgekeurd
LOT-00440,2024-09-26,Leverancier_A,Lactose,98.57,2.3,90.2,158.5,0.44,0.552,20.4,8.0,10,hertest
LOT-00441,2025-01-31,Leverancier_B,Paracetamol_API,99.1,2.36,69.1,128.5,0.527,0.649,18.8,7.7,10,goedgekeurd
LOT-00442,2025-02-11,Leverancier_A,Paracetamol_API,99.29,1.78,102.6,188.1,0.489,0.594,17.7,11.7,0,goedgekeurd
LOT-00443,2025-04-07,Leverancier_D,Magnesiumstearaat,99.3,1.26,97.7,175.7,0.465,0.589,21.1,9.7,10,goedgekeurd
LOT-00444,2025-01-31,Leverancier_B,Paracetamol_API,99.26,2.34,79.9,148.0,0.448,0.56,19.9,9.5,500,goedgekeurd
LOT-00445,2025-01-15,Leverancier_A,Cellulose_MCC,99.69,2.34,58.9,100.7,0.415,0.542,23.5,7.0,10,goedgekeurd
LOT-00446,2024-10-24,Leverancier_C,Lactose,99.3,1.52,72.5,123.9,0.49,0.611,19.8,5.7,0,goedgekeurd
LOT-00447,2025-02-13,Leverancier_B,Paracetamol_API,99.29,1.95,66.7,112.0,0.484,0.614,21.2,6.6,0,goedgekeurd
LOT-00448,2025-05-19,Leverancier_A,Paracetamol_API,99.3,2.44,78.6,137.0,0.426,0.532,19.8,6.0,0,goedgekeurd
LOT-00449,2025-03-08,Leverancier_B,Magnesiumstearaat,99.56,2.32,76.2,139.5,0.421,0.512,17.8,6.2,0,goedgekeurd
LOT-00450,2024-06-03,Leverancier_B,Lactose,99.94,1.97,66.7,119.8,0.429,0.551,22.2,10.5,10,goedgekeurd
LOT-00451,2025-04-03,Leverancier_B,Lactose,98.96,1.44,66.3,118.6,0.451,0.575,21.6,8.7,10,hertest
LOT-00452,2024-12-10,Leverancier_B,Cellulose_MCC,99.64,2.34,69.1,121.4,0.442,0.552,19.9,7.0,0,goedgekeurd
LOT-00453,2024-08-26,Leverancier_A,Paracetamol_API,99.31,2.01,62.3,119.8,0.462,0.592,21.9,6.1,0,goedgekeurd
LOT-00454,2025-04-20,Leverancier_C,Paracetamol_API,99.42,2.08,89.7,162.2,0.408,0.501,18.5,8.8,0,goedgekeurd
LOT-00455,2025-05-02,Leverancier_B,Cellulose_MCC,99.21,2.18,88.9,155.0,0.421,0.533,21.1,6.7,50,goedgekeurd
LOT-00456,2025-05-13,Leverancier_A,Cellulose_MCC,99.77,1.94,82.3,145.4,0.406,0.531,23.4,6.7,100,goedgekeurd
LOT-00457,2024-12-17,Leverancier_D,Lactose,99.65,1.87,77.7,133.0,0.446,0.522,14.7,15.3,0,goedgekeurd
LOT-00458,2024-10-23,Leverancier_C,Cellulose_MCC,99.18,2.03,85.0,149.6,0.437,0.548,20.3,6.1,0,goedgekeurd
LOT-00459,2025-02-12,Leverancier_A,Cellulose_MCC,99.64,1.71,89.6,167.9,0.43,0.547,21.5,7.5,10,goedgekeurd
LOT-00460,2024-08-09,Leverancier_C,Lactose,99.85,2.14,71.9,120.8,0.466,0.579,19.5,7.5,0,goedgekeurd
LOT-00461,2025-01-02,Leverancier_A,Paracetamol_API,99.26,2.17,76.0,135.1,0.468,0.591,20.8,6.1,50,goedgekeurd
LOT-00462,2024-09-17,Leverancier_B,Lactose,99.72,2.09,93.9,164.5,0.471,0.593,20.6,6.1,10,goedgekeurd
LOT-00463,2024-09-24,Leverancier_A,Paracetamol_API,99.62,1.71,59.4,116.8,0.454,0.578,21.5,6.3,100,goedgekeurd
LOT-00464,2025-01-22,Leverancier_A,Lactose,99.87,2.15,74.4,136.2,0.414,0.516,19.9,5.2,10,goedgekeurd
LOT-00465,2024-12-20,Leverancier_D,Lactose,99.45,1.64,95.7,174.7,0.486,0.62,21.6,8.5,50,goedgekeurd
LOT-00466,2025-04-12,Leverancier_D,Magnesiumstearaat,99.8,1.89,80.3,157.2,0.511,0.626,18.5,9.4,0,goedgekeurd
LOT-00467,2024-12-24,Leverancier_C,Paracetamol_API,99.9,2.14,90.8,164.4,0.446,0.555,19.6,6.2,0,goedgekeurd
LOT-00468,2024-07-03,Leverancier_A,Paracetamol_API,99.58,1.88,75.6,144.1,0.459,0.561,18.2,8.6,50,goedgekeurd
LOT-00469,2024-07-26,Leverancier_D,Cellulose_MCC,99.51,1.66,102.2,186.9,0.446,0.529,15.8,10.4,100,goedgekeurd
LOT-00470,2024-09-04,Leverancier_B,Paracetamol_API,99.91,1.51,71.9,124.8,0.437,0.539,18.9,6.0,0,goedgekeurd
LOT-00471,2025-04-30,Leverancier_B,Cellulose_MCC,99.22,1.52,72.3,130.1,0.561,0.659,14.9,6.5,50,goedgekeurd
LOT-00472,2025-01-05,Leverancier_B,Lactose,99.15,1.73,95.7,175.0,0.43,0.559,23.0,7.7,0,goedgekeurd
LOT-00473,2025-02-19,Leverancier_A,Lactose,99.35,2.25,62.1,110.9,0.508,0.647,21.6,6.6,0,goedgekeurd
LOT-00474,2025-05-09,Leverancier_A,Magnesiumstearaat,99.76,2.33,65.7,117.6,0.48,0.574,16.4,5.2,10,goedgekeurd
LOT-00475,2025-03-31,Leverancier_B,Cellulose_MCC,99.31,2.5,79.9,151.7,0.438,0.552,20.6,6.4,0,goedgekeurd
LOT-00476,2024-09-22,Leverancier_A,Paracetamol_API,99.14,2.37,89.5,160.0,0.444,0.586,24.2,6.1,0,goedgekeurd
LOT-00477,2024-10-21,Leverancier_A,Lactose,99.96,1.91,83.7,151.7,0.366,0.472,22.4,7.0,500,goedgekeurd
LOT-00478,2024-06-07,Leverancier_A,Lactose,99.7,1.94,78.1,137.5,0.423,0.539,21.5,7.1,0,goedgekeurd
LOT-00479,2024-08-26,Leverancier_B,Magnesiumstearaat,99.24,1.98,76.0,140.1,0.432,0.54,20.0,6.8,100,goedgekeurd
LOT-00480,2024-09-04,Leverancier_D,Lactose,99.49,2.29,88.2,157.1,0.443,0.571,22.3,10.2,0,goedgekeurd
LOT-00481,2025-05-11,Leverancier_D,Magnesiumstearaat,99.71,1.41,94.6,177.7,0.506,0.66,23.3,8.9,50,goedgekeurd
LOT-00482,2025-03-11,Leverancier_A,Cellulose_MCC,99.79,2.02,85.0,159.3,0.491,0.637,22.9,5.5,10,goedgekeurd
LOT-00483,2024-09-20,Leverancier_C,Lactose,99.0,1.82,81.9,151.8,0.455,0.593,23.3,7.1,50,goedgekeurd
LOT-00484,2025-05-28,Leverancier_A,Paracetamol_API,99.46,1.92,76.7,125.9,0.427,0.558,23.4,5.7,0,goedgekeurd
LOT-00485,2025-05-03,Leverancier_D,Magnesiumstearaat,99.5,1.81,77.2,135.4,0.478,0.565,15.4,7.9,1000,afgekeurd
LOT-00486,2024-12-03,Leverancier_A,Cellulose_MCC,99.64,2.14,84.9,146.5,0.424,0.542,21.7,9.5,0,goedgekeurd
LOT-00487,2024-10-04,Leverancier_C,Paracetamol_API,99.73,1.66,84.9,151.9,0.45,0.572,21.3,8.3,10,goedgekeurd
LOT-00488,2025-05-23,Leverancier_B,Paracetamol_API,99.52,1.94,91.0,162.0,0.508,0.628,19.0,7.9,0,goedgekeurd
LOT-00489,2024-10-11,Leverancier_C,Magnesiumstearaat,98.88,1.67,77.2,135.3,0.436,0.531,17.9,5.6,0,hertest
LOT-00490,2025-01-31,Leverancier_B,Magnesiumstearaat,99.31,1.69,79.9,155.6,0.494,0.591,16.5,7.1,500,goedgekeurd
LOT-00491,2025-05-20,Leverancier_A,Paracetamol_API,99.14,2.15,89.3,166.7,0.447,0.566,21.1,7.1,10,goedgekeurd
LOT-00492,2024-08-29,Leverancier_B,Lactose,99.16,1.65,77.9,133.1,0.495,0.614,19.4,8.3,0,goedgekeurd
LOT-00493,2025-01-28,Leverancier_A,Paracetamol_API,99.3,2.29,91.8,169.5,0.42,0.534,21.4,8.4,10,goedgekeurd
LOT-00494,2024-10-22,Leverancier_C,Paracetamol_API,100.0,1.79,84.6,149.8,0.399,0.48,16.8,6.3,100,goedgekeurd
LOT-00495,2025-03-20,Leverancier_B,Paracetamol_API,99.62,1.98,85.3,157.7,0.499,0.605,17.4,6.2,10,goedgekeurd
LOT-00496,2025-03-15,Leverancier_A,Lactose,99.47,2.14,76.9,128.4,0.445,0.569,21.8,8.4,10,goedgekeurd
LOT-00497,2025-04-12,Leverancier_A,Cellulose_MCC,99.13,2.03,88.3,155.8,0.425,0.52,18.3,7.8,500,goedgekeurd
LOT-00498,2025-03-04,Leverancier_B,Magnesiumstearaat,99.26,1.96,104.8,192.7,0.506,0.665,23.9,6.2,10,goedgekeurd
LOT-00499,2024-09-04,Leverancier_A,Lactose,100.0,2.16,71.6,127.2,0.444,0.548,18.9,5.6,0,goedgekeurd
LOT-00500,2024-07-05,Leverancier_A,Paracetamol_API,99.6,2.15,79.5,136.9,0.512,0.605,15.3,6.4,0,goedgekeurd
LOT-00501,2025-04-01,Leverancier_C,Cellulose_MCC,99.66,2.02,79.1,141.4,0.396,0.464,14.7,5.7,500,goedgekeurd
LOT-00502,2024-06-29,Leverancier_B,Lactose,99.87,2.1,77.2,132.9,0.454,0.595,23.6,7.2,0,goedgekeurd
LOT-00503,2025-01-09,Leverancier_C,Magnesiumstearaat,99.51,1.37,78.9,142.8,0.422,0.518,18.6,6.3,10,goedgekeurd
LOT-00504,2024-10-03,Leverancier_C,Lactose,99.46,2.14,93.6,168.1,0.487,0.655,25.7,5.6,10,goedgekeurd
LOT-00505,2024-12-29,Leverancier_A,Paracetamol_API,99.51,2.13,92.0,158.2,0.458,0.558,17.8,11.3,50,goedgekeurd
LOT-00506,2024-07-23,Leverancier_A,Lactose,100.0,2.0,79.2,154.8,0.464,0.581,20.2,7.1,0,goedgekeurd
LOT-00507,2024-10-13,Leverancier_A,Magnesiumstearaat,100.0,1.8,69.0,129.9,0.421,0.573,26.5,8.0,500,goedgekeurd
LOT-00508,2024-07-13,Leverancier_C,Paracetamol_API,99.67,1.97,95.1,169.9,0.461,0.584,21.1,6.9,50,goedgekeurd
LOT-00509,2025-04-14,Leverancier_D,Cellulose_MCC,99.41,1.91,91.1,165.8,0.47,0.56,16.2,9.3,0,goedgekeurd
LOT-00510,2025-02-28,Leverancier_D,Paracetamol_API,99.95,1.8,88.9,159.5,0.464,0.572,18.8,7.6,0,goedgekeurd
LOT-00511,2024-09-08,Leverancier_A,Cellulose_MCC,99.76,1.9,80.3,141.0,0.451,0.58,22.1,6.7,0,goedgekeurd
LOT-00512,2025-03-25,Leverancier_C,Paracetamol_API,99.34,1.97,77.7,135.9,0.373,0.472,21.0,5.8,0,goedgekeurd
LOT-00513,2025-05-24,Leverancier_A,Magnesiumstearaat,99.91,1.85,87.6,162.9,0.408,0.513,20.5,7.3,0,goedgekeurd
LOT-00514,2024-11-07,Leverancier_A,Paracetamol_API,99.76,1.68,81.1,149.5,0.447,0.557,19.8,7.1,100,goedgekeurd
LOT-00515,2024-12-26,Leverancier_C,Paracetamol_API,99.41,2.7,83.3,150.7,0.457,0.564,19.0,6.7,50,goedgekeurd
LOT-00516,2025-03-20,Leverancier_D,Magnesiumstearaat,99.61,1.59,59.2,105.5,0.391,0.486,19.5,8.1,0,goedgekeurd
LOT-00517,2024-06-23,Leverancier_B,Magnesiumstearaat,98.95,1.91,84.6,158.6,0.497,0.639,22.2,6.3,100,hertest
LOT-00518,2025-03-21,Leverancier_C,Lactose,99.97,2.14,73.3,131.9,0.439,0.588,25.4,7.7,10,goedgekeurd
LOT-00519,2025-05-02,Leverancier_A,Paracetamol_API,99.29,2.22,89.9,168.6,0.393,0.482,18.5,10.7,100,goedgekeurd
LOT-00520,2025-01-25,Leverancier_D,Lactose,99.44,1.48,91.0,167.7,0.51,0.637,20.0,8.6,10,goedgekeurd
LOT-00521,2024-08-19,Leverancier_B,Paracetamol_API,99.7,2.33,99.4,184.5,0.486,0.611,20.4,12.0,0,goedgekeurd
LOT-00522,2024-12-28,Leverancier_C,Paracetamol_API,99.58,2.32,51.1,94.2,0.449,0.565,20.4,8.6,0,goedgekeurd
LOT-00523,2024-08-24,Leverancier_C,Paracetamol_API,99.46,1.83,71.8,130.0,0.422,0.563,25.1,8.8,10,goedgekeurd
LOT-00524,2025-02-14,Leverancier_D,Magnesiumstearaat,99.69,1.76,76.5,146.1,0.544,0.651,16.5,10.3,0,goedgekeurd
LOT-00525,2024-10-06,Leverancier_C,Cellulose_MCC,99.38,1.86,73.5,145.6,0.437,0.531,17.8,5.7,10,goedgekeurd
LOT-00526,2024-12-08,Leverancier_A,Paracetamol_API,99.78,1.9,79.1,137.6,0.458,0.55,16.7,10.2,100,goedgekeurd
LOT-00527,2024-12-06,Leverancier_D,Magnesiumstearaat,99.66,1.83,87.6,154.7,0.455,0.562,18.9,10.2,0,goedgekeurd
LOT-00528,2024-08-15,Leverancier_A,Lactose,99.28,1.71,61.6,108.4,0.427,0.536,20.3,5.1,0,goedgekeurd
LOT-00529,2025-03-21,Leverancier_A,Paracetamol_API,99.43,2.11,100.9,185.8,0.466,0.554,15.9,5.4,0,goedgekeurd
LOT-00530,2024-08-28,Leverancier_C,Lactose,99.32,2.0,81.2,141.2,0.386,0.46,16.1,6.4,0,goedgekeurd
LOT-00531,2025-01-27,Leverancier_A,Lactose,99.54,2.28,81.9,156.4,0.457,0.539,15.3,7.1,50,goedgekeurd
LOT-00532,2025-05-26,Leverancier_B,Magnesiumstearaat,99.96,2.12,93.9,172.2,0.401,0.529,24.2,8.1,0,goedgekeurd
LOT-00533,2024-08-10,Leverancier_D,Cellulose_MCC,99.73,1.58,82.8,152.6,0.45,0.537,16.2,8.9,100,goedgekeurd
LOT-00534,2025-05-25,Leverancier_B,Paracetamol_API,100.0,1.9,87.7,154.8,0.46,0.577,20.3,8.2,50,goedgekeurd
LOT-00535,2024-08-09,Leverancier_A,Lactose,99.67,1.81,92.3,167.9,0.436,0.569,23.4,6.0,50,goedgekeurd
LOT-00536,2025-05-08,Leverancier_A,Paracetamol_API,99.68,1.85,83.2,146.7,0.453,0.574,21.1,9.5,50,goedgekeurd
LOT-00537,2024-11-22,Leverancier_D,Cellulose_MCC,100.0,2.07,94.0,176.5,0.457,0.565,19.2,7.4,0,goedgekeurd
LOT-00538,2025-04-04,Leverancier_B,Magnesiumstearaat,99.64,2.25,81.8,148.4,0.403,0.5,19.4,6.9,50,goedgekeurd
LOT-00539,2025-01-14,Leverancier_A,Cellulose_MCC,99.66,2.13,83.1,154.7,0.468,0.579,19.2,6.1,0,goedgekeurd
LOT-00540,2024-12-18,Leverancier_A,Paracetamol_API,99.52,2.13,66.3,117.5,0.472,0.567,16.6,6.1,0,goedgekeurd
LOT-00541,2025-04-30,Leverancier_D,Magnesiumstearaat,99.87,2.19,78.5,135.7,0.402,0.503,20.0,8.0,0,goedgekeurd
LOT-00542,2024-11-23,Leverancier_A,Lactose,100.0,2.58,78.9,142.8,0.404,0.467,13.5,6.5,10,goedgekeurd
LOT-00543,2025-05-31,Leverancier_C,Lactose,100.0,1.52,94.4,171.2,0.375,0.482,22.2,6.7,10,goedgekeurd
LOT-00544,2025-04-07,Leverancier_B,Paracetamol_API,99.64,1.91,99.8,177.6,0.489,0.59,17.2,7.1,500,goedgekeurd
LOT-00545,2024-08-22,Leverancier_C,Paracetamol_API,99.12,1.45,92.9,167.2,0.447,0.516,13.3,6.5,50,goedgekeurd
LOT-00546,2024-08-22,Leverancier_A,Lactose,99.77,1.8,67.9,128.4,0.4,0.482,17.0,10.9,0,goedgekeurd
LOT-00547,2025-05-04,Leverancier_B,Paracetamol_API,99.45,1.84,72.9,134.5,0.446,0.567,21.3,9.4,10,goedgekeurd
LOT-00548,2024-10-24,Leverancier_B,Paracetamol_API,99.32,2.04,57.0,96.1,0.5,0.623,19.8,7.8,0,goedgekeurd
LOT-00549,2024-07-10,Leverancier_A,Magnesiumstearaat,99.56,2.26,68.5,118.8,0.499,0.633,21.3,5.6,100,goedgekeurd
LOT-00550,2025-04-11,Leverancier_B,Lactose,99.41,1.9,75.2,129.1,0.501,0.633,20.8,6.8,50,goedgekeurd
LOT-00551,2024-10-31,Leverancier_C,Cellulose_MCC,99.2,2.02,74.4,130.0,0.459,0.575,20.1,5.9,10,goedgekeurd
LOT-00552,2025-03-17,Leverancier_B,Lactose,99.24,1.61,97.2,174.8,0.474,0.603,21.5,6.3,10,goedgekeurd
LOT-00553,2025-01-07,Leverancier_A,Paracetamol_API,99.99,1.69,77.6,146.3,0.473,0.614,23.0,7.8,0,goedgekeurd
LOT-00554,2024-08-16,Leverancier_A,Paracetamol_API,99.55,1.95,102.1,182.0,0.47,0.564,16.7,5.7,0,goedgekeurd
LOT-00555,2025-02-16,Leverancier_D,Magnesiumstearaat,99.51,1.62,72.9,129.7,0.433,0.529,18.1,7.9,0,goedgekeurd
LOT-00556,2024-08-03,Leverancier_C,Lactose,99.41,2.19,76.7,143.8,0.516,0.667,22.7,6.6,0,goedgekeurd
LOT-00557,2024-07-23,Leverancier_A,Lactose,99.68,1.88,87.2,153.1,0.412,0.511,19.2,7.7,0,goedgekeurd
LOT-00558,2025-03-22,Leverancier_D,Lactose,99.72,1.95,81.6,143.2,0.468,0.559,16.2,7.8,10,goedgekeurd
LOT-00559,2024-11-28,Leverancier_B,Lactose,99.32,1.96,80.8,151.6,0.456,0.564,19.2,7.1,0,goedgekeurd
LOT-00560,2025-03-19,Leverancier_D,Lactose,99.78,1.98,77.8,142.3,0.452,0.574,21.2,8.9,10,goedgekeurd
LOT-00561,2024-09-15,Leverancier_D,Cellulose_MCC,99.56,2.25,90.7,165.3,0.395,0.491,19.6,10.1,10,goedgekeurd
LOT-00562,2024-06-17,Leverancier_C,Paracetamol_API,99.46,2.14,77.2,136.6,0.446,0.555,19.7,5.7,0,goedgekeurd
LOT-00563,2025-05-19,Leverancier_A,Paracetamol_API,99.7,2.0,85.3,150.8,0.462,0.594,22.1,5.9,100,goedgekeurd
LOT-00564,2024-08-19,Leverancier_D,Magnesiumstearaat,99.24,1.94,67.2,117.9,0.473,0.599,20.9,9.3,10,goedgekeurd
LOT-00565,2024-09-28,Leverancier_B,Magnesiumstearaat,99.5,1.87,80.9,140.7,0.487,0.602,19.1,9.7,0,goedgekeurd
LOT-00566,2024-07-26,Leverancier_C,Paracetamol_API,99.36,2.18,85.7,152.9,0.422,0.502,15.9,10.4,0,goedgekeurd
LOT-00567,2025-03-19,Leverancier_B,Paracetamol_API,99.76,2.16,83.7,153.0,0.478,0.614,22.2,7.0,10,goedgekeurd
LOT-00568,2024-07-05,Leverancier_D,Paracetamol_API,99.36,1.67,77.5,140.2,0.521,0.641,18.7,7.4,0,goedgekeurd
LOT-00569,2025-01-20,Leverancier_A,Magnesiumstearaat,99.31,2.38,80.4,138.5,0.475,0.583,18.5,5.1,10,goedgekeurd
LOT-00570,2025-04-16,Leverancier_B,Lactose,99.55,2.07,88.6,162.4,0.483,0.596,19.1,7.5,0,goedgekeurd
LOT-00571,2025-02-24,Leverancier_B,Magnesiumstearaat,99.72,2.31,70.6,126.2,0.404,0.509,20.6,7.4,10,goedgekeurd
LOT-00572,2024-06-11,Leverancier_D,Paracetamol_API,99.69,1.79,98.7,176.5,0.482,0.561,14.0,8.0,0,goedgekeurd
LOT-00573,2025-04-04,Leverancier_B,Lactose,98.97,1.97,75.8,131.3,0.532,0.675,21.2,7.5,10,hertest
