batch_id,datum,seizoen,product,leverancier,API_zuiverheid_pct,API_vochtgehalte_pct,API_deeltjesgrootte_d50_um,API_bulkdichtheid_gmL,granulatie_water_pct,mengtijd_min,perskracht_kN,perssnelheid_RPM,droogtemp_C,droogtijd_min,coatingtijd_min,ruimte_temp_C,ruimte_RV_pct,gewicht_mg,hardheid_N,dissolutie_pct,brosheid_pct,gehalte_uniformiteit_RSD,restvochtgehalte_pct,coating_gewichtstoename_pct,uiterlijk_score,cyclustijd_min,batchkosten_EUR,goedgekeurd
RX-0213,2025-12-13,winter,Aspirine_300mg,Sup_B,99.7,2.11,63.4,0.455,18.9,16.9,14.9,21.0,54.0,28.0,0.0,20.7,44.3,299.4,73.0,82.4,0.391,2.01,1.31,0.0,4.3,106.0,173.0,1
RX-0214,2025-01-13,winter,Paracetamol_500mg,Sup_B,99.44,2.45,63.2,0.4,19.4,12.8,21.8,58.0,67.0,34.0,36.0,19.6,39.9,492.7,94.7,76.0,0.631,0.74,1.76,3.9,3.7,136.0,208.0,1
RX-0215,2025-08-03,zomer,Paracetamol_500mg,Sup_A,98.78,2.84,72.2,0.485,21.7,19.9,13.4,54.0,56.0,35.0,73.0,22.8,59.1,498.6,78.1,96.5,0.705,3.51,2.55,4.5,4.4,191.0,242.0,1
RX-0216,2025-05-02,lente,Paracetamol_500mg,Sup_C,99.81,2.08,55.9,0.445,24.4,13.8,22.2,59.0,55.0,46.0,70.0,20.1,43.6,500.3,95.6,73.6,0.46,0.9,1.54,4.1,4.5,186.0,246.0,0
RX-0217,2025-08-13,zomer,Paracetamol_500mg,Sup_C,99.54,2.38,54.4,0.479,19.2,8.5,24.0,32.0,62.0,28.0,75.0,24.1,52.5,495.7,111.9,71.5,0.231,0.89,1.75,4.6,4.5,172.0,233.0,0
RX-0218,2025-03-29,lente,Paracetamol_500mg,Sup_A,99.92,1.77,56.7,0.487,28.9,18.6,15.0,58.0,66.0,25.0,83.0,22.8,41.7,499.7,79.9,90.3,0.627,2.31,1.13,4.4,5.0,185.0,240.0,1
RX-0219,2025-12-12,winter,Omeprazol_20mg,Sup_B,99.03,2.29,54.6,0.456,15.5,12.3,14.4,37.0,69.0,58.0,88.0,20.3,40.6,201.9,53.8,93.1,0.521,1.35,1.22,4.8,4.8,220.0,281.0,1
RX-0220,2025-05-29,lente,Metformin_850mg,Sup_A,99.65,2.03,41.5,0.47,27.8,15.9,10.4,39.0,57.0,35.0,50.0,21.0,45.8,851.7,89.1,100.0,0.585,0.9,1.55,3.9,4.3,167.0,223.0,1
RX-0221,2025-01-17,winter,Paracetamol_500mg,Sup_C,99.55,1.87,48.7,0.431,27.0,7.5,21.6,28.0,55.0,48.0,64.0,20.0,42.0,502.9,104.1,74.8,0.27,2.03,1.06,4.3,4.7,175.0,240.0,0
RX-0222,2025-10-21,herfst,Aspirine_300mg,Sup_B,99.09,2.26,46.4,0.46,24.7,19.1,15.8,30.0,68.0,42.0,0.0,21.2,48.8,303.2,68.2,80.0,0.343,2.66,1.19,0.0,3.5,124.0,197.0,1
RX-0223,2025-03-16,lente,Ibuprofen_400mg,Sup_B,99.45,1.87,38.5,0.423,18.6,13.5,22.2,37.0,55.0,35.0,42.0,21.0,42.8,397.2,102.2,71.0,0.32,2.0,0.95,3.4,4.4,155.0,216.0,0
RX-0224,2025-06-28,zomer,Paracetamol_500mg,Sup_B,99.58,1.97,39.0,0.388,20.4,5.3,9.7,34.0,61.0,29.0,65.0,23.5,56.4,495.6,64.5,100.0,0.506,4.98,1.32,4.3,3.9,148.0,215.0,1
RX-0225,2025-09-25,herfst,Paracetamol_500mg,Sup_C,99.37,1.81,67.3,0.448,21.2,8.2,24.4,57.0,65.0,45.0,39.0,21.0,38.4,498.3,103.7,67.9,0.485,0.47,0.81,3.9,4.1,157.0,227.0,0
RX-0226,2025-09-05,herfst,Metformin_850mg,Sup_C,99.57,2.19,58.3,0.526,19.6,17.8,21.1,38.0,69.0,46.0,60.0,20.0,42.2,844.2,119.3,78.6,0.39,1.57,1.32,3.8,4.9,182.0,247.0,1
RX-0227,2025-01-06,winter,Paracetamol_500mg,Sup_B,99.96,2.29,57.7,0.417,15.8,19.9,23.1,41.0,63.0,32.0,37.0,19.1,34.8,495.1,104.2,69.4,0.38,0.67,1.86,3.8,3.6,152.0,214.0,0
RX-0228,2025-04-27,lente,Metformin_850mg,Sup_A,100.23,1.83,55.0,0.503,18.2,16.6,21.7,24.0,62.0,58.0,87.0,22.1,40.4,842.3,127.4,75.7,0.13,2.44,0.57,4.5,4.5,230.0,283.0,1
RX-0229,2025-12-31,winter,Aspirine_300mg,Sup_C,99.11,1.86,53.4,0.457,18.6,6.5,20.3,21.0,66.0,58.0,0.0,20.3,39.2,300.3,80.4,70.8,0.175,1.71,0.79,0.0,4.2,131.0,210.0,0
RX-0230,2025-04-20,lente,Omeprazol_20mg,Sup_C,99.68,2.1,57.6,0.438,20.4,19.5,10.3,47.0,57.0,44.0,32.0,21.0,41.1,200.7,34.5,100.0,0.712,1.64,1.12,3.7,4.4,146.0,212.0,0
RX-0231,2025-03-23,lente,Aspirine_300mg,Sup_B,99.38,2.2,43.8,0.398,28.9,18.9,24.2,44.0,70.0,25.0,0.0,21.6,41.8,305.9,94.9,68.1,0.332,0.23,1.82,0.0,3.8,103.0,177.0,0
RX-0232,2025-07-21,zomer,Ibuprofen_400mg,Sup_C,99.77,2.44,52.7,0.466,23.1,14.0,10.2,31.0,57.0,44.0,39.0,22.9,49.0,395.3,64.0,100.0,0.51,2.71,1.76,3.7,4.2,153.0,218.0,1
RX-0233,2025-08-10,zomer,Metformin_850mg,Sup_A,99.57,2.22,39.0,0.4,22.4,15.4,17.6,40.0,57.0,47.0,31.0,25.0,55.9,852.9,104.2,87.3,0.488,2.35,1.51,3.3,3.8,164.0,224.0,1
RX-0234,2025-03-16,lente,Aspirine_300mg,Sup_C,99.37,1.85,45.3,0.428,17.3,18.3,10.0,23.0,70.0,55.0,0.0,21.0,46.0,301.5,49.8,100.0,0.483,0.26,0.76,0.0,4.2,128.0,207.0,1
RX-0235,2025-02-26,winter,Ibuprofen_400mg,Sup_C,99.18,2.07,47.5,0.417,26.9,19.1,22.8,40.0,62.0,47.0,58.0,21.6,46.7,401.9,89.3,74.1,0.434,2.02,1.01,4.2,4.5,189.0,248.0,0
RX-0236,2025-07-31,zomer,Ibuprofen_400mg,Sup_C,99.64,2.34,52.3,0.458,28.0,10.0,9.0,36.0,64.0,41.0,62.0,25.6,57.9,397.4,53.1,100.0,0.6,0.88,1.55,4.0,3.9,172.0,236.0,1
RX-0237,2025-07-29,zomer,Aspirine_300mg,Sup_B,99.45,2.67,39.3,0.431,23.5,19.0,22.2,53.0,54.0,28.0,0.0,24.4,53.9,301.0,76.0,72.6,0.519,0.7,2.1,0.0,4.1,104.0,174.0,0
RX-0238,2025-01-24,winter,Omeprazol_20mg,Sup_B,99.83,2.39,50.7,0.425,27.5,10.4,24.4,25.0,65.0,51.0,51.0,20.4,50.6,202.5,88.8,66.4,0.206,0.96,1.14,4.1,4.3,163.0,237.0,0
RX-0239,2025-05-01,lente,Ibuprofen_400mg,Sup_A,99.45,2.13,45.6,0.462,17.2,18.0,12.4,26.0,65.0,59.0,38.0,22.5,45.6,396.9,67.7,94.2,0.414,1.51,0.65,3.8,4.6,174.0,241.0,1
RX-0240,2025-10-25,herfst,Aspirine_300mg,Sup_B,99.03,2.33,56.2,0.4,25.2,10.1,21.5,46.0,52.0,46.0,0.0,19.8,46.1,299.4,82.2,73.3,0.574,4.87,1.81,0.0,4.5,122.0,192.0,0
RX-0241,2025-01-10,winter,Metformin_850mg,Sup_B,99.33,1.78,49.5,0.43,15.6,7.9,23.9,22.0,64.0,56.0,82.0,20.3,42.8,846.4,140.6,59.8,0.045,0.35,0.56,4.2,4.8,204.0,269.0,0
RX-0242,2025-10-08,herfst,Metformin_850mg,Sup_B,99.75,2.08,39.9,0.477,27.6,14.7,19.3,35.0,63.0,42.0,83.0,18.1,50.1,852.3,117.3,74.8,0.312,1.0,1.49,4.5,4.6,193.0,254.0,0
RX-0243,2025-01-10,winter,Paracetamol_500mg,Sup_B,99.27,1.63,61.4,0.473,16.8,9.4,17.8,46.0,54.0,50.0,64.0,16.9,35.2,502.4,87.7,84.9,0.481,1.54,1.0,4.4,4.1,181.0,242.0,1
RX-0244,2025-05-03,lente,Omeprazol_20mg,Sup_C,99.3,1.46,54.3,0.471,20.7,9.6,14.8,39.0,59.0,54.0,67.0,21.2,46.5,198.3,55.1,89.2,0.513,1.39,0.5,4.5,4.9,186.0,250.0,1
RX-0245,2025-05-03,lente,Paracetamol_500mg,Sup_B,99.24,2.08,43.2,0.436,26.6,8.9,19.8,53.0,70.0,43.0,52.0,19.9,44.8,501.3,95.1,76.8,0.498,1.42,1.22,4.3,5.0,164.0,234.0,1
RX-0246,2025-07-11,zomer,Metformin_850mg,Sup_C,99.93,2.31,45.0,0.422,22.7,6.3,19.7,29.0,55.0,59.0,56.0,21.8,55.8,849.6,117.4,81.4,0.345,0.06,1.2,3.8,3.9,177.0,244.0,1
RX-0247,2025-05-14,lente,Omeprazol_20mg,Sup_B,99.72,2.16,61.6,0.414,28.0,12.4,21.2,22.0,60.0,32.0,68.0,20.3,49.4,205.8,73.7,78.1,0.17,3.17,1.92,3.9,4.4,164.0,229.0,1
RX-0248,2025-02-27,winter,Metformin_850mg,Sup_B,99.78,1.93,47.2,0.473,19.9,8.3,24.5,51.0,50.0,42.0,81.0,20.4,40.9,845.5,122.7,67.8,0.371,1.93,1.58,4.7,4.3,196.0,250.0,0
RX-0249,2025-04-14,lente,Paracetamol_500mg,Sup_A,99.83,2.37,53.7,0.484,28.6,5.1,15.3,52.0,66.0,60.0,75.0,23.1,42.0,505.3,75.1,87.9,0.57,1.01,1.09,4.4,4.4,190.0,263.0,1
RX-0250,2025-04-24,lente,Paracetamol_500mg,Sup_C,99.58,1.89,42.8,0.41,16.4,9.2,19.2,29.0,53.0,24.0,72.0,20.7,45.1,491.9,100.5,80.2,0.291,2.54,1.88,4.6,4.6,159.0,219.0,1
RX-0251,2025-05-19,lente,Paracetamol_500mg,Sup_C,99.69,1.57,58.0,0.405,29.7,11.7,21.5,60.0,68.0,24.0,75.0,21.0,46.7,502.1,100.2,71.8,0.541,1.67,0.92,4.4,4.3,171.0,232.0,0
RX-0252,2025-01-16,winter,Paracetamol_500mg,Sup_B,99.49,1.63,58.8,0.452,25.1,12.4,11.8,26.0,63.0,53.0,81.0,20.5,37.1,501.0,75.3,95.3,0.364,0.26,0.65,4.4,4.0,209.0,267.0,1
RX-0253,2025-12-26,winter,Paracetamol_500mg,Sup_C,99.45,1.91,63.1,0.455,28.8,12.5,23.8,52.0,55.0,53.0,81.0,19.7,40.3,500.0,106.4,69.1,0.504,3.58,0.85,4.9,4.3,211.0,267.0,0
RX-0254,2025-04-10,lente,Paracetamol_500mg,Sup_B,99.46,2.3,54.9,0.451,23.7,15.2,10.3,42.0,64.0,57.0,33.0,22.9,44.3,499.8,70.8,99.3,0.644,1.28,1.04,3.7,4.2,165.0,233.0,1
RX-0255,2025-05-20,lente,Metformin_850mg,Sup_B,99.24,2.02,38.8,0.466,27.5,7.1,22.6,35.0,61.0,43.0,73.0,21.7,47.5,851.8,122.3,66.2,0.266,0.82,1.2,4.7,4.3,183.0,247.0,0
RX-0256,2025-10-23,herfst,Ibuprofen_400mg,Sup_B,99.62,2.01,47.5,0.412,29.5,14.6,13.3,37.0,56.0,37.0,37.0,20.4,42.7,402.9,69.4,91.5,0.464,1.62,1.41,3.6,4.5,146.0,210.0,1
RX-0257,2025-02-25,winter,Aspirine_300mg,Sup_A,99.32,2.33,47.7,0.408,24.3,10.1,23.1,22.0,70.0,42.0,0.0,19.6,36.1,298.5,80.6,68.6,0.072,0.98,1.48,0.0,3.7,109.0,190.0,0
RX-0258,2025-03-22,lente,Metformin_850mg,Sup_A,98.95,2.41,56.9,0.463,19.6,16.7,24.8,43.0,52.0,42.0,66.0,21.7,43.7,850.0,134.2,65.2,0.304,1.79,1.62,4.3,4.6,186.0,241.0,0
RX-0259,2025-03-23,lente,Paracetamol_500mg,Sup_C,99.36,1.71,57.6,0.476,21.0,13.9,14.8,50.0,51.0,54.0,53.0,22.0,40.4,501.0,83.5,92.0,0.614,2.09,1.43,4.3,4.2,184.0,241.0,1
RX-0260,2025-01-13,winter,Paracetamol_500mg,Sup_B,99.17,2.55,36.7,0.514,22.2,13.1,14.8,56.0,54.0,26.0,69.0,20.3,41.6,500.6,69.5,93.9,0.687,0.9,2.14,4.0,4.7,173.0,227.0,1
RX-0261,2025-02-02,winter,Omeprazol_20mg,Sup_A,99.52,1.59,56.2,0.376,19.0,17.8,10.3,54.0,51.0,44.0,45.0,20.3,45.4,195.9,30.2,100.0,0.722,0.52,1.16,3.9,4.7,172.0,226.0,0
RX-0262,2025-12-23,winter,Aspirine_300mg,Sup_B,99.38,2.21,52.1,0.47,17.9,12.5,19.5,48.0,61.0,49.0,0.0,19.4,41.3,292.6,70.0,83.4,0.516,1.85,1.58,0.0,4.0,117.0,194.0,1
RX-0263,2025-07-30,zomer,Ibuprofen_400mg,Sup_B,99.41,2.33,54.1,0.483,19.6,13.3,19.2,42.0,63.0,37.0,51.0,24.5,53.5,400.5,80.1,83.2,0.447,4.55,2.02,3.9,4.0,166.0,228.0,1
RX-0264,2025-11-06,herfst,Ibuprofen_400mg,Sup_B,99.71,1.59,44.7,0.447,21.8,13.2,19.8,59.0,61.0,44.0,64.0,21.2,44.3,394.9,75.7,79.7,0.596,1.78,0.66,4.2,4.9,183.0,243.0,1
RX-0265,2025-06-29,zomer,Ibuprofen_400mg,Sup_A,99.85,2.32,39.7,0.417,15.9,15.6,9.8,41.0,50.0,57.0,53.0,23.4,54.7,395.6,52.1,100.0,0.67,1.05,1.38,4.1,3.8,189.0,243.0,1
RX-0266,2025-01-19,winter,Aspirine_300mg,Sup_C,99.62,2.51,58.2,0.466,25.2,15.3,14.4,38.0,66.0,58.0,0.0,20.0,32.8,307.0,55.1,92.6,0.404,0.49,1.74,0.0,4.1,124.0,206.0,1
RX-0267,2025-05-20,lente,Paracetamol_500mg,Sup_B,99.35,2.29,55.7,0.48,29.1,7.4,17.6,45.0,60.0,23.0,63.0,21.2,43.5,501.9,91.5,88.3,0.501,3.48,2.32,4.1,4.6,153.0,216.0,1
RX-0268,2025-11-22,herfst,Aspirine_300mg,Sup_B,99.26,1.78,52.2,0.41,29.1,14.5,13.3,23.0,56.0,50.0,0.0,21.7,49.4,304.2,61.1,94.1,0.36,1.53,0.93,0.0,3.7,129.0,198.0,1
RX-0269,2025-03-04,lente,Paracetamol_500mg,Sup_B,99.21,2.2,70.9,0.436,18.2,11.0,21.3,40.0,54.0,56.0,30.0,20.0,43.1,496.3,103.9,69.7,0.387,0.93,1.33,3.6,4.4,156.0,224.0,0
RX-0270,2025-11-09,herfst,Ibuprofen_400mg,Sup_A,99.67,2.11,46.7,0.458,18.0,15.0,23.3,56.0,56.0,39.0,65.0,21.6,43.4,399.7,90.4,72.1,0.489,1.08,1.34,4.3,5.0,180.0,238.0,0
RX-0271,2025-09-27,herfst,Metformin_850mg,Sup_A,99.31,2.57,64.2,0.44,20.2,5.2,22.8,57.0,55.0,22.0,33.0,20.1,49.3,848.6,116.6,77.6,0.535,2.35,1.89,3.5,3.7,133.0,196.0,1
RX-0272,2025-01-30,winter,Paracetamol_500mg,Sup_B,99.87,2.45,50.4,0.47,19.6,16.1,20.0,31.0,52.0,46.0,38.0,18.8,40.0,501.9,103.6,77.8,0.369,3.19,1.86,3.7,4.1,168.0,225.0,1
RX-0273,2025-06-07,zomer,Ibuprofen_400mg,Sup_A,99.73,2.38,36.4,0.469,22.6,5.8,14.7,50.0,54.0,59.0,77.0,24.2,58.8,404.7,67.7,87.4,0.635,1.59,1.4,4.6,3.8,191.0,256.0,1
RX-0274,2025-12-09,winter,Metformin_850mg,Sup_C,99.38,1.74,49.3,0.423,26.0,10.0,22.1,56.0,63.0,55.0,80.0,19.1,39.0,847.7,115.1,71.9,0.515,0.5,0.75,4.7,4.7,196.0,264.0,0
RX-0275,2025-04-19,lente,Ibuprofen_400mg,Sup_C,99.98,2.34,41.0,0.465,15.9,18.8,17.8,30.0,52.0,29.0,65.0,19.8,41.2,401.5,77.4,87.6,0.333,1.8,1.64,4.9,4.5,174.0,227.0,1
RX-0276,2025-08-18,zomer,Ibuprofen_400mg,Sup_A,99.49,2.36,47.9,0.404,26.5,11.0,13.1,23.0,56.0,36.0,64.0,24.6,58.2,402.8,73.1,96.4,0.345,1.59,1.78,4.2,4.1,166.0,227.0,1
RX-0277,2025-01-13,winter,Aspirine_300mg,Sup_C,99.49,1.75,58.0,0.422,15.1,19.5,19.7,30.0,51.0,58.0,0.0,20.2,37.4,291.2,80.3,76.5,0.333,0.69,0.8,0.0,4.2,141.0,205.0,1
RX-0278,2025-01-14,winter,Ibuprofen_400mg,Sup_C,99.88,2.78,45.3,0.454,18.2,16.4,16.9,33.0,63.0,51.0,72.0,19.9,42.4,398.7,74.1,84.7,0.461,0.43,2.14,4.7,4.8,203.0,260.0,1
RX-0279,2025-04-18,lente,Ibuprofen_400mg,Sup_B,99.07,1.59,52.5,0.442,29.0,16.4,11.2,24.0,59.0,41.0,58.0,21.4,48.0,397.8,78.0,94.8,0.477,3.18,0.58,4.4,4.9,183.0,238.0,1
RX-0280,2025-05-25,lente,Ibuprofen_400mg,Sup_C,99.11,2.25,39.7,0.41,23.2,6.3,19.3,46.0,60.0,21.0,88.0,20.6,45.3,405.1,78.5,80.9,0.421,3.21,1.94,4.6,4.8,180.0,235.0,1
RX-0281,2025-08-04,zomer,Paracetamol_500mg,Sup_C,99.97,2.61,41.3,0.501,16.9,14.6,11.8,45.0,69.0,45.0,44.0,20.2,56.3,495.5,55.9,100.0,0.622,1.76,2.13,3.8,4.0,165.0,231.0,1
RX-0282,2025-01-25,winter,Paracetamol_500mg,Sup_B,99.42,2.26,49.0,0.433,28.1,11.6,12.3,54.0,62.0,30.0,44.0,19.4,49.1,499.1,70.4,98.5,0.616,3.42,1.63,4.0,4.3,145.0,210.0,1
RX-0283,2025-06-24,zomer,Ibuprofen_400mg,Sup_C,99.34,2.16,48.4,0.468,17.9,9.4,25.0,35.0,59.0,24.0,71.0,22.3,55.8,391.9,104.7,66.1,0.198,1.59,1.79,4.6,4.4,170.0,228.0,0
RX-0284,2025-03-05,lente,Ibuprofen_400mg,Sup_A,99.18,2.82,48.7,0.481,22.9,13.8,16.4,43.0,69.0,31.0,54.0,19.8,43.3,399.2,75.2,88.5,0.588,2.3,1.66,4.1,4.6,163.0,225.0,1
RX-0285,2025-10-03,herfst,Ibuprofen_400mg,Sup_C,99.58,2.13,56.9,0.443,24.1,12.7,17.9,39.0,57.0,29.0,86.0,22.1,46.8,401.2,81.2,83.3,0.4,3.54,1.58,4.4,4.6,173.0,235.0,1
RX-0286,2025-02-01,winter,Paracetamol_500mg,Sup_B,99.7,2.42,51.6,0.436,27.7,13.2,22.3,55.0,55.0,50.0,69.0,18.7,38.3,509.6,93.8,74.2,0.604,1.43,1.52,4.6,4.5,189.0,250.0,0
RX-0287,2025-07-13,zomer,Paracetamol_500mg,Sup_B,99.84,2.82,59.2,0.489,26.3,9.8,19.5,46.0,64.0,57.0,83.0,23.2,57.1,501.2,91.8,78.2,0.5,1.44,1.34,5.0,4.1,210.0,273.0,1
RX-0288,2025-01-16,winter,Ibuprofen_400mg,Sup_C,99.46,2.23,56.1,0.445,22.9,14.2,18.8,22.0,67.0,55.0,36.0,21.0,37.0,399.8,89.2,73.8,0.314,0.39,0.81,3.9,4.1,160.0,234.0,0
RX-0289,2025-06-26,zomer,Aspirine_300mg,Sup_C,99.4,2.4,51.1,0.471,27.6,13.1,13.7,23.0,69.0,53.0,0.0,22.4,55.3,307.8,64.5,95.6,0.491,3.33,1.47,0.0,3.8,127.0,206.0,1
RX-0290,2025-04-08,lente,Omeprazol_20mg,Sup_B,99.44,1.83,68.6,0.433,16.4,16.8,16.8,43.0,53.0,57.0,90.0,22.1,46.7,199.7,60.2,81.9,0.446,0.73,0.96,4.6,5.0,220.0,272.0,1
RX-0291,2025-11-15,herfst,Paracetamol_500mg,Sup_C,99.55,2.58,37.1,0.494,17.8,13.4,23.8,51.0,61.0,21.0,81.0,22.3,39.9,506.2,100.2,73.8,0.403,0.78,2.15,4.6,4.6,175.0,231.0,0
RX-0292,2025-07-23,zomer,Paracetamol_500mg,Sup_C,99.92,2.36,44.7,0.428,16.2,14.4,23.3,41.0,56.0,20.0,75.0,22.4,57.6,490.9,105.3,69.6,0.386,1.29,2.05,4.5,4.0,178.0,229.0,0
RX-0293,2025-02-15,winter,Ibuprofen_400mg,Sup_A,99.54,2.0,48.4,0.49,18.4,7.6,13.1,41.0,61.0,55.0,52.0,21.4,37.7,402.5,64.6,96.8,0.535,0.66,0.81,4.2,3.8,176.0,242.0,1
RX-0294,2025-03-10,lente,Metformin_850mg,Sup_C,99.87,2.49,60.8,0.447,29.5,17.2,20.1,38.0,65.0,42.0,77.0,22.0,44.1,858.7,118.3,83.7,0.424,2.24,1.42,4.8,4.9,196.0,255.0,1
RX-0295,2025-09-20,herfst,Ibuprofen_400mg,Sup_A,99.41,1.55,47.8,0.439,18.0,13.4,13.4,40.0,57.0,22.0,80.0,19.6,43.8,395.9,69.3,92.3,0.514,2.07,1.38,4.8,4.6,181.0,232.0,1
RX-0296,2025-08-30,zomer,Ibuprofen_400mg,Sup_A,98.87,2.71,50.9,0.413,25.0,19.9,10.1,39.0,54.0,22.0,86.0,23.7,56.0,401.0,59.4,100.0,0.585,2.41,2.43,4.9,4.8,186.0,236.0,1
RX-0297,2025-06-10,zomer,Paracetamol_500mg,Sup_C,99.62,2.86,57.6,0.472,25.4,16.7,19.7,59.0,60.0,21.0,33.0,23.4,53.0,503.1,84.4,84.7,0.541,1.23,2.4,3.3,4.1,124.0,191.0,1
RX-0298,2025-05-29,lente,Metformin_850mg,Sup_B,99.58,1.98,48.2,0.463,26.4,17.9,21.6,30.0,67.0,54.0,53.0,21.8,47.8,850.6,129.2,68.2,0.149,1.7,1.04,4.0,5.0,188.0,253.0,0
RX-0299,2025-04-06,lente,Ibuprofen_400mg,Sup_B,100.2,1.86,51.8,0.436,18.5,19.2,23.2,37.0,54.0,41.0,47.0,22.0,50.3,400.0,91.8,74.2,0.283,0.06,1.23,3.9,4.3,166.0,226.0,0
RX-0300,2025-05-22,lente,Ibuprofen_400mg,Sup_A,99.26,2.1,61.4,0.47,26.3,15.4,10.2,48.0,58.0,58.0,68.0,22.0,44.3,405.4,53.1,100.0,0.619,1.3,0.94,4.4,4.7,200.0,259.0,1
RX-0301,2025-06-06,zomer,Metformin_850mg,Sup_B,99.45,2.98,40.5,0.458,25.4,14.6,22.3,57.0,65.0,58.0,70.0,23.6,52.5,854.9,106.9,78.9,0.645,1.41,1.82,4.7,4.3,200.0,265.0,1
RX-0302,2025-04-20,lente,Aspirine_300mg,Sup_B,99.24,2.25,60.7,0.441,21.5,12.0,20.2,44.0,62.0,33.0,0.0,22.7,44.6,298.7,77.7,72.0,0.514,2.9,1.5,0.0,3.7,109.0,181.0,0
RX-0303,2025-12-13,winter,Omeprazol_20mg,Sup_A,99.63,2.26,41.9,0.453,22.1,7.8,23.7,56.0,52.0,59.0,65.0,20.6,37.5,197.9,66.3,71.6,0.512,2.17,1.35,4.4,4.6,196.0,255.0,0
RX-0304,2025-09-18,herfst,Aspirine_300mg,Sup_C,99.58,2.33,60.1,0.493,30.0,17.4,14.7,39.0,52.0,50.0,0.0,21.7,45.9,307.0,60.9,95.7,0.512,2.32,1.54,0.0,4.0,138.0,201.0,1
RX-0305,2025-02-27,winter,Metformin_850mg,Sup_A,99.6,2.08,45.0,0.43,20.2,12.0,9.0,23.0,67.0,57.0,84.0,21.1,38.2,848.5,85.9,100.0,0.436,1.9,0.96,4.6,4.8,210.0,272.0,1
RX-0306,2025-03-06,lente,Aspirine_300mg,Sup_C,99.09,2.02,54.9,0.358,18.3,19.6,17.7,29.0,53.0,47.0,0.0,19.8,40.2,299.2,73.4,78.8,0.323,3.38,1.11,0.0,3.9,127.0,194.0,1
RX-0307,2025-08-10,zomer,Paracetamol_500mg,Sup_A,99.6,2.19,50.8,0.383,25.3,13.4,24.7,47.0,68.0,26.0,59.0,22.5,56.4,501.2,103.2,67.1,0.376,1.92,1.48,3.9,3.9,151.0,219.0,0
RX-0308,2025-01-06,winter,Aspirine_300mg,Sup_B,99.95,2.23,47.7,0.452,17.8,11.2,11.4,50.0,58.0,21.0,0.0,18.9,38.8,301.3,47.8,100.0,0.627,1.99,1.92,0.0,3.7,87.0,160.0,1
RX-0309,2025-02-14,winter,Metformin_850mg,Sup_C,99.33,2.25,57.0,0.438,20.3,5.5,17.9,59.0,67.0,41.0,80.0,22.0,37.2,852.8,100.2,86.3,0.642,2.26,1.51,4.6,4.9,192.0,253.0,1
RX-0310,2025-06-07,zomer,Metformin_850mg,Sup_B,99.08,2.8,58.9,0.502,25.6,10.3,9.0,26.0,61.0,25.0,39.0,24.0,52.1,851.5,85.8,100.0,0.383,2.33,2.19,3.7,4.3,134.0,198.0,1
RX-0311,2025-11-29,herfst,Paracetamol_500mg,Sup_C,99.68,2.3,59.5,0.418,20.7,7.7,20.5,41.0,54.0,36.0,76.0,21.0,46.4,499.0,102.5,79.4,0.278,1.15,1.88,4.4,4.7,184.0,241.0,1
RX-0312,2025-10-28,herfst,Ibuprofen_400mg,Sup_B,100.09,1.66,41.4,0.419,27.9,5.2,20.3,28.0,62.0,48.0,78.0,21.3,45.9,400.1,89.0,77.6,0.34,3.45,0.52,5.0,5.0,193.0,257.0,1
RX-0313,2025-02-21,winter,Ibuprofen_400mg,Sup_B,98.64,2.15,63.4,0.446,22.3,8.8,8.9,49.0,70.0,27.0,32.0,19.4,40.5,405.3,53.2,100.0,0.785,1.97,1.6,3.7,4.4,128.0,197.0,1
RX-0314,2025-06-30,zomer,Omeprazol_20mg,Sup_A,99.31,2.29,63.3,0.412,16.5,8.0,9.8,26.0,51.0,47.0,79.0,23.8,55.7,205.0,35.1,100.0,0.442,1.72,1.49,4.7,4.7,195.0,249.0,0
RX-0315,2025-03-28,lente,Ibuprofen_400mg,Sup_A,99.87,1.68,43.2,0.459,24.9,6.7,8.8,23.0,54.0,54.0,35.0,21.4,44.3,399.5,54.5,98.1,0.483,1.19,0.78,3.7,4.4,153.0,221.0,1
RX-0316,2025-02-12,winter,Paracetamol_500mg,Sup_C,99.31,1.75,50.6,0.471,29.6,6.4,19.2,22.0,65.0,48.0,50.0,19.7,43.9,503.1,104.5,82.6,0.254,2.01,0.72,4.1,4.9,158.0,232.0,1
RX-0317,2025-07-02,zomer,Ibuprofen_400mg,Sup_B,99.31,2.3,52.3,0.473,26.3,6.9,17.9,35.0,66.0,50.0,80.0,22.8,57.6,395.1,76.7,83.2,0.368,1.52,1.44,4.5,3.8,192.0,259.0,1
RX-0318,2025-08-31,zomer,Ibuprofen_400mg,Sup_C,99.59,2.65,44.4,0.454,29.2,17.6,15.9,24.0,62.0,58.0,48.0,24.0,53.7,410.0,79.1,84.7,0.315,1.03,1.66,4.3,4.1,186.0,249.0,1
RX-0319,2025-12-19,winter,Aspirine_300mg,Sup_B,100.15,2.03,51.7,0.474,18.9,12.2,24.0,49.0,68.0,53.0,0.0,19.6,38.7,296.5,83.4,69.8,0.424,0.37,0.71,0.0,4.6,124.0,205.0,0
