timestamp,buitentemp_C,productiebelasting,stoom_tonh,stoom_druk_bar,boiler_rendement,gasverbruik_Nm3h,elektriciteit_kW,piekbelasting,koelwater_m3h,koelwater_aanvoer_C,koelwater_retour_C,koeltoren_approach_C,perslucht_Nm3h,compressor_vermogen_kW,stikstof_Nm3h,energiekost_EURh,CO2_kgh,onderhoudsstop
2025-07-03 05:15:00,24.8,0.647,19.2,9.5,0.879,1743,342,0,200,30.9,36.3,6.1,209,33,36,655,3619,0
2025-07-03 05:30:00,25.4,0.714,20.4,9.4,0.88,1866,384,0,228,31.8,37.1,6.4,225,37,35,704,3882,0
2025-07-03 05:45:00,20.9,0.712,21.7,9.8,0.88,1970,364,0,199,26.4,31.6,5.5,201,30,38,737,4081,0
2025-07-03 06:00:00,24.3,0.612,18.3,9.3,0.89,1656,350,0,198,29.9,34.6,5.6,184,28,31,625,3458,0
2025-07-03 06:15:00,24.1,0.734,19.8,9.5,0.876,1814,434,0,222,29.9,36.7,5.8,223,30,37,692,3809,0
2025-07-03 06:30:00,23.4,0.7,19.9,9.6,0.873,1826,363,0,207,29.5,35.7,6.1,213,32,35,687,3800,0
2025-07-03 06:45:00,23.8,0.759,23.2,9.8,0.891,2108,407,0,221,29.9,37.2,6.1,232,38,37,791,4376,0
2025-07-03 07:00:00,24.4,0.759,22.1,9.8,0.885,2009,429,0,214,30.6,36.9,6.2,229,34,37,759,4187,0
2025-07-03 07:15:00,25.1,0.756,23.2,9.9,0.878,2100,416,0,234,31.3,36.9,6.3,240,33,42,790,4373,0
2025-07-03 07:30:00,25.7,0.738,23.2,9.8,0.877,2129,418,0,241,32.6,38.7,6.9,228,33,38,800,4427,0
2025-07-03 07:45:00,23.1,0.75,22.2,9.6,0.889,2006,445,0,222,29.4,35.1,6.3,216,34,37,760,4196,0
2025-07-03 08:00:00,24.3,0.795,22.5,9.8,0.88,2047,453,0,251,30.7,36.7,6.4,228,38,42,776,4274,0
2025-07-03 08:15:00,24.7,0.781,23.8,10.0,0.881,2173,430,0,228,31.0,37.1,6.3,233,35,43,817,4515,0
2025-07-03 08:30:00,25.3,0.825,25.7,10.0,0.881,2336,458,0,267,32.1,38.4,6.8,252,34,48,878,4852,0
2025-07-03 08:45:00,25.1,0.792,23.7,9.8,0.881,2153,454,0,241,32.0,37.8,6.9,250,35,40,813,4486,0
2025-07-03 09:00:00,24.6,0.858,25.6,9.9,0.877,2330,480,0,251,30.9,37.9,6.4,274,37,39,878,4852,0
2025-07-03 09:15:00,21.5,0.896,27.2,10.2,0.884,2470,475,0,224,27.1,34.8,5.6,268,38,49,926,5124,0
2025-07-03 09:30:00,22.3,0.832,26.3,10.2,0.884,2380,419,0,220,28.1,35.1,5.7,261,38,44,888,4917,0
2025-07-03 09:45:00,24.0,0.892,25.8,10.1,0.879,2353,475,0,257,30.3,37.9,6.4,266,41,45,886,4902,0
2025-07-03 10:00:00,26.0,0.87,26.9,10.5,0.88,2459,513,0,277,32.7,39.3,6.7,253,38,38,928,5127,0
2025-07-03 10:15:00,20.1,0.902,27.0,10.3,0.877,2466,451,0,224,25.2,32.1,5.1,269,42,52,922,5112,0
2025-07-03 10:30:00,19.0,0.855,28.5,10.6,0.883,2603,439,0,198,23.9,31.4,4.9,232,34,46,968,5385,0
2025-07-03 10:45:00,23.4,0.937,27.0,10.2,0.876,2454,491,0,257,29.6,37.4,6.2,288,47,48,923,5113,0
2025-07-03 11:00:00,23.2,0.911,28.5,10.6,0.876,2569,504,0,261,29.2,35.7,6.0,269,37,47,965,5328,0
2025-07-03 11:15:00,19.3,0.882,25.9,10.1,0.877,2355,433,0,221,24.6,32.1,5.2,257,36,43,880,4873,0
2025-07-03 11:30:00,21.3,0.873,29.8,10.3,0.881,2713,433,0,242,26.7,33.5,5.4,277,43,40,1006,5609,0
2025-07-03 11:45:00,19.2,0.901,26.0,10.0,0.881,2362,439,0,204,24.0,31.7,4.8,270,39,45,883,4903,0
2025-07-03 12:00:00,18.7,0.906,28.1,10.6,0.881,2567,465,0,221,24.0,32.0,5.2,274,42,48,959,5317,0
2025-07-03 12:15:00,18.9,0.886,28.1,10.3,0.882,2540,454,0,205,23.5,30.5,4.6,261,42,43,948,5270,0
2025-07-03 12:30:00,18.4,0.92,25.9,10.1,0.875,2363,443,0,216,23.3,30.4,4.8,278,42,43,885,4900,0
2025-07-03 12:45:00,19.9,0.855,25.4,10.0,0.877,2314,443,0,207,24.8,31.1,4.9,251,39,46,867,4803,0
2025-07-03 13:00:00,14.9,0.875,27.4,10.0,0.877,2497,439,0,185,19.5,27.3,4.6,262,41,45,930,5163,0
2025-07-03 13:15:00,19.6,0.884,27.4,10.2,0.881,2493,458,0,209,24.5,30.8,4.9,252,37,47,932,5175,0
2025-07-03 13:30:00,16.3,0.931,27.2,10.3,0.874,2481,487,0,195,21.0,28.2,4.7,275,41,43,931,5158,0
2025-07-03 13:45:00,15.4,0.885,26.4,10.2,0.879,2412,440,0,190,19.5,26.7,4.1,270,42,45,901,4999,0
2025-07-03 14:00:00,14.9,0.876,26.0,10.2,0.889,2315,440,0,198,19.7,26.9,4.8,257,38,43,867,4804,0
2025-07-03 14:15:00,15.7,0.863,26.9,10.2,0.877,2450,438,0,179,21.0,26.8,5.3,248,35,49,914,5070,0
2025-07-03 14:30:00,11.9,0.814,25.0,10.0,0.882,2272,358,0,161,16.9,23.6,5.0,248,35,39,841,4686,0
2025-07-03 14:45:00,14.0,0.861,26.5,10.2,0.875,2416,413,0,179,19.0,25.1,5.0,276,39,41,899,5008,0
2025-07-03 15:00:00,16.3,0.831,23.8,9.9,0.883,2158,401,0,172,21.3,28.1,5.0,229,37,35,807,4473,0
2025-07-03 15:15:00,16.3,0.813,24.4,10.0,0.879,2223,386,0,157,21.4,27.9,5.1,245,37,43,828,4593,0
2025-07-03 15:30:00,15.2,0.823,23.1,10.0,0.887,2091,406,0,165,20.7,27.5,5.5,239,33,42,784,4345,0
2025-07-03 15:45:00,15.0,0.813,24.2,9.9,0.892,2166,424,0,160,20.3,27.1,5.2,248,33,39,812,4508,0
2025-07-03 16:00:00,13.1,0.798,24.2,10.0,0.887,2190,413,0,169,18.1,24.0,5.1,241,37,39,819,4545,0
2025-07-03 16:15:00,16.0,0.803,25.0,10.0,0.876,2289,386,0,175,21.1,27.4,5.1,242,36,33,851,4735,0
2025-07-03 16:30:00,17.9,0.738,21.6,9.7,0.88,1960,384,0,170,22.8,28.5,4.9,215,28,37,735,4072,0
2025-07-03 16:45:00,15.2,0.751,22.0,9.8,0.878,2004,368,0,161,20.3,26.2,5.1,220,31,45,749,4158,0
2025-07-03 17:00:00,16.6,0.779,24.6,10.1,0.884,2220,378,0,157,21.6,28.3,5.0,233,33,37,826,4589,0
2025-07-03 17:15:00,14.9,0.711,21.0,9.7,0.886,1907,341,0,145,19.8,25.5,4.9,224,32,39,711,3955,0
2025-07-03 17:30:00,13.5,0.719,21.4,9.6,0.88,1960,371,0,132,18.9,24.4,5.3,233,34,36,733,4062,0
2025-07-03 17:45:00,11.3,0.714,22.6,9.8,0.883,2066,373,0,136,16.0,21.7,4.7,218,32,33,771,4275,0
2025-07-03 18:00:00,13.6,0.747,23.9,9.9,0.886,2160,395,0,160,19.1,24.9,5.5,210,29,38,807,4479,0
2025-07-03 18:15:00,14.9,0.636,18.6,9.5,0.884,1705,319,0,130,20.4,25.1,5.5,187,27,34,638,3530,0
2025-07-03 18:30:00,14.6,0.64,19.4,9.6,0.885,1757,308,0,143,19.7,24.1,5.0,195,32,27,655,3637,0
2025-07-03 18:45:00,13.5,0.661,21.8,9.7,0.888,1943,335,0,144,18.7,23.6,5.2,196,29,31,723,4023,0
2025-07-03 19:00:00,18.2,0.668,21.0,9.5,0.89,1886,332,0,156,23.2,28.9,5.0,199,28,31,703,3897,0
2025-07-03 19:15:00,18.6,0.627,19.1,9.4,0.888,1711,294,0,169,23.7,28.8,5.2,190,28,32,638,3535,0
2025-07-03 19:30:00,14.1,0.683,21.8,9.6,0.886,1966,354,0,144,19.4,25.7,5.3,206,31,32,734,4075,0
2025-07-03 19:45:00,18.1,0.596,19.5,9.3,0.881,1773,286,0,134,22.2,26.5,4.1,169,26,38,658,3656,0
2025-07-03 20:00:00,13.7,0.574,18.4,9.4,0.896,1669,290,0,99,18.2,23.7,4.5,183,29,32,621,3450,0
2025-07-03 20:15:00,15.3,0.575,18.8,9.5,0.883,1705,270,0,121,20.2,24.1,4.9,180,29,30,631,3519,0
2025-07-03 20:30:00,15.7,0.532,16.5,9.1,0.887,1475,271,0,125,20.8,24.4,5.2,156,23,17,551,3063,0
2025-07-03 20:45:00,12.9,0.613,18.3,9.4,0.888,1644,301,0,116,18.3,23.1,5.4,174,28,31,614,3410,0
2025-07-03 21:00:00,15.9,0.536,17.5,9.3,0.883,1568,266,0,112,21.1,25.0,5.2,170,25,30,583,3236,0
2025-07-03 21:15:00,17.3,0.56,16.9,9.3,0.886,1515,272,0,133,22.8,27.5,5.5,178,26,31,566,3138,0
2025-07-03 21:30:00,15.0,0.495,14.9,9.1,0.893,1342,246,0,99,19.8,24.3,4.8,151,16,23,501,2772,0
2025-07-03 21:45:00,17.5,0.548,16.5,9.2,0.892,1473,288,0,100,22.8,26.7,5.3,173,25,29,552,3055,0
2025-07-03 22:00:00,18.6,0.478,13.6,8.9,0.885,1246,241,0,111,24.0,27.9,5.4,155,24,27,467,2588,0
2025-07-03 22:15:00,15.7,0.54,16.0,9.1,0.89,1423,277,0,116,20.6,24.3,4.8,166,24,26,534,2958,0
2025-07-03 22:30:00,16.6,0.501,16.1,9.0,0.879,1476,255,0,128,21.6,26.3,5.0,143,24,22,550,3053,0
2025-07-03 22:45:00,21.7,0.534,15.9,9.0,0.891,1439,270,0,160,27.0,31.2,5.3,172,25,28,539,2997,0
2025-07-03 23:00:00,16.6,0.531,16.1,9.2,0.879,1450,283,0,119,21.4,26.4,4.8,158,23,28,544,3012,0
2025-07-03 23:15:00,18.3,0.522,15.6,9.1,0.883,1409,262,0,124,23.0,27.0,4.7,158,28,26,527,2921,0
2025-07-03 23:30:00,20.1,0.502,15.1,9.0,0.882,1369,253,0,126,25.2,30.2,5.0,163,21,27,512,2843,0
2025-07-03 23:45:00,23.0,0.495,15.2,9.0,0.886,1368,284,0,150,28.5,32.9,5.5,165,27,23,516,2849,0
2025-07-04 00:00:00,21.5,0.446,14.8,9.0,0.889,1335,244,0,128,26.6,31.0,5.1,127,22,17,499,2763,0
2025-07-04 00:15:00,19.4,0.455,13.2,8.7,0.882,1184,223,0,117,24.1,27.3,4.7,135,20,20,443,2451,0
2025-07-04 00:30:00,19.0,0.537,15.7,9.2,0.884,1408,270,0,137,23.7,27.0,4.7,175,22,31,528,2923,0
2025-07-04 00:45:00,22.5,0.465,12.3,8.7,0.89,1093,238,0,177,28.0,32.9,5.5,137,19,27,415,2289,0
2025-07-04 01:00:00,23.6,0.473,15.1,9.0,0.89,1350,258,0,175,29.5,33.7,6.0,124,19,18,507,2801,0
2025-07-04 01:15:00,20.7,0.488,13.8,8.9,0.879,1259,228,0,142,25.7,30.2,5.0,140,21,25,471,2621,0
2025-07-04 01:30:00,20.0,0.535,17.3,9.3,0.885,1559,281,0,141,25.4,29.7,5.4,136,24,27,582,3227,0
2025-07-04 01:45:00,20.4,0.482,14.7,9.0,0.884,1331,241,0,147,25.6,28.8,5.2,156,23,24,498,2758,0
2025-07-04 02:00:00,23.4,0.532,14.8,8.9,0.884,1339,284,0,166,29.9,33.9,6.4,142,23,23,506,2801,0
2025-07-04 02:15:00,23.7,0.471,13.0,8.9,0.896,1156,279,0,174,30.0,34.6,6.3,140,19,24,442,2420,0
2025-07-04 02:30:00,26.8,0.553,18.5,9.3,0.89,1678,336,0,199,33.9,37.1,7.1,172,24,28,631,3487,0
2025-07-04 02:45:00,21.1,0.537,16.2,8.9,0.882,1463,274,0,156,26.1,29.9,5.0,156,21,24,548,3038,0
2025-07-04 03:00:00,27.7,0.542,17.4,9.1,0.888,1563,361,0,213,34.4,38.9,6.7,154,25,26,595,3277,0
2025-07-04 03:15:00,25.1,0.582,17.3,9.0,0.886,1559,323,0,195,31.9,37.0,6.9,167,28,25,588,3245,0
2025-07-04 03:30:00,24.7,0.587,18.0,9.4,0.877,1643,334,0,194,30.6,36.4,6.0,169,29,32,619,3424,0
2025-07-04 03:45:00,24.1,0.542,17.4,9.3,0.891,1578,321,0,182,30.1,34.5,6.0,152,24,28,594,3281,0
2025-07-04 04:00:00,22.3,0.546,16.1,9.1,0.888,1440,294,0,176,28.2,33.0,5.8,166,27,27,543,3000,0
2025-07-04 04:15:00,22.2,0.641,20.1,9.3,0.881,1831,336,0,173,28.0,32.7,5.8,190,29,33,685,3799,0
2025-07-04 04:30:00,25.1,0.684,21.2,9.7,0.888,1912,372,0,219,31.7,38.2,6.5,201,28,36,718,3964,0
2025-07-04 04:45:00,25.2,0.648,19.1,9.3,0.887,1732,398,0,221,31.4,37.0,6.2,205,32,32,658,3616,0
2025-07-04 05:00:00,26.9,0.65,21.2,9.6,0.881,1907,384,0,233,34.0,39.0,7.1,175,29,28,718,3977,0
2025-07-04 05:15:00,25.2,0.664,19.6,9.4,0.881,1752,374,0,215,31.1,34.9,5.9,194,27,28,662,3655,0
2025-07-04 05:30:00,28.1,0.7,20.9,9.4,0.893,1862,450,0,243,36.0,42.6,7.9,228,35,38,711,3902,0
2025-07-04 05:45:00,23.5,0.648,18.1,9.4,0.885,1646,358,0,193,29.9,35.2,6.3,186,29,41,623,3440,0
2025-07-04 06:00:00,22.8,0.727,21.8,9.7,0.881,1986,411,0,189,28.7,34.7,5.9,219,32,36,748,4140,0
2025-07-04 06:15:00,25.9,0.721,21.1,9.6,0.882,1936,408,0,240,32.9,38.2,6.9,207,33,37,731,4032,0
2025-07-04 06:30:00,23.0,0.756,23.8,9.8,0.886,2144,412,0,226,28.8,34.3,5.8,236,34,38,804,4451,0
2025-07-04 06:45:00,23.5,0.76,23.1,9.9,0.872,2127,432,0,231,29.7,34.9,6.2,220,33,35,801,4428,0
2025-07-04 07:00:00,22.8,0.727,21.1,9.7,0.891,1891,361,0,213,28.6,33.9,5.8,226,33,30,709,3922,0
2025-07-04 07:15:00,23.8,0.763,21.6,9.6,0.887,1968,437,0,206,30.1,36.8,6.4,238,38,38,745,4108,0
2025-07-04 07:30:00,20.9,0.77,22.1,9.8,0.877,2017,412,0,190,26.1,32.4,5.2,249,40,36,759,4201,0
2025-07-04 07:45:00,20.8,0.848,24.8,10.1,0.881,2253,412,0,221,26.5,33.2,5.7,265,38,49,843,4666,0
2025-07-04 08:00:00,25.0,0.792,23.5,9.8,0.882,2148,445,0,235,31.1,36.7,6.1,242,37,45,810,4478,0
2025-07-04 08:15:00,25.4,0.829,25.2,10.0,0.888,2272,474,0,234,32.2,39.0,6.8,250,40,35,857,4723,0
2025-07-04 08:30:00,25.4,0.88,27.3,10.3,0.876,2491,489,0,250,31.7,38.9,6.4,271,41,43,935,5175,0
2025-07-04 08:45:00,19.9,0.819,24.9,10.0,0.883,2255,425,0,205,25.0,31.1,5.1,244,35,34,844,4678,0
2025-07-04 09:00:00,19.2,0.852,25.8,9.8,0.883,2330,409,0,201,24.3,32.0,5.1,234,38,47,869,4826,0
2025-07-04 09:15:00,23.9,0.87,23.7,9.8,0.885,2133,491,0,250,29.5,36.0,5.6,258,37,42,810,4459,0
2025-07-04 09:30:00,24.0,0.806,23.6,9.9,0.886,2116,459,0,235,30.0,36.6,6.0,227,33,43,800,4416,0
2025-07-04 09:45:00,26.1,0.825,24.4,9.9,0.884,2218,482,0,256,32.9,39.3,6.8,233,32,46,839,4633,0
2025-07-04 10:00:00,27.7,0.888,26.0,10.2,0.876,2364,525,0,274,34.5,42.4,6.8,261,38,46,896,4934,0
2025-07-04 10:15:00,22.2,0.878,25.3,10.2,0.879,2304,462,0,242,27.4,34.9,5.1,271,41,46,867,4786,0
2025-07-04 10:30:00,21.9,0.868,27.7,10.4,0.881,2509,448,0,222,27.0,34.1,5.1,260,39,45,936,5197,0
2025-07-04 10:45:00,21.6,0.875,26.5,10.4,0.878,2416,446,0,228,27.1,33.7,5.4,257,41,46,904,5010,0
2025-07-04 11:00:00,21.5,0.89,28.7,10.3,0.874,2621,441,0,221,27.1,33.7,5.6,261,40,42,975,5415,0
2025-07-04 11:15:00,24.0,0.893,26.7,10.1,0.878,2443,472,0,267,29.7,38.3,5.7,280,41,43,917,5074,0
2025-07-04 11:30:00,21.5,0.902,27.5,9.9,0.879,2495,459,0,219,27.2,34.2,5.7,280,40,44,933,5179,0
2025-07-04 11:45:00,16.8,0.916,28.3,10.4,0.876,2582,419,0,191,21.8,29.0,5.0,293,41,44,958,5331,0
2025-07-04 12:00:00,18.1,0.891,26.9,10.2,0.884,2430,458,0,206,22.8,29.4,4.7,270,45,43,910,5051,0
2025-07-04 12:15:00,17.0,0.865,27.6,10.2,0.878,2528,419,0,195,21.6,28.9,4.6,241,39,42,939,5227,0
2025-07-04 12:30:00,17.5,0.881,26.1,10.1,0.883,2381,430,0,188,22.9,30.3,5.4,275,42,49,889,4936,0
2025-07-04 12:45:00,18.7,0.886,25.2,10.0,0.883,2260,459,0,217,24.2,31.0,5.4,259,38,45,850,4706,0
2025-07-04 13:00:00,20.0,0.852,26.7,10.4,0.878,2455,418,0,211,24.9,31.9,4.9,247,37,38,914,5081,0
2025-07-04 13:15:00,15.5,0.872,25.8,10.1,0.885,2337,443,0,168,20.0,27.4,4.5,271,39,41,874,4857,0
2025-07-04 13:30:00,16.0,0.892,25.3,9.9,0.884,2272,453,0,182,20.9,27.2,4.9,268,40,43,853,4723,0
2025-07-04 13:45:00,16.5,0.887,26.9,10.1,0.876,2456,420,0,186,21.8,29.4,5.3,271,44,54,914,5080,0
2025-07-04 14:00:00,17.7,0.859,26.4,10.1,0.875,2409,433,0,211,23.2,29.8,5.5,237,36,49,899,4998,0
2025-07-04 14:15:00,15.4,0.892,28.6,10.3,0.866,2649,436,0,183,20.3,26.7,4.9,263,39,43,983,5468,0
2025-07-04 14:30:00,16.4,0.887,26.7,10.1,0.889,2409,465,0,197,21.5,29.3,5.1,259,35,44,903,5011,0
2025-07-04 14:45:00,14.7,0.791,22.8,9.9,0.892,2046,401,0,166,19.7,26.0,4.9,264,37,40,768,4252,0
2025-07-04 15:00:00,14.5,0.858,25.2,10.0,0.892,2280,429,0,185,19.7,27.9,5.3,263,39,41,853,4738,0
2025-07-04 15:15:00,16.6,0.804,24.2,9.8,0.874,2213,423,0,173,21.8,27.6,5.2,229,34,43,829,4598,0
2025-07-04 15:30:00,14.7,0.874,27.3,10.3,0.883,2481,429,0,186,19.5,26.7,4.8,260,37,42,924,5133,0
2025-07-04 15:45:00,17.0,0.777,24.1,9.8,0.874,2187,414,0,169,22.1,28.5,5.1,227,31,36,819,4534,0
2025-07-04 16:00:00,17.3,0.803,23.7,9.9,0.886,2150,407,0,174,22.0,28.3,4.7,243,37,40,805,4466,0
2025-07-04 16:15:00,14.6,0.786,23.7,9.9,0.875,2167,372,0,168,19.3,25.6,4.7,242,34,36,807,4482,0
2025-07-04 16:30:00,15.6,0.765,21.8,9.7,0.886,1948,353,0,146,21.2,26.8,5.5,235,36,35,727,4037,0
2025-07-04 16:45:00,13.1,0.74,23.9,9.9,0.877,2199,369,0,140,18.4,24.0,5.4,238,38,32,817,4544,0
2025-07-04 17:00:00,13.8,0.741,20.9,9.5,0.88,1890,372,0,150,18.5,23.5,4.8,201,32,40,709,3929,0
2025-07-04 17:15:00,18.2,0.703,21.7,9.4,0.881,1979,342,0,172,23.4,29.1,5.1,212,30,35,737,4103,0
2025-07-04 17:30:00,16.4,0.726,21.1,9.6,0.884,1907,354,0,182,21.2,26.2,4.8,224,31,38,714,3956,0
2025-07-04 17:45:00,13.1,0.678,21.6,9.5,0.887,1943,335,0,117,18.3,22.9,5.2,205,30,34,723,4022,0
2025-07-04 18:00:00,16.7,0.711,23.1,10.0,0.878,2109,346,0,147,22.2,28.1,5.5,220,36,36,783,4356,0
2025-07-04 18:15:00,18.0,0.749,22.7,9.7,0.886,2053,378,0,181,23.0,30.3,5.0,236,34,35,768,4261,0
2025-07-04 18:30:00,17.6,0.61,19.7,9.6,0.883,1755,298,0,160,22.4,26.7,4.8,188,28,32,653,3632,0
2025-07-04 18:45:00,16.6,0.709,22.6,9.7,0.892,1997,348,0,153,21.3,27.4,4.7,223,34,35,744,4131,0
2025-07-04 19:00:00,17.2,0.637,19.7,9.5,0.897,1768,321,0,137,21.9,26.5,4.8,188,26,36,660,3670,0
2025-07-04 19:15:00,14.0,0.637,19.8,9.5,0.888,1769,327,0,132,19.0,24.2,4.9,178,25,29,661,3678,0
2025-07-04 19:30:00,13.1,0.603,20.7,9.6,0.888,1867,279,0,107,17.8,22.8,4.8,168,27,24,689,3842,0
2025-07-04 19:45:00,14.9,0.579,17.9,9.4,0.887,1632,304,0,120,19.8,24.3,4.9,175,26,27,610,3382,0
2025-07-04 20:00:00,14.2,0.562,16.1,9.1,0.89,1443,279,0,99,18.8,23.9,4.5,174,27,28,541,3008,0
2025-07-04 20:15:00,16.2,0.585,18.2,9.4,0.88,1668,282,0,127,21.1,26.2,4.9,167,24,35,620,3456,0
2025-07-04 20:30:00,15.8,0.574,18.3,9.2,0.889,1627,271,0,131,21.2,25.1,5.5,167,29,30,605,3365,0
2025-07-04 20:45:00,14.0,0.584,16.6,9.3,0.893,1468,281,0,129,19.2,24.3,5.3,182,24,31,550,3051,0
2025-07-04 21:00:00,15.6,0.546,16.6,9.3,0.89,1498,262,0,113,20.7,25.3,5.0,161,24,30,558,3103,0
2025-07-04 21:15:00,14.3,0.519,16.8,9.2,0.876,1524,255,0,116,19.1,23.6,4.7,149,19,30,566,3152,0
2025-07-04 21:30:00,19.7,0.487,15.6,9.0,0.88,1417,240,0,133,24.7,28.3,5.1,145,21,23,527,2931,0
2025-07-04 21:45:00,18.2,0.576,18.0,9.3,0.88,1634,302,0,133,23.2,27.7,5.0,162,20,27,611,3385,0
2025-07-04 22:00:00,15.1,0.518,17.9,9.1,0.877,1631,238,0,96,20.1,24.9,4.9,157,23,23,601,3359,0
2025-07-04 22:15:00,17.0,0.508,13.9,8.8,0.889,1246,279,0,114,22.2,26.4,5.2,147,24,27,472,2607,0
2025-07-04 22:30:00,20.5,0.49,15.3,9.0,0.887,1394,245,0,127,26.1,29.7,5.6,157,23,24,520,2893,0
2025-07-04 22:45:00,18.3,0.498,14.9,9.0,0.889,1343,240,0,105,23.4,27.3,5.2,157,25,23,501,2790,0
2025-07-04 23:00:00,21.2,0.524,16.3,9.1,0.884,1484,297,0,163,26.1,30.7,5.0,162,25,25,558,3090,0
2025-07-04 23:15:00,18.2,0.498,15.6,9.0,0.885,1396,251,0,138,23.2,26.8,4.9,154,24,23,522,2894,0
2025-07-04 23:30:00,17.6,0.521,15.8,9.1,0.884,1432,256,0,143,22.6,27.2,5.0,156,20,19,535,2972,0
2025-07-04 23:45:00,17.3,0.557,16.7,9.2,0.887,1506,296,0,137,22.3,26.0,5.0,168,29,27,566,3129,0
2025-07-05 00:00:00,22.5,0.379,12.7,8.7,0.884,1134,200,0,138,28.2,31.2,5.7,103,13,20,424,2352,0
2025-07-05 00:15:00,16.3,0.367,10.3,8.6,0.894,935,200,0,93,21.6,25.0,5.3,125,19,21,353,1956,0
2025-07-05 00:30:00,19.2,0.36,10.9,8.7,0.89,985,200,0,101,24.2,26.6,5.0,92,15,17,371,2059,0
2025-07-05 00:45:00,20.3,0.336,10.3,8.5,0.884,942,200,0,99,25.2,27.1,4.9,83,13,16,356,1964,0
2025-07-05 01:00:00,24.2,0.369,11.4,8.8,0.894,1005,248,0,155,30.6,33.3,6.5,112,14,20,385,2114,0
2025-07-05 01:15:00,19.3,0.306,8.7,8.4,0.895,791,200,0,102,24.2,26.4,4.9,90,12,15,303,1664,0
2025-07-05 01:30:00,19.8,0.35,10.2,8.6,0.89,932,200,0,112,24.7,27.3,4.9,97,17,20,352,1951,0
2025-07-05 01:45:00,22.4,0.384,12.8,8.9,0.884,1180,201,0,154,28.3,32.2,5.9,122,21,15,440,2441,0
2025-07-05 02:00:00,22.0,0.364,10.5,8.7,0.886,949,200,0,128,27.6,30.4,5.6,97,16,10,359,1979,0
2025-07-05 02:15:00,23.1,0.376,12.6,8.8,0.888,1125,233,0,141,29.1,32.6,6.1,101,16,18,424,2341,0
2025-07-05 02:30:00,21.1,0.347,11.5,8.8,0.89,1038,200,0,135,26.4,27.9,5.3,99,12,15,390,2154,0
2025-07-05 02:45:00,24.8,0.392,11.1,8.7,0.889,979,227,0,153,31.6,34.2,6.8,114,17,18,373,2055,0
2025-07-05 03:00:00,19.4,0.407,12.7,8.7,0.892,1126,200,0,112,24.8,27.2,5.3,126,15,20,420,2332,0
2025-07-05 03:15:00,22.5,0.41,12.6,8.8,0.887,1145,264,0,113,28.1,30.5,5.6,133,22,18,435,2389,0
2025-07-05 03:30:00,27.4,0.403,13.3,8.8,0.89,1190,265,0,176,34.6,38.0,7.2,125,16,18,452,2485,0
2025-07-05 03:45:00,29.2,0.439,12.6,8.9,0.892,1129,306,0,213,36.8,40.0,7.6,122,18,21,436,2378,0
2025-07-05 04:00:00,24.0,0.444,13.9,8.8,0.892,1235,274,0,185,30.6,34.6,6.5,118,18,27,469,2581,0
2025-07-05 04:15:00,22.3,0.466,14.9,8.9,0.886,1348,248,0,150,28.2,32.2,6.0,136,20,23,505,2791,0
2025-07-05 04:30:00,24.2,0.481,13.3,8.8,0.892,1191,288,0,152,30.5,35.1,6.3,145,24,20,455,2491,0
2025-07-05 04:45:00,22.9,0.49,14.6,8.9,0.89,1313,253,0,159,28.5,32.5,5.6,146,22,24,493,2736,0
2025-07-05 05:00:00,23.1,0.458,13.7,9.0,0.883,1215,229,0,148,28.9,32.9,5.8,142,24,27,455,2515,0
2025-07-05 05:15:00,22.4,0.464,14.4,9.0,0.89,1285,275,0,168,28.4,31.4,6.0,131,19,29,486,2682,0
2025-07-05 05:30:00,26.7,0.52,14.8,9.1,0.879,1343,321,0,194,33.6,38.1,6.9,171,26,22,512,2815,0
2025-07-05 05:45:00,23.5,0.471,12.6,8.8,0.891,1141,278,0,155,30.1,34.1,6.6,131,18,24,436,2387,0
2025-07-05 06:00:00,27.1,0.538,14.1,8.9,0.89,1271,336,0,200,34.3,38.5,7.2,151,23,27,489,2677,0
2025-07-05 06:15:00,22.9,0.527,16.3,9.1,0.9,1461,321,0,183,28.6,32.6,5.7,159,24,30,553,3045,0
2025-07-05 06:30:00,20.9,0.604,18.6,9.1,0.883,1687,303,0,176,25.7,31.3,4.9,172,21,29,630,3497,0
2025-07-05 06:45:00,26.1,0.535,16.9,9.2,0.88,1542,317,0,181,32.6,36.9,6.5,155,23,22,582,3218,0
2025-07-05 07:00:00,26.5,0.585,16.3,9.3,0.884,1475,358,0,223,33.6,38.1,7.1,164,22,26,564,3093,0
2025-07-05 07:15:00,24.0,0.615,19.5,9.5,0.883,1764,351,0,196,30.5,35.5,6.6,178,25,33,663,3666,0
2025-07-05 07:30:00,23.1,0.635,19.5,9.5,0.878,1779,384,0,190,28.3,33.4,5.2,182,24,35,673,3721,0
2025-07-05 07:45:00,24.5,0.613,19.0,9.4,0.895,1708,354,0,208,31.0,35.1,6.5,187,30,28,644,3565,0
2025-07-05 08:00:00,24.1,0.642,20.0,9.5,0.89,1799,344,0,195,30.7,36.7,6.7,196,31,33,675,3743,0
2025-07-05 08:15:00,23.2,0.639,18.4,9.4,0.879,1697,353,0,194,29.4,34.8,6.2,188,29,33,640,3529,0
2025-07-05 08:30:00,26.2,0.653,20.0,9.5,0.882,1802,397,0,225,32.7,37.5,6.5,190,30,31,683,3767,0
