sensor_id,dag,uur,werkelijke_pH,gemeten_pH,afwijking,ruis_std,status
pH-06,29,5,7.0,7.365,0.365,0.1192,ok
pH-06,29,6,7.0,7.366,0.366,0.1192,ok
pH-06,29,7,7.0,7.497,0.497,0.1192,ok
pH-06,29,8,7.0,6.995,-0.005,0.1192,ok
pH-06,29,9,7.0,7.259,0.259,0.1192,ok
pH-06,29,10,7.0,7.331,0.331,0.1192,ok
pH-06,29,11,7.0,7.405,0.405,0.1192,ok
pH-06,29,12,7.0,7.3,0.3,0.1192,ok
pH-06,29,13,7.0,7.189,0.189,0.1192,ok
pH-06,29,14,7.0,7.178,0.178,0.1192,ok
pH-06,29,15,7.0,7.225,0.225,0.1192,ok
pH-06,29,16,7.0,7.318,0.318,0.1192,ok
pH-06,29,17,7.0,7.266,0.266,0.1192,ok
pH-06,29,18,7.0,7.233,0.233,0.1192,ok
pH-06,29,19,7.0,7.254,0.254,0.1192,ok
pH-06,29,20,7.0,7.427,0.427,0.1192,ok
pH-06,29,21,7.0,7.119,0.119,0.1192,ok
pH-06,29,22,7.0,7.351,0.351,0.1192,ok
pH-06,29,23,7.0,7.102,0.102,0.1192,ok
pH-06,30,0,7.0,7.253,0.253,0.1201,ok
pH-06,30,1,7.0,7.212,0.212,0.1201,ok
pH-06,30,2,7.0,7.088,0.088,0.1201,ok
pH-06,30,3,7.0,7.164,0.164,0.1201,ok
pH-06,30,4,7.0,7.533,0.533,0.1201,kalibratie_nodig
pH-06,30,5,7.0,7.26,0.26,0.1201,ok
pH-06,30,6,7.0,6.916,-0.084,0.1201,ok
pH-06,30,7,7.0,7.276,0.276,0.1201,ok
pH-06,30,8,7.0,7.388,0.388,0.1201,ok
pH-06,30,9,7.0,7.329,0.329,0.1201,ok
pH-06,30,10,7.0,7.124,0.124,0.1201,ok
pH-06,30,11,7.0,6.963,-0.037,0.1201,ok
pH-06,30,12,7.0,7.235,0.235,0.1201,ok
pH-06,30,13,7.0,7.268,0.268,0.1201,ok
pH-06,30,14,7.0,7.108,0.108,0.1201,ok
pH-06,30,15,7.0,7.19,0.19,0.1201,ok
pH-06,30,16,7.0,7.098,0.098,0.1201,ok
pH-06,30,17,7.0,7.567,0.567,0.1201,kalibratie_nodig
pH-06,30,18,7.0,7.285,0.285,0.1201,ok
pH-06,30,19,7.0,7.162,0.162,0.1201,ok
pH-06,30,20,7.0,7.236,0.236,0.1201,ok
pH-06,30,21,7.0,7.293,0.293,0.1201,ok
pH-06,30,22,7.0,7.162,0.162,0.1201,ok
pH-06,30,23,7.0,7.295,0.295,0.1201,ok
pH-06,31,0,7.0,7.372,0.372,0.121,ok
pH-06,31,1,7.0,7.338,0.338,0.121,ok
pH-06,31,2,7.0,7.348,0.348,0.121,ok
pH-06,31,3,7.0,7.327,0.327,0.121,ok
pH-06,31,4,7.0,6.96,-0.04,0.121,ok
pH-06,31,5,7.0,6.988,-0.012,0.121,ok
pH-06,31,6,7.0,7.38,0.38,0.121,ok
pH-06,31,7,7.0,7.329,0.329,0.121,ok
pH-06,31,8,7.0,7.245,0.245,0.121,ok
pH-06,31,9,7.0,7.116,0.116,0.121,ok
pH-06,31,10,7.0,7.185,0.185,0.121,ok
pH-06,31,11,7.0,7.401,0.401,0.121,ok
pH-06,31,12,7.0,7.27,0.27,0.121,ok
pH-06,31,13,7.0,7.21,0.21,0.121,ok
pH-06,31,14,7.0,7.292,0.292,0.121,ok
pH-06,31,15,7.0,7.309,0.309,0.121,ok
pH-06,31,16,7.0,7.251,0.251,0.121,ok
pH-06,31,17,7.0,7.308,0.308,0.121,ok
pH-06,31,18,7.0,7.413,0.413,0.121,ok
pH-06,31,19,7.0,7.295,0.295,0.121,ok
pH-06,31,20,7.0,7.303,0.303,0.121,ok
pH-06,31,21,7.0,7.3,0.3,0.121,ok
pH-06,31,22,7.0,7.443,0.443,0.121,ok
pH-06,31,23,7.0,7.414,0.414,0.121,ok
pH-06,32,0,7.0,7.308,0.308,0.122,ok
pH-06,32,1,7.0,7.394,0.394,0.122,ok
pH-06,32,2,7.0,7.379,0.379,0.122,ok
pH-06,32,3,7.0,7.279,0.279,0.122,ok
pH-06,32,4,7.0,7.276,0.276,0.122,ok
pH-06,32,5,7.0,7.122,0.122,0.122,ok
pH-06,32,6,7.0,7.116,0.116,0.122,ok
pH-06,32,7,7.0,7.399,0.399,0.122,ok
pH-06,32,8,7.0,7.528,0.528,0.122,kalibratie_nodig
pH-06,32,9,7.0,7.343,0.343,0.122,ok
pH-06,32,10,7.0,7.27,0.27,0.122,ok
pH-06,32,11,7.0,7.312,0.312,0.122,ok
pH-06,32,12,7.0,7.307,0.307,0.122,ok
pH-06,32,13,7.0,7.125,0.125,0.122,ok
pH-06,32,14,7.0,7.374,0.374,0.122,ok
pH-06,32,15,7.0,7.338,0.338,0.122,ok
pH-06,32,16,7.0,7.067,0.067,0.122,ok
pH-06,32,17,7.0,7.346,0.346,0.122,ok
pH-06,32,18,7.0,7.366,0.366,0.122,ok
pH-06,32,19,7.0,7.117,0.117,0.122,ok
pH-06,32,20,7.0,7.396,0.396,0.122,ok
pH-06,32,21,7.0,7.243,0.243,0.122,ok
pH-06,32,22,7.0,7.391,0.391,0.122,ok
pH-06,32,23,7.0,7.273,0.273,0.122,ok
pH-06,33,0,7.0,7.517,0.517,0.1229,kalibratie_nodig
pH-06,33,1,7.0,7.28,0.28,0.1229,ok
pH-06,33,2,7.0,7.348,0.348,0.1229,ok
pH-06,33,3,7.0,7.043,0.043,0.1229,ok
pH-06,33,4,7.0,7.185,0.185,0.1229,ok
pH-06,33,5,7.0,7.376,0.376,0.1229,ok
pH-06,33,6,7.0,7.434,0.434,0.1229,ok
pH-06,33,7,7.0,7.086,0.086,0.1229,ok
pH-06,33,8,7.0,7.265,0.265,0.1229,ok
pH-06,33,9,7.0,7.478,0.478,0.1229,ok
pH-06,33,10,7.0,7.271,0.271,0.1229,ok
pH-06,33,11,7.0,7.229,0.229,0.1229,ok
pH-06,33,12,7.0,7.11,0.11,0.1229,ok
pH-06,33,13,7.0,7.276,0.276,0.1229,ok
pH-06,33,14,7.0,7.428,0.428,0.1229,ok
pH-06,33,15,7.0,7.375,0.375,0.1229,ok
pH-06,33,16,7.0,7.348,0.348,0.1229,ok
pH-06,33,17,7.0,7.483,0.483,0.1229,ok
pH-06,33,18,7.0,7.399,0.399,0.1229,ok
pH-06,33,19,7.0,7.293,0.293,0.1229,ok
pH-06,33,20,7.0,7.307,0.307,0.1229,ok
pH-06,33,21,7.0,7.178,0.178,0.1229,ok
pH-06,33,22,7.0,7.232,0.232,0.1229,ok
pH-06,33,23,7.0,7.07,0.07,0.1229,ok
pH-06,34,0,7.0,7.441,0.441,0.1238,ok
pH-06,34,1,7.0,7.543,0.543,0.1238,kalibratie_nodig
pH-06,34,2,7.0,7.553,0.553,0.1238,kalibratie_nodig
pH-06,34,3,7.0,7.288,0.288,0.1238,ok
pH-06,34,4,7.0,7.279,0.279,0.1238,ok
pH-06,34,5,7.0,7.338,0.338,0.1238,ok
pH-06,34,6,7.0,7.412,0.412,0.1238,ok
pH-06,34,7,7.0,7.099,0.099,0.1238,ok
pH-06,34,8,7.0,7.129,0.129,0.1238,ok
pH-06,34,9,7.0,7.121,0.121,0.1238,ok
pH-06,34,10,7.0,7.256,0.256,0.1238,ok
pH-06,34,11,7.0,7.244,0.244,0.1238,ok
pH-06,34,12,7.0,7.434,0.434,0.1238,ok
pH-06,34,13,7.0,7.19,0.19,0.1238,ok
pH-06,34,14,7.0,7.144,0.144,0.1238,ok
pH-06,34,15,7.0,7.263,0.263,0.1238,ok
pH-06,34,16,7.0,7.325,0.325,0.1238,ok
pH-06,34,17,7.0,7.226,0.226,0.1238,ok
pH-06,34,18,7.0,7.363,0.363,0.1238,ok
pH-06,34,19,7.0,7.147,0.147,0.1238,ok
pH-06,34,20,7.0,7.064,0.064,0.1238,ok
pH-06,34,21,7.0,7.381,0.381,0.1238,ok
pH-06,34,22,7.0,7.268,0.268,0.1238,ok
pH-06,34,23,7.0,7.125,0.125,0.1238,ok
pH-06,35,0,7.0,7.167,0.167,0.1247,ok
pH-06,35,1,7.0,7.169,0.169,0.1247,ok
pH-06,35,2,7.0,7.338,0.338,0.1247,ok
pH-06,35,3,7.0,7.4,0.4,0.1247,ok
pH-06,35,4,7.0,7.187,0.187,0.1247,ok
pH-06,35,5,7.0,7.392,0.392,0.1247,ok
pH-06,35,6,7.0,7.136,0.136,0.1247,ok
pH-06,35,7,7.0,7.245,0.245,0.1247,ok
pH-06,35,8,7.0,7.312,0.312,0.1247,ok
pH-06,35,9,7.0,7.42,0.42,0.1247,ok
pH-06,35,10,7.0,7.322,0.322,0.1247,ok
pH-06,35,11,7.0,7.429,0.429,0.1247,ok
pH-06,35,12,7.0,7.549,0.549,0.1247,kalibratie_nodig
pH-06,35,13,7.0,7.445,0.445,0.1247,ok
pH-06,35,14,7.0,7.353,0.353,0.1247,ok
pH-06,35,15,7.0,7.222,0.222,0.1247,ok
pH-06,35,16,7.0,7.448,0.448,0.1247,ok
pH-06,35,17,7.0,7.231,0.231,0.1247,ok
pH-06,35,18,7.0,7.445,0.445,0.1247,ok
pH-06,35,19,7.0,7.289,0.289,0.1247,ok
pH-06,35,20,7.0,7.148,0.148,0.1247,ok
pH-06,35,21,7.0,7.213,0.213,0.1247,ok
pH-06,35,22,7.0,6.932,-0.068,0.1247,ok
pH-06,35,23,7.0,7.369,0.369,0.1247,ok
pH-06,36,0,7.0,7.224,0.224,0.1257,ok
pH-06,36,1,7.0,7.047,0.047,0.1257,ok
pH-06,36,2,7.0,7.318,0.318,0.1257,ok
pH-06,36,3,7.0,7.337,0.337,0.1257,ok
pH-06,36,4,7.0,7.23,0.23,0.1257,ok
pH-06,36,5,7.0,7.241,0.241,0.1257,ok
pH-06,36,6,7.0,7.477,0.477,0.1257,ok
pH-06,36,7,7.0,7.342,0.342,0.1257,ok
pH-06,36,8,7.0,7.088,0.088,0.1257,ok
pH-06,36,9,7.0,7.302,0.302,0.1257,ok
pH-06,36,10,7.0,7.294,0.294,0.1257,ok
pH-06,36,11,7.0,7.106,0.106,0.1257,ok
pH-06,36,12,7.0,7.255,0.255,0.1257,ok
pH-06,36,13,7.0,7.065,0.065,0.1257,ok
pH-06,36,14,7.0,7.113,0.113,0.1257,ok
pH-06,36,15,7.0,7.067,0.067,0.1257,ok
pH-06,36,16,7.0,7.192,0.192,0.1257,ok
pH-06,36,17,7.0,7.516,0.516,0.1257,kalibratie_nodig
pH-06,36,18,7.0,7.393,0.393,0.1257,ok
pH-06,36,19,7.0,7.397,0.397,0.1257,ok
pH-06,36,20,7.0,7.28,0.28,0.1257,ok
pH-06,36,21,7.0,7.296,0.296,0.1257,ok
pH-06,36,22,7.0,7.444,0.444,0.1257,ok
pH-06,36,23,7.0,7.377,0.377,0.1257,ok
pH-06,37,0,7.0,7.467,0.467,0.1266,ok
pH-06,37,1,7.0,7.198,0.198,0.1266,ok
pH-06,37,2,7.0,7.434,0.434,0.1266,ok
pH-06,37,3,7.0,7.597,0.597,0.1266,kalibratie_nodig
pH-06,37,4,7.0,7.276,0.276,0.1266,ok
pH-06,37,5,7.0,7.287,0.287,0.1266,ok
pH-06,37,6,7.0,7.415,0.415,0.1266,ok
pH-06,37,7,7.0,7.498,0.498,0.1266,ok
pH-06,37,8,7.0,7.289,0.289,0.1266,ok
pH-06,37,9,7.0,7.117,0.117,0.1266,ok
pH-06,37,10,7.0,7.252,0.252,0.1266,ok
pH-06,37,11,7.0,7.212,0.212,0.1266,ok
pH-06,37,12,7.0,6.994,-0.006,0.1266,ok
pH-06,37,13,7.0,7.44,0.44,0.1266,ok
pH-06,37,14,7.0,7.23,0.23,0.1266,ok
pH-06,37,15,7.0,7.374,0.374,0.1266,ok
pH-06,37,16,7.0,7.559,0.559,0.1266,kalibratie_nodig
pH-06,37,17,7.0,7.069,0.069,0.1266,ok
pH-06,37,18,7.0,7.324,0.324,0.1266,ok
pH-06,37,19,7.0,7.387,0.387,0.1266,ok
pH-06,37,20,7.0,7.271,0.271,0.1266,ok
pH-06,37,21,7.0,7.331,0.331,0.1266,ok
pH-06,37,22,7.0,7.317,0.317,0.1266,ok
pH-06,37,23,7.0,7.139,0.139,0.1266,ok
pH-06,38,0,7.0,7.476,0.476,0.1275,ok
pH-06,38,1,7.0,7.377,0.377,0.1275,ok
pH-06,38,2,7.0,7.276,0.276,0.1275,ok
pH-06,38,3,7.0,7.229,0.229,0.1275,ok
pH-06,38,4,7.0,7.166,0.166,0.1275,ok
pH-06,38,5,7.0,7.386,0.386,0.1275,ok
pH-06,38,6,7.0,7.392,0.392,0.1275,ok
pH-06,38,7,7.0,7.425,0.425,0.1275,ok
pH-06,38,8,7.0,7.568,0.568,0.1275,kalibratie_nodig
pH-06,38,9,7.0,7.345,0.345,0.1275,ok
pH-06,38,10,7.0,7.327,0.327,0.1275,ok
pH-06,38,11,7.0,7.232,0.232,0.1275,ok
pH-06,38,12,7.0,7.545,0.545,0.1275,kalibratie_nodig
pH-06,38,13,7.0,7.596,0.596,0.1275,kalibratie_nodig
pH-06,38,14,7.0,7.098,0.098,0.1275,ok
pH-06,38,15,7.0,7.266,0.266,0.1275,ok
pH-06,38,16,7.0,7.681,0.681,0.1275,kalibratie_nodig
pH-06,38,17,7.0,7.052,0.052,0.1275,ok
pH-06,38,18,7.0,7.238,0.238,0.1275,ok
pH-06,38,19,7.0,7.414,0.414,0.1275,ok
pH-06,38,20,7.0,7.577,0.577,0.1275,kalibratie_nodig
pH-06,38,21,7.0,7.566,0.566,0.1275,kalibratie_nodig
pH-06,38,22,7.0,7.395,0.395,0.1275,ok
pH-06,38,23,7.0,7.336,0.336,0.1275,ok
pH-06,39,0,7.0,7.469,0.469,0.1284,ok
pH-06,39,1,7.0,7.487,0.487,0.1284,ok
pH-06,39,2,7.0,7.312,0.312,0.1284,ok
pH-06,39,3,7.0,7.466,0.466,0.1284,ok
pH-06,39,4,7.0,7.319,0.319,0.1284,ok
pH-06,39,5,7.0,7.175,0.175,0.1284,ok
pH-06,39,6,7.0,7.517,0.517,0.1284,kalibratie_nodig
pH-06,39,7,7.0,7.628,0.628,0.1284,kalibratie_nodig
pH-06,39,8,7.0,7.266,0.266,0.1284,ok
pH-06,39,9,7.0,7.246,0.246,0.1284,ok
pH-06,39,10,7.0,6.921,-0.079,0.1284,ok
pH-06,39,11,7.0,7.428,0.428,0.1284,ok
pH-06,39,12,7.0,7.524,0.524,0.1284,kalibratie_nodig
pH-06,39,13,7.0,7.29,0.29,0.1284,ok
pH-06,39,14,7.0,7.478,0.478,0.1284,ok
pH-06,39,15,7.0,7.211,0.211,0.1284,ok
pH-06,39,16,7.0,7.249,0.249,0.1284,ok
pH-06,39,17,7.0,7.053,0.053,0.1284,ok
pH-06,39,18,7.0,7.358,0.358,0.1284,ok
pH-06,39,19,7.0,7.366,0.366,0.1284,ok
pH-06,39,20,7.0,7.337,0.337,0.1284,ok
pH-06,39,21,7.0,7.46,0.46,0.1284,ok
pH-06,39,22,7.0,7.551,0.551,0.1284,kalibratie_nodig
pH-06,39,23,7.0,7.316,0.316,0.1284,ok
pH-06,40,0,7.0,7.613,0.613,0.1294,kalibratie_nodig
pH-06,40,1,7.0,7.332,0.332,0.1294,ok
pH-06,40,2,7.0,7.327,0.327,0.1294,ok
pH-06,40,3,7.0,7.345,0.345,0.1294,ok
pH-06,40,4,7.0,7.624,0.624,0.1294,kalibratie_nodig
pH-06,40,5,7.0,7.276,0.276,0.1294,ok
pH-06,40,6,7.0,7.46,0.46,0.1294,ok
pH-06,40,7,7.0,7.372,0.372,0.1294,ok
pH-06,40,8,7.0,7.422,0.422,0.1294,ok
pH-06,40,9,7.0,7.258,0.258,0.1294,ok
pH-06,40,10,7.0,7.198,0.198,0.1294,ok
pH-06,40,11,7.0,7.502,0.502,0.1294,kalibratie_nodig
pH-06,40,12,7.0,7.391,0.391,0.1294,ok
pH-06,40,13,7.0,7.276,0.276,0.1294,ok
pH-06,40,14,7.0,7.128,0.128,0.1294,ok
pH-06,40,15,7.0,7.295,0.295,0.1294,ok
pH-06,40,16,7.0,7.307,0.307,0.1294,ok
pH-06,40,17,7.0,7.545,0.545,0.1294,kalibratie_nodig
pH-06,40,18,7.0,7.185,0.185,0.1294,ok
pH-06,40,19,7.0,7.455,0.455,0.1294,ok
pH-06,40,20,7.0,7.545,0.545,0.1294,kalibratie_nodig
pH-06,40,21,7.0,7.267,0.267,0.1294,ok
pH-06,40,22,7.0,7.134,0.134,0.1294,ok
pH-06,40,23,7.0,7.529,0.529,0.1294,kalibratie_nodig
pH-06,41,0,7.0,7.707,0.707,0.1303,kalibratie_nodig
pH-06,41,1,7.0,7.273,0.273,0.1303,ok
pH-06,41,2,7.0,7.308,0.308,0.1303,ok
pH-06,41,3,7.0,7.276,0.276,0.1303,ok
pH-06,41,4,7.0,7.307,0.307,0.1303,ok
pH-06,41,5,7.0,7.338,0.338,0.1303,ok
pH-06,41,6,7.0,7.412,0.412,0.1303,ok
pH-06,41,7,7.0,7.198,0.198,0.1303,ok
pH-06,41,8,7.0,7.433,0.433,0.1303,ok
pH-06,41,9,7.0,7.19,0.19,0.1303,ok
pH-06,41,10,7.0,7.554,0.554,0.1303,kalibratie_nodig
pH-06,41,11,7.0,7.611,0.611,0.1303,kalibratie_nodig
pH-06,41,12,7.0,7.479,0.479,0.1303,ok
pH-06,41,13,7.0,7.19,0.19,0.1303,ok
pH-06,41,14,7.0,7.428,0.428,0.1303,ok
pH-06,41,15,7.0,7.323,0.323,0.1303,ok
pH-06,41,16,7.0,7.349,0.349,0.1303,ok
pH-06,41,17,7.0,7.163,0.163,0.1303,ok
pH-06,41,18,7.0,7.391,0.391,0.1303,ok
pH-06,41,19,7.0,7.456,0.456,0.1303,ok
pH-06,41,20,7.0,7.484,0.484,0.1303,ok
pH-06,41,21,7.0,7.487,0.487,0.1303,ok
pH-06,41,22,7.0,7.27,0.27,0.1303,ok
pH-06,41,23,7.0,7.345,0.345,0.1303,ok
pH-06,42,0,7.0,7.356,0.356,0.1312,ok
pH-06,42,1,7.0,7.376,0.376,0.1312,ok
pH-06,42,2,7.0,7.368,0.368,0.1312,ok
pH-06,42,3,7.0,7.383,0.383,0.1312,ok
pH-06,42,4,7.0,7.396,0.396,0.1312,ok
pH-06,42,5,7.0,7.327,0.327,0.1312,ok
pH-06,42,6,7.0,7.41,0.41,0.1312,ok
pH-06,42,7,7.0,7.156,0.156,0.1312,ok
pH-06,42,8,7.0,7.274,0.274,0.1312,ok
pH-06,42,9,7.0,7.52,0.52,0.1312,kalibratie_nodig
pH-06,42,10,7.0,7.367,0.367,0.1312,ok
pH-06,42,11,7.0,7.4,0.4,0.1312,ok
pH-06,42,12,7.0,7.289,0.289,0.1312,ok
pH-06,42,13,7.0,7.597,0.597,0.1312,kalibratie_nodig
pH-06,42,14,7.0,7.326,0.326,0.1312,ok
pH-06,42,15,7.0,7.014,0.014,0.1312,ok
pH-06,42,16,7.0,7.288,0.288,0.1312,ok
pH-06,42,17,7.0,7.525,0.525,0.1312,kalibratie_nodig
pH-06,42,18,7.0,7.416,0.416,0.1312,ok
pH-06,42,19,7.0,7.121,0.121,0.1312,ok
pH-06,42,20,7.0,7.335,0.335,0.1312,ok
pH-06,42,21,7.0,7.166,0.166,0.1312,ok
pH-06,42,22,7.0,7.269,0.269,0.1312,ok
pH-06,42,23,7.0,7.269,0.269,0.1312,ok
pH-06,43,0,7.0,7.611,0.611,0.1321,kalibratie_nodig
pH-06,43,1,7.0,7.251,0.251,0.1321,ok
pH-06,43,2,7.0,7.274,0.274,0.1321,ok
pH-06,43,3,7.0,7.158,0.158,0.1321,ok
pH-06,43,4,7.0,7.138,0.138,0.1321,ok
pH-06,43,5,7.0,7.287,0.287,0.1321,ok
pH-06,43,6,7.0,7.331,0.331,0.1321,ok
pH-06,43,7,7.0,7.368,0.368,0.1321,ok
pH-06,43,8,7.0,7.661,0.661,0.1321,kalibratie_nodig
pH-06,43,9,7.0,7.469,0.469,0.1321,ok
pH-06,43,10,7.0,7.186,0.186,0.1321,ok
pH-06,43,11,7.0,7.573,0.573,0.1321,kalibratie_nodig
pH-06,43,12,7.0,7.415,0.415,0.1321,ok
pH-06,43,13,7.0,7.318,0.318,0.1321,ok
pH-06,43,14,7.0,7.443,0.443,0.1321,ok
pH-06,43,15,7.0,7.321,0.321,0.1321,ok
pH-06,43,16,7.0,7.339,0.339,0.1321,ok
pH-06,43,17,7.0,7.431,0.431,0.1321,ok
pH-06,43,18,7.0,7.503,0.503,0.1321,kalibratie_nodig
pH-06,43,19,7.0,7.32,0.32,0.1321,ok
pH-06,43,20,7.0,7.551,0.551,0.1321,kalibratie_nodig
pH-06,43,21,7.0,7.348,0.348,0.1321,ok
pH-06,43,22,7.0,7.491,0.491,0.1321,ok
pH-06,43,23,7.0,7.341,0.341,0.1321,ok
pH-06,44,0,7.0,7.344,0.344,0.1331,ok
pH-06,44,1,7.0,7.507,0.507,0.1331,kalibratie_nodig
pH-06,44,2,7.0,7.208,0.208,0.1331,ok
pH-06,44,3,7.0,7.378,0.378,0.1331,ok
pH-06,44,4,7.0,7.227,0.227,0.1331,ok
pH-06,44,5,7.0,7.394,0.394,0.1331,ok
pH-06,44,6,7.0,7.633,0.633,0.1331,kalibratie_nodig
pH-06,44,7,7.0,7.457,0.457,0.1331,ok
pH-06,44,8,7.0,7.467,0.467,0.1331,ok
pH-06,44,9,7.0,7.237,0.237,0.1331,ok
pH-06,44,10,7.0,7.312,0.312,0.1331,ok
pH-06,44,11,7.0,7.414,0.414,0.1331,ok
pH-06,44,12,7.0,7.308,0.308,0.1331,ok
pH-06,44,13,7.0,7.395,0.395,0.1331,ok
pH-06,44,14,7.0,7.515,0.515,0.1331,kalibratie_nodig
pH-06,44,15,7.0,7.36,0.36,0.1331,ok
pH-06,44,16,7.0,7.333,0.333,0.1331,ok
pH-06,44,17,7.0,7.607,0.607,0.1331,kalibratie_nodig
pH-06,44,18,7.0,7.234,0.234,0.1331,ok
pH-06,44,19,7.0,7.216,0.216,0.1331,ok
pH-06,44,20,7.0,7.365,0.365,0.1331,ok
pH-06,44,21,7.0,7.273,0.273,0.1331,ok
pH-06,44,22,7.0,7.553,0.553,0.1331,kalibratie_nodig
pH-06,44,23,7.0,7.442,0.442,0.1331,ok
pH-06,45,0,7.0,7.556,0.556,0.134,kalibratie_nodig
pH-06,45,1,7.0,7.602,0.602,0.134,kalibratie_nodig
pH-06,45,2,7.0,7.491,0.491,0.134,ok
pH-06,45,3,7.0,7.589,0.589,0.134,kalibratie_nodig
pH-06,45,4,7.0,7.379,0.379,0.134,ok
pH-06,45,5,7.0,7.409,0.409,0.134,ok
pH-06,45,6,7.0,7.477,0.477,0.134,ok
pH-06,45,7,7.0,7.683,0.683,0.134,kalibratie_nodig
pH-06,45,8,7.0,7.446,0.446,0.134,ok
pH-06,45,9,7.0,7.346,0.346,0.134,ok
pH-06,45,10,7.0,7.397,0.397,0.134,ok
pH-06,45,11,7.0,7.178,0.178,0.134,ok
pH-06,45,12,7.0,7.259,0.259,0.134,ok
pH-06,45,13,7.0,7.256,0.256,0.134,ok
pH-06,45,14,7.0,7.426,0.426,0.134,ok
pH-06,45,15,7.0,7.408,0.408,0.134,ok
pH-06,45,16,7.0,7.425,0.425,0.134,ok
pH-06,45,17,7.0,7.605,0.605,0.134,kalibratie_nodig
pH-06,45,18,7.0,7.402,0.402,0.134,ok
pH-06,45,19,7.0,7.506,0.506,0.134,kalibratie_nodig
pH-06,45,20,7.0,7.567,0.567,0.134,kalibratie_nodig
pH-06,45,21,7.0,7.304,0.304,0.134,ok
pH-06,45,22,7.0,7.263,0.263,0.134,ok
pH-06,45,23,7.0,7.374,0.374,0.134,ok
pH-06,46,0,7.0,7.449,0.449,0.1349,ok
pH-06,46,1,7.0,7.237,0.237,0.1349,ok
pH-06,46,2,7.0,7.002,0.002,0.1349,ok
pH-06,46,3,7.0,7.528,0.528,0.1349,kalibratie_nodig
pH-06,46,4,7.0,7.225,0.225,0.1349,ok
pH-06,46,5,7.0,7.276,0.276,0.1349,ok
pH-06,46,6,7.0,7.5,0.5,0.1349,kalibratie_nodig
pH-06,46,7,7.0,7.29,0.29,0.1349,ok
pH-06,46,8,7.0,7.11,0.11,0.1349,ok
pH-06,46,9,7.0,7.43,0.43,0.1349,ok
pH-06,46,10,7.0,7.504,0.504,0.1349,kalibratie_nodig
pH-06,46,11,7.0,7.593,0.593,0.1349,kalibratie_nodig
pH-06,46,12,7.0,7.52,0.52,0.1349,kalibratie_nodig
pH-06,46,13,7.0,7.594,0.594,0.1349,kalibratie_nodig
pH-06,46,14,7.0,7.253,0.253,0.1349,ok
pH-06,46,15,7.0,7.663,0.663,0.1349,kalibratie_nodig
pH-06,46,16,7.0,7.296,0.296,0.1349,ok
pH-06,46,17,7.0,7.32,0.32,0.1349,ok
pH-06,46,18,7.0,7.414,0.414,0.1349,ok
pH-06,46,19,7.0,7.435,0.435,0.1349,ok
pH-06,46,20,7.0,7.285,0.285,0.1349,ok
pH-06,46,21,7.0,7.499,0.499,0.1349,ok
pH-06,46,22,7.0,7.46,0.46,0.1349,ok
pH-06,46,23,7.0,7.395,0.395,0.1349,ok
pH-06,47,0,7.0,7.477,0.477,0.1358,ok
pH-06,47,1,7.0,7.344,0.344,0.1358,ok
pH-06,47,2,7.0,7.509,0.509,0.1358,kalibratie_nodig
pH-06,47,3,7.0,7.433,0.433,0.1358,ok
pH-06,47,4,7.0,7.328,0.328,0.1358,ok
pH-06,47,5,7.0,7.427,0.427,0.1358,ok
pH-06,47,6,7.0,7.381,0.381,0.1358,ok
pH-06,47,7,7.0,7.326,0.326,0.1358,ok
pH-06,47,8,7.0,7.511,0.511,0.1358,kalibratie_nodig
pH-06,47,9,7.0,7.426,0.426,0.1358,ok
pH-06,47,10,7.0,7.537,0.537,0.1358,kalibratie_nodig
pH-06,47,11,7.0,7.428,0.428,0.1358,ok
pH-06,47,12,7.0,7.408,0.408,0.1358,ok
pH-06,47,13,7.0,7.472,0.472,0.1358,ok
pH-06,47,14,7.0,7.46,0.46,0.1358,ok
pH-06,47,15,7.0,7.364,0.364,0.1358,ok
pH-06,47,16,7.0,7.245,0.245,0.1358,ok
pH-06,47,17,7.0,7.124,0.124,0.1358,ok
pH-06,47,18,7.0,7.52,0.52,0.1358,kalibratie_nodig
pH-06,47,19,7.0,7.443,0.443,0.1358,ok
pH-06,47,20,7.0,7.293,0.293,0.1358,ok
pH-06,47,21,7.0,7.535,0.535,0.1358,kalibratie_nodig
pH-06,47,22,7.0,7.23,0.23,0.1358,ok
pH-06,47,23,7.0,7.487,0.487,0.1358,ok
pH-06,48,0,7.0,7.392,0.392,0.1368,ok
pH-06,48,1,7.0,7.423,0.423,0.1368,ok
pH-06,48,2,7.0,7.376,0.376,0.1368,ok
pH-06,48,3,7.0,7.584,0.584,0.1368,kalibratie_nodig
pH-06,48,4,7.0,7.548,0.548,0.1368,kalibratie_nodig
pH-06,48,5,7.0,7.2,0.2,0.1368,ok
pH-06,48,6,7.0,7.498,0.498,0.1368,ok
pH-06,48,7,7.0,7.431,0.431,0.1368,ok
pH-06,48,8,7.0,7.411,0.411,0.1368,ok
pH-06,48,9,7.0,7.412,0.412,0.1368,ok
pH-06,48,10,7.0,7.346,0.346,0.1368,ok
pH-06,48,11,7.0,7.468,0.468,0.1368,ok
pH-06,48,12,7.0,7.26,0.26,0.1368,ok
pH-06,48,13,7.0,7.678,0.678,0.1368,kalibratie_nodig
pH-06,48,14,7.0,7.358,0.358,0.1368,ok
pH-06,48,15,7.0,7.495,0.495,0.1368,ok
pH-06,48,16,7.0,7.364,0.364,0.1368,ok
