timestamp,influent_debiet_m3h,influent_COD_mgL,influent_pH,influent_TSS_mgL,influent_NH4_mgL,beluchting_m3h,slibrecirculatie_ratio,slibverblijftijd_dagen,opgeloste_O2_mgL,effluent_COD_mgL,effluent_pH,effluent_TSS_mgL,effluent_NH4_mgL,lozingsnorm_overtreding
2025-04-15 09:00:00,600.5,959.9,7.6,351.1,55.2,267.9,0.59,12.3,1.59,226.8,7.0,20.2,7.7,1
2025-04-15 10:00:00,634.2,952.3,7.5,362.3,50.9,244.5,0.64,19.2,1.5,230.6,7.0,30.2,8.3,1
2025-04-15 11:00:00,665.8,927.3,7.6,418.6,51.6,272.8,0.45,10.8,1.73,183.0,6.8,16.7,9.8,1
2025-04-15 12:00:00,666.6,1032.8,7.7,405.7,44.8,271.3,0.44,14.1,1.43,235.0,7.1,37.7,5.4,1
2025-04-15 13:00:00,655.2,1003.8,7.3,420.9,43.2,266.8,0.68,22.3,1.69,173.1,7.1,12.9,5.0,1
2025-04-15 14:00:00,618.6,1054.5,7.6,355.4,47.1,263.9,0.53,12.8,1.72,139.2,7.0,9.2,5.7,1
2025-04-15 15:00:00,649.4,974.0,7.3,366.7,43.1,268.5,0.76,11.8,1.63,214.4,7.0,28.4,4.1,1
2025-04-15 16:00:00,576.6,978.0,7.4,310.9,46.9,259.9,0.4,23.7,1.53,168.2,7.0,13.9,7.0,1
2025-04-15 17:00:00,513.3,823.5,7.5,314.5,46.1,260.2,0.61,24.2,1.48,151.9,7.0,24.7,6.6,1
2025-04-15 18:00:00,493.4,783.6,7.2,296.9,31.6,254.8,0.72,10.1,1.86,148.8,6.9,16.4,5.2,1
2025-04-15 19:00:00,458.5,767.6,7.3,264.2,41.8,246.0,0.48,22.6,1.67,119.2,7.0,11.9,8.3,0
2025-04-15 20:00:00,438.3,782.2,7.3,232.7,27.0,249.5,0.52,23.6,1.4,169.7,6.9,20.3,5.1,1
2025-04-15 21:00:00,387.9,652.3,7.6,226.5,29.0,238.7,0.74,20.7,1.24,147.7,7.1,20.3,3.1,1
2025-04-15 22:00:00,371.6,506.7,7.0,201.8,29.8,230.7,0.6,18.8,1.21,100.6,6.9,6.6,2.8,0
2025-04-15 23:00:00,323.5,587.8,7.2,187.2,16.8,223.2,0.67,24.3,1.27,105.7,7.1,5.6,2.1,0
2025-04-16 00:00:00,343.0,544.4,7.3,181.2,25.6,227.7,0.57,21.3,1.3,98.6,6.9,13.5,3.4,0
2025-04-16 01:00:00,346.9,566.5,7.3,216.1,33.0,250.8,0.37,21.4,1.57,100.7,7.0,18.9,6.5,0
2025-04-16 02:00:00,413.5,590.9,7.2,233.5,24.5,226.9,0.6,13.4,1.1,162.5,6.9,19.6,3.2,1
2025-04-16 03:00:00,386.4,679.3,7.5,253.4,30.0,228.9,0.47,22.4,0.8,163.8,7.2,16.7,4.5,1
2025-04-16 04:00:00,423.3,711.5,7.0,253.5,35.6,244.8,0.74,22.0,1.36,135.8,6.9,23.2,5.5,1
2025-04-16 05:00:00,421.3,740.4,7.2,307.5,44.4,254.5,0.37,21.6,1.43,129.1,7.1,27.7,7.0,1
2025-04-16 06:00:00,534.1,786.1,6.8,286.4,34.2,269.2,0.32,18.2,1.68,122.9,6.6,12.0,3.4,0
2025-04-16 07:00:00,484.2,930.2,7.1,288.1,44.0,254.0,0.69,19.5,1.7,146.1,7.1,19.7,6.8,1
2025-04-16 08:00:00,527.5,937.4,7.0,351.3,45.7,254.3,0.32,21.0,1.66,140.7,6.7,10.6,6.0,1
2025-04-16 09:00:00,636.1,906.8,7.1,346.3,57.0,267.9,0.4,16.2,1.45,179.9,6.7,14.3,7.1,1
2025-04-16 10:00:00,621.0,995.0,7.0,380.6,53.1,256.7,0.75,22.7,1.75,138.0,7.0,32.5,5.2,1
2025-04-16 11:00:00,664.3,1111.8,7.2,415.1,51.8,264.5,0.6,18.1,1.56,193.9,7.0,40.5,5.7,1
2025-04-16 12:00:00,640.7,1096.9,7.1,413.8,57.1,281.5,0.41,21.9,1.68,174.5,6.9,9.7,8.2,1
2025-04-16 13:00:00,624.4,1002.7,7.2,381.7,54.4,258.5,0.35,15.9,1.82,149.6,7.0,26.9,9.8,1
2025-04-16 14:00:00,620.9,975.5,7.3,327.6,59.0,250.3,0.75,20.0,1.27,166.8,7.0,16.3,9.6,1
2025-04-16 15:00:00,539.0,983.2,7.5,350.0,54.4,235.2,0.41,24.0,1.49,159.7,7.1,27.5,8.8,1
2025-04-16 16:00:00,571.7,872.6,7.0,364.3,52.7,254.5,0.77,13.2,1.63,175.7,6.9,18.4,8.1,1
2025-04-16 17:00:00,552.0,880.9,6.4,351.4,34.4,263.6,0.3,24.3,1.6,137.5,6.6,26.6,7.2,1
2025-04-16 18:00:00,488.5,761.5,7.1,309.1,41.9,244.4,0.58,13.9,1.82,128.3,6.9,27.2,4.6,1
2025-04-16 19:00:00,451.3,791.7,7.2,263.0,40.9,250.8,0.63,12.6,1.24,169.2,6.9,14.5,4.9,1
2025-04-16 20:00:00,371.6,648.5,6.9,260.8,43.6,229.7,0.31,20.2,1.15,148.6,6.9,15.1,7.6,1
2025-04-16 21:00:00,411.3,618.6,6.7,269.8,31.3,245.7,0.76,22.4,1.33,118.1,6.8,21.9,4.2,0
2025-04-16 22:00:00,399.2,597.1,6.9,216.4,36.0,243.8,0.73,15.7,1.53,104.2,6.9,16.2,6.7,0
2025-04-16 23:00:00,312.8,538.0,6.9,193.8,28.3,224.5,0.79,12.9,1.42,132.4,6.8,16.9,3.9,1
2025-04-17 00:00:00,363.1,544.2,6.9,262.9,40.6,233.8,0.51,20.3,1.03,104.3,6.9,25.7,5.7,0
2025-04-17 01:00:00,359.1,603.0,7.3,233.1,36.0,233.2,0.34,13.9,1.33,151.6,6.9,16.2,5.7,1
2025-04-17 02:00:00,361.8,536.7,7.2,255.4,32.3,242.8,0.32,23.2,1.39,98.8,7.0,10.8,4.7,0
2025-04-17 03:00:00,363.7,640.3,6.8,250.9,41.3,247.9,0.52,10.1,1.49,133.9,6.7,16.7,4.9,1
2025-04-17 04:00:00,464.8,699.8,7.0,292.8,29.6,245.7,0.71,20.3,1.82,102.4,7.1,16.3,3.8,0
2025-04-17 05:00:00,484.9,744.0,7.3,283.1,42.6,255.1,0.56,10.9,1.58,158.9,7.1,11.2,5.7,1
2025-04-17 06:00:00,481.0,818.6,7.1,340.2,43.8,255.6,0.7,18.6,1.23,181.6,6.8,13.5,7.5,1
2025-04-17 07:00:00,547.6,756.5,7.4,306.8,39.2,276.1,0.49,23.9,1.43,119.1,6.9,14.2,5.4,0
2025-04-17 08:00:00,577.8,897.3,6.7,367.8,48.5,234.8,0.55,21.9,1.37,147.8,6.8,32.9,5.1,1
2025-04-17 09:00:00,603.8,876.8,7.0,368.9,55.3,251.2,0.67,14.8,1.3,177.7,6.7,24.2,7.4,1
2025-04-17 10:00:00,623.0,1093.1,7.4,363.7,43.2,252.4,0.51,16.9,1.76,168.8,6.9,21.3,6.2,1
2025-04-17 11:00:00,600.3,1007.8,7.0,413.8,53.6,274.9,0.74,17.9,1.64,161.0,6.8,19.2,7.4,1
2025-04-17 12:00:00,624.1,1058.8,6.8,407.2,55.9,261.3,0.72,15.3,1.62,231.9,6.9,39.5,7.4,1
2025-04-17 13:00:00,692.4,1047.8,7.1,402.7,53.8,240.3,0.38,18.9,1.1,255.9,6.9,35.0,9.4,1
2025-04-17 14:00:00,617.5,969.8,7.2,369.5,49.7,267.8,0.61,18.1,1.73,164.7,6.9,32.0,6.1,1
2025-04-17 15:00:00,568.3,929.4,7.3,377.6,49.6,247.2,0.54,15.1,1.25,240.3,6.9,17.6,7.0,1
2025-04-17 16:00:00,561.5,937.0,7.3,310.6,49.8,254.5,0.54,22.4,1.89,144.0,7.1,17.8,6.3,1
2025-04-17 17:00:00,527.9,862.0,6.9,291.4,45.5,240.8,0.38,14.3,1.38,161.0,7.0,26.8,8.1,1
2025-04-17 18:00:00,551.5,807.8,7.1,336.9,37.3,262.9,0.51,24.3,1.6,118.5,6.8,25.7,3.8,0
2025-04-17 19:00:00,471.8,733.4,7.0,282.8,34.6,262.5,0.55,24.8,1.4,116.6,7.0,15.8,5.2,0
2025-04-17 20:00:00,464.1,577.2,7.4,242.7,32.4,251.9,0.62,14.1,1.82,95.4,7.0,19.6,3.4,0
2025-04-17 21:00:00,325.7,516.2,7.3,238.6,27.5,237.3,0.69,18.8,1.27,115.8,6.9,7.6,4.6,0
2025-04-17 22:00:00,389.4,604.1,6.9,240.5,31.4,233.6,0.53,13.0,1.63,115.0,6.8,5.2,2.6,0
2025-04-17 23:00:00,373.3,625.5,7.2,243.9,33.9,249.5,0.54,15.4,1.28,139.7,6.8,21.1,5.9,1
2025-04-18 00:00:00,356.1,587.6,7.1,223.9,33.6,236.6,0.35,10.2,1.46,138.8,6.8,7.9,6.1,1
2025-04-18 01:00:00,355.7,486.3,7.2,216.4,29.6,238.0,0.67,24.9,1.54,68.7,7.0,17.5,4.0,0
2025-04-18 02:00:00,447.8,501.3,6.8,187.5,24.4,227.6,0.44,16.8,1.51,97.5,6.9,9.9,2.2,0
2025-04-18 03:00:00,417.5,718.0,6.9,214.5,29.8,240.7,0.32,13.8,1.36,175.2,7.0,18.5,4.4,1
2025-04-18 04:00:00,408.4,733.3,7.5,244.3,34.8,257.6,0.65,19.5,1.47,137.5,7.2,17.6,4.7,1
2025-04-18 05:00:00,401.0,674.7,6.9,257.2,33.1,243.6,0.79,23.2,1.98,68.5,6.6,5.5,4.2,0
2025-04-18 06:00:00,510.8,824.8,7.1,296.5,35.0,245.9,0.41,21.5,1.19,169.9,6.9,14.2,3.5,1
2025-04-18 07:00:00,531.2,920.6,7.2,369.4,44.5,262.0,0.7,13.7,1.51,171.2,7.0,35.6,5.7,1
2025-04-18 08:00:00,626.3,979.7,6.8,324.9,42.9,250.7,0.77,12.9,1.41,219.4,6.9,17.4,6.1,1
2025-04-18 09:00:00,586.2,977.3,6.9,363.6,50.0,267.6,0.44,22.4,1.65,162.7,6.7,20.4,7.1,1
2025-04-18 10:00:00,639.3,888.2,6.8,337.9,52.1,276.5,0.67,19.1,1.55,169.9,6.9,23.3,6.6,1
2025-04-18 11:00:00,706.8,960.9,7.3,370.1,57.5,267.4,0.3,19.6,1.64,147.3,6.9,22.8,7.7,1
2025-04-18 12:00:00,657.7,985.2,7.3,378.4,49.1,266.3,0.31,21.5,2.05,123.4,7.0,19.3,8.1,0
2025-04-18 13:00:00,661.3,1105.6,6.9,393.0,38.7,255.6,0.45,21.4,1.14,219.0,6.7,19.3,5.5,1
2025-04-18 14:00:00,652.6,1040.8,7.4,377.4,50.9,238.9,0.38,23.9,1.15,187.6,6.9,32.6,8.5,1
2025-04-18 15:00:00,610.2,960.0,7.2,395.4,47.6,245.1,0.67,10.7,1.76,175.4,6.9,10.3,5.7,1
2025-04-18 16:00:00,569.0,926.8,7.5,344.3,40.3,273.1,0.47,22.1,1.54,173.0,7.0,11.9,5.9,1
2025-04-18 17:00:00,558.7,833.2,7.6,352.0,39.8,239.8,0.4,14.4,1.31,191.8,7.0,30.1,6.5,1
2025-04-18 18:00:00,538.2,870.7,7.2,317.8,47.5,262.0,0.36,19.9,1.42,154.9,6.9,27.3,7.0,1
2025-04-18 19:00:00,468.8,765.1,7.6,271.0,39.0,259.3,0.49,22.7,1.53,131.4,7.0,9.2,4.1,1
2025-04-18 20:00:00,426.7,607.3,7.4,245.8,30.3,239.1,0.59,15.8,1.66,87.2,6.9,20.6,3.7,0
2025-04-18 21:00:00,443.4,668.1,7.4,222.7,33.9,231.5,0.53,17.5,1.26,141.2,7.0,21.6,4.8,1
2025-04-18 22:00:00,365.6,489.3,7.6,214.4,31.5,242.7,0.64,19.0,1.55,82.5,6.9,19.4,5.2,0
2025-04-18 23:00:00,375.6,497.6,7.4,224.8,26.1,235.1,0.62,18.7,1.46,82.8,7.1,10.7,2.3,0
2025-04-19 00:00:00,356.2,532.6,7.5,219.2,24.8,233.0,0.35,18.8,1.23,110.2,7.0,18.6,4.1,0
2025-04-19 01:00:00,396.0,597.1,7.5,203.7,24.1,255.6,0.39,12.4,1.75,108.3,7.1,4.3,3.6,0
2025-04-19 02:00:00,370.7,526.3,7.5,241.8,27.2,250.0,0.44,18.8,1.51,80.9,7.1,13.4,2.7,0
2025-04-19 03:00:00,402.3,594.3,8.2,233.2,40.0,246.8,0.44,19.9,1.51,97.1,7.3,10.1,6.7,0
2025-04-19 04:00:00,387.6,622.9,7.5,269.9,36.8,251.8,0.46,19.4,1.51,121.9,7.2,16.7,5.5,0
2025-04-19 05:00:00,468.4,741.8,7.4,242.4,38.8,247.6,0.78,19.1,1.3,153.9,6.9,12.0,4.3,1
2025-04-19 06:00:00,490.2,842.7,7.1,317.6,40.3,263.9,0.62,17.9,1.93,130.1,7.1,10.8,5.0,1
2025-04-19 07:00:00,512.7,845.0,7.7,313.1,38.2,247.9,0.72,21.1,1.53,148.8,7.1,7.2,5.7,1
2025-04-19 08:00:00,573.8,948.8,7.4,321.3,53.1,262.1,0.57,11.9,1.82,158.4,7.0,17.4,7.3,1
2025-04-19 09:00:00,648.3,958.2,7.5,341.4,52.3,260.5,0.76,20.3,1.77,137.3,7.1,18.3,6.6,1
2025-04-19 10:00:00,613.5,1112.2,7.6,422.6,62.1,254.9,0.39,19.2,1.62,177.3,6.9,18.4,9.3,1
2025-04-19 11:00:00,669.0,987.5,7.8,404.3,51.4,270.8,0.49,16.4,1.84,136.4,7.0,21.1,7.8,1
2025-04-19 12:00:00,632.4,987.8,7.6,399.5,45.6,268.9,0.39,20.1,1.61,198.3,7.0,12.2,5.7,1
2025-04-19 13:00:00,611.0,1017.7,7.6,378.0,46.9,267.3,0.6,11.5,1.39,210.6,7.2,18.3,8.2,1
2025-04-19 14:00:00,645.0,1034.7,7.6,384.6,46.5,256.9,0.33,16.8,1.67,190.1,7.1,15.2,4.5,1
2025-04-19 15:00:00,631.0,957.2,8.0,378.5,43.4,267.2,0.52,17.6,1.68,161.6,7.2,33.2,4.9,1
2025-04-19 16:00:00,604.4,842.4,7.8,329.1,45.1,236.8,0.45,15.3,1.58,172.6,7.2,14.5,6.2,1
2025-04-19 17:00:00,579.0,810.8,8.1,311.3,31.5,259.3,0.73,25.0,1.69,109.4,7.1,6.8,3.3,0
2025-04-19 18:00:00,518.1,820.8,7.9,357.5,36.9,241.6,0.44,20.8,1.17,168.3,7.2,34.7,5.9,1
2025-04-19 19:00:00,450.0,749.9,8.1,305.2,35.7,244.6,0.7,15.2,1.33,164.6,7.2,12.6,5.6,1
2025-04-19 20:00:00,376.1,632.8,7.8,294.4,26.2,231.5,0.35,14.2,1.4,149.8,7.1,24.4,3.8,1
2025-04-19 21:00:00,384.8,645.7,7.9,231.1,32.8,246.7,0.64,13.0,1.41,148.3,7.0,22.6,5.1,1
2025-04-19 22:00:00,418.6,644.9,8.3,264.5,27.7,251.2,0.4,15.5,1.52,108.8,7.3,15.6,3.7,0
2025-04-19 23:00:00,331.9,554.6,8.0,226.1,29.8,223.4,0.76,24.1,1.35,109.9,7.2,11.4,5.3,0
2025-04-20 00:00:00,329.9,562.3,7.8,211.6,31.0,229.7,0.54,17.3,1.38,109.7,7.0,7.2,5.2,0
2025-04-20 01:00:00,321.7,564.8,8.4,215.8,34.2,242.0,0.41,18.1,1.55,93.1,7.3,8.3,4.5,0
2025-04-20 02:00:00,369.8,678.6,8.0,205.9,28.6,236.2,0.37,19.3,1.42,115.3,7.1,18.3,3.1,0
2025-04-20 03:00:00,424.8,581.6,7.9,216.6,24.2,238.9,0.49,10.8,1.34,136.0,7.1,5.4,3.7,1
2025-04-20 04:00:00,505.0,722.6,8.0,256.3,31.3,248.8,0.52,14.1,1.42,138.9,7.0,8.8,4.1,1
2025-04-20 05:00:00,406.2,838.7,8.3,305.0,37.1,242.8,0.76,10.1,1.32,214.8,7.1,10.7,6.4,1
2025-04-20 06:00:00,461.9,887.9,7.9,295.9,50.4,246.9,0.62,17.8,1.47,205.7,7.1,8.0,6.7,1
2025-04-20 07:00:00,589.7,790.8,7.7,298.6,41.5,248.1,0.79,24.8,1.25,118.1,7.0,23.6,5.7,0
2025-04-20 08:00:00,575.1,990.0,7.7,350.8,58.1,259.9,0.38,17.5,1.66,162.3,7.2,8.8,9.2,1
2025-04-20 09:00:00,595.1,962.8,8.5,366.8,45.3,263.1,0.61,22.8,1.5,182.8,7.4,30.9,6.9,1
2025-04-20 10:00:00,569.4,1051.7,7.7,381.7,48.8,266.2,0.55,22.6,1.53,163.2,7.0,34.5,4.8,1
2025-04-20 11:00:00,670.0,1056.8,7.8,367.4,48.5,258.9,0.72,24.9,1.5,175.7,7.2,16.6,8.2,1
2025-04-20 12:00:00,641.7,1074.3,7.8,384.1,52.2,260.5,0.35,22.7,1.56,142.7,7.2,14.7,6.4,1
2025-04-20 13:00:00,661.4,982.7,7.8,414.5,55.5,263.2,0.57,10.3,1.92,157.7,7.1,19.7,8.0,1
2025-04-20 14:00:00,612.3,1046.7,8.3,376.0,56.4,261.6,0.37,17.8,1.56,205.7,7.5,16.5,9.3,1
2025-04-20 15:00:00,590.1,964.5,7.8,356.5,47.2,257.0,0.37,16.4,1.42,180.4,7.1,22.1,7.2,1
2025-04-20 16:00:00,577.6,877.5,7.9,334.5,52.8,260.3,0.78,18.2,1.68,165.9,7.0,20.5,7.2,1
2025-04-20 17:00:00,540.3,836.6,8.0,307.8,44.5,256.4,0.39,17.3,1.68,175.3,7.2,18.1,7.7,1
2025-04-20 18:00:00,490.0,822.5,8.1,294.1,38.5,247.9,0.42,23.8,1.57,150.8,7.2,14.3,5.7,1
2025-04-20 19:00:00,464.7,742.0,8.1,260.0,41.5,248.6,0.66,13.3,1.45,165.3,7.2,16.7,6.6,1
2025-04-20 20:00:00,452.9,723.4,7.9,284.1,32.1,234.5,0.38,18.4,1.21,142.3,6.9,9.0,5.0,1
2025-04-20 21:00:00,345.9,626.7,8.1,241.9,38.3,240.9,0.75,23.6,1.18,116.5,7.2,17.1,7.3,0
2025-04-20 22:00:00,343.8,560.9,8.2,246.4,21.2,232.5,0.36,10.7,1.54,101.4,7.3,19.6,2.4,0
2025-04-20 23:00:00,355.1,542.7,7.8,234.7,30.9,238.1,0.45,17.7,1.44,114.6,7.3,6.6,4.6,0
2025-04-21 00:00:00,360.3,462.9,7.8,209.1,25.4,243.9,0.43,17.1,1.28,101.2,7.1,6.9,5.0,0
2025-04-21 01:00:00,359.4,488.4,7.5,191.1,30.6,228.7,0.32,20.0,1.36,96.8,7.2,18.9,4.5,0
2025-04-21 02:00:00,364.8,670.5,7.8,224.8,29.6,225.8,0.51,19.5,1.23,140.6,7.1,11.3,2.2,1
2025-04-21 03:00:00,395.7,608.2,8.1,226.0,29.4,241.0,0.56,12.5,1.32,130.4,7.1,18.6,3.4,1
2025-04-21 04:00:00,412.5,721.0,7.7,251.1,32.7,242.7,0.74,21.7,1.53,122.9,7.0,22.1,4.5,0
2025-04-21 05:00:00,512.9,827.8,7.8,294.3,39.6,247.4,0.49,25.0,1.61,118.6,7.2,18.7,4.2,0
2025-04-21 06:00:00,523.5,730.9,7.9,312.1,44.4,246.7,0.4,17.2,1.6,154.0,7.2,11.5,6.8,1
2025-04-21 07:00:00,501.1,844.7,7.8,322.5,38.2,247.1,0.59,13.2,2.02,119.3,7.1,7.3,6.7,0
2025-04-21 08:00:00,578.3,870.7,7.9,354.6,48.0,256.0,0.74,10.5,1.43,188.1,7.1,27.3,9.3,1
2025-04-21 09:00:00,662.6,938.8,8.1,369.1,40.0,267.1,0.78,14.5,1.61,160.1,7.1,23.6,7.2,1
2025-04-21 10:00:00,610.8,1004.6,8.1,376.1,46.2,279.4,0.56,11.9,1.9,176.0,7.2,9.0,7.0,1
2025-04-21 11:00:00,666.6,963.1,7.7,364.3,50.1,257.5,0.78,23.4,1.89,140.3,7.1,29.6,5.9,1
2025-04-21 12:00:00,686.4,955.5,8.0,409.6,54.4,247.8,0.51,22.8,1.57,169.9,7.1,20.7,7.3,1
2025-04-21 13:00:00,604.4,1054.1,7.8,356.7,62.4,268.6,0.32,23.0,1.86,142.6,7.2,34.3,9.1,1
2025-04-21 14:00:00,605.1,1012.7,8.0,372.5,49.1,255.0,0.58,13.9,1.69,202.3,7.2,13.4,5.0,1
2025-04-21 15:00:00,604.6,992.5,8.1,368.5,44.0,262.2,0.73,15.5,1.59,182.3,7.0,25.1,6.0,1
2025-04-21 16:00:00,584.4,940.0,7.5,354.2,43.5,262.1,0.31,13.5,1.65,163.5,7.2,28.0,5.3,1
2025-04-21 17:00:00,526.2,822.0,7.7,356.2,44.7,245.5,0.78,21.8,1.33,132.2,7.0,10.9,5.0,1
2025-04-21 18:00:00,523.4,773.9,7.6,304.0,41.5,263.1,0.8,23.4,1.71,107.5,6.9,12.6,5.4,0
2025-04-21 19:00:00,479.1,666.6,8.0,271.0,39.6,235.7,0.47,16.4,1.61,126.3,7.0,9.6,5.3,1
2025-04-21 20:00:00,414.7,618.9,7.7,217.6,29.3,240.6,0.39,22.9,1.39,122.3,7.0,14.6,3.4,0
2025-04-21 21:00:00,371.0,663.6,7.4,246.9,34.5,239.2,0.76,15.4,0.95,164.3,7.0,5.2,4.8,1
2025-04-21 22:00:00,348.3,639.1,7.5,214.9,31.5,248.9,0.65,14.0,1.14,148.2,7.1,11.3,5.3,1
2025-04-21 23:00:00,382.6,571.5,7.2,202.8,30.6,224.6,0.76,17.0,1.62,107.4,6.9,13.2,4.0,0
2025-04-22 00:00:00,354.2,539.6,7.5,246.6,27.6,239.9,0.54,17.7,1.49,90.1,7.0,19.8,4.7,0
2025-04-22 01:00:00,289.5,586.6,7.2,256.2,34.0,226.5,0.68,10.1,1.23,153.7,6.9,7.1,5.4,1
2025-04-22 02:00:00,365.0,617.1,7.6,230.4,25.3,237.1,0.41,20.5,1.38,125.2,7.0,13.0,1.8,1
2025-04-22 03:00:00,383.4,589.9,7.5,228.9,26.6,223.5,0.49,12.2,1.32,133.7,6.9,17.6,5.2,1
2025-04-22 04:00:00,395.5,641.0,7.6,230.1,35.0,242.9,0.68,13.8,1.45,160.7,7.0,12.5,3.4,1
2025-04-22 05:00:00,503.8,746.6,7.7,245.9,36.3,249.2,0.35,20.1,1.49,130.0,7.1,8.5,4.4,1
2025-04-22 06:00:00,467.7,710.6,7.4,289.0,43.2,239.6,0.34,24.6,1.67,104.3,6.9,10.5,5.1,0
2025-04-22 07:00:00,526.4,883.6,7.5,308.3,39.4,242.2,0.75,24.0,1.35,141.7,7.1,13.8,3.9,1
2025-04-22 08:00:00,574.3,884.9,7.7,371.7,52.6,268.2,0.42,24.7,1.65,131.4,7.1,16.5,6.9,1
2025-04-22 09:00:00,595.5,1006.9,7.5,371.5,55.2,258.2,0.35,10.6,1.55,226.7,6.9,19.8,8.4,1
2025-04-22 10:00:00,700.6,971.5,7.6,383.1,50.6,260.8,0.72,15.2,1.43,163.9,7.0,34.5,7.7,1
2025-04-22 11:00:00,625.1,1101.4,7.6,401.4,44.0,270.0,0.69,10.4,1.62,204.4,7.1,21.3,7.3,1
2025-04-22 12:00:00,676.4,1118.5,7.7,391.8,50.8,255.9,0.78,21.8,1.56,215.9,7.0,32.3,10.1,1
2025-04-22 13:00:00,655.0,1013.9,7.2,368.2,60.7,271.2,0.63,18.4,1.87,163.5,6.9,13.1,8.4,1
2025-04-22 14:00:00,651.7,997.4,7.1,344.7,48.7,269.5,0.36,10.2,2.06,171.4,7.2,31.3,6.6,1
2025-04-22 15:00:00,610.4,944.6,7.3,386.8,51.1,279.5,0.43,21.6,1.8,118.6,7.0,29.2,7.2,0
2025-04-22 16:00:00,547.5,946.2,7.2,347.1,52.0,252.0,0.55,13.2,1.43,193.5,6.9,26.4,7.6,1
2025-04-22 17:00:00,555.1,930.5,7.6,352.6,40.9,251.5,0.56,13.5,1.14,220.0,7.2,8.2,6.6,1
2025-04-22 18:00:00,446.8,749.5,7.3,308.3,34.1,238.1,0.34,19.1,1.57,110.6,6.9,22.6,4.5,0
2025-04-22 19:00:00,467.0,679.4,7.5,279.7,35.0,229.5,0.3,10.4,1.35,157.7,7.0,6.1,3.9,1
2025-04-22 20:00:00,384.4,717.7,7.4,286.6,30.8,245.9,0.68,20.9,1.52,113.6,6.9,17.3,3.4,0
2025-04-22 21:00:00,434.2,681.3,7.0,256.7,30.5,243.7,0.52,14.9,1.72,116.7,6.7,12.6,4.2,0
2025-04-22 22:00:00,369.9,583.3,7.1,217.3,29.0,238.6,0.5,16.5,1.26,148.2,7.0,9.4,4.3,1
2025-04-22 23:00:00,386.7,657.9,7.3,206.8,29.5,242.5,0.68,10.2,1.68,145.0,6.8,13.5,4.7,1
2025-04-23 00:00:00,395.5,586.4,7.1,178.3,28.4,236.3,0.52,13.5,1.32,127.9,7.0,12.5,6.2,1
2025-04-23 01:00:00,316.9,542.3,7.2,219.7,27.7,231.0,0.34,18.9,0.75,148.2,7.0,22.0,2.1,1
2025-04-23 02:00:00,384.7,588.4,7.2,248.2,26.8,239.9,0.61,15.2,1.38,127.0,6.8,5.9,4.2,1
2025-04-23 03:00:00,400.4,622.4,7.1,234.5,32.2,259.6,0.68,17.2,1.63,120.8,7.0,6.2,3.7,0
2025-04-23 04:00:00,444.8,660.3,7.3,287.7,39.5,224.8,0.36,16.3,1.3,146.7,6.9,6.4,5.5,1
2025-04-23 05:00:00,464.2,743.8,7.2,316.5,38.8,239.4,0.71,16.9,1.82,114.3,7.0,19.1,6.4,0
2025-04-23 06:00:00,496.4,696.1,7.1,297.3,34.1,242.0,0.6,13.6,1.53,122.6,6.8,6.5,5.4,0
2025-04-23 07:00:00,594.1,840.0,7.1,329.9,45.3,265.1,0.32,10.6,1.72,142.2,6.9,18.0,5.6,1
2025-04-23 08:00:00,538.5,930.2,6.9,353.8,46.8,261.0,0.44,15.0,1.71,181.9,6.9,31.9,6.5,1
2025-04-23 09:00:00,610.5,986.1,7.2,370.2,46.9,259.5,0.34,15.2,1.66,146.1,6.9,36.7,5.9,1
2025-04-23 10:00:00,625.5,986.6,7.0,373.8,38.4,269.7,0.61,19.0,1.28,228.7,6.9,32.8,5.3,1
2025-04-23 11:00:00,669.6,1056.4,7.5,409.5,55.7,256.8,0.54,24.4,1.44,170.5,7.0,20.7,9.2,1
2025-04-23 12:00:00,682.9,1053.3,7.2,350.9,57.0,261.6,0.6,14.0,1.75,182.0,6.8,20.0,7.7,1
2025-04-23 13:00:00,702.9,1133.7,7.1,420.4,43.9,251.9,0.66,17.0,1.45,260.5,6.7,13.5,5.1,1
2025-04-23 14:00:00,594.2,1059.0,7.0,394.7,50.7,274.1,0.68,14.8,1.47,181.1,6.8,13.7,6.2,1
2025-04-23 15:00:00,573.8,991.5,7.1,376.0,37.3,270.3,0.72,13.9,1.99,141.9,7.1,33.3,4.5,1
2025-04-23 16:00:00,564.3,929.8,7.2,353.8,51.2,254.4,0.51,20.8,1.34,164.8,6.9,7.6,7.2,1
2025-04-23 17:00:00,489.3,794.0,7.2,294.1,42.5,256.2,0.76,10.5,1.55,166.5,6.9,29.3,6.9,1
2025-04-23 18:00:00,456.8,817.8,7.0,308.5,39.4,247.6,0.62,21.9,1.51,153.4,6.8,14.0,5.5,1
2025-04-23 19:00:00,463.1,777.0,7.2,265.3,37.7,226.1,0.35,22.5,1.44,128.0,6.8,14.6,3.6,1
2025-04-23 20:00:00,416.3,658.8,7.1,259.3,24.8,249.3,0.61,20.3,1.74,115.1,6.8,9.4,3.7,0
2025-04-23 21:00:00,396.2,598.5,6.7,207.1,32.0,230.8,0.74,14.0,1.38,133.0,6.8,6.0,5.5,1
2025-04-23 22:00:00,378.9,596.6,7.1,238.3,32.0,239.2,0.44,23.9,1.06,109.2,7.0,16.0,4.1,0
