datum,dag_sinds_reiniging,hot_inlet_C,hot_outlet_C,hot_flow_m3h,cold_inlet_C,cold_outlet_C,cold_flow_m3h,drukval_hot_bar,drukval_cold_bar,U_actueel_Wm2K,effectiviteit,fouling_factor,onderhoudsstatus
2025-05-25 11:00,60,157.3,150.1,48.6,24.5,30.5,61.1,3.543,2.412,9.7,0.055,0.10109,gepland
2025-05-25 12:00,60,153.3,146.6,51.0,24.0,29.5,56.8,3.546,2.42,9.6,0.052,0.10163,gepland
2025-05-25 13:00,60,151.9,145.0,46.7,25.3,30.8,59.2,3.526,2.444,9.6,0.054,0.10264,gepland
2025-05-25 14:00,60,155.0,148.6,53.4,25.1,30.4,60.8,3.688,2.5,9.4,0.049,0.10493,gepland
2025-05-25 15:00,60,154.4,147.6,49.3,23.6,30.3,62.4,3.583,2.473,9.5,0.052,0.1032,gepland
2025-05-25 16:00,60,155.1,147.9,46.7,24.2,30.3,65.7,3.6,2.486,9.5,0.055,0.10357,gepland
2025-05-25 17:00,60,155.8,149.4,46.9,24.2,30.3,63.2,3.607,2.493,9.5,0.049,0.10361,gepland
2025-05-25 18:00,60,157.5,150.1,51.8,23.4,29.4,54.3,3.641,2.516,9.4,0.055,0.10422,gepland
2025-05-25 19:00,60,156.3,149.2,53.2,24.7,29.3,62.0,3.656,2.478,9.4,0.054,0.10471,gepland
2025-05-25 20:00,60,151.5,144.8,46.2,24.0,28.7,58.0,3.604,2.488,9.4,0.053,0.10402,gepland
2025-05-25 21:00,60,156.8,149.9,46.9,26.0,32.4,58.6,3.578,2.398,9.7,0.053,0.10143,gepland
2025-05-25 22:00,60,155.7,149.5,49.7,26.4,32.1,62.4,3.621,2.537,9.4,0.048,0.10389,gepland
2025-05-25 23:00,60,157.8,151.6,48.4,25.1,31.4,60.5,3.482,2.407,9.8,0.047,0.09996,gepland
2025-05-26 00:00,61,154.8,148.1,54.2,25.9,30.8,68.1,3.629,2.459,9.4,0.052,0.10382,gepland
2025-05-26 01:00,61,159.9,153.2,52.3,24.5,30.8,56.5,3.679,2.545,9.2,0.049,0.10656,gepland
2025-05-26 02:00,61,156.4,149.7,52.1,24.3,30.1,63.3,3.633,2.521,9.3,0.051,0.10545,gepland
2025-05-26 03:00,61,156.2,149.1,49.7,23.5,30.0,60.3,3.658,2.516,9.3,0.053,0.10515,gepland
2025-05-26 04:00,61,156.0,148.5,54.2,24.7,30.1,63.7,3.648,2.44,9.5,0.057,0.10363,gepland
2025-05-26 05:00,61,154.7,147.1,51.4,24.5,30.3,64.6,3.652,2.478,9.3,0.058,0.10501,gepland
2025-05-26 06:00,61,153.7,147.5,45.5,25.0,30.4,62.5,3.647,2.477,9.4,0.048,0.10448,gepland
2025-05-26 07:00,61,159.1,152.6,48.1,23.9,29.4,57.9,3.72,2.507,9.2,0.048,0.10639,gepland
2025-05-26 08:00,61,157.2,149.9,48.7,24.2,29.4,58.1,3.623,2.452,9.5,0.055,0.10378,gepland
2025-05-26 09:00,61,154.5,147.9,49.6,25.2,31.4,62.5,3.7,2.518,9.2,0.051,0.10619,gepland
2025-05-26 10:00,61,157.5,151.0,52.3,25.0,31.8,64.5,3.685,2.522,9.2,0.049,0.10712,gepland
2025-05-26 11:00,61,154.4,148.2,46.6,24.3,29.5,56.8,3.638,2.531,9.4,0.048,0.10468,gepland
2025-05-26 12:00,61,155.8,149.5,49.7,24.0,29.5,62.0,3.752,2.598,9.0,0.048,0.1089,gepland
2025-05-26 13:00,61,159.1,151.7,47.9,21.9,28.5,57.9,3.658,2.511,9.3,0.053,0.10574,gepland
2025-05-26 14:00,61,156.8,150.0,48.8,24.4,29.8,63.4,3.68,2.532,9.2,0.051,0.10621,gepland
2025-05-26 15:00,61,157.5,151.5,49.3,26.5,32.2,61.9,3.65,2.503,9.3,0.045,0.10563,gepland
2025-05-26 16:00,61,153.4,146.9,57.3,25.7,30.9,60.6,3.513,2.439,9.7,0.051,0.10137,gepland
2025-05-26 17:00,61,160.4,154.1,52.3,23.7,29.7,56.6,3.723,2.514,9.1,0.046,0.10779,gepland
2025-05-26 18:00,61,160.6,154.3,49.7,25.4,31.5,66.0,3.679,2.506,9.2,0.047,0.10652,gepland
2025-05-26 19:00,61,158.5,151.2,49.1,25.0,31.6,63.9,3.666,2.535,9.3,0.055,0.10514,gepland
2025-05-26 20:00,61,157.0,150.0,49.8,23.1,28.8,58.2,3.526,2.432,9.7,0.052,0.10089,gepland
2025-05-26 21:00,61,154.1,147.6,47.2,27.3,33.4,57.3,3.616,2.493,9.5,0.051,0.10341,gepland
2025-05-26 22:00,61,154.5,147.1,53.0,25.8,31.6,64.4,3.718,2.547,9.2,0.058,0.10639,gepland
2025-05-26 23:00,61,160.5,152.8,46.8,24.5,29.7,57.2,3.71,2.524,9.2,0.057,0.10642,gepland
2025-05-27 00:00,62,156.5,149.5,49.1,24.1,29.2,57.9,3.756,2.501,9.2,0.053,0.10729,gepland
2025-05-27 01:00,62,154.7,148.4,48.2,24.6,30.2,61.0,3.668,2.518,9.3,0.048,0.10579,gepland
2025-05-27 02:00,62,156.2,150.0,47.8,24.2,29.7,60.3,3.694,2.521,9.3,0.047,0.10589,gepland
2025-05-27 03:00,62,156.4,149.8,53.9,25.3,30.5,51.6,3.728,2.559,9.0,0.05,0.10865,gepland
2025-05-27 04:00,62,156.3,149.1,51.1,25.4,31.3,58.8,3.687,2.51,9.3,0.055,0.10593,gepland
2025-05-27 05:00,62,155.3,147.5,47.8,25.2,30.8,58.2,3.699,2.522,9.2,0.06,0.10627,gepland
2025-05-27 06:00,62,157.0,150.5,54.8,25.7,31.1,54.5,3.699,2.505,9.2,0.049,0.1063,gepland
2025-05-27 07:00,62,154.8,147.7,46.0,24.6,31.2,63.7,3.695,2.528,9.3,0.054,0.10586,gepland
2025-05-27 08:00,62,156.7,151.1,54.9,26.9,32.3,61.0,3.774,2.568,9.0,0.043,0.10917,gepland
2025-05-27 09:00,62,152.4,146.3,47.6,25.3,30.9,61.0,3.746,2.571,9.1,0.047,0.10768,gepland
2025-05-27 10:00,62,152.7,145.8,48.7,23.9,29.7,57.8,3.77,2.585,9.0,0.053,0.10937,gepland
2025-05-27 11:00,62,158.3,151.5,55.1,24.5,29.9,60.3,3.76,2.583,9.0,0.051,0.10888,gepland
2025-05-27 12:00,62,155.1,148.5,46.4,23.6,29.7,61.2,3.639,2.525,9.3,0.05,0.10547,gepland
2025-05-27 13:00,62,157.4,151.7,44.9,24.1,30.1,56.2,3.795,2.597,9.0,0.043,0.10871,gepland
2025-05-27 14:00,62,157.2,150.6,46.7,25.5,30.9,63.3,3.794,2.582,8.9,0.05,0.10991,gepland
2025-05-27 15:00,62,154.7,148.4,45.7,25.1,30.3,58.8,3.629,2.499,9.5,0.049,0.10347,gepland
2025-05-27 16:00,62,152.8,145.8,44.4,23.7,28.8,61.2,3.617,2.476,9.4,0.054,0.10464,gepland
2025-05-27 17:00,62,155.5,148.5,55.2,24.8,30.8,58.0,3.659,2.483,9.3,0.053,0.10495,gepland
2025-05-27 18:00,62,154.3,147.1,49.9,25.4,31.4,63.2,3.7,2.501,9.3,0.056,0.10586,gepland
2025-05-27 19:00,62,151.0,144.0,47.1,24.2,30.8,63.8,3.771,2.544,9.1,0.055,0.10817,gepland
2025-05-27 20:00,62,153.8,147.0,53.7,22.9,28.3,56.1,3.65,2.485,9.3,0.052,0.10535,gepland
2025-05-27 21:00,62,158.1,150.9,52.6,25.7,31.5,59.9,3.627,2.511,9.4,0.054,0.10449,gepland
2025-05-27 22:00,62,156.9,150.4,48.9,23.1,28.9,58.6,3.783,2.625,8.9,0.049,0.11039,gepland
2025-05-27 23:00,62,156.5,150.6,47.3,24.3,29.7,58.3,3.79,2.561,9.0,0.045,0.10897,gepland
2025-05-28 00:00,63,153.2,146.3,48.7,24.5,30.5,69.0,3.831,2.653,8.9,0.053,0.11012,gepland
2025-05-28 01:00,63,154.5,147.9,51.2,23.0,27.2,61.8,3.847,2.583,8.9,0.05,0.11098,gepland
2025-05-28 02:00,63,152.0,144.9,49.5,26.2,30.7,56.6,3.777,2.561,9.0,0.057,0.10868,gepland
2025-05-28 03:00,63,154.0,147.1,49.2,24.8,30.0,57.9,3.785,2.624,8.9,0.053,0.10981,gepland
2025-05-28 04:00,63,158.1,151.2,51.4,23.9,28.9,64.6,3.717,2.556,9.1,0.051,0.10756,gepland
2025-05-28 05:00,63,154.1,147.2,50.9,26.4,32.7,64.7,3.84,2.633,8.8,0.054,0.11119,gepland
2025-05-28 06:00,63,154.0,147.6,45.8,25.3,31.5,55.6,3.858,2.585,8.8,0.05,0.11103,gepland
2025-05-28 07:00,63,153.8,147.3,52.3,24.0,29.3,62.8,3.753,2.571,9.1,0.05,0.10802,gepland
2025-05-28 08:00,63,160.3,153.8,45.7,23.8,28.8,62.0,3.799,2.622,9.0,0.047,0.10956,gepland
2025-05-28 09:00,63,152.2,145.4,46.4,23.9,28.9,65.8,3.844,2.659,8.8,0.052,0.11226,gepland
2025-05-28 10:00,63,155.0,148.6,50.6,25.5,31.2,58.8,3.69,2.511,9.2,0.049,0.10644,gepland
2025-05-28 11:00,63,157.2,151.3,46.4,24.1,29.5,62.4,3.833,2.58,8.8,0.044,0.11118,gepland
2025-05-28 12:00,63,155.9,149.4,50.2,24.4,29.9,60.5,3.761,2.558,9.1,0.049,0.10804,gepland
2025-05-28 13:00,63,159.2,153.5,47.8,24.7,30.5,53.0,3.909,2.634,8.8,0.042,0.11207,gepland
2025-05-28 14:00,63,153.9,147.4,50.4,25.1,31.0,59.6,3.672,2.532,9.4,0.05,0.10494,gepland
2025-05-28 15:00,63,154.1,148.6,54.2,24.2,29.8,51.6,3.793,2.602,8.9,0.042,0.10978,gepland
2025-05-28 16:00,63,153.7,146.2,47.2,24.3,30.0,57.0,3.809,2.623,8.9,0.058,0.11047,gepland
2025-05-28 17:00,63,152.8,147.4,49.2,25.1,30.4,60.1,3.746,2.568,9.1,0.042,0.10833,gepland
2025-05-28 18:00,63,157.6,150.3,53.3,23.9,28.9,59.1,3.774,2.624,8.9,0.054,0.11052,gepland
2025-05-28 19:00,63,154.9,148.0,50.8,23.8,29.6,49.5,3.732,2.569,9.1,0.052,0.10847,gepland
2025-05-28 20:00,63,152.2,145.5,47.8,24.3,30.0,59.0,3.849,2.558,8.9,0.052,0.11003,gepland
2025-05-28 21:00,63,154.8,148.6,47.7,23.1,28.5,54.2,3.827,2.6,8.9,0.047,0.11068,gepland
2025-05-28 22:00,63,155.0,148.5,49.2,25.6,30.9,58.3,3.758,2.587,9.0,0.05,0.1093,gepland
2025-05-28 23:00,63,156.7,150.2,44.1,26.0,31.5,57.5,3.807,2.616,8.9,0.05,0.10993,gepland
2025-05-29 00:00,64,155.4,150.5,52.2,22.8,28.4,59.1,3.878,2.619,8.7,0.037,0.11276,gepland
2025-05-29 01:00,64,156.1,150.6,44.8,23.3,28.9,54.8,3.887,2.68,8.7,0.041,0.11297,gepland
2025-05-29 02:00,64,156.7,150.8,48.9,23.8,28.6,61.7,3.841,2.599,8.8,0.044,0.11196,gepland
2025-05-29 03:00,64,159.0,152.1,55.9,25.4,30.8,51.0,3.755,2.6,9.0,0.051,0.1097,gepland
2025-05-29 04:00,64,156.3,149.4,48.7,25.1,31.0,67.3,3.829,2.579,8.9,0.053,0.11075,gepland
2025-05-29 05:00,64,156.1,150.0,47.1,25.0,30.2,57.5,3.911,2.689,8.7,0.047,0.11307,gepland
2025-05-29 06:00,64,151.7,146.1,51.2,24.4,29.6,58.1,3.838,2.663,8.8,0.043,0.11147,gepland
2025-05-29 07:00,64,154.4,147.1,49.1,25.3,31.1,56.2,3.846,2.644,8.8,0.057,0.1115,gepland
2025-05-29 08:00,64,155.2,148.2,45.0,24.7,29.7,54.8,3.834,2.63,8.8,0.053,0.11195,gepland
2025-05-29 09:00,64,155.1,148.4,49.3,23.2,28.1,61.0,3.778,2.566,9.0,0.05,0.10943,gepland
2025-05-29 10:00,64,152.6,145.3,49.1,23.8,29.3,59.5,3.689,2.514,9.3,0.057,0.10594,gepland
2025-05-29 11:00,64,156.6,150.9,52.2,25.0,30.7,63.7,3.807,2.594,8.9,0.043,0.11031,gepland
2025-05-29 12:00,64,155.4,148.8,49.5,24.5,30.1,58.7,3.884,2.664,8.7,0.05,0.11278,gepland
2025-05-29 13:00,64,158.3,152.1,48.2,23.6,29.4,61.9,3.848,2.622,8.8,0.046,0.11152,gepland
2025-05-29 14:00,64,153.1,146.4,52.7,24.4,29.8,65.9,3.926,2.681,8.6,0.052,0.11425,gepland
2025-05-29 15:00,64,156.9,149.9,48.5,23.4,29.6,63.4,3.786,2.604,8.9,0.052,0.11004,gepland
2025-05-29 16:00,64,156.1,148.9,52.5,23.9,29.5,54.1,3.77,2.601,8.9,0.054,0.11014,gepland
2025-05-29 17:00,64,155.0,148.3,53.7,24.0,29.5,61.6,3.884,2.676,8.8,0.051,0.11224,gepland
2025-05-29 18:00,64,156.0,149.1,53.4,24.7,30.1,59.1,3.904,2.63,8.7,0.052,0.11253,gepland
2025-05-29 19:00,64,156.2,149.2,49.5,25.3,29.8,57.1,3.858,2.589,8.8,0.053,0.11204,gepland
2025-05-29 20:00,64,155.8,150.6,50.4,24.6,29.1,62.4,3.91,2.69,8.6,0.04,0.1137,gepland
2025-05-29 21:00,64,154.4,148.1,51.8,25.0,30.0,56.9,3.777,2.661,8.9,0.049,0.11063,gepland
2025-05-29 22:00,64,158.1,151.6,41.0,25.1,30.8,60.7,3.907,2.648,8.7,0.049,0.1131,gepland
2025-05-29 23:00,64,157.7,151.7,47.6,25.0,30.9,60.3,3.732,2.545,9.2,0.045,0.10701,gepland
2025-05-30 00:00,65,155.8,149.4,52.5,24.3,29.7,56.6,3.829,2.642,8.8,0.048,0.11111,gepland
2025-05-30 01:00,65,156.9,150.9,49.2,25.1,31.1,55.6,3.972,2.686,8.5,0.045,0.11504,gepland
2025-05-30 02:00,65,154.6,148.5,47.7,25.3,30.6,52.1,3.976,2.71,8.5,0.048,0.11554,gepland
2025-05-30 03:00,65,156.5,150.5,52.9,22.6,28.8,67.8,3.91,2.682,8.6,0.045,0.11456,gepland
2025-05-30 04:00,65,159.2,152.4,53.5,22.7,27.5,55.2,3.942,2.708,8.6,0.05,0.1142,gepland
2025-05-30 05:00,65,155.1,148.2,47.2,26.0,31.7,58.1,3.943,2.674,8.6,0.054,0.11458,gepland
2025-05-30 06:00,65,157.5,150.7,54.5,24.9,29.5,62.0,3.879,2.599,8.8,0.051,0.11156,gepland
2025-05-30 07:00,65,153.5,147.6,41.9,25.4,30.0,64.1,3.861,2.638,8.8,0.046,0.11225,gepland
2025-05-30 08:00,65,152.5,145.9,53.3,24.7,29.5,52.8,3.869,2.639,8.8,0.051,0.11157,gepland
2025-05-30 09:00,65,154.1,148.0,48.2,26.1,30.9,62.1,3.991,2.748,8.4,0.048,0.11754,gepland
2025-05-30 10:00,65,160.1,153.4,48.6,24.9,29.2,64.7,4.009,2.706,8.4,0.05,0.11734,gepland
2025-05-30 11:00,65,154.9,148.5,49.6,24.1,29.6,62.1,3.852,2.628,8.9,0.048,0.11085,gepland
2025-05-30 12:00,65,157.6,151.2,49.3,20.7,26.1,61.0,3.932,2.698,8.5,0.047,0.11563,gepland
2025-05-30 13:00,65,155.3,148.4,47.4,24.1,29.5,62.3,3.987,2.728,8.4,0.053,0.11693,gepland
2025-05-30 14:00,65,152.4,144.9,48.7,25.6,31.7,64.8,3.8,2.626,8.9,0.058,0.11036,gepland
2025-05-30 15:00,65,154.1,147.7,50.5,24.4,29.5,54.8,4.055,2.784,8.3,0.05,0.11861,gepland
2025-05-30 16:00,65,156.1,149.4,53.1,25.2,30.0,59.1,3.989,2.745,8.4,0.051,0.11775,gepland
2025-05-30 17:00,65,152.4,146.2,47.2,24.9,30.1,61.4,3.941,2.661,8.6,0.048,0.11459,gepland
2025-05-30 18:00,65,155.4,148.5,53.4,23.6,27.6,55.9,3.851,2.623,8.8,0.052,0.11174,gepland
2025-05-30 19:00,65,154.0,146.9,50.8,24.7,29.1,60.1,3.871,2.645,8.7,0.055,0.11253,gepland
2025-05-30 20:00,65,154.7,148.3,53.4,23.2,28.7,61.5,4.004,2.738,8.4,0.049,0.11645,gepland
2025-05-30 21:00,65,158.1,152.0,50.9,24.2,29.5,53.6,3.975,2.681,8.5,0.045,0.116,gepland
2025-05-30 22:00,65,153.9,147.1,53.8,23.9,29.7,55.2,3.949,2.679,8.6,0.052,0.11432,gepland
2025-05-30 23:00,65,156.7,150.3,47.5,24.6,29.6,59.1,3.875,2.642,8.7,0.049,0.11285,gepland
2025-05-31 00:00,66,155.6,148.7,48.6,24.1,28.4,56.1,4.012,2.757,8.4,0.052,0.11765,gepland
2025-05-31 01:00,66,158.8,152.6,53.0,23.5,29.3,60.0,4.026,2.756,8.4,0.046,0.11646,gepland
2025-05-31 02:00,66,159.6,153.6,52.2,24.8,30.5,63.8,4.044,2.781,8.3,0.045,0.11846,gepland
2025-05-31 03:00,66,157.0,150.5,48.8,23.0,28.4,60.1,3.91,2.72,8.5,0.048,0.1151,gepland
2025-05-31 04:00,66,157.3,150.9,51.6,24.9,29.5,53.7,4.042,2.752,8.3,0.048,0.11778,gepland
2025-05-31 05:00,66,156.4,149.9,54.7,23.6,28.7,59.2,4.046,2.727,8.4,0.049,0.11705,gepland
2025-05-31 06:00,66,153.9,146.9,51.4,26.4,31.2,50.4,4.035,2.746,8.3,0.054,0.11817,gepland
2025-05-31 07:00,66,157.1,150.7,54.2,23.5,28.6,61.0,4.053,2.769,8.3,0.047,0.11826,gepland
2025-05-31 08:00,66,154.8,148.0,50.3,24.0,28.5,61.7,4.025,2.747,8.4,0.052,0.11745,gepland
2025-05-31 09:00,66,157.7,150.7,52.7,24.6,29.1,60.3,3.973,2.683,8.5,0.053,0.11565,gepland
2025-05-31 10:00,66,156.4,150.5,55.6,25.4,30.3,55.4,4.074,2.755,8.4,0.045,0.11725,gepland
2025-05-31 11:00,66,153.2,146.5,50.1,23.8,28.9,60.9,4.0,2.717,8.5,0.052,0.11634,gepland
2025-05-31 12:00,66,156.2,150.2,47.3,24.0,29.7,57.3,3.976,2.713,8.5,0.045,0.11601,gepland
2025-05-31 13:00,66,156.4,150.1,47.1,24.5,29.7,60.5,3.955,2.698,8.5,0.048,0.11536,gepland
2025-05-31 14:00,66,157.4,150.7,54.7,23.6,28.5,56.4,3.95,2.724,8.5,0.05,0.11542,gepland
2025-05-31 15:00,66,155.3,148.8,44.8,23.8,29.3,55.8,3.969,2.722,8.5,0.049,0.11619,gepland
2025-05-31 16:00,66,157.0,151.6,53.2,24.6,30.5,60.0,4.029,2.749,8.3,0.04,0.11837,gepland
2025-05-31 17:00,66,155.4,149.5,48.9,23.5,28.0,56.7,3.954,2.71,8.5,0.045,0.11583,gepland
2025-05-31 18:00,66,154.4,148.7,52.5,23.4,28.6,61.3,4.03,2.763,8.4,0.044,0.11672,gepland
2025-05-31 19:00,66,156.6,150.9,52.6,23.1,28.3,62.8,3.949,2.688,8.5,0.042,0.1154,gepland
2025-05-31 20:00,66,154.5,148.3,51.9,24.5,29.5,62.2,3.952,2.713,8.5,0.048,0.1158,gepland
2025-05-31 21:00,66,152.8,146.7,51.4,22.9,29.3,59.9,3.967,2.701,8.5,0.047,0.11548,gepland
2025-05-31 22:00,66,154.3,148.3,50.1,23.3,28.9,53.5,3.921,2.699,8.6,0.046,0.11415,gepland
2025-05-31 23:00,66,156.1,150.0,46.9,25.9,31.4,64.1,3.947,2.685,8.6,0.047,0.11454,gepland
2025-06-01 00:00,67,155.0,148.3,49.1,23.8,27.8,55.7,4.049,2.806,8.3,0.051,0.11817,gepland
2025-06-01 01:00,67,153.9,147.9,47.4,24.3,30.3,61.0,3.984,2.729,8.5,0.046,0.11609,gepland
2025-06-01 02:00,67,157.4,151.2,49.8,25.9,31.8,61.9,4.025,2.764,8.4,0.047,0.11758,gepland
2025-06-01 03:00,67,155.0,147.1,55.3,25.2,29.8,66.3,3.95,2.716,8.5,0.06,0.11529,gepland
2025-06-01 04:00,67,154.7,148.5,44.3,24.6,30.0,63.1,3.979,2.71,8.5,0.048,0.11513,gepland
2025-06-01 05:00,67,155.3,148.7,54.7,24.8,29.6,60.1,4.078,2.761,8.3,0.051,0.11867,gepland
2025-06-01 06:00,67,152.4,147.2,52.2,24.2,29.5,48.9,4.153,2.842,8.1,0.041,0.12177,gepland
2025-06-01 07:00,67,159.2,153.0,51.4,23.6,28.7,59.9,4.067,2.758,8.3,0.046,0.11907,gepland
2025-06-01 08:00,67,154.8,148.3,52.0,24.8,30.1,59.9,4.047,2.76,8.3,0.05,0.11877,gepland
2025-06-01 09:00,67,155.7,148.6,44.9,24.9,29.3,57.4,4.0,2.724,8.4,0.054,0.11637,gepland
2025-06-01 10:00,67,155.7,148.9,45.7,25.7,30.4,47.1,4.039,2.729,8.3,0.052,0.118,gepland
2025-06-01 11:00,67,154.6,148.2,52.1,24.1,30.1,54.4,4.029,2.737,8.3,0.049,0.11795,gepland
2025-06-01 12:00,67,153.8,148.9,50.1,23.5,28.5,59.2,4.003,2.726,8.4,0.037,0.11658,gepland
2025-06-01 13:00,67,156.5,149.9,51.7,23.4,28.3,59.1,4.065,2.779,8.3,0.049,0.11818,gepland
2025-06-01 14:00,67,156.2,149.1,44.2,25.2,30.1,59.9,4.028,2.712,8.4,0.054,0.11774,gepland
2025-06-01 15:00,67,157.4,151.1,45.3,25.5,30.4,65.1,4.045,2.733,8.3,0.048,0.11799,gepland
2025-06-01 16:00,67,155.9,149.5,49.2,23.2,28.3,55.9,4.02,2.728,8.4,0.048,0.11716,gepland
2025-06-01 17:00,67,155.8,148.2,45.1,23.0,27.7,60.6,4.009,2.765,8.3,0.057,0.11807,gepland
2025-06-01 18:00,67,154.6,148.2,51.4,23.6,29.0,59.0,4.048,2.749,8.3,0.048,0.11873,gepland
2025-06-01 19:00,67,153.6,146.8,51.0,22.7,27.1,62.8,4.023,2.741,8.4,0.051,0.11715,gepland
2025-06-01 20:00,67,155.2,149.4,44.6,25.0,30.5,64.5,3.998,2.688,8.4,0.045,0.11671,gepland
2025-06-01 21:00,67,156.4,150.7,53.0,22.7,27.7,57.7,4.033,2.768,8.4,0.042,0.11716,gepland
2025-06-01 22:00,67,158.0,152.4,48.1,24.2,29.1,50.4,4.126,2.773,8.2,0.041,0.12026,gepland
2025-06-01 23:00,67,155.1,148.9,48.7,25.6,31.0,50.0,4.071,2.752,8.3,0.048,0.11833,gepland
2025-06-02 00:00,68,155.9,148.9,52.7,23.3,28.0,61.9,4.052,2.75,8.3,0.053,0.11824,gepland
2025-06-02 01:00,68,158.1,150.8,49.4,22.6,27.7,54.9,4.144,2.825,8.1,0.054,0.12095,gepland
2025-06-02 02:00,68,154.4,148.0,51.1,25.2,30.6,66.1,4.129,2.801,8.3,0.049,0.11901,gepland
2025-06-02 03:00,68,149.5,144.2,42.4,23.8,29.0,64.8,4.132,2.847,8.2,0.042,0.12014,gepland
2025-06-02 04:00,68,151.7,146.1,49.0,24.9,29.2,57.3,4.177,2.822,8.1,0.044,0.12186,gepland
2025-06-02 05:00,68,153.1,147.0,51.0,22.8,27.5,64.4,4.085,2.806,8.2,0.047,0.11967,gepland
2025-06-02 06:00,68,155.2,149.5,45.5,24.6,29.5,56.0,4.119,2.824,8.1,0.044,0.12096,gepland
2025-06-02 07:00,68,152.9,146.1,50.0,23.8,29.0,54.9,4.032,2.784,8.3,0.053,0.11792,gepland
2025-06-02 08:00,68,157.9,151.7,49.5,23.3,28.2,63.6,4.21,2.863,8.0,0.047,0.12314,gepland
2025-06-02 09:00,68,156.3,149.6,51.5,23.6,29.2,66.7,4.062,2.75,8.3,0.05,0.11858,gepland
2025-06-02 10:00,68,154.0,148.6,48.3,25.8,30.2,51.6,4.225,2.902,7.9,0.042,0.1248,gepland
2025-06-02 11:00,68,152.4,146.4,47.5,24.9,29.8,60.0,4.084,2.836,8.2,0.046,0.12035,gepland
2025-06-02 12:00,68,154.3,148.8,47.6,23.1,27.9,51.9,4.053,2.782,8.2,0.042,0.1196,gepland
2025-06-02 13:00,68,152.0,145.6,52.9,24.5,29.1,55.7,4.023,2.744,8.4,0.05,0.11692,gepland
2025-06-02 14:00,68,154.2,148.3,46.6,24.3,29.6,65.2,4.071,2.788,8.3,0.046,0.11887,gepland
2025-06-02 15:00,68,154.9,149.0,49.2,24.5,30.1,60.7,4.173,2.8,8.1,0.046,0.12203,gepland
2025-06-02 16:00,68,158.3,152.6,54.6,23.1,28.8,63.1,4.019,2.763,8.4,0.042,0.11638,gepland
2025-06-02 17:00,68,152.8,147.0,49.0,24.9,29.3,62.1,4.067,2.808,8.2,0.045,0.12015,gepland
2025-06-02 18:00,68,157.7,151.2,47.5,25.5,31.0,62.6,4.054,2.777,8.3,0.049,0.11843,gepland
2025-06-02 19:00,68,155.2,149.8,46.4,24.4,29.3,62.8,4.153,2.848,8.0,0.041,0.12227,gepland
2025-06-02 20:00,68,155.8,149.4,45.0,23.1,28.7,62.0,4.089,2.793,8.3,0.048,0.11871,gepland
2025-06-02 21:00,68,155.4,149.8,52.2,23.9,29.0,59.7,4.193,2.863,8.0,0.043,0.12358,gepland
2025-06-02 22:00,68,158.3,151.7,52.8,24.2,29.7,62.6,4.105,2.837,8.1,0.049,0.12097,gepland
2025-06-02 23:00,68,155.9,149.7,53.0,23.4,28.2,58.1,4.159,2.839,8.1,0.047,0.12115,gepland
2025-06-03 00:00,69,152.4,147.3,51.2,24.7,30.0,59.5,4.278,2.893,7.8,0.04,0.12559,gepland
2025-06-03 01:00,69,154.8,148.6,50.0,25.0,30.7,61.0,4.098,2.766,8.2,0.048,0.12005,gepland
2025-06-03 02:00,69,152.2,146.4,54.0,23.8,28.8,59.9,4.276,2.946,7.8,0.045,0.12551,gepland
2025-06-03 03:00,69,154.6,148.9,47.7,23.2,28.6,54.2,4.183,2.889,8.0,0.043,0.12233,gepland
2025-06-03 04:00,69,153.2,148.1,52.9,25.1,29.6,62.0,4.15,2.842,8.0,0.04,0.12246,gepland
2025-06-03 05:00,69,158.2,152.2,53.1,23.9,28.6,57.3,4.217,2.861,7.9,0.044,0.1242,gepland
2025-06-03 06:00,69,154.8,148.7,52.2,20.8,26.2,68.4,4.268,2.907,7.9,0.046,0.12513,gepland
2025-06-03 07:00,69,154.2,148.9,46.8,24.3,29.9,63.0,4.101,2.771,8.2,0.04,0.11965,gepland
2025-06-03 08:00,69,155.8,149.6,47.9,24.2,29.5,59.9,4.249,2.891,7.8,0.047,0.12609,gepland
2025-06-03 09:00,69,155.7,149.5,49.8,23.2,27.8,59.5,4.242,2.918,7.9,0.047,0.12537,gepland
2025-06-03 10:00,69,151.4,145.8,48.2,25.0,29.1,62.6,4.197,2.915,8.0,0.044,0.12368,gepland
2025-06-03 11:00,69,156.0,149.9,47.1,26.1,30.8,57.4,4.084,2.847,8.2,0.047,0.11999,gepland
2025-06-03 12:00,69,156.5,150.5,52.8,23.1,28.6,64.2,4.128,2.847,8.1,0.045,0.12149,gepland
2025-06-03 13:00,69,152.9,146.8,42.8,25.0,29.5,58.8,4.117,2.805,8.1,0.048,0.12143,gepland
2025-06-03 14:00,69,153.3,147.3,46.2,26.2,31.1,60.7,4.347,2.976,7.7,0.047,0.12772,gepland
2025-06-03 15:00,69,151.6,146.0,48.5,24.7,29.0,63.5,4.185,2.836,8.0,0.045,0.12244,gepland
2025-06-03 16:00,69,155.9,149.5,52.4,23.5,28.3,59.6,4.075,2.784,8.2,0.048,0.11984,gepland
2025-06-03 17:00,69,158.1,152.0,49.4,23.6,28.9,63.4,4.207,2.879,8.0,0.045,0.12285,gepland
