timestamp,R_voeding_flow_kgh,R_voeding_temp_C,R_voeding_zuiverheid,R_temp_sp_C,R_temp_actueel_C,R_druk_bar,R_niveau_pct,R_conversie,S_temp_C,S_druk_bar,S_niveau_pct,S_damp_flow_kgh,S_vloeistof_flow_kgh,S_vloeistof_zuiverheid,K_reflux_ratio,K_reboiler_duty_kW,K_top_temp_C,K_bodem_temp_C,K_drukval_bar,product_zuiverheid,product_flow_kgh,totaal_energie_kW,on_spec,event
2025-05-07 06:40:00,104.0,25.5,0.943,154.6,154.52,5.1,65.1,0.855,125.0,1.99,50.3,32.9,71.1,0.9339,2.53,83.9,78.3,120.5,0.3058,0.99643,66.8,114.5,1,normaal
2025-05-07 06:45:00,103.9,24.8,0.934,154.6,154.42,5.04,63.3,0.875,124.1,1.99,51.6,32.6,71.6,0.9382,2.42,83.1,78.6,119.9,0.3049,0.99266,67.2,114.3,1,normaal
2025-05-07 06:50:00,105.4,25.4,0.956,154.6,154.52,5.12,64.3,0.868,124.6,2.0,51.3,33.5,71.8,0.9429,2.57,81.6,78.4,120.4,0.3139,0.99678,67.7,112.6,1,normaal
2025-05-07 06:55:00,105.8,25.7,0.957,154.6,154.5,5.05,66.0,0.857,124.5,2.01,50.9,33.3,71.5,0.9375,2.43,82.0,78.3,119.9,0.3052,0.99211,67.1,111.7,1,normaal
2025-05-07 07:00:00,104.8,24.4,0.952,154.6,154.56,4.99,63.6,0.865,125.2,1.99,56.8,33.6,71.5,0.9317,2.51,80.9,78.0,120.0,0.311,0.99549,66.7,111.5,1,normaal
2025-05-07 07:05:00,103.7,25.3,0.952,154.6,154.7,5.08,63.1,0.858,124.6,2.01,54.1,32.1,72.5,0.9398,2.56,81.9,78.4,120.1,0.3081,0.9966,68.3,113.1,1,normaal
2025-05-07 07:10:00,106.2,25.3,0.952,154.6,154.66,5.08,65.3,0.858,124.0,2.03,56.7,34.0,72.6,0.9419,2.5,84.8,78.7,120.3,0.3162,0.99561,68.6,116.5,1,normaal
2025-05-07 07:15:00,105.1,24.4,0.95,154.6,154.47,5.0,64.7,0.868,124.3,2.0,53.3,33.2,72.1,0.9349,2.47,82.4,78.2,120.5,0.3115,0.99299,67.4,113.8,1,normaal
2025-05-07 07:20:00,104.5,24.0,0.94,154.6,154.48,5.08,64.5,0.85,125.1,2.02,54.9,32.7,70.7,0.9383,2.58,81.0,78.5,120.4,0.3085,0.99556,66.2,111.7,1,normaal
2025-05-07 07:25:00,104.9,24.9,0.947,154.6,154.53,5.1,64.5,0.862,124.3,1.99,56.6,34.1,71.4,0.9345,2.47,81.4,77.9,119.7,0.3084,0.99256,66.7,111.2,1,normaal
2025-05-07 07:30:00,105.2,25.7,0.95,154.6,154.46,5.14,65.7,0.859,124.2,2.0,56.1,33.1,71.5,0.943,2.48,80.2,78.0,120.1,0.3105,0.99431,67.3,109.3,1,normaal
2025-05-07 07:35:00,104.8,25.2,0.952,154.6,154.53,5.11,65.0,0.865,124.1,1.99,53.9,32.6,72.2,0.9345,2.48,77.6,78.0,119.9,0.3149,0.99407,67.8,108.3,1,normaal
2025-05-07 07:40:00,103.7,24.6,0.941,154.6,154.53,5.04,65.3,0.878,125.5,1.99,48.8,33.3,70.4,0.9298,2.53,80.2,78.1,119.7,0.3109,0.995,65.2,109.9,1,normaal
2025-05-07 07:45:00,106.6,24.8,0.953,154.6,154.5,5.01,63.7,0.87,124.0,1.95,51.8,34.3,72.2,0.9413,2.54,83.7,77.9,120.4,0.3179,0.99496,67.9,115.5,1,normaal
2025-05-07 07:50:00,106.7,25.3,0.933,154.6,154.62,4.91,64.8,0.873,125.6,2.01,53.8,33.7,72.7,0.9338,2.4,83.5,78.0,119.7,0.3147,0.99285,68.1,114.6,1,normaal
2025-05-07 07:55:00,103.4,25.0,0.938,154.6,154.68,5.09,63.5,0.864,123.9,1.96,51.9,31.9,71.9,0.9402,2.53,77.2,78.3,119.4,0.3135,0.99412,67.4,107.1,1,normaal
2025-05-07 08:00:00,105.2,25.9,0.95,154.7,154.73,5.02,63.3,0.877,124.3,1.95,57.4,32.5,72.5,0.9308,2.45,80.3,77.6,120.4,0.3092,0.99368,67.6,110.1,1,normaal
2025-05-07 08:05:00,105.7,24.9,0.949,154.7,154.65,5.15,65.6,0.866,125.0,2.02,57.9,32.8,72.3,0.9353,2.53,86.5,79.0,121.0,0.3074,0.99381,68.0,116.1,1,normaal
2025-05-07 08:10:00,104.7,25.0,0.952,154.7,154.61,5.06,64.6,0.87,124.1,1.99,53.7,32.0,72.7,0.936,2.58,83.6,78.2,119.7,0.3036,0.99603,68.2,115.7,1,normaal
2025-05-07 08:15:00,102.9,24.9,0.959,154.7,154.5,4.94,66.7,0.873,124.5,1.97,56.2,32.7,70.5,0.935,2.49,78.3,78.2,120.0,0.3125,0.99322,65.9,108.3,1,normaal
2025-05-07 08:20:00,103.6,24.3,0.966,154.7,154.51,5.06,64.5,0.877,124.8,2.0,55.3,33.2,70.7,0.9272,2.52,81.3,77.6,119.7,0.3148,0.99546,65.8,111.5,1,normaal
2025-05-07 08:25:00,105.7,25.3,0.958,154.7,154.41,5.12,63.9,0.879,124.0,1.96,50.6,33.0,73.4,0.9289,2.48,84.4,78.4,120.2,0.3044,0.99338,68.2,115.7,1,normaal
2025-05-07 08:30:00,103.9,24.3,0.966,154.7,154.37,5.02,63.1,0.856,123.3,2.04,49.9,32.8,71.0,0.9303,2.5,77.9,77.9,120.0,0.3083,0.99311,66.1,108.3,1,normaal
2025-05-07 08:35:00,105.7,24.7,0.944,154.7,154.41,5.1,63.9,0.877,124.3,1.99,52.5,32.8,73.2,0.9248,2.54,81.5,78.1,120.3,0.3076,0.99378,67.8,111.4,1,normaal
2025-05-07 08:40:00,104.3,25.1,0.955,154.7,154.51,5.04,62.4,0.852,124.2,2.0,54.3,32.7,72.6,0.9292,2.46,78.0,77.8,120.0,0.3088,0.99343,67.2,107.1,1,normaal
2025-05-07 08:45:00,102.4,25.3,0.96,154.7,154.49,5.06,64.9,0.867,124.3,1.96,54.0,31.7,70.0,0.9344,2.53,80.2,78.4,119.9,0.3068,0.99372,65.3,110.1,1,normaal
2025-05-07 08:50:00,105.9,24.6,0.96,154.7,154.57,5.04,61.4,0.853,123.8,2.0,52.4,33.0,72.8,0.9347,2.38,84.4,78.5,120.3,0.3121,0.9904,67.9,116.3,1,normaal
2025-05-07 08:55:00,104.0,25.0,0.925,154.7,154.66,4.97,63.0,0.868,124.2,2.0,54.1,32.3,72.4,0.9274,2.6,81.0,77.7,119.1,0.3155,0.99747,66.9,110.8,1,normaal
2025-05-07 09:00:00,103.0,25.4,0.966,154.7,154.59,5.02,61.9,0.897,125.1,2.0,50.5,32.5,70.0,0.9337,2.47,79.4,77.4,120.0,0.3006,0.99217,65.1,109.0,1,normaal
2025-05-07 09:05:00,103.2,25.0,0.944,154.7,154.49,5.02,64.8,0.866,123.7,1.98,49.0,31.8,71.0,0.9378,2.42,81.5,78.2,119.5,0.3132,0.99211,66.7,112.8,1,normaal
2025-05-07 09:10:00,104.4,24.5,0.95,154.7,154.51,5.03,64.8,0.864,125.0,2.04,52.3,33.6,70.5,0.9332,2.54,81.3,78.4,120.3,0.3119,0.99386,65.6,111.2,1,normaal
2025-05-07 09:15:00,102.5,25.2,0.946,154.7,154.43,5.04,62.9,0.869,124.4,2.05,50.2,32.2,70.5,0.9345,2.45,80.5,78.1,119.5,0.3142,0.99428,66.1,111.8,1,normaal
2025-05-07 09:20:00,103.3,25.8,0.946,154.7,154.56,5.03,64.2,0.878,124.3,2.01,53.1,32.5,70.4,0.9442,2.47,79.3,78.4,120.1,0.3093,0.99212,66.6,109.7,1,normaal
2025-05-07 09:25:00,102.5,25.4,0.936,154.7,154.39,5.11,62.8,0.856,122.9,1.97,53.0,31.2,71.0,0.9349,2.51,80.8,78.2,119.6,0.313,0.99323,66.1,111.0,1,normaal
2025-05-07 09:30:00,104.2,25.6,0.955,154.7,154.48,5.09,62.9,0.865,123.9,1.97,53.2,32.8,70.9,0.9352,2.6,80.6,77.9,120.1,0.313,0.99762,66.2,110.2,1,normaal
2025-05-07 09:35:00,103.7,25.0,0.948,154.8,154.47,5.01,63.6,0.867,124.6,1.99,52.3,32.0,71.8,0.9349,2.48,80.6,78.5,119.6,0.3127,0.99538,67.3,110.1,1,normaal
2025-05-07 09:40:00,102.6,24.6,0.932,154.8,154.56,5.0,61.9,0.868,124.6,2.01,52.3,32.3,70.0,0.9406,2.53,79.8,77.9,119.9,0.308,0.99453,65.9,110.1,1,normaal
2025-05-07 09:45:00,102.5,25.2,0.967,154.8,154.63,5.02,63.2,0.877,124.4,2.03,52.9,31.8,70.9,0.9372,2.53,75.9,77.8,119.6,0.3002,0.99386,66.3,105.9,1,normaal
2025-05-07 09:50:00,102.9,24.6,0.942,154.8,154.69,5.1,63.6,0.87,125.0,1.98,53.2,32.9,70.2,0.9279,2.54,79.5,78.0,120.1,0.3076,0.99526,65.4,108.1,1,normaal
2025-05-07 09:55:00,102.0,25.4,0.963,154.8,154.63,5.05,62.4,0.89,124.2,1.99,52.5,32.2,69.9,0.9371,2.52,78.7,78.3,119.8,0.311,0.99561,65.5,109.7,1,normaal
2025-05-07 10:00:00,103.1,24.8,0.953,154.8,154.65,5.04,61.1,0.874,123.9,2.0,51.4,32.1,71.5,0.945,2.48,79.8,77.8,120.2,0.3116,0.99431,67.8,110.1,1,normaal
2025-05-07 10:05:00,105.0,25.0,0.957,154.8,154.67,4.97,62.3,0.859,123.9,1.98,52.3,33.2,70.5,0.9353,2.51,79.2,77.7,119.0,0.302,0.99208,66.3,108.9,1,normaal
2025-05-07 10:10:00,101.9,25.4,0.942,154.8,154.7,4.92,61.2,0.867,125.3,2.01,51.9,32.4,69.3,0.9447,2.55,79.8,77.7,120.7,0.3186,0.99428,65.8,113.1,1,normaal
2025-05-07 10:15:00,102.7,25.1,0.931,154.8,154.74,4.97,61.9,0.891,124.7,2.01,51.4,30.9,70.8,0.9369,2.54,78.0,77.8,119.6,0.3079,0.99419,66.4,107.5,1,normaal
2025-05-07 10:20:00,101.7,24.9,0.968,154.8,154.6,5.09,62.7,0.883,123.2,1.98,48.4,31.1,70.2,0.939,2.47,80.6,78.0,119.8,0.3043,0.99258,66.0,112.8,1,normaal
2025-05-07 10:25:00,102.7,25.0,0.947,154.8,154.55,5.02,59.9,0.881,124.3,2.01,49.5,32.5,69.9,0.939,2.5,80.4,78.1,120.2,0.3134,0.99438,65.9,109.9,1,normaal
2025-05-07 10:30:00,104.2,25.8,0.948,154.8,154.43,4.91,62.7,0.87,125.0,2.03,52.0,32.7,73.1,0.9379,2.47,83.3,78.4,120.0,0.313,0.99208,68.3,112.5,1,normaal
2025-05-07 10:35:00,102.4,24.4,0.953,154.8,154.48,5.04,63.6,0.884,124.9,1.95,52.1,32.4,69.9,0.9337,2.4,80.7,77.4,120.5,0.3254,0.99089,65.5,111.6,1,normaal
2025-05-07 10:40:00,102.3,25.7,0.953,154.8,154.56,4.98,62.5,0.87,124.6,2.04,51.3,33.2,69.1,0.9319,2.42,78.3,77.5,120.3,0.3102,0.99362,64.4,109.0,1,normaal
2025-05-07 10:45:00,103.9,25.3,0.943,154.8,154.53,5.01,61.5,0.868,125.0,2.03,50.3,32.4,70.6,0.9373,2.51,80.8,77.4,119.8,0.3107,0.993,66.1,111.0,1,normaal
2025-05-07 10:50:00,102.5,24.5,0.938,154.8,154.57,5.05,61.0,0.886,124.3,1.95,52.4,32.1,69.9,0.9359,2.51,81.0,78.3,120.3,0.3072,0.99484,65.4,110.6,1,normaal
2025-05-07 10:55:00,102.1,25.1,0.951,154.8,154.55,4.99,60.1,0.873,123.9,2.02,55.5,31.9,70.1,0.9369,2.4,79.4,77.8,120.2,0.311,0.99248,65.8,109.4,1,normaal
2025-05-07 11:00:00,100.9,25.0,0.956,154.8,154.49,4.97,61.3,0.876,124.0,2.02,45.6,30.8,69.7,0.9288,2.51,78.8,78.5,120.2,0.3156,0.99171,64.7,109.4,1,normaal
2025-05-07 11:05:00,101.3,26.1,0.946,154.8,154.63,5.17,61.0,0.872,124.1,1.96,53.2,31.5,69.5,0.9351,2.41,81.4,77.9,120.2,0.3136,0.99197,64.9,111.8,1,normaal
2025-05-07 11:10:00,101.8,25.2,0.945,154.8,154.78,5.11,63.5,0.865,125.0,2.01,48.9,31.0,70.7,0.9231,2.5,83.8,77.8,120.3,0.3093,0.99456,65.5,113.0,1,normaal
2025-05-07 11:15:00,102.0,24.4,0.945,154.8,154.52,5.01,63.5,0.869,124.5,1.95,52.5,31.4,69.8,0.9387,2.43,84.0,78.4,120.2,0.3095,0.99287,65.4,114.4,1,normaal
2025-05-07 11:20:00,100.0,25.6,0.947,154.8,154.71,5.08,61.7,0.859,124.7,1.99,51.2,30.7,68.9,0.9363,2.48,77.4,77.6,120.1,0.3091,0.99391,64.7,107.9,1,normaal
2025-05-07 11:25:00,100.5,24.6,0.963,154.8,154.77,5.08,61.3,0.867,124.5,2.0,50.1,31.1,68.9,0.9433,2.53,79.5,78.5,119.8,0.3069,0.99368,65.0,109.6,1,normaal
2025-05-07 11:30:00,100.0,24.1,0.954,154.9,154.84,5.02,62.6,0.862,124.3,1.99,51.0,32.6,68.1,0.9355,2.54,78.5,78.1,119.8,0.3073,0.99271,63.8,107.3,1,normaal
2025-05-07 11:35:00,101.7,24.9,0.954,154.9,154.92,5.08,62.4,0.874,125.3,1.99,51.7,32.5,68.8,0.9231,2.43,78.5,77.9,120.4,0.3111,0.99304,63.6,108.3,1,normaal
2025-05-07 11:40:00,99.7,25.0,0.948,154.9,154.99,5.0,60.9,0.876,125.8,2.0,48.4,31.9,67.9,0.9392,2.53,78.0,77.8,120.5,0.3044,0.99396,63.5,108.0,1,normaal
2025-05-07 11:45:00,100.6,24.9,0.95,154.9,155.12,5.03,62.1,0.887,125.2,2.0,51.9,32.4,68.0,0.9375,2.47,78.7,77.8,119.7,0.3151,0.9932,63.6,108.6,1,normaal
2025-05-07 11:50:00,99.9,24.8,0.953,154.9,155.0,5.14,60.2,0.881,125.0,1.99,50.4,31.0,69.1,0.9424,2.53,74.9,77.6,119.7,0.3113,0.99364,65.0,103.0,1,normaal
2025-05-07 11:55:00,100.2,25.4,0.954,154.9,155.08,4.98,59.9,0.889,124.8,2.0,52.1,31.7,68.2,0.9458,2.5,75.9,77.8,119.8,0.3106,0.99377,64.6,106.0,1,normaal
2025-05-07 12:00:00,101.2,25.0,0.938,154.9,155.15,4.93,59.5,0.895,125.8,2.01,50.2,31.9,68.8,0.9339,2.49,83.7,78.1,119.7,0.3141,0.99544,64.6,113.2,1,normaal
2025-05-07 12:05:00,102.2,25.5,0.959,154.9,155.05,5.05,60.5,0.868,125.7,1.97,52.7,32.3,69.6,0.9351,2.47,78.7,77.7,119.2,0.3051,0.99336,65.0,108.0,1,normaal
2025-05-07 12:10:00,98.8,25.6,0.946,154.9,155.12,5.01,61.0,0.884,124.9,2.0,48.8,32.1,66.9,0.9414,2.42,77.7,77.9,120.5,0.3134,0.99215,62.6,108.4,1,normaal
2025-05-07 12:15:00,99.7,25.2,0.947,154.9,155.09,5.07,59.8,0.887,124.9,1.98,49.1,31.6,68.5,0.9305,2.58,81.7,77.8,120.5,0.3182,0.99697,63.7,112.0,1,normaal
2025-05-07 12:20:00,98.9,24.5,0.942,154.9,154.99,5.02,60.0,0.861,125.0,1.96,48.2,31.0,68.0,0.9383,2.41,77.6,77.9,119.7,0.3017,0.99256,63.9,107.0,1,normaal
2025-05-07 12:25:00,97.5,25.1,0.944,154.9,155.09,5.01,61.2,0.873,125.2,1.99,45.7,31.1,66.5,0.9384,2.57,72.9,76.9,119.1,0.3136,0.9948,62.0,102.9,1,normaal
2025-05-07 12:30:00,99.3,25.2,0.937,154.9,155.14,5.07,61.8,0.882,125.6,1.97,48.4,30.9,68.3,0.9424,2.51,79.7,77.9,119.6,0.3069,0.99335,64.6,109.6,1,normaal
2025-05-07 12:35:00,99.7,25.6,0.943,154.9,154.99,5.0,60.3,0.856,126.4,2.02,52.2,31.6,68.5,0.9356,2.5,76.6,77.7,120.1,0.3091,0.99376,64.0,106.4,1,normaal
2025-05-07 12:40:00,101.1,24.6,0.94,154.9,155.1,5.11,57.9,0.878,125.1,2.0,47.7,31.9,69.2,0.9383,2.48,76.5,77.1,119.8,0.3101,0.99048,65.1,106.6,1,normaal
2025-05-07 12:45:00,98.6,25.1,0.948,154.9,154.85,5.09,56.8,0.901,125.2,2.0,49.8,31.6,66.6,0.9325,2.48,76.6,77.8,119.4,0.3091,0.99257,62.3,106.1,1,normaal
2025-05-07 12:50:00,97.5,24.6,0.949,154.9,154.78,5.13,60.0,0.875,124.8,2.01,51.2,29.7,67.4,0.9258,2.51,80.4,78.1,120.3,0.3051,0.99261,62.2,110.7,1,normaal
2025-05-07 12:55:00,98.8,25.4,0.931,154.9,154.89,5.05,58.1,0.889,125.6,1.98,49.9,30.1,68.1,0.9316,2.56,79.5,77.7,120.0,0.3087,0.99422,63.6,109.8,1,normaal
2025-05-07 13:00:00,99.0,25.5,0.952,154.9,154.67,5.07,58.4,0.869,124.8,1.97,44.6,30.9,68.0,0.932,2.46,78.8,78.2,119.8,0.3181,0.99252,63.7,110.0,1,normaal
2025-05-07 13:05:00,100.2,25.3,0.953,154.9,154.6,5.07,57.7,0.885,124.3,2.09,50.5,30.8,68.0,0.939,2.56,81.0,78.0,119.5,0.3085,0.99508,64.0,110.8,1,normaal
2025-05-07 13:10:00,99.6,25.2,0.973,154.9,154.61,5.05,59.0,0.869,124.9,2.04,48.8,31.5,68.3,0.9403,2.41,79.8,77.9,120.0,0.3096,0.99065,64.4,110.7,1,normaal
2025-05-07 13:15:00,99.7,25.2,0.968,154.9,154.58,5.03,57.2,0.871,124.8,2.04,53.0,30.0,70.3,0.9382,2.47,79.3,77.7,120.2,0.307,0.99347,66.0,109.7,1,normaal
2025-05-07 13:20:00,97.1,24.3,0.953,154.9,154.48,4.97,58.8,0.878,124.0,2.03,49.0,30.0,66.6,0.9273,2.51,76.3,77.3,119.7,0.3124,0.99253,61.9,106.1,1,normaal
2025-05-07 13:25:00,96.2,24.8,0.937,154.9,154.32,5.08,59.6,0.882,124.0,1.99,45.2,29.9,66.8,0.9358,2.43,77.7,78.1,120.1,0.3099,0.99143,63.3,107.1,1,normaal
2025-05-07 13:30:00,96.9,25.1,0.95,154.9,154.1,4.98,58.3,0.875,124.2,1.98,49.5,30.6,65.5,0.9435,2.47,79.5,78.0,119.5,0.312,0.99221,61.6,109.2,1,normaal
2025-05-07 13:35:00,99.1,25.2,0.933,154.9,154.14,5.08,58.4,0.86,124.8,2.0,49.0,30.9,67.6,0.9404,2.48,80.0,78.0,119.4,0.3092,0.99436,63.6,111.4,1,normaal
2025-05-07 13:40:00,98.5,24.8,0.96,154.9,154.26,5.03,57.1,0.877,124.5,2.01,51.6,30.8,68.1,0.9379,2.55,81.7,78.2,120.5,0.3136,0.99535,64.1,111.5,1,normaal
2025-05-07 13:45:00,95.3,25.2,0.953,154.9,154.34,5.09,57.3,0.889,123.9,1.99,45.1,29.9,64.9,0.9273,2.47,80.0,77.7,120.1,0.3037,0.99095,60.3,109.3,1,normaal
2025-05-07 13:50:00,96.3,25.7,0.949,154.9,154.43,5.06,58.1,0.863,125.6,2.01,47.2,30.8,65.5,0.9335,2.46,74.5,77.5,119.3,0.309,0.99322,61.6,103.7,1,normaal
2025-05-07 13:55:00,96.7,24.4,0.935,154.9,154.46,4.97,56.1,0.879,123.7,2.03,50.4,30.2,66.3,0.9327,2.55,75.6,77.7,119.5,0.3087,0.9943,61.7,106.2,1,normaal
2025-05-07 14:00:00,97.3,24.3,0.958,154.9,154.37,5.04,58.7,0.862,124.2,1.99,52.5,30.5,67.0,0.9299,2.53,79.7,77.6,119.8,0.3049,0.9935,62.3,109.7,1,normaal
2025-05-07 14:05:00,96.7,25.0,0.946,154.9,154.43,5.13,56.4,0.871,124.6,2.02,46.0,29.3,67.1,0.9338,2.49,81.9,78.6,120.0,0.3069,0.99523,62.8,110.9,1,normaal
2025-05-07 14:10:00,96.2,25.9,0.954,154.9,154.39,5.06,57.3,0.885,124.8,1.96,46.3,31.2,65.4,0.9405,2.47,77.8,77.4,119.8,0.3079,0.99328,61.6,108.2,1,normaal
2025-05-07 14:15:00,97.3,24.7,0.942,155.0,154.63,4.99,59.7,0.877,124.0,2.02,48.8,30.2,67.5,0.932,2.49,78.7,78.3,120.2,0.313,0.99341,63.3,108.7,1,normaal
2025-05-07 14:20:00,95.6,25.2,0.953,155.0,154.61,5.11,56.1,0.884,124.7,2.02,45.3,29.3,66.2,0.9363,2.61,81.3,77.8,120.4,0.3093,0.99577,61.9,108.6,1,normaal
2025-05-07 14:25:00,98.0,24.6,0.965,155.0,154.57,5.08,55.3,0.865,124.6,1.98,52.0,30.8,68.4,0.9342,2.45,76.8,77.8,119.4,0.3044,0.99238,64.1,107.5,1,normaal
2025-05-07 14:30:00,98.2,25.0,0.946,155.0,154.74,4.97,57.9,0.875,125.0,1.97,45.0,30.5,67.9,0.9265,2.52,78.6,77.5,120.2,0.3019,0.99361,62.9,107.1,1,normaal
2025-05-07 14:35:00,97.4,25.4,0.954,155.0,154.85,5.1,58.5,0.879,125.8,2.0,50.6,30.9,66.9,0.9397,2.61,77.6,77.5,118.9,0.3082,0.99461,62.9,108.2,1,normaal
2025-05-07 14:40:00,96.3,24.8,0.951,155.0,154.65,5.05,57.3,0.879,124.9,2.02,47.7,31.3,66.0,0.9309,2.48,80.3,78.1,119.9,0.3063,0.99553,61.6,108.4,1,normaal
2025-05-07 14:45:00,97.8,24.7,0.938,155.0,154.51,5.01,57.8,0.884,124.8,1.95,46.6,31.3,66.6,0.9273,2.51,75.8,77.0,119.8,0.3048,0.9953,61.5,104.5,1,normaal
2025-05-07 14:50:00,97.3,24.7,0.948,155.0,154.61,5.11,57.7,0.857,124.7,2.01,52.1,30.8,67.3,0.9365,2.44,81.5,78.3,119.8,0.3063,0.99052,63.0,112.2,1,normaal
2025-05-07 14:55:00,96.1,25.8,0.942,155.0,154.68,4.98,57.2,0.889,124.6,2.0,47.5,30.3,65.3,0.9431,2.51,82.4,78.4,120.4,0.3079,0.99357,61.5,110.6,1,normaal
2025-05-07 15:00:00,97.5,25.5,0.954,155.0,154.67,5.11,54.8,0.887,125.4,2.03,47.2,30.4,67.6,0.9316,2.5,79.2,77.4,120.2,0.3102,0.99554,63.0,109.1,1,normaal
2025-05-07 15:05:00,97.2,24.6,0.96,155.0,154.96,5.08,55.8,0.848,125.0,2.01,49.0,30.9,67.7,0.938,2.54,76.8,77.4,119.3,0.3079,0.99306,63.3,106.6,1,normaal
2025-05-07 15:10:00,96.7,26.0,0.943,155.0,155.13,5.11,57.5,0.893,126.4,1.95,46.5,30.9,66.9,0.9367,2.45,79.2,77.7,119.7,0.3044,0.99282,62.6,108.1,1,normaal
2025-05-07 15:15:00,96.2,24.9,0.944,155.0,155.28,5.04,55.6,0.881,124.9,1.99,49.2,29.6,65.4,0.9405,2.57,78.1,77.4,119.9,0.3212,0.99401,61.7,108.0,1,normaal
2025-05-07 15:20:00,96.2,24.8,0.952,155.0,155.51,5.02,56.0,0.882,125.9,1.95,50.3,31.2,63.9,0.9374,2.55,75.8,78.1,119.9,0.3024,0.99318,59.6,106.5,1,normaal
2025-05-07 15:25:00,97.5,26.2,0.943,155.0,155.51,5.06,56.5,0.878,125.3,1.99,53.7,30.7,67.0,0.9351,2.52,74.4,77.9,119.5,0.3137,0.9929,62.8,104.9,1,normaal
2025-05-07 15:30:00,95.2,25.8,0.945,155.0,155.33,5.19,53.4,0.892,124.3,2.03,42.9,30.2,65.2,0.9379,2.5,78.0,77.9,119.9,0.3128,0.99194,61.1,108.8,1,normaal
2025-05-07 15:35:00,95.8,25.2,0.958,155.0,155.26,5.02,56.4,0.876,125.0,1.99,43.5,30.9,64.9,0.9288,2.47,76.0,77.1,119.9,0.3058,0.99157,59.9,105.4,1,normaal
2025-05-07 15:40:00,98.0,25.0,0.96,155.0,155.4,5.02,54.4,0.882,125.4,1.99,48.0,30.7,68.1,0.9329,2.45,79.2,77.8,119.7,0.3066,0.99214,63.6,110.0,1,normaal
2025-05-07 15:45:00,96.2,25.3,0.932,155.0,155.58,5.1,55.6,0.865,125.3,1.98,47.9,30.1,66.0,0.937,2.57,74.9,77.8,119.6,0.3092,0.99387,62.0,104.1,1,normaal
2025-05-07 15:50:00,97.7,25.6,0.967,155.0,155.34,5.0,55.2,0.88,124.6,1.99,44.3,30.2,66.8,0.933,2.56,78.2,77.6,119.0,0.3063,0.99395,62.3,109.1,1,normaal
2025-05-07 15:55:00,95.7,25.8,0.942,155.0,155.44,5.02,56.3,0.86,125.6,2.01,48.5,30.0,65.2,0.9358,2.4,81.8,78.0,120.6,0.3144,0.99175,60.9,109.8,1,normaal
2025-05-07 16:00:00,96.9,24.3,0.964,155.0,155.38,5.08,55.4,0.881,125.5,1.99,51.3,31.5,65.3,0.9463,2.51,79.3,78.3,120.2,0.3222,0.99275,62.0,108.9,1,normaal
2025-05-07 16:05:00,95.3,24.7,0.954,155.0,155.32,5.05,55.1,0.88,125.7,2.02,50.8,30.7,64.3,0.9457,2.54,74.6,76.6,120.0,0.308,0.99379,61.3,104.1,1,normaal
2025-05-07 16:10:00,95.4,25.6,0.951,155.0,155.22,5.1,57.5,0.875,125.2,1.99,48.5,29.9,65.1,0.9384,2.54,73.6,77.5,119.6,0.3132,0.99409,60.9,105.0,1,normaal
2025-05-07 16:15:00,95.3,25.2,0.947,155.0,155.24,5.04,54.8,0.895,125.7,1.96,45.1,29.3,64.7,0.9333,2.46,74.5,77.3,120.0,0.3066,0.99387,60.3,104.2,1,normaal
2025-05-07 16:20:00,94.8,24.7,0.937,155.0,155.3,4.99,55.7,0.886,124.9,2.03,49.3,29.9,64.5,0.9325,2.47,76.9,77.8,119.8,0.3075,0.99428,60.4,104.2,1,normaal
2025-05-07 16:25:00,95.9,24.9,0.946,155.0,155.17,4.99,54.3,0.884,124.7,1.98,47.3,29.5,66.7,0.9324,2.58,81.1,78.6,120.3,0.3086,0.99529,62.2,109.6,1,normaal
2025-05-07 16:30:00,96.6,25.1,0.962,155.0,155.17,5.05,56.1,0.893,124.4,2.0,49.0,29.9,67.1,0.9305,2.43,76.5,78.1,119.6,0.3136,0.99265,62.7,107.8,1,normaal
2025-05-07 16:35:00,94.6,24.9,0.967,155.0,154.96,5.04,56.0,0.884,125.0,1.97,47.0,30.1,64.9,0.931,2.5,76.8,77.1,119.0,0.3088,0.99401,60.5,105.9,1,normaal
2025-05-07 16:40:00,94.7,25.3,0.948,155.0,155.02,5.04,55.8,0.892,125.0,2.02,43.7,30.1,63.7,0.9349,2.52,72.6,76.9,119.6,0.3117,0.99201,59.5,101.8,1,normaal
2025-05-07 16:45:00,96.1,24.6,0.934,155.0,155.06,5.09,54.6,0.861,125.1,2.06,48.2,29.5,67.0,0.9281,2.61,77.4,77.8,120.2,0.3066,0.99464,62.1,107.8,1,normaal
2025-05-07 16:50:00,96.2,25.2,0.946,155.0,155.11,5.01,54.3,0.878,125.2,2.0,46.2,30.5,66.2,0.9276,2.62,76.4,77.5,119.5,0.3141,0.99569,61.2,106.1,1,normaal
2025-05-07 16:55:00,95.4,25.2,0.932,155.0,155.09,5.08,55.5,0.887,125.5,1.99,45.3,30.6,64.9,0.9279,2.4,76.3,77.4,119.8,0.3073,0.99064,60.5,107.0,1,normaal
2025-05-07 17:00:00,95.5,24.4,0.957,155.0,155.19,5.1,56.0,0.88,125.8,1.99,48.6,30.4,65.0,0.9332,2.52,76.6,78.4,119.9,0.3079,0.99496,60.4,106.4,1,normaal
