batch_id,tijdstip_uur,temp_setpoint_C,temp_actueel_C,pH_setpoint,pH_actueel,biomassa_gL,glucose_gL,voedingssnelheid_gLh,voedingsstrategie,opgeloste_O2_pct,product_gL
FERM-027,188,37,37.0,7.2,7.07,47.64,3.89,2.0,constant,5.0,9.018
FERM-027,190,37,36.7,7.2,7.22,47.4,4.56,2.0,constant,5.0,9.11
FERM-027,192,37,36.9,7.2,7.14,48.11,3.44,2.0,constant,5.0,9.338
FERM-027,194,37,36.9,7.2,7.17,47.62,4.39,2.0,constant,5.0,9.345
FERM-027,196,37,37.2,7.2,7.25,48.47,3.39,2.0,constant,5.0,9.6
FERM-027,198,37,37.0,7.2,7.28,48.47,2.81,2.0,constant,5.0,9.711
FERM-028,0,37,37.2,7.0,7.03,1.04,20.53,0.0,constant,87.9,0.0
FERM-028,2,37,36.9,7.0,7.0,1.06,20.55,0.0,constant,80.6,0.016
FERM-028,4,37,37.1,7.0,6.98,1.01,20.59,0.0,constant,81.5,0.002
FERM-028,6,37,37.2,7.0,7.04,1.2,20.27,0.0,constant,82.3,0.0
FERM-028,8,37,37.1,7.0,7.02,0.5,20.43,0.0,constant,86.8,0.023
FERM-028,10,37,36.9,7.0,7.08,0.79,20.03,0.0,constant,85.8,0.0
FERM-028,12,37,37.3,7.0,7.01,0.73,20.45,0.0,constant,84.5,0.005
FERM-028,14,37,37.1,7.0,7.11,0.82,20.79,0.0,constant,86.4,0.016
FERM-028,16,37,37.1,7.0,7.0,0.86,20.92,0.0,constant,82.9,0.007
FERM-028,18,37,37.4,7.0,7.11,0.89,20.52,0.0,constant,85.8,0.0
FERM-028,20,37,37.0,7.0,7.07,1.38,19.69,0.0,constant,79.8,0.007
FERM-028,22,37,36.9,7.0,7.06,1.87,19.74,2.0,constant,72.8,0.059
FERM-028,24,37,37.1,7.0,7.18,1.33,19.8,2.0,constant,75.8,0.013
FERM-028,26,37,36.9,7.0,7.02,1.31,20.58,2.0,constant,78.7,0.024
FERM-028,28,37,36.8,7.0,7.07,1.47,20.14,2.0,constant,82.1,0.061
FERM-028,30,37,37.2,7.0,7.14,1.74,20.15,2.0,constant,76.3,0.038
FERM-028,32,37,37.0,7.0,7.11,1.49,19.97,2.0,constant,73.6,0.032
FERM-028,34,37,37.1,7.0,7.07,1.67,20.26,2.0,constant,79.9,0.084
FERM-028,36,37,37.2,7.0,7.15,2.77,19.95,2.0,constant,72.2,0.074
FERM-028,38,37,37.3,7.0,7.1,2.7,19.75,2.0,constant,77.8,0.122
FERM-028,40,37,37.0,7.0,6.92,2.41,20.16,2.0,constant,72.8,0.1
FERM-028,42,37,37.2,7.0,6.96,2.61,19.37,2.0,constant,70.9,0.12
FERM-028,44,37,37.3,7.0,7.15,2.41,19.58,2.0,constant,69.5,0.114
FERM-028,46,37,36.9,7.0,7.09,2.76,19.22,2.0,constant,69.1,0.13
FERM-028,48,37,37.1,7.0,7.04,2.88,20.1,2.0,constant,76.8,0.15
FERM-028,50,37,37.2,7.0,7.01,3.47,18.62,2.0,constant,67.4,0.163
FERM-028,52,37,36.9,7.0,7.09,3.56,19.44,2.0,constant,74.0,0.175
FERM-028,54,37,36.8,7.0,7.05,3.6,18.19,2.0,constant,79.2,0.197
FERM-028,56,37,37.1,7.0,7.01,3.69,18.91,2.0,constant,75.3,0.194
FERM-028,58,37,36.8,7.0,7.05,4.3,18.93,2.0,constant,69.3,0.252
FERM-028,60,37,36.9,7.0,6.99,4.65,18.6,2.0,constant,74.9,0.257
FERM-028,62,37,37.1,7.0,6.95,4.52,18.88,2.0,constant,67.6,0.272
FERM-028,64,37,36.7,7.0,6.94,5.16,19.36,2.0,constant,72.0,0.29
FERM-028,66,37,36.9,7.0,7.02,5.24,18.72,2.0,constant,66.0,0.345
FERM-028,68,37,37.2,7.0,7.0,6.3,18.89,2.0,constant,64.3,0.399
FERM-028,70,37,36.8,7.0,7.02,6.4,18.02,2.0,constant,66.6,0.421
FERM-028,72,37,37.0,7.0,6.87,7.16,16.93,2.0,constant,70.0,0.447
FERM-028,74,37,37.0,7.0,6.9,6.78,18.99,2.0,constant,66.6,0.449
FERM-028,76,37,36.8,7.0,6.91,7.02,18.26,2.0,constant,62.1,0.471
FERM-028,78,37,37.2,7.0,6.89,7.33,17.83,2.0,constant,69.5,0.56
FERM-028,80,37,37.1,7.0,6.93,8.81,18.08,2.0,constant,66.7,0.645
FERM-028,82,37,36.9,7.0,7.0,8.26,17.51,2.0,constant,66.7,0.648
FERM-028,84,37,37.0,7.0,7.05,9.32,17.55,2.0,constant,57.6,0.746
FERM-028,86,37,37.2,7.0,6.9,9.43,17.29,2.0,constant,58.2,0.754
FERM-028,88,37,37.1,7.0,6.95,10.54,15.89,2.0,constant,53.4,0.857
FERM-028,90,37,36.8,7.0,6.95,11.61,15.55,2.0,constant,55.7,1.005
FERM-028,92,37,37.2,7.0,6.87,12.09,15.92,2.0,constant,57.8,1.05
FERM-028,94,37,37.4,7.0,6.93,11.84,15.87,2.0,constant,52.6,1.081
FERM-028,96,37,37.1,7.0,6.93,13.01,15.17,2.0,constant,49.6,1.188
FERM-028,98,37,37.0,7.0,6.9,14.01,15.13,2.0,constant,50.1,1.29
FERM-028,100,37,37.1,7.0,6.83,14.48,15.42,2.0,constant,52.2,1.332
FERM-028,102,37,37.1,7.0,6.92,14.97,14.71,2.0,constant,45.4,1.435
FERM-028,104,37,36.7,7.0,6.82,15.3,13.92,2.0,constant,48.3,1.5
FERM-028,106,37,36.9,7.0,6.96,16.06,14.08,2.0,constant,45.4,1.584
FERM-028,108,37,36.9,7.0,6.93,16.99,13.44,2.0,constant,46.7,1.72
FERM-028,110,37,37.3,7.0,6.86,18.16,13.29,2.0,constant,43.2,1.887
FERM-028,112,37,37.1,7.0,6.94,18.7,13.16,2.0,constant,41.4,1.965
FERM-028,114,37,37.2,7.0,6.9,19.27,13.28,2.0,constant,42.1,2.113
FERM-028,116,37,37.1,7.0,6.99,20.08,13.37,2.0,constant,36.9,2.208
FERM-028,118,37,37.0,7.0,6.96,21.12,12.55,2.0,constant,37.2,2.345
FERM-028,120,37,36.8,7.0,6.96,22.03,12.82,2.0,constant,34.2,2.513
FERM-028,122,37,37.2,7.0,6.95,23.31,12.16,2.0,constant,37.7,2.71
FERM-028,124,37,37.1,7.0,7.06,23.67,12.18,2.0,constant,33.5,2.801
FERM-028,126,37,36.9,7.0,7.06,24.17,11.39,2.0,constant,34.3,2.896
FERM-028,128,37,37.0,7.0,7.04,25.66,10.72,2.0,constant,28.5,3.15
FERM-028,130,37,36.9,7.0,6.96,26.73,10.4,2.0,constant,26.5,3.313
FERM-028,132,37,37.1,7.0,7.01,27.79,10.02,2.0,constant,22.1,3.519
FERM-028,134,37,37.1,7.0,7.04,28.15,10.0,2.0,constant,28.3,3.606
FERM-028,136,37,36.8,7.0,7.1,28.58,9.91,2.0,constant,25.3,3.729
FERM-028,138,37,36.7,7.0,7.08,29.76,8.54,2.0,constant,19.2,3.874
FERM-028,140,37,36.9,7.0,6.93,30.0,8.63,2.0,constant,18.2,4.028
FERM-028,142,37,37.0,7.0,7.04,31.22,8.53,2.0,constant,19.4,4.262
FERM-028,144,37,36.9,7.0,7.02,31.85,7.49,2.0,constant,15.8,4.413
FERM-028,146,37,37.1,7.0,7.12,33.23,6.88,2.0,constant,11.5,4.645
FERM-028,148,37,36.9,7.0,7.02,33.45,6.66,2.0,constant,16.5,4.772
FERM-028,150,37,37.1,7.0,7.06,34.63,7.42,2.0,constant,15.3,5.027
FERM-028,152,37,36.9,7.0,7.02,35.45,6.99,2.0,constant,5.0,5.158
FERM-028,154,37,36.8,7.0,7.11,36.4,6.85,2.0,constant,8.4,5.403
FERM-028,156,37,37.1,7.0,7.02,35.99,5.5,2.0,constant,10.3,5.473
FERM-028,158,37,36.9,7.0,7.13,37.77,6.35,2.0,constant,6.5,5.761
FERM-028,160,37,37.2,7.0,7.05,38.19,5.08,2.0,constant,5.0,5.866
FERM-028,162,37,37.2,7.0,7.2,38.8,5.5,2.0,constant,5.0,6.038
FERM-028,164,37,36.8,7.0,7.14,39.1,5.78,2.0,constant,5.0,6.208
FERM-028,166,37,37.2,7.0,7.14,39.89,5.13,2.0,constant,5.0,6.375
FERM-028,168,37,36.9,7.0,7.09,40.39,4.93,2.0,constant,5.0,6.51
FERM-028,170,37,37.1,7.0,7.1,40.97,4.65,2.0,constant,5.0,6.755
FERM-028,172,37,37.1,7.0,7.05,41.31,4.36,2.0,constant,5.0,6.864
FERM-028,174,37,37.2,7.0,7.09,41.9,3.79,2.0,constant,5.0,7.037
FERM-028,176,37,36.8,7.0,7.11,42.72,4.08,2.0,constant,5.0,7.289
FERM-028,178,37,36.6,7.0,6.97,42.5,3.52,2.0,constant,5.0,7.33
FERM-028,180,37,37.0,7.0,6.99,43.49,4.26,2.0,constant,5.0,7.562
FERM-028,182,37,37.1,7.0,6.99,43.29,4.08,2.0,constant,5.0,7.641
FERM-028,184,37,36.9,7.0,6.99,43.86,2.96,2.0,constant,5.0,7.813
FERM-028,186,37,37.3,7.0,7.02,44.44,2.94,2.0,constant,5.0,8.017
FERM-028,188,37,36.9,7.0,6.95,44.97,2.91,2.0,constant,5.0,8.177
FERM-028,190,37,36.7,7.0,7.0,44.8,2.57,2.0,constant,5.0,8.303
FERM-028,192,37,37.0,7.0,7.01,46.06,2.56,2.0,constant,5.0,8.581
FERM-028,194,37,36.9,7.0,6.96,45.7,3.17,2.0,constant,5.0,8.616
FERM-028,196,37,36.8,7.0,6.91,45.87,2.95,2.0,constant,5.0,8.755
FERM-028,198,37,37.2,7.0,7.0,45.85,2.7,2.0,constant,5.0,8.812
FERM-029,0,37,37.0,6.8,6.87,0.61,14.67,0.0,constant,83.2,0.009
FERM-029,2,37,36.9,6.8,6.81,0.98,15.55,0.0,constant,80.4,0.0
FERM-029,4,37,36.9,6.8,6.78,0.65,15.26,0.0,constant,78.1,0.0
FERM-029,6,37,37.2,6.8,6.78,0.44,15.08,0.0,constant,85.4,0.011
FERM-029,8,37,37.0,6.8,6.87,0.59,15.36,0.0,constant,83.9,0.0
FERM-029,10,37,36.9,6.8,6.94,1.45,13.83,0.0,constant,83.2,0.039
FERM-029,12,37,37.2,6.8,6.88,0.63,15.44,0.0,constant,78.8,0.013
FERM-029,14,37,37.1,6.8,6.94,1.21,15.31,0.0,constant,78.6,0.034
FERM-029,16,37,36.9,6.8,6.89,0.85,15.39,0.0,constant,82.2,0.028
FERM-029,18,37,37.1,6.8,6.87,0.54,15.3,0.0,constant,83.8,0.0
FERM-029,20,37,37.1,6.8,6.93,0.43,15.31,0.0,constant,84.8,0.0
FERM-029,22,37,37.1,6.8,6.92,1.83,15.1,2.0,constant,73.6,0.035
FERM-029,24,37,37.0,6.8,6.9,1.25,15.53,2.0,constant,76.9,0.02
FERM-029,26,37,37.1,6.8,6.82,1.68,15.01,2.0,constant,83.4,0.018
FERM-029,28,37,36.8,6.8,6.98,1.13,14.57,2.0,constant,71.4,0.01
FERM-029,30,37,37.0,6.8,6.85,1.51,14.3,2.0,constant,80.0,0.043
FERM-029,32,37,36.7,6.8,6.85,1.66,14.63,2.0,constant,78.4,0.023
FERM-029,34,37,37.0,6.8,6.86,2.05,14.69,2.0,constant,76.3,0.046
FERM-029,36,37,36.8,6.8,6.93,1.46,15.39,2.0,constant,72.8,0.032
FERM-029,38,37,37.1,6.8,6.88,2.33,15.06,2.0,constant,81.2,0.078
FERM-029,40,37,37.3,6.8,6.87,2.44,14.49,2.0,constant,78.7,0.08
FERM-029,42,37,37.2,6.8,6.87,2.25,16.1,2.0,constant,80.2,0.078
FERM-029,44,37,37.0,6.8,6.77,2.98,14.32,2.0,constant,72.5,0.11
FERM-029,46,37,36.9,6.8,6.89,2.79,14.5,2.0,constant,78.7,0.119
FERM-029,48,37,36.8,6.8,6.91,2.98,14.04,2.0,constant,78.1,0.102
FERM-029,50,37,37.1,6.8,6.78,3.05,13.56,2.0,constant,73.2,0.156
FERM-029,52,37,37.0,6.8,6.82,3.39,14.68,2.0,constant,72.3,0.188
FERM-029,54,37,37.1,6.8,6.88,3.81,14.11,2.0,constant,73.3,0.157
FERM-029,56,37,36.7,6.8,6.85,3.47,14.8,2.0,constant,79.8,0.201
FERM-029,58,37,37.2,6.8,6.77,3.77,13.58,2.0,constant,74.7,0.238
FERM-029,60,37,37.1,6.8,6.88,3.8,13.45,2.0,constant,74.8,0.245
FERM-029,62,37,36.9,6.8,6.77,5.25,13.95,2.0,constant,68.9,0.291
FERM-029,64,37,37.1,6.8,6.81,4.63,12.67,2.0,constant,75.1,0.241
FERM-029,66,37,37.0,6.8,6.77,5.79,13.1,2.0,constant,69.8,0.332
FERM-029,68,37,37.1,6.8,6.82,6.39,12.2,2.0,constant,69.4,0.389
FERM-029,70,37,37.2,6.8,6.75,6.06,12.69,2.0,constant,60.3,0.391
FERM-029,72,37,37.1,6.8,6.78,6.78,12.85,2.0,constant,65.2,0.447
FERM-029,74,37,37.1,6.8,6.78,7.43,12.53,2.0,constant,66.0,0.477
FERM-029,76,37,37.1,6.8,6.76,7.79,12.05,2.0,constant,67.2,0.534
FERM-029,78,37,36.9,6.8,6.7,7.8,12.52,2.0,constant,63.5,0.569
FERM-029,80,37,37.1,6.8,6.64,8.52,11.55,2.0,constant,67.4,0.644
FERM-029,82,37,37.1,6.8,6.77,9.67,11.37,2.0,constant,58.4,0.689
FERM-029,84,37,37.3,6.8,6.74,9.88,12.27,2.0,constant,59.5,0.753
FERM-029,86,37,37.3,6.8,6.71,10.79,11.63,2.0,constant,59.8,0.834
FERM-029,88,37,37.2,6.8,6.68,11.61,11.41,2.0,constant,56.6,0.891
FERM-029,90,37,37.1,6.8,6.65,11.5,11.02,2.0,constant,54.8,0.961
FERM-029,92,37,37.3,6.8,6.67,12.46,10.67,2.0,constant,51.3,1.041
FERM-029,94,37,37.1,6.8,6.65,13.46,9.78,2.0,constant,55.2,1.165
FERM-029,96,37,36.7,6.8,6.69,14.84,9.72,2.0,constant,53.0,1.293
FERM-029,98,37,37.2,6.8,6.69,14.55,9.95,2.0,constant,50.0,1.326
FERM-029,100,37,37.0,6.8,6.7,15.84,8.84,2.0,constant,46.3,1.504
FERM-029,102,37,36.9,6.8,6.69,16.75,9.05,2.0,constant,49.4,1.571
FERM-029,104,37,37.2,6.8,6.65,17.58,7.7,2.0,constant,45.9,1.72
FERM-029,106,37,36.8,6.8,6.66,18.84,8.06,2.0,constant,41.0,1.859
FERM-029,108,37,37.1,6.8,6.7,19.3,7.58,2.0,constant,38.1,1.948
FERM-029,110,37,37.0,6.8,6.71,20.17,7.46,2.0,constant,38.0,2.037
FERM-029,112,37,37.0,6.8,6.7,21.09,7.22,2.0,constant,39.5,2.186
FERM-029,114,37,37.2,6.8,6.84,22.01,7.07,2.0,constant,39.1,2.324
FERM-029,116,37,36.8,6.8,6.85,23.15,6.69,2.0,constant,34.5,2.509
FERM-029,118,37,37.0,6.8,6.79,23.99,6.07,2.0,constant,35.0,2.647
FERM-029,120,37,36.8,6.8,6.89,24.82,5.27,2.0,constant,32.0,2.768
FERM-029,122,37,36.7,6.8,6.74,25.51,5.06,2.0,constant,29.1,2.923
FERM-029,124,37,36.9,6.8,6.79,26.87,4.37,2.0,constant,23.9,3.081
FERM-029,126,37,37.3,6.8,6.75,28.25,4.1,2.0,constant,26.2,3.327
FERM-029,128,37,37.1,6.8,6.82,28.54,4.33,2.0,constant,16.8,3.412
FERM-029,130,37,37.1,6.8,6.88,29.67,3.8,2.0,constant,19.7,3.649
FERM-029,132,37,36.6,6.8,6.86,30.43,3.8,2.0,constant,15.5,3.77
FERM-029,134,37,37.0,6.8,6.96,31.78,2.49,2.0,constant,18.1,3.992
FERM-029,136,37,37.1,6.8,6.82,32.33,2.36,2.0,constant,17.0,4.111
FERM-029,138,37,37.2,6.8,6.88,32.95,2.43,2.0,constant,11.4,4.284
FERM-029,140,37,36.9,6.8,6.86,33.86,2.36,2.0,constant,13.8,4.47
FERM-029,142,37,36.6,6.8,6.92,34.81,2.04,2.0,constant,5.5,4.668
FERM-029,144,37,37.1,6.8,6.84,35.64,0.86,2.0,constant,8.1,4.829
FERM-029,146,37,36.9,6.8,6.76,36.99,0.78,2.0,constant,5.0,5.094
FERM-029,148,37,36.7,6.8,6.8,37.18,0.39,2.0,constant,7.7,5.185
FERM-029,150,37,36.7,6.8,6.94,38.07,0.18,2.0,constant,5.5,5.378
FERM-029,152,37,37.5,6.8,6.87,38.52,0.14,2.0,constant,5.8,5.556
FERM-029,154,37,36.8,6.8,6.94,38.97,0.0,2.0,constant,5.0,5.65
FERM-029,156,37,37.5,6.8,6.89,40.1,0.0,2.0,constant,5.0,5.908
FERM-029,158,37,37.1,6.8,6.9,40.79,0.0,2.0,constant,5.0,6.09
FERM-029,160,37,37.0,6.8,6.98,41.33,0.0,2.0,constant,5.0,6.28
FERM-029,162,37,36.9,6.8,6.89,41.72,0.0,2.0,constant,5.0,6.354
FERM-029,164,37,37.1,6.8,6.85,42.47,0.0,2.0,constant,5.0,6.617
FERM-029,166,37,36.8,6.8,6.88,43.02,0.0,2.0,constant,5.0,6.744
FERM-029,168,37,36.7,6.8,6.85,43.08,0.0,2.0,constant,5.0,6.87
FERM-029,170,37,37.0,6.8,6.93,43.45,0.0,2.0,constant,5.0,7.007
FERM-029,172,37,36.9,6.8,6.91,44.21,0.0,2.0,constant,5.0,7.226
FERM-029,174,37,36.7,6.8,6.83,44.18,0.0,2.0,constant,5.0,7.304
FERM-029,176,37,37.4,6.8,6.84,44.84,0.0,2.0,constant,5.0,7.498
FERM-029,178,37,37.1,6.8,6.92,44.72,0.0,2.0,constant,5.0,7.563
FERM-029,180,37,37.3,6.8,6.82,45.05,0.0,2.0,constant,5.0,7.74
FERM-029,182,37,36.7,6.8,6.79,45.89,0.0,2.0,constant,5.0,7.9
FERM-029,184,37,37.0,6.8,6.86,45.6,0.0,2.0,constant,5.0,7.977
FERM-029,186,37,36.8,6.8,6.76,46.71,0.0,2.0,constant,5.0,8.261
FERM-029,188,37,37.1,6.8,6.89,45.99,0.0,2.0,constant,5.0,8.218
FERM-029,190,37,37.1,6.8,6.86,46.85,0.0,2.0,constant,5.0,8.484
FERM-029,192,37,36.6,6.8,6.73,47.1,0.0,2.0,constant,5.0,8.649
FERM-029,194,37,37.2,6.8,6.79,46.93,0.0,2.0,constant,5.0,8.701
FERM-029,196,37,37.3,6.8,6.8,47.32,0.0,2.0,constant,5.0,8.83
FERM-029,198,37,36.6,6.8,6.77,47.83,0.0,2.0,constant,5.0,9.051
FERM-030,0,37,36.8,7.2,7.18,1.64,20.74,0.0,constant,85.7,0.0
FERM-030,2,37,37.4,7.2,7.19,1.47,20.49,0.0,constant,83.5,0.014
FERM-030,4,37,36.8,7.2,7.22,1.68,19.99,0.0,constant,82.7,0.0
FERM-030,6,37,36.9,7.2,7.14,0.76,21.22,0.0,constant,80.1,0.019
FERM-030,8,37,36.8,7.2,7.29,1.78,20.59,0.0,constant,76.5,0.023
FERM-030,10,37,37.0,7.2,7.25,1.82,20.29,0.0,constant,86.0,0.0
FERM-030,12,37,37.1,7.2,7.22,2.22,21.44,0.0,constant,78.2,0.01
FERM-030,14,37,37.0,7.2,7.25,1.89,19.55,0.0,constant,82.3,0.0
FERM-030,16,37,37.2,7.2,7.17,2.34,20.06,0.0,constant,82.0,0.02
FERM-030,18,37,36.7,7.2,7.32,2.73,20.04,0.0,constant,78.2,0.0
FERM-030,20,37,36.9,7.2,7.31,2.21,20.35,0.0,constant,80.9,0.056
FERM-030,22,37,37.1,7.2,7.35,2.52,20.56,2.0,constant,72.3,0.08
FERM-030,24,37,37.2,7.2,7.34,3.08,19.81,2.0,constant,77.9,0.051
FERM-030,26,37,36.8,7.2,7.33,2.98,20.31,2.0,constant,78.0,0.081
FERM-030,28,37,36.7,7.2,7.3,3.59,20.2,2.0,constant,74.9,0.061
FERM-030,30,37,36.8,7.2,7.27,3.59,20.12,2.0,constant,74.9,0.097
FERM-030,32,37,36.9,7.2,7.24,4.77,19.53,2.0,constant,69.0,0.148
FERM-030,34,37,37.1,7.2,7.31,3.89,20.61,2.0,constant,70.5,0.09
FERM-030,36,37,37.3,7.2,7.3,5.11,19.21,2.0,constant,69.9,0.148
FERM-030,38,37,37.0,7.2,7.25,5.03,18.81,2.0,constant,69.3,0.166
FERM-030,40,37,36.9,7.2,7.27,5.33,18.76,2.0,constant,69.7,0.171
FERM-030,42,37,36.6,7.2,7.26,5.75,18.8,2.0,constant,72.4,0.197
FERM-030,44,37,36.9,7.2,7.35,7.13,17.39,2.0,constant,63.8,0.293
FERM-030,46,37,37.0,7.2,7.34,7.12,17.73,2.0,constant,66.1,0.29
FERM-030,48,37,36.8,7.2,7.28,7.48,18.22,2.0,constant,66.9,0.309
FERM-030,50,37,36.5,7.2,7.23,7.85,17.42,2.0,constant,57.4,0.372
FERM-030,52,37,37.0,7.2,7.19,8.99,16.95,2.0,constant,56.0,0.419
FERM-030,54,37,37.0,7.2,7.25,9.28,17.32,2.0,constant,61.9,0.49
FERM-030,56,37,36.8,7.2,7.34,9.36,17.0,2.0,constant,62.9,0.493
FERM-030,58,37,37.1,7.2,7.28,10.28,17.01,2.0,constant,59.9,0.566
FERM-030,60,37,36.9,7.2,7.2,11.2,16.74,2.0,constant,57.7,0.607
FERM-030,62,37,36.9,7.2,7.23,11.53,16.14,2.0,constant,59.1,0.663
FERM-030,64,37,36.9,7.2,7.25,12.73,16.81,2.0,constant,55.1,0.788
FERM-030,66,37,36.7,7.2,7.07,12.73,15.2,2.0,constant,53.8,0.799
FERM-030,68,37,36.5,7.2,7.2,14.73,16.04,2.0,constant,44.3,0.942
FERM-030,70,37,37.2,7.2,7.19,14.94,15.5,2.0,constant,45.0,0.998
FERM-030,72,37,37.0,7.2,7.12,16.05,13.89,2.0,constant,47.7,1.07
FERM-030,74,37,36.8,7.2,7.11,17.2,13.59,2.0,constant,43.4,1.202
FERM-030,76,37,37.0,7.2,7.14,17.66,13.22,2.0,constant,48.4,1.264
FERM-030,78,37,36.9,7.2,7.11,19.18,13.37,2.0,constant,44.3,1.415
FERM-030,80,37,37.2,7.2,7.23,19.53,12.96,2.0,constant,47.2,1.498
FERM-030,82,37,37.1,7.2,7.17,20.85,13.03,2.0,constant,37.1,1.67
FERM-030,84,37,37.1,7.2,7.12,22.13,12.82,2.0,constant,36.7,1.746
FERM-030,86,37,36.7,7.2,7.18,23.29,12.47,2.0,constant,34.7,1.919
FERM-030,88,37,37.3,7.2,7.08,24.14,11.58,2.0,constant,33.6,2.057
FERM-030,90,37,37.1,7.2,7.16,24.93,11.04,2.0,constant,32.8,2.142
FERM-030,92,37,36.9,7.2,7.05,25.86,10.45,2.0,constant,25.2,2.239
FERM-030,94,37,36.9,7.2,7.21,26.96,10.4,2.0,constant,20.7,2.468
FERM-030,96,37,36.9,7.2,7.13,28.3,9.37,2.0,constant,19.0,2.599
FERM-030,98,37,37.1,7.2,7.15,28.92,9.33,2.0,constant,22.4,2.721
FERM-030,100,37,37.3,7.2,7.19,29.97,8.59,2.0,constant,24.2,2.926
FERM-030,102,37,36.7,7.2,7.06,31.03,8.53,2.0,constant,17.7,3.046
FERM-030,104,37,36.9,7.2,7.11,31.94,8.71,2.0,constant,19.7,3.232
FERM-030,106,37,37.5,7.2,7.11,32.55,8.16,2.0,constant,14.4,3.35
FERM-030,108,37,37.0,7.2,7.06,34.03,7.85,2.0,constant,14.0,3.536
FERM-030,110,37,36.9,7.2,7.15,35.13,7.07,2.0,constant,9.4,3.727
FERM-030,112,37,37.2,7.2,7.17,35.79,6.54,2.0,constant,7.8,3.9
FERM-030,114,37,37.1,7.2,7.15,36.87,6.89,2.0,constant,10.8,4.071
FERM-030,116,37,37.1,7.2,7.12,37.44,5.87,2.0,constant,5.8,4.234
FERM-030,118,37,36.8,7.2,7.11,38.17,5.6,2.0,constant,6.7,4.373
FERM-030,120,37,37.2,7.2,7.19,39.15,5.48,2.0,constant,5.0,4.589
FERM-030,122,37,37.5,7.2,7.12,39.5,5.12,2.0,constant,5.0,4.689
FERM-030,124,37,37.0,7.2,7.16,40.01,5.53,2.0,constant,5.0,4.84
FERM-030,126,37,37.2,7.2,7.2,40.96,4.59,2.0,constant,5.0,5.037
FERM-030,128,37,37.0,7.2,7.24,41.77,5.02,2.0,constant,5.0,5.234
FERM-030,130,37,37.3,7.2,7.26,42.11,3.93,2.0,constant,5.0,5.385
FERM-030,132,37,37.4,7.2,7.12,42.73,3.83,2.0,constant,5.0,5.526
FERM-030,134,37,36.9,7.2,7.32,43.26,4.79,2.0,constant,5.0,5.633
FERM-030,136,37,37.2,7.2,7.2,43.32,3.51,2.0,constant,5.0,5.779
FERM-030,138,37,37.0,7.2,7.25,43.59,3.44,2.0,constant,5.0,5.903
FERM-030,140,37,36.6,7.2,7.27,44.47,3.5,2.0,constant,5.0,6.116
FERM-030,142,37,36.6,7.2,7.26,45.37,3.43,2.0,constant,5.0,6.29
FERM-030,144,37,36.9,7.2,7.39,44.92,2.67,2.0,constant,5.0,6.385
FERM-030,146,37,37.0,7.2,7.28,45.47,3.25,2.0,constant,5.0,6.472
FERM-030,148,37,37.0,7.2,7.27,45.84,2.16,2.0,constant,5.0,6.687
FERM-030,150,37,37.1,7.2,7.32,46.43,2.75,2.0,constant,5.0,6.873
FERM-030,152,37,36.8,7.2,7.23,46.12,2.83,2.0,constant,5.0,6.905
FERM-030,154,37,37.1,7.2,7.26,46.75,2.99,2.0,constant,5.0,7.08
FERM-030,156,37,36.9,7.2,7.26,47.13,2.24,2.0,constant,5.0,7.238
FERM-030,158,37,36.6,7.2,7.27,47.6,3.0,2.0,constant,5.0,7.419
FERM-030,160,37,37.2,7.2,7.4,47.49,2.11,2.0,constant,5.0,7.522
FERM-030,162,37,36.7,7.2,7.22,47.31,1.64,2.0,constant,5.0,7.56
FERM-030,164,37,36.8,7.2,7.24,47.95,1.34,2.0,constant,5.0,7.767
FERM-030,166,37,37.2,7.2,7.22,47.93,2.04,2.0,constant,5.0,7.843
FERM-030,168,37,36.7,7.2,7.32,47.95,1.88,2.0,constant,5.0,7.933
FERM-030,170,37,37.2,7.2,7.28,48.22,1.51,2.0,constant,5.0,8.057
FERM-030,172,37,37.0,7.2,7.23,48.66,1.07,2.0,constant,5.0,8.271
FERM-030,174,37,37.3,7.2,7.27,48.37,2.24,2.0,constant,5.0,8.332
FERM-030,176,37,36.7,7.2,7.3,48.8,0.88,2.0,constant,5.0,8.473
FERM-030,178,37,36.8,7.2,7.24,48.67,2.04,2.0,constant,5.0,8.578
FERM-030,180,37,37.0,7.2,7.25,48.59,1.32,2.0,constant,5.0,8.66
FERM-030,182,37,36.9,7.2,7.33,49.09,1.39,2.0,constant,5.0,8.814
FERM-030,184,37,36.7,7.2,7.2,49.33,0.6,2.0,constant,5.0,8.993
FERM-030,186,37,36.8,7.2,7.33,48.78,2.46,2.0,constant,5.0,8.976
FERM-030,188,37,37.0,7.2,7.3,49.28,0.98,2.0,constant,5.0,9.199
FERM-030,190,37,36.8,7.2,7.09,49.52,1.39,2.0,constant,5.0,9.305
FERM-030,192,37,37.3,7.2,7.24,49.63,1.78,2.0,constant,5.0,9.438
FERM-030,194,37,36.7,7.2,7.26,49.37,2.38,2.0,constant,5.0,9.514
FERM-030,196,37,37.0,7.2,7.08,49.42,2.02,2.0,constant,5.0,9.622
FERM-030,198,37,36.9,7.2,7.2,49.08,0.8,2.0,constant,5.0,9.628
FERM-031,0,33,33.0,6.8,6.76,1.72,20.91,0.0,constant,84.4,0.01
FERM-031,2,33,33.0,6.8,6.8,1.19,21.97,0.0,constant,79.6,0.0
